file,year,contest_type,county,total_rows,geo_rows,matched_geo,unmatched_geo,non_geo,geo_match_pct,unmatched_examples
auditor_2004.json,2004,auditor,LEE,13,13,9,4,0,69.23,LEE - 01 WEST SANFORD #1 | LEE - 02 WEST SANFORD #2 | LEE - 03 WEST SANFORD #3 | LEE - 13 WEST SANFORD #4
auditor_2008.json,2008,auditor,CHEROKEE,16,16,12,4,0,75.0,CHEROKEE - BEAVERDAM Y | CHEROKEE - BEAVERDAM Z | CHEROKEE - NOTLA Y | CHEROKEE - NOTLA Z
auditor_2020.json,2020,auditor,RICHMOND,20,20,16,4,0,80.0,RICHMOND - BROWDER | RICHMOND - CO OP | RICHMOND - ELLERBE | RICHMOND - HAMLET
governor_2000.json,2000,governor,BURKE,31,31,27,4,0,87.1,BURKE - 0028 LOWER CREEK | BURKE - 0037 MORGANTON 7 | BURKE - 0047 QUAKER MEADOW 1 | BURKE - 0060 SMOKEY CREEK
governor_2004.json,2004,governor,BURKE,32,31,27,4,1,87.1,BURKE - 0028 LOWER CREEK | BURKE - 0037 MORGANTON 07 | BURKE - 0047 QUAKER MEADOW 01 | BURKE - 0060 SMOKEY CREEK
governor_2004.json,2004,governor,LEE,13,13,9,4,0,69.23,LEE - 01 WEST SANFORD #1 | LEE - 02 WEST SANFORD #2 | LEE - 03 WEST SANFORD #3 | LEE - 13 WEST SANFORD #4
governor_2008.json,2008,governor,CHEROKEE,16,16,12,4,0,75.0,CHEROKEE - BEAVERDAM Y | CHEROKEE - BEAVERDAM Z | CHEROKEE - NOTLA Y | CHEROKEE - NOTLA Z
governor_2020.json,2020,governor,RICHMOND,20,20,16,4,0,80.0,RICHMOND - BROWDER | RICHMOND - CO OP | RICHMOND - ELLERBE | RICHMOND - HAMLET
insurance_commissioner_2000.json,2000,insurance_commissioner,BURKE,31,31,27,4,0,87.1,BURKE - 0028 LOWER CREEK | BURKE - 0037 MORGANTON 7 | BURKE - 0047 QUAKER MEADOW 1 | BURKE - 0060 SMOKEY CREEK
insurance_commissioner_2004.json,2004,insurance_commissioner,BURKE,32,31,27,4,1,87.1,BURKE - 0028 LOWER CREEK | BURKE - 0037 MORGANTON 07 | BURKE - 0047 QUAKER MEADOW 01 | BURKE - 0060 SMOKEY CREEK
insurance_commissioner_2004.json,2004,insurance_commissioner,LEE,13,13,9,4,0,69.23,LEE - 01 WEST SANFORD #1 | LEE - 02 WEST SANFORD #2 | LEE - 03 WEST SANFORD #3 | LEE - 13 WEST SANFORD #4
insurance_commissioner_2008.json,2008,insurance_commissioner,CHEROKEE,16,16,12,4,0,75.0,CHEROKEE - BEAVERDAM Y | CHEROKEE - BEAVERDAM Z | CHEROKEE - NOTLA Y | CHEROKEE - NOTLA Z
insurance_commissioner_2020.json,2020,insurance_commissioner,RICHMOND,20,20,16,4,0,80.0,RICHMOND - BROWDER | RICHMOND - CO OP | RICHMOND - ELLERBE | RICHMOND - HAMLET
labor_commissioner_2000.json,2000,labor_commissioner,BURKE,31,31,27,4,0,87.1,BURKE - 0028 LOWER CREEK | BURKE - 0037 MORGANTON 7 | BURKE - 0047 QUAKER MEADOW 1 | BURKE - 0060 SMOKEY CREEK
labor_commissioner_2004.json,2004,labor_commissioner,BURKE,32,31,27,4,1,87.1,BURKE - 0028 LOWER CREEK | BURKE - 0037 MORGANTON 07 | BURKE - 0047 QUAKER MEADOW 01 | BURKE - 0060 SMOKEY CREEK
labor_commissioner_2004.json,2004,labor_commissioner,LEE,13,13,9,4,0,69.23,LEE - 01 WEST SANFORD #1 | LEE - 02 WEST SANFORD #2 | LEE - 03 WEST SANFORD #3 | LEE - 13 WEST SANFORD #4
labor_commissioner_2008.json,2008,labor_commissioner,CHEROKEE,16,16,12,4,0,75.0,CHEROKEE - BEAVERDAM Y | CHEROKEE - BEAVERDAM Z | CHEROKEE - NOTLA Y | CHEROKEE - NOTLA Z
labor_commissioner_2020.json,2020,labor_commissioner,RICHMOND,20,20,16,4,0,80.0,RICHMOND - BROWDER | RICHMOND - CO OP | RICHMOND - ELLERBE | RICHMOND - HAMLET
lieutenant_governor_2000.json,2000,lieutenant_governor,BURKE,31,31,27,4,0,87.1,BURKE - 0028 LOWER CREEK | BURKE - 0037 MORGANTON 7 | BURKE - 0047 QUAKER MEADOW 1 | BURKE - 0060 SMOKEY CREEK
lieutenant_governor_2004.json,2004,lieutenant_governor,BURKE,32,31,27,4,1,87.1,BURKE - 0028 LOWER CREEK | BURKE - 0037 MORGANTON 07 | BURKE - 0047 QUAKER MEADOW 01 | BURKE - 0060 SMOKEY CREEK
lieutenant_governor_2004.json,2004,lieutenant_governor,LEE,13,13,9,4,0,69.23,LEE - 01 WEST SANFORD #1 | LEE - 02 WEST SANFORD #2 | LEE - 03 WEST SANFORD #3 | LEE - 13 WEST SANFORD #4
lieutenant_governor_2008.json,2008,lieutenant_governor,CHEROKEE,16,16,12,4,0,75.0,CHEROKEE - BEAVERDAM Y | CHEROKEE - BEAVERDAM Z | CHEROKEE - NOTLA Y | CHEROKEE - NOTLA Z
lieutenant_governor_2020.json,2020,lieutenant_governor,RICHMOND,20,20,16,4,0,80.0,RICHMOND - BROWDER | RICHMOND - CO OP | RICHMOND - ELLERBE | RICHMOND - HAMLET
nc_court_of_appeals_judge_seat_04_2020.json,2020,nc_court_of_appeals_judge_seat_04,RICHMOND,20,20,16,4,0,80.0,RICHMOND - BROWDER | RICHMOND - CO OP | RICHMOND - ELLERBE | RICHMOND - HAMLET
nc_court_of_appeals_judge_seat_05_2020.json,2020,nc_court_of_appeals_judge_seat_05,RICHMOND,20,20,16,4,0,80.0,RICHMOND - BROWDER | RICHMOND - CO OP | RICHMOND - ELLERBE | RICHMOND - HAMLET
nc_court_of_appeals_judge_seat_06_2020.json,2020,nc_court_of_appeals_judge_seat_06,RICHMOND,20,20,16,4,0,80.0,RICHMOND - BROWDER | RICHMOND - CO OP | RICHMOND - ELLERBE | RICHMOND - HAMLET
nc_court_of_appeals_judge_seat_07_2020.json,2020,nc_court_of_appeals_judge_seat_07,RICHMOND,20,20,16,4,0,80.0,RICHMOND - BROWDER | RICHMOND - CO OP | RICHMOND - ELLERBE | RICHMOND - HAMLET
nc_court_of_appeals_judge_seat_13_2020.json,2020,nc_court_of_appeals_judge_seat_13,RICHMOND,20,20,16,4,0,80.0,RICHMOND - BROWDER | RICHMOND - CO OP | RICHMOND - ELLERBE | RICHMOND - HAMLET
nc_supreme_court_associate_justice_seat_02_2020.json,2020,nc_supreme_court_associate_justice_seat_02,RICHMOND,20,20,16,4,0,80.0,RICHMOND - BROWDER | RICHMOND - CO OP | RICHMOND - ELLERBE | RICHMOND - HAMLET
nc_supreme_court_associate_justice_seat_04_2020.json,2020,nc_supreme_court_associate_justice_seat_04,RICHMOND,20,20,16,4,0,80.0,RICHMOND - BROWDER | RICHMOND - CO OP | RICHMOND - ELLERBE | RICHMOND - HAMLET
nc_supreme_court_chief_justice_seat_01_2020.json,2020,nc_supreme_court_chief_justice_seat_01,RICHMOND,20,20,16,4,0,80.0,RICHMOND - BROWDER | RICHMOND - CO OP | RICHMOND - ELLERBE | RICHMOND - HAMLET
president_2020.json,2020,president,RICHMOND,20,20,16,4,0,80.0,RICHMOND - BROWDER | RICHMOND - CO OP | RICHMOND - ELLERBE | RICHMOND - HAMLET
secretary_of_state_2000.json,2000,secretary_of_state,BURKE,31,31,27,4,0,87.1,BURKE - 0028 LOWER CREEK | BURKE - 0037 MORGANTON 7 | BURKE - 0047 QUAKER MEADOW 1 | BURKE - 0060 SMOKEY CREEK
secretary_of_state_2004.json,2004,secretary_of_state,BURKE,32,31,27,4,1,87.1,BURKE - 0028 LOWER CREEK | BURKE - 0037 MORGANTON 07 | BURKE - 0047 QUAKER MEADOW 01 | BURKE - 0060 SMOKEY CREEK
secretary_of_state_2004.json,2004,secretary_of_state,LEE,13,13,9,4,0,69.23,LEE - 01 WEST SANFORD #1 | LEE - 02 WEST SANFORD #2 | LEE - 03 WEST SANFORD #3 | LEE - 13 WEST SANFORD #4
secretary_of_state_2008.json,2008,secretary_of_state,CHEROKEE,16,16,12,4,0,75.0,CHEROKEE - BEAVERDAM Y | CHEROKEE - BEAVERDAM Z | CHEROKEE - NOTLA Y | CHEROKEE - NOTLA Z
secretary_of_state_2020.json,2020,secretary_of_state,RICHMOND,20,20,16,4,0,80.0,RICHMOND - BROWDER | RICHMOND - CO OP | RICHMOND - ELLERBE | RICHMOND - HAMLET
superintendent_2000.json,2000,superintendent,BURKE,31,31,27,4,0,87.1,BURKE - 0028 LOWER CREEK | BURKE - 0037 MORGANTON 7 | BURKE - 0047 QUAKER MEADOW 1 | BURKE - 0060 SMOKEY CREEK
superintendent_2004.json,2004,superintendent,BURKE,32,31,27,4,1,87.1,BURKE - 0028 LOWER CREEK | BURKE - 0037 MORGANTON 07 | BURKE - 0047 QUAKER MEADOW 01 | BURKE - 0060 SMOKEY CREEK
superintendent_2004.json,2004,superintendent,LEE,13,13,9,4,0,69.23,LEE - 01 WEST SANFORD #1 | LEE - 02 WEST SANFORD #2 | LEE - 03 WEST SANFORD #3 | LEE - 13 WEST SANFORD #4
superintendent_2008.json,2008,superintendent,CHEROKEE,16,16,12,4,0,75.0,CHEROKEE - BEAVERDAM Y | CHEROKEE - BEAVERDAM Z | CHEROKEE - NOTLA Y | CHEROKEE - NOTLA Z
superintendent_2020.json,2020,superintendent,RICHMOND,20,20,16,4,0,80.0,RICHMOND - BROWDER | RICHMOND - CO OP | RICHMOND - ELLERBE | RICHMOND - HAMLET
treasurer_2000.json,2000,treasurer,BURKE,31,31,27,4,0,87.1,BURKE - 0028 LOWER CREEK | BURKE - 0037 MORGANTON 7 | BURKE - 0047 QUAKER MEADOW 1 | BURKE - 0060 SMOKEY CREEK
treasurer_2004.json,2004,treasurer,BURKE,32,31,27,4,1,87.1,BURKE - 0028 LOWER CREEK | BURKE - 0037 MORGANTON 07 | BURKE - 0047 QUAKER MEADOW 01 | BURKE - 0060 SMOKEY CREEK
treasurer_2004.json,2004,treasurer,LEE,13,13,9,4,0,69.23,LEE - 01 WEST SANFORD #1 | LEE - 02 WEST SANFORD #2 | LEE - 03 WEST SANFORD #3 | LEE - 13 WEST SANFORD #4
treasurer_2008.json,2008,treasurer,CHEROKEE,16,16,12,4,0,75.0,CHEROKEE - BEAVERDAM Y | CHEROKEE - BEAVERDAM Z | CHEROKEE - NOTLA Y | CHEROKEE - NOTLA Z
treasurer_2020.json,2020,treasurer,RICHMOND,20,20,16,4,0,80.0,RICHMOND - BROWDER | RICHMOND - CO OP | RICHMOND - ELLERBE | RICHMOND - HAMLET
us_senate_2002.json,2002,us_senate,BURKE,32,31,27,4,1,87.1,BURKE - 0028 LOWER CREEK | BURKE - 0037 MORGANTON 7 | BURKE - 0047 QUAKER MEADOW 1 | BURKE - 0060 SMOKEY CREEK
us_senate_2002.json,2002,us_senate,LEE,14,13,9,4,1,69.23,LEE - 01 WEST SANFORD #1 | LEE - 02 WEST SANFORD #2 | LEE - 03 WEST SANFORD #3 | LEE - 13 WEST SANFORD #4
us_senate_2004.json,2004,us_senate,BURKE,34,31,27,4,3,87.1,BURKE - 0028 LOWER CREEK | BURKE - 0037 MORGANTON 07 | BURKE - 0047 QUAKER MEADOW 01 | BURKE - 0060 SMOKEY CREEK
us_senate_2004.json,2004,us_senate,LEE,14,13,9,4,1,69.23,LEE - 01 WEST SANFORD #1 | LEE - 02 WEST SANFORD #2 | LEE - 03 WEST SANFORD #3 | LEE - 13 WEST SANFORD #4
us_senate_2008.json,2008,us_senate,CHEROKEE,16,16,12,4,0,75.0,CHEROKEE - BEAVERDAM Y | CHEROKEE - BEAVERDAM Z | CHEROKEE - NOTLA Y | CHEROKEE - NOTLA Z
us_senate_2020.json,2020,us_senate,RICHMOND,20,20,16,4,0,80.0,RICHMOND - BROWDER | RICHMOND - CO OP | RICHMOND - ELLERBE | RICHMOND - HAMLET
agriculture_commissioner_2000.json,2000,agriculture_commissioner,CHEROKEE,16,16,13,3,0,81.25,CHEROKEE - CULB CULBERSON | CHEROKEE - GRAP GRAPE CREEK | CHEROKEE - UNAK UNAKA
agriculture_commissioner_2000.json,2000,agriculture_commissioner,LEE,12,12,9,3,0,75.0,LEE - 01 WEST SANFORD #1 | LEE - 02 WEST SANFORD #2 | LEE - 03 WEST SANFORD #3
agriculture_commissioner_2004.json,2004,agriculture_commissioner,CHEROKEE,16,16,13,3,0,81.25,CHEROKEE - CULB CULBERSON | CHEROKEE - GRAP GRAPE CREEK | CHEROKEE - UNAK UNAKA
agriculture_commissioner_2008.json,2008,agriculture_commissioner,ROBESON,42,42,39,3,0,92.86,ROBESON - LUMBERTON #11A | ROBESON - NORTH ST PAULS | ROBESON - SOUTH ST PAULS
agriculture_commissioner_2008.json,2008,agriculture_commissioner,SURRY,29,29,26,3,0,89.66,SURRY - MT AIRY #2 | SURRY - MT AIRY #3 | SURRY - MT AIRY #4
agriculture_commissioner_2024.json,2024,agriculture_commissioner,WILKES,28,28,25,3,0,89.29,WILKES - MILLERS CREEK EV | WILKES - OFFICE EV | WILKES - RONDA EV
attorney_general_2000.json,2000,attorney_general,CHEROKEE,16,16,13,3,0,81.25,CHEROKEE - CULB CULBERSON | CHEROKEE - GRAP GRAPE CREEK | CHEROKEE - UNAK UNAKA
attorney_general_2000.json,2000,attorney_general,LEE,12,12,9,3,0,75.0,LEE - 01 WEST SANFORD #1 | LEE - 02 WEST SANFORD #2 | LEE - 03 WEST SANFORD #3
attorney_general_2004.json,2004,attorney_general,CHEROKEE,16,16,13,3,0,81.25,CHEROKEE - CULB CULBERSON | CHEROKEE - GRAP GRAPE CREEK | CHEROKEE - UNAK UNAKA
attorney_general_2008.json,2008,attorney_general,ROBESON,42,42,39,3,0,92.86,ROBESON - LUMBERTON #11A | ROBESON - NORTH ST PAULS | ROBESON - SOUTH ST PAULS
attorney_general_2008.json,2008,attorney_general,SURRY,29,29,26,3,0,89.66,SURRY - MT AIRY #2 | SURRY - MT AIRY #3 | SURRY - MT AIRY #4
attorney_general_2024.json,2024,attorney_general,WILKES,28,28,25,3,0,89.29,WILKES - MILLERS CREEK EV | WILKES - OFFICE EV | WILKES - RONDA EV
auditor_2000.json,2000,auditor,CHEROKEE,16,16,13,3,0,81.25,CHEROKEE - CULB CULBERSON | CHEROKEE - GRAP GRAPE CREEK | CHEROKEE - UNAK UNAKA
auditor_2000.json,2000,auditor,LEE,12,12,9,3,0,75.0,LEE - 01 WEST SANFORD #1 | LEE - 02 WEST SANFORD #2 | LEE - 03 WEST SANFORD #3
auditor_2004.json,2004,auditor,CHEROKEE,16,16,13,3,0,81.25,CHEROKEE - CULB CULBERSON | CHEROKEE - GRAP GRAPE CREEK | CHEROKEE - UNAK UNAKA
auditor_2008.json,2008,auditor,ROBESON,42,42,39,3,0,92.86,ROBESON - LUMBERTON #11A | ROBESON - NORTH ST PAULS | ROBESON - SOUTH ST PAULS
auditor_2008.json,2008,auditor,SURRY,29,29,26,3,0,89.66,SURRY - MT AIRY #2 | SURRY - MT AIRY #3 | SURRY - MT AIRY #4
auditor_2024.json,2024,auditor,WILKES,28,28,25,3,0,89.29,WILKES - MILLERS CREEK EV | WILKES - OFFICE EV | WILKES - RONDA EV
governor_2000.json,2000,governor,CHEROKEE,16,16,13,3,0,81.25,CHEROKEE - CULB CULBERSON | CHEROKEE - GRAP GRAPE CREEK | CHEROKEE - UNAK UNAKA
governor_2000.json,2000,governor,LEE,12,12,9,3,0,75.0,LEE - 01 WEST SANFORD #1 | LEE - 02 WEST SANFORD #2 | LEE - 03 WEST SANFORD #3
governor_2004.json,2004,governor,CHEROKEE,16,16,13,3,0,81.25,CHEROKEE - CULB CULBERSON | CHEROKEE - GRAP GRAPE CREEK | CHEROKEE - UNAK UNAKA
governor_2008.json,2008,governor,ROBESON,42,42,39,3,0,92.86,ROBESON - LUMBERTON #11A | ROBESON - NORTH ST PAULS | ROBESON - SOUTH ST PAULS
governor_2008.json,2008,governor,SURRY,29,29,26,3,0,89.66,SURRY - MT AIRY #2 | SURRY - MT AIRY #3 | SURRY - MT AIRY #4
governor_2024.json,2024,governor,WILKES,28,28,25,3,0,89.29,WILKES - MILLERS CREEK EV | WILKES - OFFICE EV | WILKES - RONDA EV
insurance_commissioner_2000.json,2000,insurance_commissioner,CHEROKEE,16,16,13,3,0,81.25,CHEROKEE - CULB CULBERSON | CHEROKEE - GRAP GRAPE CREEK | CHEROKEE - UNAK UNAKA
insurance_commissioner_2000.json,2000,insurance_commissioner,LEE,12,12,9,3,0,75.0,LEE - 01 WEST SANFORD #1 | LEE - 02 WEST SANFORD #2 | LEE - 03 WEST SANFORD #3
insurance_commissioner_2004.json,2004,insurance_commissioner,CHEROKEE,16,16,13,3,0,81.25,CHEROKEE - CULB CULBERSON | CHEROKEE - GRAP GRAPE CREEK | CHEROKEE - UNAK UNAKA
insurance_commissioner_2008.json,2008,insurance_commissioner,ROBESON,42,42,39,3,0,92.86,ROBESON - LUMBERTON #11A | ROBESON - NORTH ST PAULS | ROBESON - SOUTH ST PAULS
insurance_commissioner_2008.json,2008,insurance_commissioner,SURRY,29,29,26,3,0,89.66,SURRY - MT AIRY #2 | SURRY - MT AIRY #3 | SURRY - MT AIRY #4
insurance_commissioner_2024.json,2024,insurance_commissioner,WILKES,28,28,25,3,0,89.29,WILKES - MILLERS CREEK EV | WILKES - OFFICE EV | WILKES - RONDA EV
labor_commissioner_2000.json,2000,labor_commissioner,CHEROKEE,16,16,13,3,0,81.25,CHEROKEE - CULB CULBERSON | CHEROKEE - GRAP GRAPE CREEK | CHEROKEE - UNAK UNAKA
labor_commissioner_2000.json,2000,labor_commissioner,LEE,12,12,9,3,0,75.0,LEE - 01 WEST SANFORD #1 | LEE - 02 WEST SANFORD #2 | LEE - 03 WEST SANFORD #3
labor_commissioner_2004.json,2004,labor_commissioner,CHEROKEE,16,16,13,3,0,81.25,CHEROKEE - CULB CULBERSON | CHEROKEE - GRAP GRAPE CREEK | CHEROKEE - UNAK UNAKA
labor_commissioner_2008.json,2008,labor_commissioner,ROBESON,42,42,39,3,0,92.86,ROBESON - LUMBERTON #11A | ROBESON - NORTH ST PAULS | ROBESON - SOUTH ST PAULS
labor_commissioner_2008.json,2008,labor_commissioner,SURRY,29,29,26,3,0,89.66,SURRY - MT AIRY #2 | SURRY - MT AIRY #3 | SURRY - MT AIRY #4
labor_commissioner_2024.json,2024,labor_commissioner,WILKES,28,28,25,3,0,89.29,WILKES - MILLERS CREEK EV | WILKES - OFFICE EV | WILKES - RONDA EV
lieutenant_governor_2000.json,2000,lieutenant_governor,CHEROKEE,16,16,13,3,0,81.25,CHEROKEE - CULB CULBERSON | CHEROKEE - GRAP GRAPE CREEK | CHEROKEE - UNAK UNAKA
lieutenant_governor_2000.json,2000,lieutenant_governor,LEE,12,12,9,3,0,75.0,LEE - 01 WEST SANFORD #1 | LEE - 02 WEST SANFORD #2 | LEE - 03 WEST SANFORD #3
lieutenant_governor_2004.json,2004,lieutenant_governor,CHEROKEE,16,16,13,3,0,81.25,CHEROKEE - CULB CULBERSON | CHEROKEE - GRAP GRAPE CREEK | CHEROKEE - UNAK UNAKA
lieutenant_governor_2008.json,2008,lieutenant_governor,ROBESON,42,42,39,3,0,92.86,ROBESON - LUMBERTON #11A | ROBESON - NORTH ST PAULS | ROBESON - SOUTH ST PAULS
lieutenant_governor_2008.json,2008,lieutenant_governor,SURRY,29,29,26,3,0,89.66,SURRY - MT AIRY #2 | SURRY - MT AIRY #3 | SURRY - MT AIRY #4
lieutenant_governor_2024.json,2024,lieutenant_governor,WILKES,28,28,25,3,0,89.29,WILKES - MILLERS CREEK EV | WILKES - OFFICE EV | WILKES - RONDA EV
nc_court_of_appeals_judge_seat_01_2018.json,2018,nc_court_of_appeals_judge_seat_01,ORANGE,48,48,45,3,0,93.75,ORANGE - BOE | ORANGE - CHAPEL OF THE CROSS | ORANGE - SEYMOUR SENIOR CENTER
nc_court_of_appeals_judge_seat_02_2018.json,2018,nc_court_of_appeals_judge_seat_02,ORANGE,48,48,45,3,0,93.75,ORANGE - BOE | ORANGE - CHAPEL OF THE CROSS | ORANGE - SEYMOUR SENIOR CENTER
nc_court_of_appeals_judge_seat_03_2018.json,2018,nc_court_of_appeals_judge_seat_03,ORANGE,48,48,45,3,0,93.75,ORANGE - BOE | ORANGE - CHAPEL OF THE CROSS | ORANGE - SEYMOUR SENIOR CENTER
nc_court_of_appeals_judge_seat_12_2024.json,2024,nc_court_of_appeals_judge_seat_12,WILKES,28,28,25,3,0,89.29,WILKES - MILLERS CREEK EV | WILKES - OFFICE EV | WILKES - RONDA EV
nc_court_of_appeals_judge_seat_14_2024.json,2024,nc_court_of_appeals_judge_seat_14,WILKES,28,28,25,3,0,89.29,WILKES - MILLERS CREEK EV | WILKES - OFFICE EV | WILKES - RONDA EV
nc_court_of_appeals_judge_seat_15_2024.json,2024,nc_court_of_appeals_judge_seat_15,WILKES,28,28,25,3,0,89.29,WILKES - MILLERS CREEK EV | WILKES - OFFICE EV | WILKES - RONDA EV
nc_supreme_court_associate_justice_seat_01_2018.json,2018,nc_supreme_court_associate_justice_seat_01,ORANGE,48,48,45,3,0,93.75,ORANGE - BOE | ORANGE - CHAPEL OF THE CROSS | ORANGE - SEYMOUR SENIOR CENTER
nc_supreme_court_associate_justice_seat_06_2024.json,2024,nc_supreme_court_associate_justice_seat_06,WILKES,28,28,25,3,0,89.29,WILKES - MILLERS CREEK EV | WILKES - OFFICE EV | WILKES - RONDA EV
president_2024.json,2024,president,WILKES,28,28,25,3,0,89.29,WILKES - MILLERS CREEK EV | WILKES - OFFICE EV | WILKES - RONDA EV
secretary_of_state_2000.json,2000,secretary_of_state,CHEROKEE,16,16,13,3,0,81.25,CHEROKEE - CULB CULBERSON | CHEROKEE - GRAP GRAPE CREEK | CHEROKEE - UNAK UNAKA
secretary_of_state_2000.json,2000,secretary_of_state,LEE,12,12,9,3,0,75.0,LEE - 01 WEST SANFORD #1 | LEE - 02 WEST SANFORD #2 | LEE - 03 WEST SANFORD #3
secretary_of_state_2004.json,2004,secretary_of_state,CHEROKEE,16,16,13,3,0,81.25,CHEROKEE - CULB CULBERSON | CHEROKEE - GRAP GRAPE CREEK | CHEROKEE - UNAK UNAKA
secretary_of_state_2008.json,2008,secretary_of_state,ROBESON,42,42,39,3,0,92.86,ROBESON - LUMBERTON #11A | ROBESON - NORTH ST PAULS | ROBESON - SOUTH ST PAULS
secretary_of_state_2008.json,2008,secretary_of_state,SURRY,29,29,26,3,0,89.66,SURRY - MT AIRY #2 | SURRY - MT AIRY #3 | SURRY - MT AIRY #4
secretary_of_state_2024.json,2024,secretary_of_state,WILKES,28,28,25,3,0,89.29,WILKES - MILLERS CREEK EV | WILKES - OFFICE EV | WILKES - RONDA EV
superintendent_2000.json,2000,superintendent,CHEROKEE,16,16,13,3,0,81.25,CHEROKEE - CULB CULBERSON | CHEROKEE - GRAP GRAPE CREEK | CHEROKEE - UNAK UNAKA
superintendent_2000.json,2000,superintendent,LEE,12,12,9,3,0,75.0,LEE - 01 WEST SANFORD #1 | LEE - 02 WEST SANFORD #2 | LEE - 03 WEST SANFORD #3
superintendent_2004.json,2004,superintendent,CHEROKEE,16,16,13,3,0,81.25,CHEROKEE - CULB CULBERSON | CHEROKEE - GRAP GRAPE CREEK | CHEROKEE - UNAK UNAKA
superintendent_2008.json,2008,superintendent,ROBESON,42,42,39,3,0,92.86,ROBESON - LUMBERTON #11A | ROBESON - NORTH ST PAULS | ROBESON - SOUTH ST PAULS
superintendent_2008.json,2008,superintendent,SURRY,29,29,26,3,0,89.66,SURRY - MT AIRY #2 | SURRY - MT AIRY #3 | SURRY - MT AIRY #4
superintendent_2024.json,2024,superintendent,WILKES,28,28,25,3,0,89.29,WILKES - MILLERS CREEK EV | WILKES - OFFICE EV | WILKES - RONDA EV
treasurer_2000.json,2000,treasurer,CHEROKEE,16,16,13,3,0,81.25,CHEROKEE - CULB CULBERSON | CHEROKEE - GRAP GRAPE CREEK | CHEROKEE - UNAK UNAKA
treasurer_2000.json,2000,treasurer,LEE,12,12,9,3,0,75.0,LEE - 01 WEST SANFORD #1 | LEE - 02 WEST SANFORD #2 | LEE - 03 WEST SANFORD #3
treasurer_2004.json,2004,treasurer,CHEROKEE,16,16,13,3,0,81.25,CHEROKEE - CULB CULBERSON | CHEROKEE - GRAP GRAPE CREEK | CHEROKEE - UNAK UNAKA
treasurer_2008.json,2008,treasurer,ROBESON,42,42,39,3,0,92.86,ROBESON - LUMBERTON #11A | ROBESON - NORTH ST PAULS | ROBESON - SOUTH ST PAULS
treasurer_2008.json,2008,treasurer,SURRY,29,29,26,3,0,89.66,SURRY - MT AIRY #2 | SURRY - MT AIRY #3 | SURRY - MT AIRY #4
