block_geoid00,county_fips_2000,place_fips_2000,cd106_2000,sldu_2000,sldl_2000,vtd_code_2000,vap_count_2000
371050303001032,105,59280,02,15,19,ESANF,0
371050303001033,105,59280,02,15,19,ESANF,0
371050303001034,105,59280,02,15,19,EJ,0
371050303001035,105,59280,02,15,19,EJ,0
371050303001036,105,59280,02,15,19,EJ,0
371050303001037,105,59280,02,15,19,EJ,0
371050303001038,105,59280,02,15,19,EJ,0
371050303001039,105,59280,02,15,19,EJ,0
371050303001040,105,59280,02,15,19,ESANF,0
371050303001041,105,59280,02,15,19,ESANF,0
371050303001042,105,59280,02,15,19,ESANF,0
371050303001043,105,59280,02,15,19,ESANF,0
371050303001044,105,59280,02,15,19,EJ,0
371050303001045,105,59280,02,15,19,EJ,0
371050303001046,105,59280,02,15,19,ESANF,11
371050303001047,105,59280,02,15,19,ESANF,4
371050303001048,105,59280,02,15,19,ESANF,14
371050303001049,105,59280,02,15,19,ESANF,11
371050303001050,105,59280,02,15,19,ESANF,19
371050303001051,105,59280,02,15,19,ESANF,0
371050303001052,105,59280,02,15,19,ESANF,0
371050303001053,105,59280,02,15,19,ESANF,5
371050303002000,105,59280,02,15,19,WJ,0
371050303002001,105,59280,02,15,19,WJ,0
371050303002002,105,59280,02,15,19,ESANF,81
371050303002003,105,59280,02,15,19,ESANF,0
371050303002004,105,59280,02,15,19,ESANF,0
371050303002005,105,59280,02,15,19,ESANF,0
371050303002006,105,59280,02,15,19,ESANF,2
371050303002007,105,59280,02,15,19,ESANF,0
371050303002008,105,59280,02,15,19,ESANF,0
371050303002009,105,59280,02,15,19,ESANF,1
371050303002010,105,59280,02,15,19,ESANF,0
371050303002011,105,59280,02,15,19,ESANF,11
371050303002012,105,59280,02,15,19,ESANF,8
371050303002013,105,59280,02,15,19,ESANF,2
371050303002014,105,59280,02,15,19,ESANF,0
371050303002015,105,59280,02,15,19,ESANF,10
371050303002016,105,59280,02,15,19,ESANF,20
371050303002017,105,59280,02,15,19,ESANF,16
371050303002018,105,59280,02,15,19,ESANF,12
371050303002019,105,59280,02,15,19,ESANF,2
371050303002020,105,59280,02,15,19,ESANF,6
371050303002021,105,59280,02,15,19,ESANF,2
371050303002022,105,59280,02,15,19,WJ,0
371050303002023,105,59280,02,15,19,WJ,0
371050303002024,105,59280,02,15,19,ESANF,2
371050303002025,105,59280,02,15,19,ESANF,8
371050303002026,105,59280,02,15,19,ESANF,49
371050303002027,105,59280,02,15,19,ESANF,21
371050303002028,105,59280,02,15,19,ESANF,73
371050303002029,105,59280,02,15,19,ESANF,282
371050303002030,105,59280,02,15,19,ESANF,3
371050303002031,105,59280,02,15,19,WJ,39
371050303002032,105,59280,02,15,19,WJ,0
371050303002033,105,59280,02,15,19,WJ,25
371050303002034,105,59280,02,15,19,WJ,19
371050303002035,105,59280,02,15,19,ESANF,14
371050303002036,105,59280,02,15,19,ESANF,0
371050303002037,105,59280,02,15,19,WJ,24
371050303002038,105,59280,02,15,19,WJ,22
371050303002039,105,99999,02,15,19,WJ,0
371050303002040,105,59280,02,15,19,WJ,5
371050303003000,105,59280,02,15,19,WSANF3,0
371050303003001,105,59280,02,15,19,WSANF3,0
371050303003002,105,59280,02,15,19,WSANF3,2
371050303003003,105,59280,02,15,19,WSANF1,0
371050303003004,105,59280,02,15,19,WSANF3,0
371050303003005,105,59280,02,15,19,WSANF3,0
371050303003006,105,59280,02,15,19,WSANF3,8
371050303003007,105,59280,02,15,19,WSANF1,0
371050303003008,105,59280,02,15,19,WSANF1,2
371050303003009,105,59280,02,15,19,WSANF1,2
371050303003010,105,59280,02,15,19,WSANF1,0
371050303003011,105,59280,02,15,19,WSANF1,18
371050303003012,105,59280,02,15,19,WSANF1,3
371050303003013,105,59280,02,15,19,WSANF1,6
371050303003014,105,59280,02,15,19,WSANF3,24
371050303003015,105,59280,02,15,19,WSANF3,9
371050303003016,105,59280,02,15,19,WSANF3,16
371050303003017,105,59280,02,15,19,WSANF1,0
371050303003018,105,59280,02,15,19,WSANF1,0
371050303003019,105,59280,02,15,19,WSANF1,6
371050303003020,105,59280,02,15,19,WSANF1,13
371050303003021,105,59280,02,15,19,WSANF1,14
371050303003022,105,59280,02,15,19,WSANF1,170
371050303003023,105,59280,02,15,19,WSANF1,17
371050303003024,105,59280,02,15,19,WSANF1,15
371050303003025,105,59280,02,15,19,WSANF1,40
371050303003026,105,59280,02,15,19,WSANF1,23
371050303003027,105,59280,02,15,19,WSANF1,20
371050303003028,105,59280,02,15,19,WSANF1,101
371050303003029,105,59280,02,15,19,WSANF1,31
371050303003030,105,59280,02,15,19,WSANF1,27
371050303003031,105,59280,02,15,19,WSANF1,12
371050303003032,105,59280,02,15,19,WSANF3,0
371050303003033,105,59280,02,15,19,WSANF1,21
371050303003034,105,59280,02,15,19,WSANF1,0
371050303003035,105,59280,02,15,19,WSANF1,7
371050303003036,105,59280,02,15,19,WSANF1,2
371050303003037,105,59280,02,15,19,WSANF1,11
371050303003038,105,59280,02,15,19,WSANF1,78
371050303003039,105,59280,02,15,19,WSANF1,0
371050303003040,105,59280,02,15,19,WSANF1,11
371050303003041,105,59280,02,15,19,WSANF1,14
371050303003042,105,59280,02,15,19,WSANF1,0
371050303003043,105,59280,02,15,19,WSANF1,1
371050303003044,105,59280,02,15,19,WSANF1,0
371050303003045,105,59280,02,15,19,WSANF1,4
371050303003046,105,59280,02,15,19,WSANF1,0
371050303003047,105,59280,02,15,19,WSANF1,0
371050303003048,105,59280,02,15,19,WSANF1,10
371050303003049,105,59280,02,15,19,WSANF1,0
371050304001000,105,99999,02,15,19,ESANF,20
371050304001001,105,99999,02,15,19,ESANF,5
371050304001002,105,99999,02,15,19,ESANF,63
371050304001003,105,99999,02,15,19,ESANF,53
371050304001004,105,99999,02,15,19,ESANF,2
371050304001005,105,99999,02,15,19,ESANF,1
371050304001006,105,99999,02,15,19,ESANF,19
371050304001007,105,99999,02,15,19,ESANF,41
371050304001008,105,99999,02,15,19,ESANF,67
371050304001009,105,99999,02,15,19,ESANF,10
371050304001010,105,99999,02,15,19,ESANF,0
371050304001011,105,99999,02,15,19,ESANF,43
371050304001012,105,99999,02,15,19,ESANF,66
371050304001013,105,99999,02,15,19,ESANF,20
371050304001014,105,99999,02,15,19,EJ,39
371050304001015,105,99999,02,15,19,EJ,5
371050304001016,105,99999,02,15,19,EJ,28
371050304001017,105,59280,02,15,19,EJ,165
371050304001018,105,59280,02,15,19,EJ,0
371050304001019,105,59280,02,15,19,EJ,119
371050304001020,105,59280,02,15,19,EJ,39
371050304001021,105,99999,02,15,19,EJ,0
371050304001022,105,59280,02,15,19,EJ,0
371050304002000,105,99999,02,15,19,ESANF,112
371050304002001,105,99999,02,15,19,ESANF,14
371050304002002,105,99999,02,15,19,ESANF,9
371050304002003,105,99999,02,15,19,ESANF,18
371050304002004,105,99999,02,15,19,ESANF,75
371050304002005,105,99999,02,15,19,ESANF,0
371050304002006,105,59280,02,15,19,ESANF,0
371050304002007,105,59280,02,15,19,ESANF,0
371050304002008,105,59280,02,15,19,ESANF,61
371050304002009,105,99999,02,15,19,ESANF,2
371050304002010,105,99999,02,15,19,ESANF,32
371050304002011,105,99999,02,15,19,ESANF,4
371050304002012,105,59280,02,15,19,ESANF,2
371050304002013,105,59280,02,15,19,ESANF,0
371050304002014,105,99999,02,15,19,ESANF,3
371050304002015,105,99999,02,15,19,ESANF,2
371050304002016,105,59280,02,15,19,ESANF,0
371050304002017,105,59280,02,15,19,ESANF,0
371050304002018,105,59280,02,15,19,ESANF,6
371050304002019,105,59280,02,15,19,ESANF,13
371050304002020,105,59280,02,15,19,ESANF,50
371050304002021,105,59280,02,15,19,ESANF,42
371050304002022,105,59280,02,15,19,ESANF,11
371050304002023,105,59280,02,15,19,ESANF,24
371050304002024,105,59280,02,15,19,ESANF,16
371050304002025,105,59280,02,15,19,ESANF,85
371050304002026,105,59280,02,15,19,ESANF,18
371050304002027,105,59280,02,15,19,ESANF,4
371050304002028,105,59280,02,15,19,ESANF,69
371050304002029,105,59280,02,15,19,ESANF,0
371050304002030,105,99999,02,15,19,ESANF,0
371050304002031,105,59280,02,15,19,ESANF,8
371050304002032,105,59280,02,15,19,EJ,0
371050304002033,105,59280,02,15,19,EJ,0
371050304002034,105,59280,02,15,19,ESANF,0
371050304002035,105,59280,02,15,19,ESANF,0
371050304002036,105,99999,02,15,19,ESANF,10
371050304002999,105,99999,02,15,19,ESANF,0
371050304003000,105,99999,02,15,19,ESANF,57
371050304003001,105,59280,02,15,19,ESANF,65
371050304003002,105,59280,02,15,19,EJ,77
371050304003003,105,59280,02,15,19,EJ,22
371050304003004,105,59280,02,15,19,EJ,13
371050304003005,105,59280,02,15,19,EJ,21
371050304003006,105,59280,02,15,19,EJ,0
371050304003007,105,59280,02,15,19,EJ,15
371050304003008,105,99999,02,15,19,EJ,32
371050304003009,105,99999,02,15,19,EJ,12
371050304003010,105,59280,02,15,19,EJ,2
371050304003011,105,59280,02,15,19,EJ,21
371050304003012,105,99999,02,15,19,EJ,43
371050304003013,105,99999,02,15,19,EJ,18
371050304003014,105,59280,02,15,19,EJ,3
371050304003015,105,59280,02,15,19,EJ,0
371050304003016,105,59280,02,15,19,EJ,7
371050304003017,105,59280,02,15,19,EJ,0
371050304003018,105,59280,02,15,19,EJ,0
371050304003999,105,99999,02,15,19,ESANF,0
371050304004000,105,59280,02,15,19,EJ,478
371050304004001,105,59280,02,15,19,EJ,0
371050304004002,105,59280,02,15,19,EJ,0
371050304004003,105,59280,02,15,19,EJ,42
371050304004004,105,59280,02,15,19,EJ,123
371050304004005,105,59280,02,15,19,EJ,24
371050304004006,105,59280,02,15,19,EJ,126
371050304004007,105,59280,02,15,19,EJ,37
371050304004008,105,59280,02,15,19,EJ,26
371050304004009,105,59280,02,15,19,EJ,16
371050304004010,105,59280,02,15,19,EJ,8
371050304005000,105,59280,02,15,19,EJ,20
371050304005001,105,59280,02,15,19,EJ,7
371050304005002,105,59280,02,15,19,EJ,0
371050304005003,105,59280,02,15,19,EJ,7
371050304005004,105,59280,02,15,19,EJ,0
371050304005005,105,59280,02,15,19,EJ,0
371050304005006,105,59280,02,15,19,EJ,3
371050304005007,105,59280,02,15,19,EJ,5
371050304005008,105,59280,02,15,19,EJ,0
371050304005009,105,59280,02,15,19,ESANF,0
371050304005010,105,59280,02,15,19,EJ,0
371050304005011,105,59280,02,15,19,EJ,0
371050304005012,105,59280,02,15,19,EJ,17
371050304005013,105,59280,02,15,19,EJ,0
371050304005014,105,59280,02,15,19,EJ,34
371050304005015,105,59280,02,15,19,EJ,0
371050304005016,105,59280,02,15,19,WJ,9
371050304005017,105,59280,02,15,19,WJ,12
371050304005018,105,59280,02,15,19,WJ,22
371050304005019,105,59280,02,15,19,WJ,23
371050304005020,105,59280,02,15,19,WJ,51
371050304005021,105,59280,02,15,19,WJ,19
371050304005022,105,59280,02,15,19,WJ,51
371050304005023,105,59280,02,15,19,WJ,0
371050304005024,105,59280,02,15,19,WJ,43
371050304005025,105,59280,02,15,19,ESANF,11
371050304005026,105,59280,02,15,19,WJ,54
371050304005027,105,59280,02,15,19,WJ,31
371050304005028,105,59280,02,15,19,WJ,71
371050304005029,105,59280,02,15,19,WJ,56
371050304005030,105,59280,02,15,19,WJ,9
371050304005031,105,59280,02,15,19,EJ,4
371050304005032,105,59280,02,15,19,EJ,14
371050304005033,105,59280,02,15,19,EJ,0
371050304005034,105,59280,02,15,19,EJ,5
371050304005035,105,59280,02,15,19,EJ,16
371050304005036,105,59280,02,15,19,EJ,5
371050304005037,105,59280,02,15,19,EJ,18
371050304005038,105,59280,02,15,19,EJ,0
371050304005039,105,59280,02,15,19,EJ,3
371050304005040,105,59280,02,15,19,EJ,13
371050304005041,105,59280,02,15,19,EJ,98
371050304005042,105,59280,02,15,19,EJ,23
371050304005043,105,59280,02,15,19,EJ,13
371050304005044,105,59280,02,15,19,EJ,0
371050304005045,105,59280,02,15,19,EJ,0
371050304005046,105,59280,02,15,19,EJ,0
371050304005047,105,59280,02,15,19,EJ,20
371050304005048,105,59280,02,15,19,EJ,13
371050304005049,105,59280,02,15,19,WJ,0
371050304005050,105,59280,02,15,19,WJ,0
371050304005051,105,59280,02,15,19,EJ,32
371050304005052,105,59280,02,15,19,EJ,48
371050304005053,105,59280,02,15,19,EJ,49
371050304005054,105,59280,02,15,19,EJ,0
371050304005055,105,59280,02,15,19,WJ,0
371050304005056,105,59280,02,15,19,WJ,11
371050304005057,105,59280,02,15,19,WJ,0
371050304005058,105,59280,02,15,19,WJ,0
371050304005059,105,59280,02,15,19,EJ,3
371050304005060,105,59280,02,15,19,WJ,1
371050304005061,105,59280,02,15,19,WJ,0
371050304005062,105,59280,02,15,19,WJ,0
371050304005063,105,59280,02,15,19,WJ,26
371050304005064,105,59280,02,15,19,WJ,17
371050304005065,105,59280,02,15,19,WJ,0
371050304005066,105,59280,02,15,19,WJ,16
371050304005067,105,59280,02,15,19,WJ,17
371050304005068,105,59280,02,15,19,WJ,20
371050304006000,105,59280,02,15,19,WJ,191
371050304006001,105,59280,02,15,19,WJ,1
371050304006002,105,99999,02,15,19,WJ,12
371050304006003,105,99999,02,15,19,WJ,84
371050304006004,105,99999,02,15,19,WJ,0
371050304006005,105,59280,02,15,19,WJ,23
371050304006006,105,59280,02,15,19,WJ,19
371050304006007,105,59280,02,15,19,WJ,52
371050304006008,105,99999,02,15,19,ESANF,0
371050304006009,105,59280,02,15,19,WSANF1,0
371050304006010,105,59280,02,15,19,WSANF1,0
371050304006011,105,59280,02,15,19,WSANF1,2
371050304006012,105,59280,02,15,19,WSANF1,9
371050304006013,105,59280,02,15,19,WSANF1,0
371050304006014,105,59280,02,15,19,WSANF1,0
371050304006015,105,59280,02,15,19,WSANF1,0
371050304006016,105,59280,02,15,19,WSANF1,0
371050304006017,105,59280,02,15,19,WSANF1,0
371050304006018,105,99999,02,15,19,WSANF1,5
371050304006019,105,99999,02,15,19,WSANF1,0
371050304006020,105,99999,02,15,19,WJ,139
371050304006021,105,99999,02,15,19,WJ,0
371050304006022,105,99999,02,15,19,WJ,6
371050304006023,105,99999,02,15,19,WSANF1,18
371050304006024,105,99999,02,15,19,WSANF1,47
371050304006025,105,99999,02,15,19,WSANF1,2
371050304006026,105,99999,02,15,19,WSANF1,79
371050304006027,105,99999,02,16,19,EP,15
371050304006028,105,99999,02,15,19,WJ,0
371050304006029,105,99999,02,15,19,WJ,2
371050304006030,105,99999,02,15,19,WJ,45
371050304006031,105,99999,02,15,19,WJ,62
371050304006032,105,59280,02,15,19,WJ,0
371050304006033,105,99999,02,15,19,WJ,0
371050304006034,105,59280,02,15,19,WJ,0
371050304006035,105,99999,02,15,19,WJ,26
371050304006036,105,59280,02,16,19,EP,0
371050304006037,105,99999,02,16,19,EP,0
371050304007000,105,59280,02,15,19,WJ,17
371050304007001,105,59280,02,15,19,WJ,22
371050304007002,105,59280,02,15,19,WJ,52
371050304007003,105,59280,02,15,19,WJ,30
371050304007004,105,59280,02,15,19,WJ,0
371050304007005,105,59280,02,15,19,WJ,0
371050304007006,105,59280,02,15,19,WJ,33
371050304007007,105,59280,02,15,19,WJ,75
371050304007008,105,59280,02,15,19,WJ,35
371050304007009,105,59280,02,15,19,WJ,1
371050304007010,105,59280,02,15,19,WJ,29
371050304007011,105,59280,02,15,19,WJ,145
371050304007012,105,59280,02,15,19,WJ,26
371050304007013,105,59280,02,15,19,WJ,0
371050304007014,105,59280,02,15,19,WJ,0
371050304007015,105,59280,02,15,19,WJ,42
371050304007016,105,59280,02,15,19,WJ,44
371050304007017,105,59280,02,15,19,WJ,11
371050304008000,105,99999,02,15,19,WJ,28
371050304008001,105,59280,02,15,19,WJ,0
371050304008002,105,99999,02,15,19,WJ,0
371050304008003,105,59280,02,15,19,WJ,0
371050304008004,105,59280,02,15,19,WJ,91
371050304008005,105,59280,02,15,19,WJ,13
371050304008006,105,59280,02,15,19,WJ,1
371050304008007,105,59280,02,15,19,WJ,11
371050304008008,105,99999,02,15,19,WJ,42
371050304008009,105,99999,02,15,19,WJ,4
371050304008010,105,99999,02,15,19,WJ,93
371050304008011,105,99999,02,15,19,WJ,135
371050304008012,105,99999,02,15,19,WJ,2
371050304008013,105,59280,02,15,19,WJ,31
371050304008014,105,99999,02,15,19,WJ,0
371050304008015,105,99999,02,15,19,WJ,0
371050304008016,105,99999,02,15,19,WJ,12
371050304008017,105,99999,02,15,19,WJ,18
371050304008018,105,99999,02,15,19,WJ,29
371050304008019,105,59280,02,15,19,WJ,0
371050304008020,105,59280,02,15,19,WJ,0
371050304008021,105,59280,02,15,19,WJ,0
371050304008022,105,59280,02,15,19,WJ,74
371050304008023,105,59280,02,15,19,WJ,32
371050304008024,105,59280,02,15,19,WJ,11
371050304008025,105,59280,02,15,19,WJ,160
371050304008026,105,99999,02,15,19,WJ,105
371050304008027,105,99999,02,15,19,WJ,4
371050304008028,105,99999,02,15,19,WJ,19
371050304008029,105,99999,02,15,19,WJ,19
371050304008030,105,99999,02,15,19,WJ,0
371050304008031,105,99999,02,15,19,WJ,0
371050304008032,105,99999,02,15,19,WJ,10
371050304008033,105,99999,02,15,19,WJ,2
371050304008034,105,99999,02,15,19,WJ,30
371050304008035,105,99999,02,15,19,WJ,39
371050304008036,105,99999,02,15,19,WJ,12
371050304008037,105,99999,02,15,19,WJ,23
371050304008038,105,99999,02,15,19,WJ,68
371050304008039,105,99999,02,15,19,WJ,32
371050304008040,105,59280,02,15,19,WJ,49
371050304008041,105,59280,02,15,19,WJ,17
371050304008999,105,99999,02,15,19,WJ,0
371050305001000,105,99999,02,16,19,GW,187
371050305001001,105,99999,02,16,19,GW,8
371050305001002,105,99999,02,16,19,GW,75
371050305001003,105,99999,02,16,19,GW,44
371050305001004,105,99999,02,16,19,GW,194
371050305001005,105,99999,02,16,19,GW,0
371050305001006,105,99999,02,16,19,GW,21
371050305001007,105,99999,02,16,19,GW,123
371050305001008,105,99999,02,16,19,GW,0
371050305001009,105,99999,02,16,19,GW,3
371050305001010,105,99999,02,16,19,GW,190
371050305001011,105,99999,02,16,19,GW,9
371050305001012,105,99999,02,16,19,GW,24
371050305001013,105,99999,02,16,19,GW,21
371050305001014,105,99999,02,16,19,GW,51
371050305001015,105,99999,02,16,19,GW,70
371050305001016,105,99999,02,16,19,GW,7
371050305001017,105,99999,02,16,19,GW,0
371050305001018,105,99999,02,16,19,GW,16
371050305001019,105,99999,02,16,19,GW,9
371050305001999,105,99999,02,16,19,GW,0
371050305002000,105,99999,02,16,19,EP,196
371050305002001,105,99999,02,16,19,EP,26
371050305002002,105,99999,02,16,19,EP,17
371050305002003,105,99999,02,16,19,EP,10
371050305002004,105,99999,02,16,19,EP,16
371050305002005,105,99999,02,16,19,EP,6
371050305002006,105,99999,02,16,19,EP,10
371050305002007,105,99999,02,16,19,EP,2
371050305002008,105,99999,02,15,19,WJ,19
371050305002009,105,99999,02,15,19,WJ,18
371050305002010,105,99999,02,15,19,WJ,14
371050305002011,105,99999,02,16,19,GW,26
371050305002012,105,99999,02,16,19,EP,40
371050305002013,105,99999,02,16,19,EP,36
371050305002014,105,99999,02,16,19,EP,64
371050305002015,105,99999,02,16,19,EP,14
371050305002016,105,99999,02,16,19,GW,80
371050305003000,105,99999,02,16,19,GW,113
371050305003001,105,99999,02,15,19,WJ,0
371050305003002,105,99999,02,15,19,WJ,0
371050305003003,105,99999,02,16,19,GW,21
371050305003004,105,99999,02,16,19,GW,39
371050305003005,105,99999,02,16,19,GW,161
371050305003006,105,99999,02,16,19,GW,32
371050305003007,105,99999,02,16,19,GW,0
371050305003008,105,99999,02,16,19,GW,20
371050305003009,105,99999,02,16,19,GW,4
371050305003010,105,99999,02,16,19,GW,0
371050305003011,105,99999,02,16,19,GW,13
371050305003012,105,99999,02,16,19,GW,2
371050305003013,105,99999,02,16,19,GW,0
371050305003014,105,99999,02,16,19,GW,0
371050305003015,105,99999,02,16,19,GW,10
371050305003016,105,99999,02,16,19,GW,26
371050305003017,105,99999,02,16,19,GW,82
371050305003018,105,99999,02,16,19,GW,0
371050305003019,105,99999,02,16,19,GW,37
371050305003020,105,99999,02,16,19,GW,77
371050305003021,105,99999,02,16,19,GW,6
371050305003022,105,99999,02,16,19,GW,16
371050305003023,105,99999,02,16,19,GW,63
371050305003024,105,99999,02,16,19,GW,36
371050305003025,105,99999,02,16,19,GW,25
371050305003026,105,99999,02,16,19,GW,8
371050305003027,105,99999,02,16,19,GW,6
371050305003028,105,99999,02,16,19,GW,7
371050305003029,105,99999,02,16,19,GW,86
371050305004000,105,99999,02,16,19,GW,0
371050305004001,105,99999,02,16,19,GW,18
371050305004002,105,99999,02,16,19,GW,184
371050305004003,105,99999,02,16,19,GW,12
371050305004004,105,99999,02,16,19,GW,12
371050305004005,105,99999,02,16,19,GW,0
371050305004006,105,99999,02,16,19,GW,0
371050305004007,105,99999,02,16,19,GW,17
371050305004008,105,99999,02,16,19,GW,0
371050305004009,105,99999,02,16,19,GW,3
371050305004010,105,99999,02,16,19,GW,31
371050305004011,105,99999,02,16,19,GW,41
371050305004012,105,99999,02,16,19,GW,15
371050305004013,105,99999,02,16,19,GW,85
371050305004014,105,99999,02,16,19,GW,78
371050305004015,105,99999,02,16,19,GW,39
371050305004016,105,99999,02,16,19,GW,0
371050305004017,105,99999,02,16,19,GW,0
371050305004018,105,99999,02,16,19,GW,23
371050305004019,105,99999,02,16,19,GW,36
371050305004020,105,99999,02,16,19,GW,0
371050305004021,105,99999,02,16,19,GW,98
371050305004022,105,99999,02,16,19,GW,119
371050305004023,105,99999,02,16,19,GW,43
371050305004024,105,99999,02,16,19,GW,0
371050305004025,105,99999,02,16,19,GW,4
371050305004026,105,99999,02,16,19,GW,29
371050305004027,105,99999,02,16,19,GW,11
371050305004028,105,99999,02,16,19,GW,33
371050305004029,105,99999,02,16,19,GW,31
371050305004030,105,99999,02,16,19,GW,171
371050305004031,105,99999,02,16,19,GW,98
371050305004032,105,99999,02,16,19,GW,0
371050305004033,105,99999,02,16,19,GW,0
371050305004034,105,99999,02,16,19,GW,81
371050305004035,105,99999,02,16,19,GW,17
371050305004036,105,99999,02,16,19,GW,2
371050305004037,105,99999,02,16,19,GW,9
371050305004998,105,99999,02,16,19,GW,0
371050305004999,105,99999,02,16,19,GW,0
371050305005000,105,99999,02,15,19,WJ,182
371050305005001,105,99999,02,15,19,WJ,0
371050305005002,105,59280,02,15,19,WJ,0
371050305005003,105,99999,02,15,19,WJ,48
371050305005004,105,99999,02,15,19,WJ,2
371050305005005,105,99999,02,15,19,WJ,32
371050305005006,105,99999,02,15,19,WJ,104
371050305005007,105,99999,02,15,19,WJ,0
371050305005008,105,99999,02,15,19,WJ,11
371050305005009,105,99999,02,15,19,WJ,73
371050305005010,105,99999,02,15,19,WJ,75
371050305005011,105,99999,02,15,19,WJ,73
371050305005012,105,99999,02,16,19,EP,13
371050305005013,105,99999,02,16,19,EP,3
371050305006000,105,59280,02,15,19,EJ,14
371050305006001,105,99999,02,15,19,EJ,32
371050305006002,105,59280,02,15,19,EJ,0
371050305006003,105,59280,02,15,19,EJ,0
371050305006004,105,59280,02,15,19,EJ,5
371050305006005,105,59280,02,15,19,EJ,2
371050305006006,105,99999,02,15,19,EJ,24
371050305006007,105,59280,02,15,19,EJ,81
371050305006008,105,99999,02,15,19,EJ,0
371050305006009,105,59280,02,15,19,EJ,51
371050305006010,105,59280,02,15,19,EJ,103
371050305006011,105,59280,02,15,19,EJ,20
371050305006012,105,59280,02,15,19,EJ,21
371050305006013,105,59280,02,15,19,EJ,23
371050305006014,105,59280,02,15,19,WJ,0
371050305006015,105,99999,02,15,19,EJ,72
371050305006016,105,99999,02,15,19,EJ,27
371050305006017,105,59280,02,15,19,EJ,2
371050305006018,105,99999,02,15,19,EJ,5
371050305006019,105,99999,02,15,19,WJ,137
371050305006020,105,99999,02,15,19,WJ,33
371050305006021,105,99999,02,15,19,WJ,27
371050305006022,105,99999,02,15,19,WJ,20
371050305006023,105,99999,02,15,19,WJ,23
371050305006024,105,99999,02,15,19,WJ,25
371050305006025,105,99999,02,15,19,WJ,35
371050305007000,105,99999,02,16,19,GW,49
371050305007001,105,99999,02,16,19,GW,37
371050305007002,105,99999,02,16,19,GW,41
371050305007003,105,99999,02,16,19,GW,3
371050305007004,105,99999,02,16,19,GW,47
371050305007005,105,99999,02,16,19,GW,41
371050305007006,105,99999,02,16,19,GW,47
371050305007007,105,99999,02,16,19,GW,0
371050305007008,105,99999,02,16,19,GW,12
371050305007009,105,99999,02,16,19,GW,26
371050305007010,105,99999,02,16,19,GW,0
371050305007011,105,99999,02,16,19,GW,21
371050305007012,105,99999,02,16,19,GW,62
371050305007013,105,99999,02,16,19,GW,7
371050305007014,105,99999,02,16,19,GW,52
371050305007015,105,99999,02,16,19,GW,17
371050305007016,105,99999,02,16,19,GW,0
371050305007017,105,99999,02,16,19,GW,8
371050305007018,105,99999,02,16,19,GW,48
371050305007019,105,99999,02,16,19,GW,11
371050305007020,105,99999,02,16,19,GW,32
371050305007997,105,99999,02,16,19,GW,0
371050305007998,105,99999,02,16,19,GW,0
371050305007999,105,99999,02,16,19,GW,0
371050305008000,105,99999,02,15,19,EJ,407
371050305008001,105,99999,02,15,19,EJ,46
371050305008002,105,99999,02,15,19,EJ,27
371050305008003,105,99999,02,15,19,EJ,42
371050305008004,105,99999,02,15,19,EJ,2
371050305008005,105,99999,02,15,19,EJ,5
371050305008006,105,99999,02,15,19,EJ,146
371050305008007,105,99999,02,15,19,EJ,0
371050305008008,105,99999,02,15,19,EJ,2
371050305008009,105,99999,02,15,19,EJ,1
371050305008010,105,99999,02,15,19,EJ,0
371050305008011,105,99999,02,15,19,EJ,13
371050305008012,105,99999,02,15,19,EJ,129
371050305008013,105,99999,02,15,19,EJ,6
371050305008014,105,99999,02,15,19,EJ,273
371050305008015,105,99999,02,15,19,EJ,18
371050305008016,105,99999,02,15,19,EJ,2
371050305008017,105,99999,02,15,19,EJ,9
371050305008018,105,99999,02,15,19,EJ,0
371050305008019,105,99999,02,15,19,EJ,0
371050305008020,105,99999,02,15,19,EJ,0
371050305008021,105,99999,02,15,19,EJ,62
371050305008022,105,99999,02,15,19,EJ,59
371050305008023,105,59280,02,15,19,EJ,36
371050305008024,105,59280,02,15,19,EJ,114
371050305008025,105,59280,02,15,19,EJ,0
371050305008026,105,59280,02,15,19,EJ,35
371050305008027,105,59280,02,15,19,EJ,2
371050305008998,105,99999,02,15,19,EJ,0
371050305008999,105,99999,02,15,19,EJ,0
371050305009000,105,99999,02,16,19,GW,195
371050305009001,105,99999,02,16,19,GW,0
371050305009002,105,99999,02,16,19,GW,26
371050305009003,105,99999,02,16,19,GW,131
371050305009004,105,99999,02,16,19,GW,34
371050305009005,105,99999,02,16,19,GW,17
371050305009006,105,99999,02,16,19,GW,16
371050305009007,105,99999,02,16,19,GW,41
371050305009008,105,99999,02,16,19,GW,0
371050305009009,105,99999,02,16,19,GW,14
371050305009010,105,99999,02,16,19,GW,46
371050305009011,105,99999,02,16,19,GW,40
371050305009012,105,99999,02,16,19,GW,3
371050305009013,105,99999,02,16,19,GW,14
371050305009014,105,99999,02,16,19,GW,12
371050305009015,105,99999,02,16,19,GW,9
371050305009016,105,99999,02,16,19,GW,0
371050305009017,105,99999,02,15,19,GW,0
371050305009018,105,99999,02,15,19,GW,0
371050305009019,105,99999,02,16,19,GW,0
371050305009020,105,99999,02,16,19,GW,73
371050305009021,105,99999,02,16,19,GW,27
371050305009022,105,99999,02,16,19,GW,30
371050305009023,105,99999,02,16,19,GW,17
371050305009024,105,99999,02,16,19,GW,53
371050305009025,105,99999,02,16,19,GW,2
371050305009026,105,99999,02,16,19,GW,0
371050305009027,105,99999,02,16,19,GW,14
