block_geoid00,county_fips_2000,place_fips_2000,cd106_2000,sldu_2000,sldl_2000,vtd_code_2000,vap_count_2000
370250420003046,025,99999,08,22,81,1209,0
370250420003047,025,14100,08,22,81,1209,0
370250420003048,025,99999,08,22,81,0103,0
370250420003049,025,99999,08,22,81,0103,0
370250420003050,025,99999,08,22,81,0103,0
370250420003051,025,99999,08,22,81,0103,9
370250420003052,025,99999,08,22,81,0103,0
370250420003053,025,99999,08,22,81,1209,0
370250420003054,025,14100,08,22,81,0203,73
370250420003055,025,14100,08,22,81,0203,49
370250420003056,025,99999,08,22,81,0203,0
370250420003057,025,99999,08,22,81,0203,2
370250420003058,025,99999,08,22,81,0203,2
370250421001000,025,14100,08,22,81,1209,0
370250421001001,025,14100,08,22,81,1209,0
370250421001002,025,14100,08,22,90,1209,0
370250421001003,025,14100,08,22,90,1209,15
370250421001004,025,14100,08,22,90,1209,9
370250421001005,025,14100,08,22,90,1209,13
370250421001006,025,14100,08,22,90,1209,37
370250421001007,025,14100,08,22,90,1209,115
370250421001008,025,14100,08,22,90,1209,44
370250421001009,025,99999,08,22,90,1209,0
370250421001010,025,99999,08,22,81,1209,2
370250421001011,025,99999,08,22,81,1209,0
370250421001012,025,99999,08,22,81,1209,8
370250421001013,025,14100,08,22,81,1209,138
370250421001014,025,14100,08,22,90,1209,0
370250421001015,025,14100,08,22,90,1209,131
370250421001016,025,14100,08,22,90,1209,22
370250421001017,025,14100,08,22,90,1209,23
370250421001018,025,14100,08,22,90,1209,35
370250421001019,025,14100,08,22,90,1209,30
370250421001020,025,14100,08,22,90,1209,36
370250421001021,025,14100,08,22,90,1209,57
370250421001022,025,14100,08,22,90,1209,239
370250421001023,025,14100,08,22,81,1209,184
370250421001024,025,99999,08,22,81,1209,4
370250421001025,025,14100,08,22,81,1209,0
370250421001026,025,14100,08,22,90,1209,44
370250421001027,025,14100,08,22,90,1209,91
370250421001028,025,14100,08,22,90,1209,26
370250421001029,025,14100,08,22,90,1209,34
370250421001030,025,14100,08,22,90,1209,13
370250421001031,025,14100,08,22,90,1209,10
370250421001032,025,14100,08,22,90,1209,15
370250421001033,025,14100,08,22,90,1209,23
370250421001034,025,14100,08,22,90,1209,0
370250421002000,025,14100,08,22,90,1208,0
370250421002001,025,14100,08,22,90,1208,11
370250421002002,025,14100,08,22,90,1208,3
370250421002003,025,14100,08,22,90,1208,20
370250421002004,025,14100,08,22,90,1208,13
370250421002005,025,14100,08,22,90,1208,107
370250421002006,025,14100,08,22,90,1207,73
370250421002007,025,14100,08,22,90,1206,197
370250421002008,025,14100,08,22,90,1207,0
370250421002009,025,14100,08,22,90,1207,3
370250421002010,025,14100,08,22,90,1208,16
370250421002011,025,14100,08,22,90,1208,24
370250421002012,025,14100,08,22,90,1208,67
370250421002013,025,14100,08,22,90,1208,10
370250421002014,025,14100,08,22,90,1208,10
370250421002015,025,14100,08,22,90,1208,35
370250421002016,025,14100,08,22,90,1208,60
370250421002017,025,14100,08,22,90,1208,14
370250421002018,025,14100,08,22,90,1208,11
370250421002019,025,14100,08,22,90,1208,26
370250421002020,025,14100,08,22,90,1208,10
370250421002021,025,14100,08,22,90,1209,30
370250421002022,025,14100,08,22,90,1209,6
370250421002023,025,14100,08,22,90,1209,22
370250421002024,025,14100,08,22,90,1209,21
370250421002025,025,14100,08,22,90,1209,29
370250421002026,025,14100,08,22,90,1209,17
370250421002027,025,14100,08,22,90,1209,37
370250421002028,025,14100,08,22,90,1209,18
370250421002029,025,14100,08,22,90,1209,4
370250421002030,025,14100,08,22,90,1209,6
370250421002031,025,14100,08,22,90,1209,21
370250421002032,025,14100,08,22,90,1209,55
370250421003000,025,14100,08,22,90,1207,71
370250421003001,025,14100,08,22,90,1207,21
370250421003002,025,14100,08,22,90,1207,26
370250421003003,025,14100,08,22,90,1207,50
370250421003004,025,14100,08,22,90,1207,84
370250421003005,025,14100,08,22,90,1207,2
370250421003006,025,14100,08,22,90,1207,42
370250421003007,025,14100,08,22,90,1207,45
370250421003008,025,14100,08,22,90,1207,68
370250421003009,025,14100,08,22,90,1207,13
370250421003010,025,14100,08,22,90,1207,23
370250421003011,025,14100,08,22,90,1207,84
370250421003012,025,14100,08,22,90,1207,27
370250421003013,025,14100,08,22,90,1207,27
370250421003014,025,14100,08,22,90,1207,13
370250421003015,025,14100,08,22,90,1207,14
370250421003016,025,14100,08,22,90,1207,33
370250421003017,025,14100,08,22,90,1207,15
370250421003018,025,14100,08,22,90,1207,5
370250421003019,025,14100,08,22,90,1207,19
370250421004000,025,14100,08,22,90,1207,9
370250421004001,025,14100,08,22,90,1207,38
370250421004002,025,14100,08,22,90,1207,68
370250421004003,025,14100,08,22,90,1207,42
370250421004004,025,14100,08,22,90,1207,6
370250421004005,025,14100,08,22,90,1207,20
370250421004006,025,14100,08,22,90,1207,79
370250421004007,025,14100,08,22,90,1207,25
370250421004008,025,14100,08,22,90,1207,16
370250421004009,025,14100,08,22,90,1207,21
370250421004010,025,14100,08,22,90,1207,19
370250421004011,025,14100,08,22,90,1207,14
370250421004012,025,14100,08,22,90,1207,8
370250421004013,025,14100,08,22,90,1207,33
370250421004014,025,14100,08,22,90,1207,27
370250421004015,025,14100,08,22,90,1207,14
370250421005000,025,14100,08,22,90,1207,21
370250421005001,025,14100,08,22,90,1207,19
370250421005002,025,14100,08,22,90,1207,21
370250421005003,025,14100,08,22,90,1207,34
370250421005004,025,14100,08,22,90,1207,19
370250421005005,025,14100,08,22,90,1207,15
370250421005006,025,14100,08,22,90,1207,16
370250421005007,025,14100,08,22,90,1207,40
370250421005008,025,14100,08,22,90,1207,9
370250421005009,025,14100,08,22,90,1207,13
370250421005010,025,14100,08,22,90,1207,23
370250421005011,025,14100,08,22,90,1207,58
370250421005012,025,14100,08,22,90,1207,27
370250421005013,025,14100,08,22,90,1207,37
370250421005014,025,14100,08,22,90,1207,46
370250421006000,025,14100,08,22,90,1206,174
370250421006001,025,14100,08,22,90,1207,70
370250421006002,025,14100,08,22,90,1207,34
370250421006003,025,14100,08,22,90,1206,52
370250421006004,025,14100,08,22,90,1206,24
370250421006005,025,14100,08,22,90,1206,50
370250421006006,025,14100,08,22,90,1206,62
370250421006007,025,14100,08,22,90,1206,36
370250421006008,025,14100,08,22,90,1206,20
370250421006009,025,14100,08,22,90,1206,21
370250421006010,025,14100,08,22,90,1206,104
370250421006011,025,14100,08,22,90,1206,9
370250421006012,025,14100,08,22,90,1206,27
370250421006013,025,14100,08,22,90,1206,22
370250421006014,025,14100,08,22,90,1206,13
370250421006015,025,14100,08,22,90,1206,0
370250421006016,025,14100,08,22,90,1206,59
370250422001000,025,14100,08,22,90,1205,131
370250422001001,025,14100,08,22,90,1205,127
370250422001002,025,14100,08,22,90,1207,29
370250422001003,025,14100,08,22,90,1207,17
370250422001004,025,14100,08,22,90,1207,21
370250422001005,025,14100,08,22,90,1205,51
370250422001006,025,14100,08,22,90,1205,30
370250422001007,025,14100,08,22,90,1205,30
370250422001008,025,14100,08,22,90,1205,54
370250422001009,025,14100,08,22,90,1205,21
370250422001010,025,14100,08,22,90,1205,9
370250422001011,025,14100,08,22,90,1205,15
370250422001012,025,14100,08,22,90,1205,11
370250422001013,025,14100,08,22,90,1205,18
370250422001014,025,14100,08,22,90,1205,26
370250422001015,025,14100,08,22,90,1205,17
370250422001016,025,14100,08,22,90,1205,15
370250422001017,025,14100,08,22,90,1205,10
370250422001018,025,14100,08,22,90,1205,15
370250422001019,025,14100,08,22,90,1205,9
370250422001020,025,14100,08,22,90,1205,14
370250422001021,025,14100,08,22,90,1205,17
370250422001022,025,14100,08,22,90,1205,17
370250422001023,025,14100,08,22,90,1205,19
370250422001024,025,14100,08,22,90,1205,26
370250422001025,025,14100,08,22,90,1205,22
370250422001026,025,14100,08,22,90,1205,0
370250422001027,025,14100,08,22,90,1205,3
370250422001028,025,14100,08,22,90,1205,19
370250422001029,025,14100,08,22,90,1205,0
370250422001030,025,14100,08,22,90,1205,106
370250422001031,025,14100,08,22,90,1205,58
370250422001032,025,14100,08,22,90,1205,9
370250422001033,025,14100,08,22,90,1206,59
370250422001034,025,14100,08,22,90,1206,72
370250422001035,025,14100,08,22,90,1206,25
370250422001036,025,14100,08,22,90,1205,35
370250422001037,025,14100,08,22,90,1206,4
370250422001038,025,14100,08,22,90,1206,28
370250422001039,025,14100,08,22,90,1205,32
370250422001040,025,14100,08,22,90,1205,0
370250422002000,025,99999,08,22,81,1205,0
370250422002001,025,14100,08,22,90,1205,0
370250422002002,025,14100,08,22,90,1210,100
370250422002003,025,14100,08,22,90,1210,22
370250422002004,025,14100,08,22,90,1210,0
370250422002005,025,14100,08,22,90,1210,33
370250422002006,025,14100,08,22,90,1210,28
370250422002007,025,14100,08,22,90,1210,47
370250422002008,025,99999,08,22,90,1205,0
370250422002009,025,14100,08,22,81,1210,0
370250422002010,025,14100,08,22,90,1210,48
370250422002011,025,14100,08,22,90,1210,9
370250422002012,025,14100,08,22,90,1210,38
370250422002013,025,14100,08,22,90,1210,74
370250422002014,025,14100,08,22,90,1210,35
370250422002015,025,14100,08,22,90,1210,25
370250422002016,025,14100,08,22,90,1210,14
370250422002017,025,14100,08,22,90,1210,26
370250422002018,025,14100,08,22,90,1210,26
370250422002019,025,14100,08,22,90,1210,77
370250422002020,025,14100,08,22,90,1210,13
370250422002021,025,14100,08,22,90,1210,28
370250422002022,025,14100,08,22,81,1210,30
370250422003000,025,99999,08,22,81,1205,4
370250422003001,025,99999,08,22,81,1205,0
370250422003002,025,14100,08,22,81,1205,0
370250422003003,025,99999,08,22,81,1205,2
370250422003004,025,99999,08,22,81,1205,2
370250422003005,025,14100,08,22,90,1205,92
370250422003006,025,14100,08,22,90,1205,29
370250422003007,025,14100,08,22,90,1205,117
370250422003008,025,14100,08,22,90,1205,0
370250422003009,025,14100,08,22,90,1205,36
370250422003010,025,14100,08,22,90,1205,29
370250422003011,025,14100,08,22,90,1205,22
370250422003012,025,14100,08,22,90,1205,34
370250422003013,025,14100,08,22,90,1205,57
370250422003014,025,99999,08,22,81,1205,28
370250422003015,025,99999,08,22,90,1205,0
370250422003016,025,14100,08,22,90,1205,91
370250422003017,025,99999,08,22,90,1205,0
370250422003018,025,14100,08,22,81,1205,6
370250422003019,025,14100,08,22,90,1205,33
370250422003020,025,14100,08,22,90,1205,42
370250422003021,025,14100,08,22,90,1205,31
370250422003022,025,14100,08,22,81,1205,53
370250422003023,025,14100,08,22,81,1205,77
370250422003024,025,14100,08,22,81,1205,0
370250422003025,025,99999,08,22,81,1205,0
370250422003026,025,99999,08,22,90,1205,0
370250422003027,025,14100,08,22,90,1210,0
370250422003028,025,99999,08,22,90,1205,0
370250422003029,025,99999,08,22,90,1205,0
370250422003030,025,99999,08,22,81,1205,6
370250422003031,025,14100,08,22,90,1210,25
370250422003032,025,99999,08,22,81,1210,0
370250422003033,025,14100,08,22,90,1210,0
370250422003034,025,14100,08,22,81,1210,40
370250422003035,025,14100,08,22,90,1210,0
370250422003036,025,14100,08,22,81,1210,0
370250422003037,025,14100,08,22,90,1210,0
370250422004000,025,14100,08,22,90,1206,31
370250422004001,025,14100,08,22,90,1206,57
370250422004002,025,14100,08,22,90,1206,46
370250422004003,025,14100,08,22,90,1206,31
370250422004004,025,14100,08,22,90,1206,38
370250422004005,025,14100,08,22,90,1206,39
370250422004006,025,14100,08,22,90,1206,18
370250422004007,025,14100,08,22,90,1206,37
370250422004008,025,14100,08,22,90,1206,15
370250422004009,025,14100,08,22,90,1206,24
370250422004010,025,14100,08,22,90,1206,107
370250422004011,025,14100,08,22,90,1206,40
370250422004012,025,14100,08,22,90,1206,43
370250422004013,025,14100,08,22,90,1206,40
370250422005000,025,14100,08,22,90,1210,34
370250422005001,025,14100,08,22,90,1210,186
370250422005002,025,14100,08,22,90,1206,21
370250422005003,025,14100,08,22,90,1206,14
370250422005004,025,14100,08,22,90,1206,40
370250422005005,025,14100,08,22,90,1206,72
370250422005006,025,14100,08,22,90,1206,68
370250422005007,025,14100,08,22,90,1206,2
370250422005008,025,14100,08,22,90,1206,30
370250422005009,025,14100,08,22,90,1206,9
370250422005010,025,14100,08,22,90,1206,0
370250422005011,025,14100,08,22,90,1206,0
370250422005012,025,14100,08,22,90,1206,20
370250422005013,025,14100,08,22,90,1206,0
370250422005014,025,14100,08,22,90,1206,17
370250422005015,025,14100,08,22,90,1206,13
370250422005016,025,14100,08,22,90,1206,18
370250422005017,025,14100,08,22,90,1206,6
370250422005018,025,14100,08,22,81,1101,0
370250422005019,025,14100,08,22,90,1206,0
370250422005020,025,99999,08,22,81,1101,0
370250422005021,025,14100,08,22,81,1101,283
370250422005022,025,14100,08,22,90,1210,14
370250422005023,025,14100,08,22,90,1210,6
370250422005024,025,14100,08,22,81,1101,19
370250422005025,025,14100,08,22,81,1101,51
370250422005026,025,14100,08,22,81,1101,0
370250422005027,025,14100,08,22,81,1101,0
370250422005028,025,99999,08,22,81,1101,24
370250422005029,025,14100,08,22,81,1101,0
370250422005030,025,14100,08,22,90,1206,0
370250422005031,025,14100,08,22,81,1101,0
370250422005032,025,14100,08,22,81,1101,0
370250422005033,025,99999,08,22,81,1101,12
370250422005034,025,99999,08,22,81,1101,23
370250422005035,025,14100,08,22,90,1210,42
370250422005036,025,14100,08,22,90,1210,36
370250423001000,025,14100,08,22,90,1204,0
370250423001001,025,14100,08,22,90,1204,0
370250423001002,025,14100,08,22,90,1204,0
370250423001003,025,14100,08,22,90,1204,319
370250423001004,025,14100,08,22,90,1204,54
370250423001005,025,14100,08,22,90,1204,30
370250423001006,025,14100,08,22,90,1204,27
370250423001007,025,14100,08,22,90,1204,20
370250423001008,025,14100,08,22,90,1204,26
370250423001009,025,14100,08,22,90,1204,19
370250423001010,025,14100,08,22,90,1204,21
370250423001011,025,14100,08,22,90,1204,55
370250423001012,025,14100,08,22,90,1204,19
370250423001013,025,14100,08,22,90,1204,16
370250423001014,025,14100,08,22,90,1204,48
370250423001015,025,14100,08,22,90,1204,14
370250423001016,025,14100,08,22,90,1204,44
370250423001017,025,14100,08,22,90,1204,60
370250423002000,025,14100,08,22,90,1204,41
370250423002001,025,14100,08,22,90,1204,115
370250423002002,025,14100,08,22,90,1204,78
370250423002003,025,14100,08,22,90,1204,346
370250423002004,025,14100,08,22,90,1204,38
370250423002005,025,14100,08,22,90,1204,10
370250423002006,025,14100,08,22,90,1204,48
370250423002007,025,14100,08,22,90,1204,33
370250423002008,025,14100,08,22,90,1204,7
370250423002009,025,14100,08,22,90,1204,22
370250423002010,025,14100,08,22,90,1204,32
370250423002011,025,14100,08,22,90,1204,50
370250423002012,025,14100,08,22,90,1204,39
370250423002013,025,14100,08,22,90,1204,37
370250423002014,025,14100,08,22,90,1204,4
370250423002015,025,14100,08,22,90,1204,11
370250423002016,025,14100,08,22,90,1204,22
370250423002017,025,14100,08,22,90,1204,34
370250423002018,025,14100,08,22,90,1204,18
370250423002019,025,14100,08,22,90,1204,55
370250423002020,025,14100,08,22,90,1204,11
370250423002021,025,14100,08,22,90,1204,12
370250423002022,025,14100,08,22,90,1204,3
370250423002023,025,14100,08,22,90,1204,31
370250423002024,025,14100,08,22,90,1204,7
370250423002025,025,14100,08,22,90,1204,31
370250423003000,025,14100,08,22,90,1204,55
370250423003001,025,14100,08,22,90,1204,123
370250423003002,025,14100,08,22,90,1204,114
370250423003003,025,14100,08,22,90,1204,44
370250423003004,025,14100,08,22,90,1204,50
370250423003005,025,14100,08,22,90,1204,54
370250423003006,025,14100,08,22,90,1204,86
370250423003007,025,14100,08,22,90,1204,15
370250423003008,025,14100,08,22,90,1204,32
370250423003009,025,14100,08,22,90,1204,45
370250423003010,025,14100,08,22,90,1204,39
370250423003011,025,14100,08,22,90,1204,69
370250423003012,025,14100,08,22,90,1204,5
370250423003013,025,14100,08,22,90,1204,37
370250423003014,025,14100,08,22,90,1204,31
370250423004000,025,14100,08,22,90,1205,69
370250423004001,025,14100,08,22,90,1205,22
370250423004002,025,14100,08,22,90,1205,0
370250423004003,025,14100,08,22,90,1205,19
370250423004004,025,14100,08,22,90,1205,34
370250423004005,025,14100,08,22,90,1205,45
370250423004006,025,14100,08,22,90,1205,11
370250423004007,025,14100,08,22,90,1204,0
370250423004008,025,14100,08,22,90,1204,274
370250423004009,025,14100,08,22,90,1204,38
370250423004010,025,14100,08,22,90,1204,49
370250423004011,025,14100,08,22,90,1204,2
370250423004012,025,14100,08,22,90,1204,95
370250424001000,025,14100,08,22,81,0206,0
370250424001001,025,14100,08,22,81,0206,15
370250424001002,025,14100,08,22,81,0206,11
370250424001003,025,14100,08,22,81,0206,2
370250424001004,025,14100,08,22,81,0206,182
370250424001005,025,14100,08,22,81,0206,10
370250424001006,025,14100,08,22,81,0206,1
370250424001007,025,14100,08,22,81,0206,8
370250424001008,025,14100,08,22,90,0206,14
370250424001009,025,14100,08,22,90,0206,243
370250424001010,025,14100,08,22,90,0206,13
370250424001011,025,14100,08,22,90,0206,18
370250424001012,025,14100,08,22,81,0206,33
370250424001013,025,14100,08,22,90,0206,10
370250424001014,025,14100,08,22,90,0206,44
370250424001015,025,14100,08,22,90,0206,16
370250424001016,025,14100,08,22,81,0206,2
370250424001017,025,14100,08,22,81,0206,15
370250424001018,025,14100,08,22,90,0206,30
370250424001019,025,14100,08,22,90,0206,491
370250424001020,025,14100,08,22,90,0206,60
370250424001021,025,14100,08,22,90,0206,7
370250424001022,025,14100,08,22,90,0206,42
370250424001023,025,14100,08,22,81,0206,2
370250424001024,025,14100,08,22,81,0206,40
370250424001025,025,14100,08,22,81,0206,47
370250424001026,025,14100,08,22,90,0206,150
370250424001027,025,14100,08,22,90,0206,72
370250424001028,025,14100,08,22,90,0206,15
370250424001029,025,14100,08,22,90,0206,426
370250424001030,025,14100,08,22,90,0206,21
370250424001031,025,14100,08,22,90,0206,82
370250424001032,025,14100,08,22,90,0206,80
370250424001033,025,14100,08,22,90,0206,0
370250424001034,025,35200,08,22,90,0408,5
370250424001035,025,99999,08,22,90,0408,0
370250424002000,025,14100,08,22,81,1203,0
370250424002001,025,14100,08,22,81,1211,0
370250424002002,025,14100,08,22,81,1211,5
370250424002003,025,14100,08,22,81,1211,14
370250424002004,025,14100,08,22,81,1211,20
370250424002005,025,14100,08,22,81,1211,17
370250424002006,025,14100,08,22,81,1211,22
370250424002007,025,14100,08,22,81,1211,13
370250424002008,025,14100,08,22,81,1211,207
370250424002009,025,14100,08,22,81,1211,26
370250424002010,025,14100,08,22,81,1211,24
370250424002011,025,14100,08,22,81,1211,43
370250424002012,025,14100,08,22,81,1211,46
370250424002013,025,14100,08,22,81,1211,2
370250424002014,025,14100,08,22,81,1211,324
370250424002015,025,14100,08,22,81,1211,22
370250424002016,025,14100,08,22,81,1211,54
370250424002017,025,14100,08,22,81,1211,0
370250424002018,025,14100,08,22,81,1211,0
370250424002019,025,14100,08,22,81,1211,0
370250424002020,025,14100,08,22,81,1211,0
370250424002021,025,14100,08,22,81,1211,37
370250424002022,025,14100,08,22,81,1211,0
370250424002023,025,14100,08,22,81,1211,4
370250424002024,025,14100,08,22,81,1211,6
370250424002025,025,14100,08,22,81,1211,28
370250424002026,025,14100,08,22,81,1211,14
370250424002027,025,14100,08,22,81,1211,11
370250424002028,025,14100,08,22,81,1211,32
370250424002029,025,14100,08,22,81,1211,22
370250424002030,025,14100,08,22,81,1211,31
370250424002031,025,14100,08,22,81,1211,28
370250424002032,025,14100,08,22,81,1211,51
370250424002033,025,14100,08,22,81,1211,30
370250424002034,025,14100,08,22,81,1211,31
370250424002035,025,14100,08,22,81,1211,83
370250424002036,025,14100,08,22,81,1211,3
370250424002037,025,14100,08,22,81,1211,218
370250424002038,025,14100,08,22,81,1211,0
370250424003000,025,99999,08,22,81,0500,0
370250424003001,025,14100,08,22,81,1203,0
370250424003002,025,14100,08,22,81,1203,0
370250424003003,025,99999,08,22,81,1203,0
370250424003004,025,99999,08,22,81,1203,0
370250424003005,025,14100,08,22,81,1203,25
370250424003006,025,14100,08,22,81,1203,0
370250424003007,025,99999,08,22,81,1203,0
370250424003008,025,99999,08,22,81,1203,0
370250424003009,025,14100,08,22,81,1203,0
370250424003010,025,14100,08,22,81,1203,0
370250424003011,025,14100,08,22,81,1203,0
370250424003012,025,14100,08,22,81,1203,0
370250424003013,025,99999,08,22,81,1203,0
370250424003014,025,99999,08,22,81,1203,0
370250424003015,025,14100,08,22,81,1203,0
370250424003016,025,14100,08,22,81,1203,0
370250424003017,025,14100,08,22,81,1203,201
370250424003018,025,14100,08,22,81,1203,8
370250424003019,025,14100,08,22,81,1203,18
370250424003020,025,14100,08,22,81,1203,10
370250424003021,025,14100,08,22,81,1203,32
370250424003022,025,14100,08,22,81,1203,2
370250424003023,025,14100,08,22,81,1203,2
370250424003024,025,14100,08,22,81,1203,14
370250424003025,025,14100,08,22,81,1203,8
370250424003026,025,14100,08,22,81,1203,0
370250424003027,025,99999,08,22,81,1203,0
370250424003028,025,14100,08,22,81,1203,0
370250424003029,025,14100,08,22,81,1203,2
370250424003030,025,14100,08,22,81,1203,11
370250424003031,025,14100,08,22,81,1203,34
370250424003032,025,14100,08,22,81,1203,17
370250424003033,025,14100,08,22,81,1203,24
370250424003034,025,14100,08,22,81,1203,6
370250424003035,025,14100,08,22,81,1203,60
370250424003036,025,14100,08,22,81,1203,82
370250424003037,025,14100,08,22,81,1203,4
370250424003038,025,14100,08,22,81,1203,0
370250424003039,025,14100,08,22,81,1203,0
370250424003040,025,14100,08,22,81,1203,0
370250424003041,025,14100,08,22,81,1203,0
370250424003042,025,14100,08,22,81,1203,0
370250424003043,025,14100,08,22,81,1203,0
370250424003044,025,14100,08,22,81,1203,52
370250424003045,025,14100,08,22,81,1203,0
370250424003046,025,14100,08,22,81,1203,183
370250424003047,025,14100,08,22,81,1203,185
370250424003048,025,14100,08,22,81,1203,0
370250424003049,025,14100,08,22,81,1203,37
370250424003050,025,14100,08,22,81,1203,14
370250424003051,025,14100,08,22,81,1203,13
370250424003052,025,14100,08,22,81,1211,0
370250424003053,025,14100,08,22,81,1211,0
370250424003054,025,14100,08,22,81,1203,0
370250424003055,025,14100,08,22,81,1203,0
370250424003056,025,14100,08,22,81,1211,187
370250424003057,025,14100,08,22,81,1211,23
370250424003058,025,14100,08,22,81,1211,35
370250424003059,025,14100,08,22,81,1211,33
370250424003060,025,14100,08,22,81,1211,30
370250424003061,025,14100,08,22,81,1211,0
370250424003062,025,14100,08,22,81,1211,0
370250424003063,025,14100,08,22,81,1203,0
370250424003064,025,14100,08,22,81,1203,0
370250424003065,025,14100,08,22,81,1211,47
370250424003066,025,14100,08,22,81,1211,10
370250424003067,025,14100,08,22,81,1211,33
370250424003068,025,14100,08,22,81,1211,52
370250424003069,025,14100,08,22,81,1211,24
370250424003070,025,14100,08,22,81,1211,6
370250424003071,025,14100,08,22,81,1211,28
370250424003072,025,14100,08,22,81,1211,23
370250424003073,025,14100,08,22,81,1211,64
370250424003074,025,14100,08,22,81,1211,2
370250424003075,025,14100,08,22,81,1211,59
370250424003076,025,14100,08,22,81,1211,17
370250424003077,025,14100,08,22,81,1211,0
370250424003078,025,14100,08,22,81,1211,0
370250424003079,025,14100,08,22,81,1211,0
370250424003080,025,14100,08,22,81,1211,0
370250424003081,025,14100,08,22,81,1211,4
370250424003082,025,14100,08,22,81,1211,0
370250424003083,025,14100,08,22,81,1211,0
370250424003084,025,14100,08,22,81,1211,0
370250424003085,025,14100,08,22,81,1211,23
370250424003086,025,14100,08,22,81,1211,16
370250424003087,025,14100,08,22,81,1211,11
370250424003088,025,14100,08,22,81,1211,2
370250424003089,025,14100,08,22,81,1203,2
370250424003090,025,14100,08,22,81,1203,50
370250424003091,025,14100,08,22,81,1203,4
370250424003092,025,14100,08,22,81,1203,10
370250424003093,025,14100,08,22,81,1203,2
370250424003094,025,99999,08,22,81,1203,0
370250424003095,025,14100,08,22,81,1203,49
370250424003096,025,14100,08,22,81,1203,18
370250424003097,025,99999,08,22,81,1203,2
370250424003098,025,14100,08,22,81,1203,2
370250424003099,025,14100,08,22,81,1203,0
370250424003100,025,14100,08,22,81,1203,5
370250424003101,025,14100,08,22,81,1203,47
370250424003102,025,14100,08,22,81,1203,114
370250424003103,025,14100,08,22,81,1203,0
370250424003104,025,14100,08,22,90,1203,10
370250424003105,025,14100,08,22,90,1204,38
370250424003106,025,99999,08,22,81,1203,8
370250424003107,025,99999,08,22,90,1203,0
370250424003108,025,14100,08,22,90,1204,22
370250424003109,025,14100,08,22,90,1204,0
370250424003110,025,14100,08,22,81,1203,19
370250424003111,025,14100,08,22,81,1203,15
370250424003112,025,14100,08,22,81,1203,0
370250424003113,025,99999,08,22,81,1203,0
370250425001000,025,14100,08,22,90,0201,25
370250425001001,025,14100,08,22,90,0201,17
370250425001002,025,14100,08,22,90,0201,47
370250425001003,025,14100,08,22,90,0201,26
370250425001004,025,14100,08,22,90,0201,500
370250425001005,025,14100,08,22,90,0201,40
370250425001006,025,14100,08,22,90,0201,36
370250425001007,025,14100,08,22,90,0201,42
370250425001008,025,14100,08,22,90,0201,274
370250425001009,025,14100,08,22,90,0201,47
370250425001010,025,14100,08,22,90,0201,2
370250425001011,025,14100,08,22,90,0201,0
370250425001012,025,14100,08,22,90,0201,26
370250425001013,025,14100,08,22,90,0201,51
370250425001014,025,14100,08,22,90,0201,38
370250425002000,025,14100,08,22,90,0201,575
370250425002001,025,14100,08,22,90,0201,12
370250425002002,025,14100,08,22,90,0201,20
370250425002003,025,14100,08,22,90,0201,2
370250425002004,025,14100,08,22,90,0206,40
370250425002005,025,14100,08,22,90,0206,52
370250425002006,025,14100,08,22,90,0206,101
370250425002007,025,14100,08,22,90,0206,15
370250425002008,025,14100,08,22,90,0206,60
370250425002009,025,14100,08,22,90,0206,7
370250425002010,025,14100,08,22,90,0201,9
370250425002011,025,14100,08,22,90,0201,55
370250425002012,025,14100,08,22,90,0206,226
370250425002013,025,14100,08,22,90,0206,267
370250425002014,025,14100,08,22,90,0206,33
370250425002015,025,14100,08,22,90,0206,286
370250425002016,025,14100,08,22,90,0206,0
370250425002017,025,99999,08,22,90,0206,0
370250425002018,025,99999,08,22,90,0206,0
370250425002019,025,14100,08,22,90,0201,187
370250425002020,025,14100,08,22,90,0201,33
370250425002021,025,14100,08,22,90,0201,28
370250425002022,025,14100,08,22,90,0201,34
370250425002023,025,14100,08,22,90,0201,40
370250425002024,025,14100,08,22,90,0201,42
370250425002025,025,14100,08,22,90,0201,35
370250425002026,025,14100,08,22,90,0202,102
370250425002027,025,14100,08,22,90,0202,0
370250425002028,025,14100,08,22,90,0201,0
370250425002029,025,14100,08,22,90,0202,12
370250425002030,025,14100,08,22,90,0202,33
370250425002031,025,14100,08,22,90,0201,12
370250425002032,025,14100,08,22,90,0201,140
370250425002033,025,14100,08,22,90,0201,1
370250425002034,025,14100,08,22,90,0201,8
370250425002035,025,14100,08,22,90,0201,103
370250425002036,025,14100,08,22,90,0206,14
370250425003000,025,14100,08,22,90,0205,78
370250425003001,025,99999,08,22,90,0205,0
370250425003002,025,14100,08,22,90,0205,61
370250425003003,025,14100,08,22,90,0205,1042
370250425003004,025,14100,08,22,90,0205,12
370250425003005,025,14100,08,22,90,0205,8
370250425003006,025,14100,08,22,90,0205,17
370250425003007,025,14100,08,22,90,0205,17
370250425003008,025,14100,08,22,90,0205,44
370250425003009,025,14100,08,22,90,0205,7
370250425003010,025,14100,08,22,90,0205,40
370250425003011,025,14100,08,22,90,0205,17
370250425003012,025,14100,08,22,90,0205,58
370250425003013,025,14100,08,22,90,0205,14
370250425003014,025,14100,08,22,90,0205,54
370250425003015,025,14100,08,22,90,0205,876
370250425003016,025,14100,08,22,90,0202,21
370250425003017,025,14100,08,22,90,0202,18
