year,county,status,raw_precinct_key,count,suggested_candidate_1,suggested_score,suggested_reason,local_candidate_1,local_candidate_2,local_candidate_3,local_candidate_4,local_candidate_5
2008,ALEXANDER,unmatched,ALEXANDER - GWALTNEY #1,1,,,,ALEXANDER - W,ALEXANDER - E,ALEXANDER - B1,ALEXANDER - S1S2,ALEXANDER - G1G2
2008,ALEXANDER,unmatched,ALEXANDER - GWALTNEY #2,1,,,,ALEXANDER - W,ALEXANDER - E,ALEXANDER - B2,ALEXANDER - T2T3,ALEXANDER - S1S2
2008,ALEXANDER,unmatched,ALEXANDER - LITTLE RIVER,1,,,,ALEXANDER - LRSL,ALEXANDER - E,,,
2008,ALEXANDER,unmatched,ALEXANDER - SHARPES #1,1,,,,ALEXANDER - E,ALEXANDER - B1,ALEXANDER - S1S2,ALEXANDER - G1G2,ALEXANDER - T1T4T5
2008,ALEXANDER,unmatched,ALEXANDER - SHARPES #2,1,,,,ALEXANDER - E,ALEXANDER - B2,ALEXANDER - T2T3,ALEXANDER - S1S2,ALEXANDER - G1G2
2008,ALEXANDER,unmatched,ALEXANDER - SUGAR LOAF,1,,,,ALEXANDER - LRSL,,,,
2008,ALEXANDER,unmatched,ALEXANDER - TAYLORSVILLE #1,1,,,,ALEXANDER - E,ALEXANDER - B1,ALEXANDER - S1S2,ALEXANDER - G1G2,ALEXANDER - T1T4T5
2008,ALEXANDER,unmatched,ALEXANDER - TAYLORSVILLE #2,1,,,,ALEXANDER - E,ALEXANDER - B2,ALEXANDER - T2T3,ALEXANDER - S1S2,ALEXANDER - G1G2
2008,ALEXANDER,unmatched,ALEXANDER - TAYLORSVILLE #3,1,,,,ALEXANDER - E,ALEXANDER - T2T3,ALEXANDER - T1T4T5,ALEXANDER - S1S2,ALEXANDER - G1G2
2008,ALEXANDER,unmatched,ALEXANDER - TAYLORSVILLE #4,1,,,,ALEXANDER - E,ALEXANDER - T1T4T5,ALEXANDER - T2T3,ALEXANDER - S1S2,ALEXANDER - G1G2
