year,county,status,raw_precinct_key,count,suggested_candidate_1,suggested_score,suggested_reason,local_candidate_1,local_candidate_2,local_candidate_3,local_candidate_4,local_candidate_5
2008,ALEXANDER,unmatched,ALEXANDER - TAYLORSVILLE #5,1,,,,ALEXANDER - E,ALEXANDER - T1T4T5,ALEXANDER - T2T3,ALEXANDER - S1S2,ALEXANDER - G1G2
2008,BUNCOMBE,ambiguous,BUNCOMBE - 08.1 - SHILOH COMMUNITY CENTER,1,,,,BUNCOMBE - 08.2,BUNCOMBE - 681,BUNCOMBE - 68.1,BUNCOMBE - 61.1,BUNCOMBE - 52.1
2008,BUNCOMBE,ambiguous,BUNCOMBE - 14.2 - ASHEVILLE PRE-SCHOOL,1,,,,BUNCOMBE - 14.2,BUNCOMBE - 69.1,BUNCOMBE - 65.1,BUNCOMBE - 62.1,BUNCOMBE - 55.1
2008,BUNCOMBE,ambiguous,BUNCOMBE - 14.3 - ELIADA HOME - PAUL AMOS REC CENTER,1,,,,BUNCOMBE - 14.3,BUNCOMBE - 66.1,BUNCOMBE - 56.2,BUNCOMBE - 49.1,BUNCOMBE - 34.1
2008,BUNCOMBE,ambiguous,BUNCOMBE - 23.1 - EVERGREEN CHARTER SCHOOL,1,,,,BUNCOMBE - 23.3,BUNCOMBE - 681,BUNCOMBE - 68.1,BUNCOMBE - 61.1,BUNCOMBE - 52.1
2008,BUNCOMBE,ambiguous,BUNCOMBE - 30.2 - AVERYS CREEK ELEMENTARY SCHOOL,1,,,,BUNCOMBE - 30.2,BUNCOMBE - 69.1,BUNCOMBE - 65.1,BUNCOMBE - 62.1,BUNCOMBE - 55.1
2008,BUNCOMBE,ambiguous,BUNCOMBE - 30.3 - AVERYS CREEK COMMUNITY CENTER,1,,,,BUNCOMBE - 30.3,BUNCOMBE - 66.1,BUNCOMBE - 56.2,BUNCOMBE - 49.1,BUNCOMBE - 34.1
2008,BUNCOMBE,ambiguous,BUNCOMBE - 33.2 - BLACK MOUNTAIN PRIMARY SCHOOL,1,,,,BUNCOMBE - 33.2,BUNCOMBE - 69.1,BUNCOMBE - 65.1,BUNCOMBE - 62.1,BUNCOMBE - 55.1
2008,BUNCOMBE,ambiguous,BUNCOMBE - 33.3 - BLACK MOUNTAIN ELEMENTARY SCHOOL,1,,,,BUNCOMBE - 33.3,BUNCOMBE - 66.1,BUNCOMBE - 56.2,BUNCOMBE - 49.1,BUNCOMBE - 34.1
2008,BUNCOMBE,ambiguous,BUNCOMBE - 38.2 - CANE CREEK MIDDLE SCHOOL,1,,,,BUNCOMBE - 38.2,BUNCOMBE - 69.1,BUNCOMBE - 65.1,BUNCOMBE - 62.1,BUNCOMBE - 55.1
2008,BUNCOMBE,ambiguous,BUNCOMBE - 38.3 - TRINITY OF FAIRVIEW CHURCH,1,,,,BUNCOMBE - 38.3,BUNCOMBE - 66.1,BUNCOMBE - 56.2,BUNCOMBE - 49.1,BUNCOMBE - 34.1
2008,BUNCOMBE,ambiguous,BUNCOMBE - 39.2 - FAIRVIEW VOLUNTEER FIRE DEPT,1,,,,BUNCOMBE - 39.2,BUNCOMBE - 69.1,BUNCOMBE - 65.1,BUNCOMBE - 62.1,BUNCOMBE - 55.1
2008,BUNCOMBE,ambiguous,BUNCOMBE - 39.3 - FAIRVIEW COMMUNITY CENTER,1,,,,BUNCOMBE - 39.3,BUNCOMBE - 66.1,BUNCOMBE - 56.2,BUNCOMBE - 49.1,BUNCOMBE - 34.1
2008,BUNCOMBE,ambiguous,BUNCOMBE - 60.2 - REYNOLDS FIRE DEPARTMENT,1,,,,BUNCOMBE - 60.2,BUNCOMBE - 69.1,BUNCOMBE - 65.1,BUNCOMBE - 62.1,BUNCOMBE - 55.1
2008,BUNCOMBE,ambiguous,BUNCOMBE - 60.3 - COVENANT COMMUNITY CHURCH,1,,,,BUNCOMBE - 60.4,BUNCOMBE - 66.1,BUNCOMBE - 56.2,BUNCOMBE - 49.1,BUNCOMBE - 34.1
2008,BUNCOMBE,ambiguous,BUNCOMBE - 681 - W BUNCOMBE 1-B-COMMUNITY CENTER,1,,,,BUNCOMBE - 681,BUNCOMBE - 68.1,BUNCOMBE - 61.1,BUNCOMBE - 52.1,BUNCOMBE - 50.1
2008,CABARRUS,ambiguous,CABARRUS - 01-06,1,,,,CABARRUS - 11-01,CABARRUS - 06-00,CABARRUS - 04-01,CABARRUS - 02-06,CABARRUS - 02-01
2008,CABARRUS,ambiguous,CABARRUS - 01-09,1,,,,CABARRUS - 12-09,CABARRUS - 11-01,CABARRUS - 09-00,CABARRUS - 04-09,CABARRUS - 04-01
2008,CABARRUS,ambiguous,CABARRUS - 04-02,1,,,,CABARRUS - 02-02,CABARRUS - 12-04,CABARRUS - 11-02,CABARRUS - 04-13,CABARRUS - 04-12
2008,CABARRUS,ambiguous,CABARRUS - 04-04,1,,,,CABARRUS - 12-04,CABARRUS - 04-13,CABARRUS - 04-12,CABARRUS - 04-11,CABARRUS - 04-09
2008,CABARRUS,ambiguous,CABARRUS - 04-05,1,,,,CABARRUS - 12-05,CABARRUS - 12-04,CABARRUS - 05-00,CABARRUS - 04-13,CABARRUS - 04-12
2008,CABARRUS,ambiguous,CABARRUS - 04-06,1,,,,CABARRUS - 12-04,CABARRUS - 06-00,CABARRUS - 04-13,CABARRUS - 04-12,CABARRUS - 04-11
2008,CABARRUS,ambiguous,CABARRUS - 04-07,1,,,,CABARRUS - 12-04,CABARRUS - 07-00,CABARRUS - 04-13,CABARRUS - 04-12,CABARRUS - 04-11
2008,CABARRUS,ambiguous,CABARRUS - 04-10,1,,,,CABARRUS - 12-04,CABARRUS - 10-00,CABARRUS - 04-13,CABARRUS - 04-12,CABARRUS - 04-11
2008,CABARRUS,ambiguous,CABARRUS - 12-01,1,,,,CABARRUS - 12-12,CABARRUS - 12-14,CABARRUS - 12-13,CABARRUS - 12-11,CABARRUS - 12-09
2008,CABARRUS,ambiguous,CABARRUS - 12-02,1,,,,CABARRUS - 12-12,CABARRUS - 02-02,CABARRUS - 12-14,CABARRUS - 12-13,CABARRUS - 12-11
2008,CABARRUS,ambiguous,CABARRUS - 12-06,1,,,,CABARRUS - 12-12,CABARRUS - 12-14,CABARRUS - 12-13,CABARRUS - 12-11,CABARRUS - 12-09
2008,CABARRUS,ambiguous,CABARRUS - 12-07,1,,,,CABARRUS - 12-12,CABARRUS - 12-14,CABARRUS - 12-13,CABARRUS - 12-11,CABARRUS - 12-09
2008,CABARRUS,ambiguous,CABARRUS - 12-10,1,,,,CABARRUS - 12-12,CABARRUS - 12-14,CABARRUS - 12-13,CABARRUS - 12-11,CABARRUS - 12-09
2008,CALDWELL,unmatched,CALDWELL - GAMEWELL #1,1,,,,CALDWELL - 1,CALDWELL - 9,CALDWELL - 8,CALDWELL - 7,CALDWELL - 6
2008,CALDWELL,unmatched,CALDWELL - GAMEWELL #2,1,,,,CALDWELL - 2,CALDWELL - 1,CALDWELL - 9,CALDWELL - 8,CALDWELL - 7
2008,CALDWELL,unmatched,CALDWELL - GLOBE/JOHNS RIVER/MULBERRY/WILSON CREEK,1,,,,,,,,
2008,CALDWELL,unmatched,CALDWELL - HUDSON #1,1,,,,CALDWELL - 13,CALDWELL - 1,CALDWELL - 9,CALDWELL - 8,CALDWELL - 7
2008,CALDWELL,unmatched,CALDWELL - HUDSON #2,1,,,,CALDWELL - 2,CALDWELL - 13,CALDWELL - 9,CALDWELL - 8,CALDWELL - 7
2008,CALDWELL,unmatched,CALDWELL - LENOIR #1,1,,,,CALDWELL - 7,CALDWELL - 1,CALDWELL - 9,CALDWELL - 8,CALDWELL - 6
2008,CALDWELL,unmatched,CALDWELL - LENOIR #29,1,,,,CALDWELL - 9,CALDWELL - 7,CALDWELL - 2,CALDWELL - 8,CALDWELL - 6
2008,CALDWELL,unmatched,CALDWELL - LENOIR #4,1,,,,CALDWELL - 7,CALDWELL - 4,CALDWELL - 9,CALDWELL - 8,CALDWELL - 6
2008,CALDWELL,unmatched,CALDWELL - LITTLE RIVER,1,,,,,,,,
2008,CALDWELL,unmatched,CALDWELL - LOVELADY-ONE,1,,,,,,,,
2008,CALDWELL,unmatched,CALDWELL - LOVELADY-RHODHISS,1,,,,,,,,
2008,CALDWELL,unmatched,CALDWELL - LOVELADY-TWO,1,,,,,,,,
2008,CALDWELL,unmatched,CALDWELL - LOWER CREEK #1,1,,,,CALDWELL - 1,CALDWELL - 9,CALDWELL - 8,CALDWELL - 7,CALDWELL - 6
2008,CALDWELL,unmatched,CALDWELL - LOWER CREEK #2,1,,,,CALDWELL - 2,CALDWELL - 9,CALDWELL - 8,CALDWELL - 7,CALDWELL - 6
2008,CALDWELL,unmatched,CALDWELL - LOWER CREEK #3,1,,,,CALDWELL - 3,CALDWELL - 9,CALDWELL - 8,CALDWELL - 7,CALDWELL - 6
2008,CALDWELL,unmatched,CALDWELL - LOWER CREEK #4,1,,,,CALDWELL - 4,CALDWELL - 9,CALDWELL - 8,CALDWELL - 7,CALDWELL - 6
2008,CALDWELL,unmatched,CALDWELL - NORTH CATAWBA,1,,,,,,,,
2008,CALDWELL,unmatched,CALDWELL - NORTH CATAWBA #2,1,,,,CALDWELL - 2,CALDWELL - 9,CALDWELL - 8,CALDWELL - 7,CALDWELL - 6
2008,CALDWELL,unmatched,CALDWELL - SAWMILLS #1,1,,,,CALDWELL - 11,CALDWELL - 1,CALDWELL - 9,CALDWELL - 8,CALDWELL - 7
2008,CALDWELL,unmatched,CALDWELL - SAWMILLS #2,1,,,,CALDWELL - 2,CALDWELL - 11,CALDWELL - 9,CALDWELL - 8,CALDWELL - 7
2008,CALDWELL,unmatched,CALDWELL - YADKIN VALLEY,1,,,,,,,,
2008,CARTERET,unmatched,CARTERET - ATLANTIC,1,,,,CARTERET - ASCI,CARTERET - ABCH,,,
2008,CARTERET,unmatched,CARTERET - BETTIE,1,,,,CARTERET - OTBEG,,,,
2008,CARTERET,unmatched,CARTERET - CEDAR ISLAND,1,,,,CARTERET - ASCI,,,,
2008,CARTERET,unmatched,CARTERET - DAVIS,1,,,,CARTERET - DASW,,,,
2008,CARTERET,unmatched,CARTERET - HARLOWE,1,,,,CARTERET - WIHA,,,,
2008,CARTERET,unmatched,CARTERET - INDIAN BEACH/SALTER PATH,1,,,,CARTERET - IBPK,,,,
2008,CARTERET,unmatched,CARTERET - MARSHALLBERG,1,,,,CARTERET - MASM,,,,
2008,CARTERET,unmatched,CARTERET - OTWAY/STRAITS,1,,,,CARTERET - OTBEG,,,,
2008,CARTERET,unmatched,CARTERET - PINE KNOLL SHORES,1,,,,,,,,
2008,CARTERET,unmatched,CARTERET - SEA LEVEL,1,,,,CARTERET - ASCI,,,,
2008,CARTERET,unmatched,CARTERET - SMYRNA,1,,,,CARTERET - MASM,,,,
2008,CARTERET,unmatched,CARTERET - STACY,1,,,,CARTERET - DASW,,,,
2008,CARTERET,unmatched,CARTERET - WILLISTON,1,,,,CARTERET - DASW,,,,
2008,CARTERET,unmatched,CARTERET - WIREGRASS,1,,,,CARTERET - WIHA,,,,
2008,CLEVELAND,unmatched,CLEVELAND - BOILING SPRINGS,1,,,,,,,,
2008,CLEVELAND,unmatched,CLEVELAND - HOLLY SPRINGS,1,,,,,,,,
2008,CLEVELAND,unmatched,CLEVELAND - KINGS MOUNTAIN #1,1,,,,CLEVELAND - S 5,CLEVELAND - S 4A,,,
2008,CLEVELAND,unmatched,CLEVELAND - KINGS MOUNTAIN #2,1,,,,CLEVELAND - S 5,CLEVELAND - S 4A,,,
2008,CLEVELAND,unmatched,CLEVELAND - KINGS MOUNTAIN #3,1,,,,CLEVELAND - S 5,CLEVELAND - S 4A,,,
2008,CLEVELAND,unmatched,CLEVELAND - KINGS MOUNTAIN #4,1,,,,CLEVELAND - S 4A,CLEVELAND - S 5,,,
2008,CLEVELAND,unmatched,CLEVELAND - MOORESBORO-YOUNG,1,,,,,,,,
2008,CLEVELAND,unmatched,CLEVELAND - OAK GROVE,1,,,,,,,,
2008,CLEVELAND,unmatched,CLEVELAND - SHELBY #1,1,,,,CLEVELAND - S 5,CLEVELAND - S 4A,,,
2008,CLEVELAND,unmatched,CLEVELAND - SHELBY #2,1,,,,CLEVELAND - S 5,CLEVELAND - S 4A,,,
2008,CLEVELAND,unmatched,CLEVELAND - SHELBY #3,1,,,,CLEVELAND - S 5,CLEVELAND - S 4A,,,
2008,CLEVELAND,unmatched,CLEVELAND - SHELBY #6,1,,,,CLEVELAND - S 5,CLEVELAND - S 4A,,,
2008,CLEVELAND,unmatched,CLEVELAND - SHELBY #7,1,,,,CLEVELAND - S 5,CLEVELAND - S 4A,,,
2008,CLEVELAND,unmatched,CLEVELAND - SHELBY #8,1,,,,CLEVELAND - S 5,CLEVELAND - S 4A,,,
2008,COLUMBUS,unmatched,COLUMBUS - P02A,1,,,,COLUMBUS - P02B,COLUMBUS - P89,COLUMBUS - P82,COLUMBUS - P513,COLUMBUS - P34
2008,COLUMBUS,unmatched,COLUMBUS - P03,1,,,,COLUMBUS - P89,COLUMBUS - P82,COLUMBUS - P513,COLUMBUS - P34,COLUMBUS - P26B
2008,COLUMBUS,unmatched,COLUMBUS - P04,1,,,,COLUMBUS - P89,COLUMBUS - P82,COLUMBUS - P513,COLUMBUS - P34,COLUMBUS - P26B
2008,COLUMBUS,unmatched,COLUMBUS - P05,1,,,,COLUMBUS - P89,COLUMBUS - P82,COLUMBUS - P513,COLUMBUS - P34,COLUMBUS - P26B
2008,COLUMBUS,unmatched,COLUMBUS - P08,1,,,,COLUMBUS - P89,COLUMBUS - P82,COLUMBUS - P513,COLUMBUS - P34,COLUMBUS - P26B
2008,COLUMBUS,unmatched,COLUMBUS - P09,1,,,,COLUMBUS - P89,COLUMBUS - P82,COLUMBUS - P513,COLUMBUS - P34,COLUMBUS - P26B
2008,COLUMBUS,unmatched,COLUMBUS - P10,1,,,,COLUMBUS - P89,COLUMBUS - P82,COLUMBUS - P513,COLUMBUS - P34,COLUMBUS - P26B
2008,COLUMBUS,unmatched,COLUMBUS - P12,1,,,,COLUMBUS - P89,COLUMBUS - P82,COLUMBUS - P513,COLUMBUS - P34,COLUMBUS - P26B
2008,COLUMBUS,unmatched,COLUMBUS - P13,1,,,,COLUMBUS - P89,COLUMBUS - P82,COLUMBUS - P513,COLUMBUS - P34,COLUMBUS - P26B
2008,COLUMBUS,unmatched,COLUMBUS - P16A,1,,,,COLUMBUS - P16B,COLUMBUS - P89,COLUMBUS - P82,COLUMBUS - P513,COLUMBUS - P34
2008,COLUMBUS,unmatched,COLUMBUS - P18,1,,,,COLUMBUS - P89,COLUMBUS - P82,COLUMBUS - P513,COLUMBUS - P34,COLUMBUS - P26B
2008,COLUMBUS,unmatched,COLUMBUS - P20,1,,,,COLUMBUS - P20A,COLUMBUS - P89,COLUMBUS - P82,COLUMBUS - P513,COLUMBUS - P34
2008,COLUMBUS,unmatched,COLUMBUS - P21,1,,,,COLUMBUS - P89,COLUMBUS - P82,COLUMBUS - P513,COLUMBUS - P34,COLUMBUS - P26B
2008,COLUMBUS,unmatched,COLUMBUS - P22,1,,,,COLUMBUS - P22A,COLUMBUS - P89,COLUMBUS - P82,COLUMBUS - P513,COLUMBUS - P34
2008,COLUMBUS,unmatched,COLUMBUS - P25A,1,,,,COLUMBUS - P25B,COLUMBUS - P89,COLUMBUS - P82,COLUMBUS - P513,COLUMBUS - P34
2008,COLUMBUS,unmatched,COLUMBUS - P26A,1,,,,COLUMBUS - P26B,COLUMBUS - P89,COLUMBUS - P82,COLUMBUS - P513,COLUMBUS - P34
2008,CRAVEN,unmatched,CRAVEN - CLARKS,1,,,,CRAVEN - CLR4,,,,
2008,CRAVEN,unmatched,CRAVEN - COVE CITY,1,,,,,,,,
2008,CRAVEN,unmatched,CRAVEN - DOVER,1,,,,CRAVEN - DFB9,,,,
2008,CRAVEN,unmatched,CRAVEN - EAST HAVELOCK,1,,,,CRAVEN - 02,,,,
2008,CRAVEN,unmatched,CRAVEN - EPWORTH,1,,,,,,,,
2008,CRAVEN,unmatched,CRAVEN - ERNUL,1,,,,CRAVEN - TE13,,,,
2008,CRAVEN,unmatched,CRAVEN - FORT BARNWELL,1,,,,CRAVEN - DFB9,CRAVEN - CFB8,,,
2008,CRAVEN,unmatched,CRAVEN - GLENBURNIE PARK,1,,,,,,,,
2008,CRAVEN,unmatched,CRAVEN - GROVER C. FIELDS,1,,,,,,,,
2008,CRAVEN,unmatched,CRAVEN - RHEMS,1,,,,CRAVEN - CLR4,,,,
2008,CRAVEN,unmatched,CRAVEN - TRUITT,1,,,,CRAVEN - TE13,,,,
2008,CRAVEN,unmatched,CRAVEN - VANCEBORO,1,,,,,,,,
2008,CRAVEN,unmatched,CRAVEN - WEST HAVELOCK,1,,,,CRAVEN - 02,,,,
2008,CUMBERLAND,unmatched,CUMBERLAND - ALDERMAN,1,,,,CUMBERLAND - AL51-3,CUMBERLAND - AL51-2,CUMBERLAND - AL51-1,,
2008,CUMBERLAND,unmatched,CUMBERLAND - AUMAN-G5,1,,,,CUMBERLAND - G5A-2,CUMBERLAND - G5A-1,CUMBERLAND - G5C,CUMBERLAND - G5B-2,CUMBERLAND - G5B-1
2008,CUMBERLAND,unmatched,CUMBERLAND - CLIFFDALE WEST,1,,,,,,,,
2008,CUMBERLAND,unmatched,CUMBERLAND - CROSS CREEK #05,1,,,,CUMBERLAND - SL78-3,CUMBERLAND - SH77,CUMBERLAND - MR02,CUMBERLAND - MB62,CUMBERLAND - LR63
2008,CUMBERLAND,unmatched,CUMBERLAND - CROSS CREEK #19,1,,,,CUMBERLAND - SL78-3,CUMBERLAND - SH77,CUMBERLAND - MR02,CUMBERLAND - MB62,CUMBERLAND - LR63
2008,CUMBERLAND,unmatched,CUMBERLAND - CROSS CREEK #28-G5,1,,,,CUMBERLAND - G5B-2,CUMBERLAND - G5B-1,CUMBERLAND - G5C,CUMBERLAND - G5A-2,CUMBERLAND - G5A-1
2008,CUMBERLAND,unmatched,CUMBERLAND - HOPE MILLS #2-G9,1,,,,CUMBERLAND - G9B-2,CUMBERLAND - G9B-1,CUMBERLAND - MR02,CUMBERLAND - G3A-2C,CUMBERLAND - G2E-2
2008,CUMBERLAND,unmatched,CUMBERLAND - HOPE MILLS #3-G9,1,,,,CUMBERLAND - G9A-3,CUMBERLAND - SL78-3,CUMBERLAND - G3C,CUMBERLAND - G3B,CUMBERLAND - AL51-3
2008,CUMBERLAND,unmatched,CUMBERLAND - LONGHILL-G2,1,,,,CUMBERLAND - MR02,CUMBERLAND - G3A-2C,CUMBERLAND - G2E-2,CUMBERLAND - G2A,CUMBERLAND - EO02
2008,CUMBERLAND,unmatched,CUMBERLAND - PEARCES MILL #2-G3,1,,,,CUMBERLAND - G3A-2C,CUMBERLAND - G3A-1,CUMBERLAND - SL78-3,CUMBERLAND - MR02,CUMBERLAND - G9A-3
2008,CUMBERLAND,unmatched,CUMBERLAND - SPRING LAKE-G11,1,,,,CUMBERLAND - G11B,CUMBERLAND - G3B,CUMBERLAND - SL78-3,CUMBERLAND - SH77,CUMBERLAND - MR02
2008,CUMBERLAND,unmatched,CUMBERLAND - WESTAREA-G2,1,,,,CUMBERLAND - G2E-2,CUMBERLAND - G2E-1,CUMBERLAND - MR02,CUMBERLAND - G3A-2C,CUMBERLAND - G2A
2008,DURHAM,ambiguous,DURHAM - 30-1 - OAK GROVE ELEMENTARY,1,,,,DURHAM - 53-1,DURHAM - 34-1,DURHAM - 33-1,DURHAM - 30-4,DURHAM - 30-3
2008,DURHAM,ambiguous,DURHAM - 30-2 - SOUTHERN HIGH SCHOOL,1,,,,DURHAM - 30-2,DURHAM - 53-2,DURHAM - 34-2,DURHAM - 33-2,DURHAM - 30-4
2008,DURHAM,ambiguous,DURHAM - 33 - LOWES GROVE BAPTIST,1,,,,DURHAM - 33-2,DURHAM - 33-1,DURHAM - 56,DURHAM - 55-49,DURHAM - 55-11
2008,DURHAM,ambiguous,DURHAM - 34 - PEARSONTOWN ELEMENTARY,1,,,,DURHAM - 34-1,DURHAM - 34-2,DURHAM - 56,DURHAM - 55-49,DURHAM - 55-11
2008,DURHAM,ambiguous,DURHAM - 35-1 - PARKWOOD VOL FIRE DEPT,1,,,,DURHAM - 53-1,DURHAM - 35-5,DURHAM - 35-4,DURHAM - 34-1,DURHAM - 33-1
2008,DURHAM,ambiguous,DURHAM - 35-2 - SOUTHPOINT VILLAGE APT,1,,,,DURHAM - 53-2,DURHAM - 35-5,DURHAM - 35-4,DURHAM - 34-2,DURHAM - 33-2
2008,DURHAM,unmatched,DURHAM - 39 - ST. STEPHENS EPIS.,1,,,,DURHAM - 56,DURHAM - 55-49,DURHAM - 55-11,DURHAM - 54,DURHAM - 53-2
2008,DURHAM,ambiguous,DURHAM - 53-1 - TRIANGLE PRESBYTERIAN,1,,,,DURHAM - 53-1,DURHAM - 53-2,DURHAM - 34-1,DURHAM - 33-1,DURHAM - 56
2008,DURHAM,ambiguous,DURHAM - 53-2 - TRIANGLE CHURCH,1,,,,DURHAM - 53-2,DURHAM - 53-1,DURHAM - 34-2,DURHAM - 33-2,DURHAM - 30-2
2008,DURHAM,ambiguous,DURHAM - 55-11 - WEAVER STREET CENTER,1,,,,DURHAM - 55-11,DURHAM - 55-49,DURHAM - 56,DURHAM - 54,DURHAM - 53-2
2008,DURHAM,ambiguous,DURHAM - 55-49 - NCCU HOLY CROSS,1,,,,DURHAM - 55-49,DURHAM - 55-11,DURHAM - 56,DURHAM - 54,DURHAM - 53-2
2008,HALIFAX,unmatched,HALIFAX - ENFIELD 3,1,,,,HALIFAX - WEL 3,HALIFAX - RR3-4,HALIFAX - WEL1-2,HALIFAX - RR7-9,HALIFAX - RR1-2
2008,HALIFAX,unmatched,HALIFAX - LITTLETON 1,1,,,,HALIFAX - LIT,HALIFAX - ENF1,HALIFAX - WEL1-2,HALIFAX - RR1-2,HALIFAX - WEL 3
2008,HALIFAX,unmatched,HALIFAX - LITTLETON 2,1,,,,HALIFAX - LIT,HALIFAX - ENF 2,HALIFAX - WEL1-2,HALIFAX - RR1-2,HALIFAX - WEL 3
2008,HALIFAX,unmatched,HALIFAX - PALMYRA,1,,,,,,,,
2008,HALIFAX,unmatched,HALIFAX - ROANOKE RAPIDS 1,1,,,,HALIFAX - RR1-2,HALIFAX - RR 11,HALIFAX - RR 10,HALIFAX - ENF1,HALIFAX - WEL1-2
2008,HALIFAX,unmatched,HALIFAX - ROANOKE RAPIDS 2,1,,,,HALIFAX - ENF 2,HALIFAX - WEL1-2,HALIFAX - RR1-2,HALIFAX - WEL 3,HALIFAX - RR7-9
2008,HALIFAX,unmatched,HALIFAX - ROANOKE RAPIDS 6,1,,,,HALIFAX - WEL1-2,HALIFAX - WEL 3,HALIFAX - RR7-9,HALIFAX - RR3-4,HALIFAX - RR1-2
2008,HALIFAX,unmatched,HALIFAX - ROANOKE RAPIDS 8,1,,,,HALIFAX - WEL1-2,HALIFAX - WEL 3,HALIFAX - RR7-9,HALIFAX - RR3-4,HALIFAX - RR1-2
2008,HALIFAX,unmatched,HALIFAX - ROANOKE RAPIDS 9,1,,,,HALIFAX - RR7-9,HALIFAX - WEL1-2,HALIFAX - WEL 3,HALIFAX - RR3-4,HALIFAX - RR1-2
2008,HALIFAX,unmatched,HALIFAX - ROSENEATH,1,,,,,,,,
2008,HALIFAX,unmatched,HALIFAX - SCOTLAND NECK 1,1,,,,HALIFAX - SN,HALIFAX - ENF1,HALIFAX - WEL1-2,HALIFAX - RR1-2,HALIFAX - WEL 3
2008,HALIFAX,unmatched,HALIFAX - SCOTLAND NECK 2,1,,,,HALIFAX - SN,HALIFAX - ENF 2,HALIFAX - WEL1-2,HALIFAX - RR1-2,HALIFAX - WEL 3
2008,HALIFAX,unmatched,HALIFAX - WELDON 2,1,,,,HALIFAX - ENF 2,HALIFAX - WEL1-2,HALIFAX - RR1-2,HALIFAX - WEL 3,HALIFAX - RR7-9
2008,JACKSON,unmatched,JACKSON - DILLSBORO,1,,,,,,,,
2008,JACKSON,unmatched,JACKSON - HAMBURG,1,,,,,,,,
2008,JACKSON,unmatched,JACKSON - MOUNTAIN,1,,,,,,,,
2008,JACKSON,unmatched,JACKSON - SCOTTS CREEK 1,1,,,,,,,,
2008,JACKSON,unmatched,JACKSON - SCOTTS CREEK 2,1,,,,,,,,
2008,JACKSON,unmatched,JACKSON - SCOTTS CREEK 3,1,,,,,,,,
2008,JACKSON,unmatched,JACKSON - SYLVA-NORTH WD,1,,,,,,,,
2008,JACKSON,unmatched,JACKSON - SYLVA-SOUTH WD,1,,,,,,,,
2008,JOHNSTON,unmatched,JOHNSTON - EAST INGRAMS,1,,,,JOHNSTON - PR37,JOHNSTON - PR25,,,
2008,JOHNSTON,unmatched,JOHNSTON - NORTH BANNER,1,,,,JOHNSTON - PR35,JOHNSTON - PR25,,,
2008,JOHNSTON,unmatched,JOHNSTON - NORTH BEULAH,1,,,,JOHNSTON - PR36,JOHNSTON - PR25,,,
2008,JOHNSTON,unmatched,JOHNSTON - NORTH CLEVELAND,1,,,,JOHNSTON - PR25,JOHNSTON - PR12B,JOHNSTON - PR12A,,
2008,JOHNSTON,unmatched,JOHNSTON - NORTH MEADOW,1,,,,JOHNSTON - PR38,JOHNSTON - PR25,,,
2008,JOHNSTON,unmatched,JOHNSTON - SOUTH BANNER,1,,,,JOHNSTON - PR35,JOHNSTON - PR25,,,
2008,JOHNSTON,unmatched,JOHNSTON - SOUTH BEULAH,1,,,,JOHNSTON - PR36,JOHNSTON - PR25,,,
2008,JOHNSTON,unmatched,JOHNSTON - SOUTH MEADOW,1,,,,JOHNSTON - PR38,JOHNSTON - PR25,,,
2008,JOHNSTON,unmatched,JOHNSTON - WEST BANNER,1,,,,JOHNSTON - PR35,JOHNSTON - PR25,,,
