year,status,raw_precinct_key,count,suggested_canonical_precinct_key,score,tier,reason,candidate_2,candidate_3
2020,AMBIGUOUS,GATES - 4N,12,GATES - 4N,1.0000,AUTO_ACCEPT,exact_prec_id,,
2020,AMBIGUOUS,GATES - 4S,12,GATES - 4S,1.0000,AUTO_ACCEPT,exact_prec_id,,
2020,AMBIGUOUS,ROBESON - 11A,12,ROBESON - 11A,1.0000,AUTO_ACCEPT,exact_prec_id,,
2020,AMBIGUOUS,CALDWELL - PR08,12,CALDWELL - 3,0.1286,MANUAL_REQUIRED,fuzzy,,
2020,UNMATCHED,ALAMANCE - 03S,12,,0.0000,MANUAL_REQUIRED,none,,
2020,UNMATCHED,BLADEN - BAY TREE FIRE DEPT,12,,0.0000,MANUAL_REQUIRED,none,,
2020,UNMATCHED,BLADEN - BLAD COUNTY GYM,12,,0.0000,MANUAL_REQUIRED,none,,
2020,UNMATCHED,BLADEN - BOOK T. WASHINGTON,12,,0.0000,MANUAL_REQUIRED,none,,
2020,UNMATCHED,BLADEN - EAST ARCADIA,12,,0.0000,MANUAL_REQUIRED,none,,
2020,UNMATCHED,BLADEN - SPAULDING MONROE,12,,0.0000,MANUAL_REQUIRED,none,,
2020,UNMATCHED,BLADEN - TAR HEEL MUNI BLD,12,,0.0000,MANUAL_REQUIRED,none,,
2020,UNMATCHED,BRUNSWICK - 04A,12,,0.0000,MANUAL_REQUIRED,none,,
2020,UNMATCHED,BRUNSWICK - 04B2,12,,0.0000,MANUAL_REQUIRED,none,,
2020,UNMATCHED,BRUNSWICK - 10A,12,,0.0000,MANUAL_REQUIRED,none,,
2020,UNMATCHED,BRUNSWICK - 10B,12,,0.0000,MANUAL_REQUIRED,none,,
2020,UNMATCHED,BUNCOMBE - AVML,12,,0.0000,MANUAL_REQUIRED,none,,
2020,UNMATCHED,BUNCOMBE - AVOM,12,,0.0000,MANUAL_REQUIRED,none,,
2020,UNMATCHED,BUNCOMBE - BMBL,12,,0.0000,MANUAL_REQUIRED,none,,
2020,UNMATCHED,BUNCOMBE - BTFD,12,,0.0000,MANUAL_REQUIRED,none,,
2020,UNMATCHED,BUNCOMBE - ECBL,12,,0.0000,MANUAL_REQUIRED,none,,
2020,UNMATCHED,BUNCOMBE - FVCC,12,,0.0000,MANUAL_REQUIRED,none,,
2020,UNMATCHED,BUNCOMBE - HACC,12,,0.0000,MANUAL_REQUIRED,none,,
2020,UNMATCHED,BUNCOMBE - LECC,12,,0.0000,MANUAL_REQUIRED,none,,
2020,UNMATCHED,BUNCOMBE - LSKY,12,,0.0000,MANUAL_REQUIRED,none,,
2020,UNMATCHED,BUNCOMBE - REYV,12,,0.0000,MANUAL_REQUIRED,none,,
2020,UNMATCHED,BUNCOMBE - SBBL,12,,0.0000,MANUAL_REQUIRED,none,,
2020,UNMATCHED,BUNCOMBE - TCRK,12,,0.0000,MANUAL_REQUIRED,none,,
2020,UNMATCHED,BUNCOMBE - UNCA,12,,0.0000,MANUAL_REQUIRED,none,,
2020,UNMATCHED,BUNCOMBE - WACC,12,,0.0000,MANUAL_REQUIRED,none,,
2020,UNMATCHED,BUNCOMBE - WGSC,12,,0.0000,MANUAL_REQUIRED,none,,
2020,UNMATCHED,BUNCOMBE - WVTH,12,,0.0000,MANUAL_REQUIRED,none,,
2020,UNMATCHED,BURKE - 0053,12,,0.0000,MANUAL_REQUIRED,none,,
2020,UNMATCHED,BURKE - 0065,12,,0.0000,MANUAL_REQUIRED,none,,
2020,UNMATCHED,CALDWELL - PR16,12,,0.0000,MANUAL_REQUIRED,none,,
2020,UNMATCHED,CALDWELL - PR17,12,,0.0000,MANUAL_REQUIRED,none,,
2020,UNMATCHED,CALDWELL - PR18,12,,0.0000,MANUAL_REQUIRED,none,,
2020,UNMATCHED,CALDWELL - PR21,12,,0.0000,MANUAL_REQUIRED,none,,
2020,UNMATCHED,CALDWELL - PR22,12,,0.0000,MANUAL_REQUIRED,none,,
2020,UNMATCHED,CALDWELL - PR24,12,,0.0000,MANUAL_REQUIRED,none,,
2020,UNMATCHED,CALDWELL - PR25,12,,0.0000,MANUAL_REQUIRED,none,,
2020,UNMATCHED,CALDWELL - PR29,12,,0.0000,MANUAL_REQUIRED,none,,
2020,UNMATCHED,CALDWELL - PR30,12,,0.0000,MANUAL_REQUIRED,none,,
