"raw_precinct_key","suggested_canonical_precinct_key","score","tier","reason","candidate_2","candidate_3"
"BUNCOMBE - 37.1","BUNCOMBE - 37.1","1.0000","AUTO_ACCEPT","exact_prec_id","BUNCOMBE - 53.1","BUNCOMBE - 17.1"
"BUNCOMBE - 38.2","BUNCOMBE - 38.2","1.0000","AUTO_ACCEPT","exact_prec_id","BUNCOMBE - 08.2","BUNCOMBE - 33.2"
"BUNCOMBE - 38.3","BUNCOMBE - 38.3","1.0000","AUTO_ACCEPT","exact_prec_id","BUNCOMBE - 38.2","BUNCOMBE - 30.3"
"BUNCOMBE - 39.2","BUNCOMBE - 39.2","1.0000","AUTO_ACCEPT","exact_prec_id","BUNCOMBE - 38.2","BUNCOMBE - 29.2"
"BUNCOMBE - 39.3","BUNCOMBE - 39.3","1.0000","AUTO_ACCEPT","exact_prec_id","BUNCOMBE - 30.3","BUNCOMBE - 23.3"
"BUNCOMBE - 40.2","BUNCOMBE - 40.2","1.0000","AUTO_ACCEPT","exact_prec_id","BUNCOMBE - 08.2","BUNCOMBE - 60.2"
"BUNCOMBE - 41.1","BUNCOMBE - 41.1","1.0000","AUTO_ACCEPT","exact_prec_id","BUNCOMBE - 49.1","BUNCOMBE - 12.1"
"BUNCOMBE - 42.1","BUNCOMBE - 42.1","1.0000","AUTO_ACCEPT","exact_prec_id","BUNCOMBE - 49.1","BUNCOMBE - 12.1"
"BUNCOMBE - 43.2","BUNCOMBE - 43.2","1.0000","AUTO_ACCEPT","exact_prec_id","BUNCOMBE - 38.2","BUNCOMBE - 54.2"
"BUNCOMBE - 44.1","BUNCOMBE - 44.1","1.0000","AUTO_ACCEPT","exact_prec_id","BUNCOMBE - 49.1","BUNCOMBE - 48.1"
"BUNCOMBE - 45.1","BUNCOMBE - 45.1","1.0000","AUTO_ACCEPT","exact_prec_id","BUNCOMBE - 49.1","BUNCOMBE - 48.1"
"BUNCOMBE - 46.1","BUNCOMBE - 46.1","1.0000","AUTO_ACCEPT","exact_prec_id","BUNCOMBE - 49.1","BUNCOMBE - 48.1"
"BUNCOMBE - 47.1","BUNCOMBE - 47.1","1.0000","AUTO_ACCEPT","exact_prec_id","BUNCOMBE - 49.1","BUNCOMBE - 48.1"
"BUNCOMBE - 48.1","BUNCOMBE - 48.1","1.0000","AUTO_ACCEPT","exact_prec_id","BUNCOMBE - 49.1","BUNCOMBE - 28.1"
"BUNCOMBE - 49.1","BUNCOMBE - 49.1","1.0000","AUTO_ACCEPT","exact_prec_id","BUNCOMBE - 48.1","BUNCOMBE - 64.1"
"BUNCOMBE - 50.1","BUNCOMBE - 50.1","1.0000","AUTO_ACCEPT","exact_prec_id","BUNCOMBE - 02.1","BUNCOMBE - 53.1"
"BUNCOMBE - 51.2","BUNCOMBE - 51.2","1.0000","AUTO_ACCEPT","exact_prec_id","BUNCOMBE - 56.2","BUNCOMBE - 54.2"
"BUNCOMBE - 52.1","BUNCOMBE - 52.1","1.0000","AUTO_ACCEPT","exact_prec_id","BUNCOMBE - 12.1","BUNCOMBE - 02.1"
"BUNCOMBE - 53.1","BUNCOMBE - 53.1","1.0000","AUTO_ACCEPT","exact_prec_id","BUNCOMBE - 65.1","BUNCOMBE - 05.1"
"BUNCOMBE - 54.2","BUNCOMBE - 54.2","1.0000","AUTO_ACCEPT","exact_prec_id","BUNCOMBE - 51.2","BUNCOMBE - 56.2"
"BUNCOMBE - 55.1","BUNCOMBE - 55.1","1.0000","AUTO_ACCEPT","exact_prec_id","BUNCOMBE - 53.1","BUNCOMBE - 65.1"
"BUNCOMBE - 56.2","BUNCOMBE - 56.2","1.0000","AUTO_ACCEPT","exact_prec_id","BUNCOMBE - 51.2","BUNCOMBE - 60.2"
"BUNCOMBE - 57.1","BUNCOMBE - 57.1","1.0000","AUTO_ACCEPT","exact_prec_id","BUNCOMBE - 53.1","BUNCOMBE - 17.1"
"BUNCOMBE - 58.1","BUNCOMBE - 58.1","1.0000","AUTO_ACCEPT","exact_prec_id","BUNCOMBE - 48.1","BUNCOMBE - 53.1"
"BUNCOMBE - 59.1","BUNCOMBE - 59.1","1.0000","AUTO_ACCEPT","exact_prec_id","BUNCOMBE - 49.1","BUNCOMBE - 53.1"
"BUNCOMBE - 60.2","BUNCOMBE - 60.2","1.0000","AUTO_ACCEPT","exact_prec_id","BUNCOMBE - 08.2","BUNCOMBE - 56.2"
"BUNCOMBE - 60.4","BUNCOMBE - 60.4","1.0000","AUTO_ACCEPT","exact_prec_id","BUNCOMBE - 60.2",""
"BUNCOMBE - 61.1","BUNCOMBE - 61.1","1.0000","AUTO_ACCEPT","exact_prec_id","BUNCOMBE - 12.1","BUNCOMBE - 17.1"
"BUNCOMBE - 62.1","BUNCOMBE - 62.1","1.0000","AUTO_ACCEPT","exact_prec_id","BUNCOMBE - 12.1","BUNCOMBE - 02.1"
"BUNCOMBE - 63.1","BUNCOMBE - 63.1","1.0000","AUTO_ACCEPT","exact_prec_id","BUNCOMBE - 53.1","BUNCOMBE - 65.1"
"BUNCOMBE - 64.1","BUNCOMBE - 64.1","1.0000","AUTO_ACCEPT","exact_prec_id","BUNCOMBE - 49.1","BUNCOMBE - 48.1"
"BUNCOMBE - 65.1","BUNCOMBE - 65.1","1.0000","AUTO_ACCEPT","exact_prec_id","BUNCOMBE - 53.1","BUNCOMBE - 67.1"
"BUNCOMBE - 66.1","BUNCOMBE - 66.1","1.0000","AUTO_ACCEPT","exact_prec_id","BUNCOMBE - 65.1","BUNCOMBE - 67.1"
"BUNCOMBE - 67.1","BUNCOMBE - 67.1","1.0000","AUTO_ACCEPT","exact_prec_id","BUNCOMBE - 17.1","BUNCOMBE - 65.1"
"BUNCOMBE - 69.1","BUNCOMBE - 69.1","1.0000","AUTO_ACCEPT","exact_prec_id","BUNCOMBE - 49.1","BUNCOMBE - 65.1"
"BUNCOMBE - 70.1","BUNCOMBE - 70.1","1.0000","AUTO_ACCEPT","exact_prec_id","BUNCOMBE - 02.1","BUNCOMBE - 17.1"
"BUNCOMBE - 71.1","BUNCOMBE - 71.1","1.0000","AUTO_ACCEPT","exact_prec_id","BUNCOMBE - 12.1","BUNCOMBE - 17.1"
"BURKE - 0047-A","BURKE - 0047-A","1.0000","AUTO_ACCEPT","exact_prec_id","BURKE - 0047-B",""
"BURKE - 0047-B","BURKE - 0047-B","1.0000","AUTO_ACCEPT","exact_prec_id","BURKE - 0047-A",""
"CABARRUS - 01-02","CABARRUS - 01-02","1.0000","AUTO_ACCEPT","exact_prec_id","CABARRUS - 02-01","CABARRUS - 01-08"
"CABARRUS - 01-04","CABARRUS - 01-04","1.0000","AUTO_ACCEPT","exact_prec_id","CABARRUS - 04-01","CABARRUS - 01-08"
"CABARRUS - 01-07","CABARRUS - 01-07","1.0000","AUTO_ACCEPT","exact_prec_id","CABARRUS - 01-10","CABARRUS - 02-07"
"CABARRUS - 01-08","CABARRUS - 01-08","1.0000","AUTO_ACCEPT","exact_prec_id","CABARRUS - 01-10","CABARRUS - 01-04"
"CABARRUS - 01-10","CABARRUS - 01-10","1.0000","AUTO_ACCEPT","exact_prec_id","CABARRUS - 01-04","CABARRUS - 11-01"
"CABARRUS - 01-11","CABARRUS - 01-11","1.0000","AUTO_ACCEPT","exact_prec_id","CABARRUS - 11-01","CABARRUS - 01-10"
"CABARRUS - 02-01","CABARRUS - 02-01","1.0000","AUTO_ACCEPT","exact_prec_id","CABARRUS - 01-02","CABARRUS - 02-07"
"CABARRUS - 02-02","CABARRUS - 02-02","1.0000","AUTO_ACCEPT","exact_prec_id","CABARRUS - 02-07","CABARRUS - 02-01"
"CABARRUS - 02-03","CABARRUS - 02-03","1.0000","AUTO_ACCEPT","exact_prec_id","CABARRUS - 12-03","CABARRUS - 02-07"
"CABARRUS - 02-05","CABARRUS - 02-05","1.0000","AUTO_ACCEPT","exact_prec_id","CABARRUS - 02-07","CABARRUS - 02-02"
"CABARRUS - 02-06","CABARRUS - 02-06","1.0000","AUTO_ACCEPT","exact_prec_id","CABARRUS - 02-07","CABARRUS - 02-02"
"CABARRUS - 02-07","CABARRUS - 02-07","1.0000","AUTO_ACCEPT","exact_prec_id","CABARRUS - 02-02","CABARRUS - 02-01"
"CABARRUS - 02-08","CABARRUS - 02-08","1.0000","AUTO_ACCEPT","exact_prec_id","CABARRUS - 01-08","CABARRUS - 02-07"
"CABARRUS - 02-09","CABARRUS - 02-09","1.0000","AUTO_ACCEPT","exact_prec_id","CABARRUS - 12-09","CABARRUS - 02-07"
"CABARRUS - 03-00","CABARRUS - 03-00","1.0000","AUTO_ACCEPT","exact_prec_id","CABARRUS - 07-00","CABARRUS - 05-00"
"CABARRUS - 04-01","CABARRUS - 04-01","1.0000","AUTO_ACCEPT","exact_prec_id","CABARRUS - 01-04","CABARRUS - 02-01"
"CABARRUS - 04-03","CABARRUS - 04-03","1.0000","AUTO_ACCEPT","exact_prec_id","CABARRUS - 02-03","CABARRUS - 04-08"
"CABARRUS - 04-08","CABARRUS - 04-08","1.0000","AUTO_ACCEPT","exact_prec_id","CABARRUS - 01-08","CABARRUS - 04-09"
"CABARRUS - 04-09","CABARRUS - 04-09","1.0000","AUTO_ACCEPT","exact_prec_id","CABARRUS - 04-03","CABARRUS - 02-09"
"CABARRUS - 04-11","CABARRUS - 04-11","1.0000","AUTO_ACCEPT","exact_prec_id","CABARRUS - 04-12","CABARRUS - 04-13"
"CABARRUS - 04-12","CABARRUS - 04-12","1.0000","AUTO_ACCEPT","exact_prec_id","CABARRUS - 12-04","CABARRUS - 04-13"
"CABARRUS - 04-13","CABARRUS - 04-13","1.0000","AUTO_ACCEPT","exact_prec_id","CABARRUS - 04-03","CABARRUS - 04-12"
"CABARRUS - 05-00","CABARRUS - 05-00","1.0000","AUTO_ACCEPT","exact_prec_id","CABARRUS - 07-00","CABARRUS - 03-00"
"CABARRUS - 06-00","CABARRUS - 06-00","1.0000","AUTO_ACCEPT","exact_prec_id","CABARRUS - 07-00","CABARRUS - 05-00"
"CABARRUS - 07-00","CABARRUS - 07-00","1.0000","AUTO_ACCEPT","exact_prec_id","CABARRUS - 05-00","CABARRUS - 03-00"
"CABARRUS - 08-00","CABARRUS - 08-00","1.0000","AUTO_ACCEPT","exact_prec_id","CABARRUS - 07-00","CABARRUS - 05-00"
"CABARRUS - 09-00","CABARRUS - 09-00","1.0000","AUTO_ACCEPT","exact_prec_id","CABARRUS - 07-00","CABARRUS - 05-00"
"CABARRUS - 10-00","CABARRUS - 10-00","1.0000","AUTO_ACCEPT","exact_prec_id","CABARRUS - 01-10","CABARRUS - 07-00"
"CABARRUS - 11-01","CABARRUS - 11-01","1.0000","AUTO_ACCEPT","exact_prec_id","CABARRUS - 01-11","CABARRUS - 01-10"
"CABARRUS - 11-02","CABARRUS - 11-02","1.0000","AUTO_ACCEPT","exact_prec_id","CABARRUS - 11-01","CABARRUS - 01-02"
"CABARRUS - 12-03","CABARRUS - 12-03","1.0000","AUTO_ACCEPT","exact_prec_id","CABARRUS - 12-09","CABARRUS - 12-13"
"CABARRUS - 12-04","CABARRUS - 12-04","1.0000","AUTO_ACCEPT","exact_prec_id","CABARRUS - 04-12","CABARRUS - 12-03"
"CABARRUS - 12-05","CABARRUS - 12-05","1.0000","AUTO_ACCEPT","exact_prec_id","CABARRUS - 12-03","CABARRUS - 12-09"
"CABARRUS - 12-08","CABARRUS - 12-08","1.0000","AUTO_ACCEPT","exact_prec_id","CABARRUS - 01-08","CABARRUS - 12-03"
"CABARRUS - 12-09","CABARRUS - 12-09","1.0000","AUTO_ACCEPT","exact_prec_id","CABARRUS - 12-03","CABARRUS - 12-04"
"CABARRUS - 12-11","CABARRUS - 12-11","1.0000","AUTO_ACCEPT","exact_prec_id","CABARRUS - 12-13","CABARRUS - 12-12"
"CABARRUS - 12-12","CABARRUS - 12-12","1.0000","AUTO_ACCEPT","exact_prec_id","CABARRUS - 12-13","CABARRUS - 12-14"
"CABARRUS - 12-13","CABARRUS - 12-13","1.0000","AUTO_ACCEPT","exact_prec_id","CABARRUS - 12-03","CABARRUS - 12-12"
"CABARRUS - 12-14","CABARRUS - 12-14","1.0000","AUTO_ACCEPT","exact_prec_id","CABARRUS - 12-13","CABARRUS - 12-04"
"CUMBERLAND - CL57-1","CUMBERLAND - CL57-1","1.0000","AUTO_ACCEPT","exact_prec_id","CUMBERLAND - CL57-2","CUMBERLAND - AL51-1"
"CUMBERLAND - CL57-2","CUMBERLAND - CL57-2","1.0000","AUTO_ACCEPT","exact_prec_id","CUMBERLAND - CL57-1","CUMBERLAND - AL51-2"
"CUMBERLAND - G2C-1","CUMBERLAND - G2C-1","1.0000","AUTO_ACCEPT","exact_prec_id","CUMBERLAND - G2E-1","CUMBERLAND - G3A-1"
"CUMBERLAND - G2E-1","CUMBERLAND - G2E-1","1.0000","AUTO_ACCEPT","exact_prec_id","CUMBERLAND - G2C-1","CUMBERLAND - G2E-2"
"CUMBERLAND - G2E-2","CUMBERLAND - G2E-2","1.0000","AUTO_ACCEPT","exact_prec_id","CUMBERLAND - G2E-1","CUMBERLAND - G5B-2"
"CUMBERLAND - G3A-1","CUMBERLAND - G3A-1","1.0000","AUTO_ACCEPT","exact_prec_id","CUMBERLAND - G5A-1","CUMBERLAND - G3A-2C"
"CUMBERLAND - G5A-1","CUMBERLAND - G5A-1","1.0000","AUTO_ACCEPT","exact_prec_id","CUMBERLAND - G3A-1","CUMBERLAND - G5B-1"
"CUMBERLAND - G5A-2","CUMBERLAND - G5A-2","1.0000","AUTO_ACCEPT","exact_prec_id","CUMBERLAND - G5B-2","CUMBERLAND - G5A-1"
"CUMBERLAND - G5B-1","CUMBERLAND - G5B-1","1.0000","AUTO_ACCEPT","exact_prec_id","CUMBERLAND - G9B-1","CUMBERLAND - G5B-2"
"CUMBERLAND - G5B-2","CUMBERLAND - G5B-2","1.0000","AUTO_ACCEPT","exact_prec_id","CUMBERLAND - G9B-2","CUMBERLAND - G5B-1"
"CUMBERLAND - G9B-1","CUMBERLAND - G9B-1","1.0000","AUTO_ACCEPT","exact_prec_id","CUMBERLAND - G5B-1","CUMBERLAND - G9B-2"
"CUMBERLAND - G9B-2","CUMBERLAND - G9B-2","1.0000","AUTO_ACCEPT","exact_prec_id","CUMBERLAND - G5B-2","CUMBERLAND - G9B-1"
"CUMBERLAND - SL78-3","CUMBERLAND - SL78-3","1.0000","AUTO_ACCEPT","exact_prec_id","CUMBERLAND - AL51-3","CUMBERLAND - G9A-3"
"DURHAM - 01","DURHAM - 01","1.0000","AUTO_ACCEPT","exact_prec_id","DURHAM - 53-1","DURHAM - 33-1"
"DURHAM - 02","DURHAM - 02","1.0000","AUTO_ACCEPT","exact_prec_id","DURHAM - 30-2","DURHAM - 53-2"
"DURHAM - 03","DURHAM - 03","1.0000","AUTO_ACCEPT","exact_prec_id","DURHAM - 30-3",""
"DURHAM - 04","DURHAM - 04","1.0000","AUTO_ACCEPT","exact_prec_id","DURHAM - 30-4","DURHAM - 35-4"
"DURHAM - 05","DURHAM - 05","1.0000","AUTO_ACCEPT","exact_prec_id","DURHAM - 35-5",""
"DURHAM - 30-2","DURHAM - 30-2","1.0000","AUTO_ACCEPT","exact_prec_id","DURHAM - 02","DURHAM - 30-3"
"DURHAM - 34-1","DURHAM - 34-1","1.0000","AUTO_ACCEPT","exact_prec_id","DURHAM - 53-1","DURHAM - 33-1"
"DURHAM - 34-2","DURHAM - 34-2","1.0000","AUTO_ACCEPT","exact_prec_id","DURHAM - 30-2","DURHAM - 53-2"
"DURHAM - 53-2","DURHAM - 53-2","1.0000","AUTO_ACCEPT","exact_prec_id","DURHAM - 30-2","DURHAM - 53-1"
"DURHAM - 55-11","DURHAM - 55-11","1.0000","AUTO_ACCEPT","exact_prec_id","DURHAM - 55-49",""
"DURHAM - 55-49","DURHAM - 55-49","1.0000","AUTO_ACCEPT","exact_prec_id","DURHAM - 55-11",""
"GUILFORD - H27-A","GUILFORD - H27-A","1.0000","AUTO_ACCEPT","exact_prec_id","GUILFORD - H27-B",""
"GUILFORD - H27-B","GUILFORD - H27-B","1.0000","AUTO_ACCEPT","exact_prec_id","GUILFORD - H27-A",""
"HALIFAX - RR1-2","HALIFAX - RR1-2","1.0000","AUTO_ACCEPT","exact_prec_id","HALIFAX - WEL1-2",""
"HALIFAX - WEL1-2","HALIFAX - WEL1-2","1.0000","AUTO_ACCEPT","exact_prec_id","HALIFAX - RR1-2",""
"MECKLENBURG - 001","MECKLENBURG - 001","1.0000","AUTO_ACCEPT","exact_prec_id","MECKLENBURG - 078.1","MECKLENBURG - 107.1"
"MECKLENBURG - 078.1","MECKLENBURG - 078.1","1.0000","AUTO_ACCEPT","exact_prec_id","MECKLENBURG - 107.1","MECKLENBURG - 001"
"MECKLENBURG - 107.1","MECKLENBURG - 107.1","1.0000","AUTO_ACCEPT","exact_prec_id","MECKLENBURG - 078.1","MECKLENBURG - 139.1"
"MECKLENBURG - 139.1","MECKLENBURG - 139.1","1.0000","AUTO_ACCEPT","exact_prec_id","MECKLENBURG - 107.1","MECKLENBURG - 001"
"MECKLENBURG - 204.1","MECKLENBURG - 204.1","1.0000","AUTO_ACCEPT","exact_prec_id","MECKLENBURG - 001","MECKLENBURG - 078.1"
"MECKLENBURG - 223.1","MECKLENBURG - 223.1","1.0000","AUTO_ACCEPT","exact_prec_id","MECKLENBURG - 238.1","MECKLENBURG - 204.1"
"MECKLENBURG - 238.1","MECKLENBURG - 238.1","1.0000","AUTO_ACCEPT","exact_prec_id","MECKLENBURG - 223.1","MECKLENBURG - 078.1"
"WAKE - 01-01","WAKE - 01-01","1.0000","AUTO_ACCEPT","exact_prec_id","WAKE - 01-40","WAKE - 01-21"
"WAKE - 01-02","WAKE - 01-02","1.0000","AUTO_ACCEPT","exact_prec_id","WAKE - 02-01","WAKE - 01-40"
"WAKE - 01-03","WAKE - 01-03","1.0000","AUTO_ACCEPT","exact_prec_id","WAKE - 03-01","WAKE - 01-40"
"WAKE - 01-04","WAKE - 01-04","1.0000","AUTO_ACCEPT","exact_prec_id","WAKE - 04-01","WAKE - 01-40"
"WAKE - 01-05","WAKE - 01-05","1.0000","AUTO_ACCEPT","exact_prec_id","WAKE - 05-01","WAKE - 01-40"
"WAKE - 01-06","WAKE - 01-06","1.0000","AUTO_ACCEPT","exact_prec_id","WAKE - 01-40","WAKE - 10-06"
"WAKE - 01-07","WAKE - 01-07","1.0000","AUTO_ACCEPT","exact_prec_id","WAKE - 07-01","WAKE - 01-40"
"WAKE - 01-09","WAKE - 01-09","1.0000","AUTO_ACCEPT","exact_prec_id","WAKE - 09-01","WAKE - 01-40"
"WAKE - 01-10","WAKE - 01-10","1.0000","AUTO_ACCEPT","exact_prec_id","WAKE - 10-01","WAKE - 01-40"
"WAKE - 01-11","WAKE - 01-11","1.0000","AUTO_ACCEPT","exact_prec_id","WAKE - 11-01","WAKE - 01-21"
"WAKE - 01-12","WAKE - 01-12","1.0000","AUTO_ACCEPT","exact_prec_id","WAKE - 12-01","WAKE - 01-27"
"WAKE - 01-13","WAKE - 01-13","1.0000","AUTO_ACCEPT","exact_prec_id","WAKE - 13-01","WAKE - 01-21"
"WAKE - 01-14","WAKE - 01-14","1.0000","AUTO_ACCEPT","exact_prec_id","WAKE - 14-01","WAKE - 01-40"
"WAKE - 01-15","WAKE - 01-15","1.0000","AUTO_ACCEPT","exact_prec_id","WAKE - 15-01","WAKE - 01-21"
"WAKE - 01-16","WAKE - 01-16","1.0000","AUTO_ACCEPT","exact_prec_id","WAKE - 16-01","WAKE - 19-16"
"WAKE - 01-17","WAKE - 01-17","1.0000","AUTO_ACCEPT","exact_prec_id","WAKE - 17-01","WAKE - 01-27"
"WAKE - 01-18","WAKE - 01-18","1.0000","AUTO_ACCEPT","exact_prec_id","WAKE - 18-01","WAKE - 01-21"
"WAKE - 01-19","WAKE - 01-19","1.0000","AUTO_ACCEPT","exact_prec_id","WAKE - 01-21","WAKE - 04-19"
"WAKE - 01-20","WAKE - 01-20","1.0000","AUTO_ACCEPT","exact_prec_id","WAKE - 20-01","WAKE - 01-40"
"WAKE - 01-21","WAKE - 01-21","1.0000","AUTO_ACCEPT","exact_prec_id","WAKE - 01-27","WAKE - 01-42"
"WAKE - 01-22","WAKE - 01-22","1.0000","AUTO_ACCEPT","exact_prec_id","WAKE - 01-27","WAKE - 01-21"
"WAKE - 01-23","WAKE - 01-23","1.0000","AUTO_ACCEPT","exact_prec_id","WAKE - 01-27","WAKE - 01-21"
"WAKE - 01-25","WAKE - 01-25","1.0000","AUTO_ACCEPT","exact_prec_id","WAKE - 01-27","WAKE - 01-21"
"WAKE - 01-26","WAKE - 01-26","1.0000","AUTO_ACCEPT","exact_prec_id","WAKE - 01-27","WAKE - 01-21"
"WAKE - 01-27","WAKE - 01-27","1.0000","AUTO_ACCEPT","exact_prec_id","WAKE - 01-21","WAKE - 01-42"
