year,county,raw_precinct_key,canonical_precinct_key,method,count,score,token_overlap,risk_flag
2008,WAKE,WAKE - 01-07,WAKE - 07-01,debug_exact_form_rewrite,2,0.0,2,
2008,WAKE,WAKE - 01-02,WAKE - 02-01,debug_exact_form_rewrite,1,0.0,2,
2008,WAKE,WAKE - 01-03,WAKE - 01-03,debug_exact_form_rewrite,1,0.0,2,LOW_SELF_MAP
2008,WAKE,WAKE - 01-04,WAKE - 04-01,debug_exact_form_rewrite,1,0.0,2,
2008,WAKE,WAKE - 01-05,WAKE - 05-01,debug_exact_form_rewrite,1,0.0,2,
2008,WAKE,WAKE - 01-06,WAKE - 01-06,debug_exact_form_rewrite,1,0.0,2,LOW_SELF_MAP
2008,WAKE,WAKE - 01-09,WAKE - 09-01,debug_exact_form_rewrite,1,0.0,2,
2008,WAKE,WAKE - 01-10,WAKE - 10-01,debug_exact_form_rewrite,1,0.0,2,
2008,WAKE,WAKE - 01-11,WAKE - 11-01,debug_exact_form_rewrite,1,0.0,2,
2008,WAKE,WAKE - 01-12,WAKE - 12-01,debug_exact_form_rewrite,1,0.0,2,
2008,WAKE,WAKE - 01-13,WAKE - 13-01,debug_exact_form_rewrite,1,0.0,2,
2008,WAKE,WAKE - 01-14,WAKE - 14-01,debug_exact_form_rewrite,1,0.0,2,
2008,WAKE,WAKE - 01-15,WAKE - 15-01,debug_exact_form_rewrite,1,0.0,2,
2008,WAKE,WAKE - 01-16,WAKE - 16-01,debug_exact_form_rewrite,1,0.0,2,
2008,WAKE,WAKE - 01-17,WAKE - 17-01,debug_exact_form_rewrite,1,0.0,2,
2008,WAKE,WAKE - 01-18,WAKE - 18-01,debug_exact_form_rewrite,1,0.0,2,
2008,WAKE,WAKE - 01-19,WAKE - 01-19,debug_exact_form_rewrite,1,0.0,2,LOW_SELF_MAP
2008,WAKE,WAKE - 01-20,WAKE - 20-01,debug_exact_form_rewrite,1,0.0,2,
2008,WAKE,WAKE - 01-21,WAKE - 01-21,debug_exact_form_rewrite,1,0.0,2,LOW_SELF_MAP
2008,WAKE,WAKE - 01-22,WAKE - 01-22,debug_exact_form_rewrite,1,0.0,2,LOW_SELF_MAP
2008,WAKE,WAKE - 01-23,WAKE - 01-23,debug_exact_form_rewrite,1,0.0,2,LOW_SELF_MAP
2008,WAKE,WAKE - 01-25,WAKE - 01-25,debug_exact_form_rewrite,1,0.0,2,LOW_SELF_MAP
2008,WAKE,WAKE - 01-26,WAKE - 01-26,debug_exact_form_rewrite,1,0.0,2,LOW_SELF_MAP
2008,WAKE,WAKE - 01-27,WAKE - 01-27,debug_exact_form_rewrite,1,0.0,2,LOW_SELF_MAP
2008,WAKE,WAKE - 01-28,WAKE - 01-28,debug_exact_form_rewrite,1,0.0,2,LOW_SELF_MAP
2008,WAKE,WAKE - 01-29,WAKE - 01-29,debug_exact_form_rewrite,1,0.0,2,LOW_SELF_MAP
2008,WAKE,WAKE - 01-30,WAKE - 01-30,debug_exact_form_rewrite,1,0.0,2,LOW_SELF_MAP
2008,WAKE,WAKE - 01-31,WAKE - 01-31,debug_exact_form_rewrite,1,0.0,2,LOW_SELF_MAP
2008,WAKE,WAKE - 01-32,WAKE - 01-32,debug_exact_form_rewrite,1,0.0,2,LOW_SELF_MAP
2008,WAKE,WAKE - 01-33,WAKE - 01-33,debug_exact_form_rewrite,1,0.0,2,LOW_SELF_MAP
2008,WAKE,WAKE - 01-34,WAKE - 01-34,debug_exact_form_rewrite,1,0.0,2,LOW_SELF_MAP
2008,WAKE,WAKE - 01-35,WAKE - 01-35,debug_exact_form_rewrite,1,0.0,2,LOW_SELF_MAP
