"year","status","precinct_key","count"
"2016","unmatched","CRAVEN - 06","12"
"2016","unmatched","CRAVEN - 08","12"
"2016","unmatched","CRAVEN - 09","12"
"2016","unmatched","CRAVEN - 10","12"
"2016","unmatched","CRAVEN - 12","12"
"2016","unmatched","CRAVEN - 13","12"
"2016","unmatched","CRAVEN - 14","12"
"2016","unmatched","CRAVEN - 15","12"
"2016","unmatched","CRAVEN - N3","12"
"2016","unmatched","CRAVEN - N5","12"
"2016","ambiguous","CUMBERLAND - AL51","12"
"2016","unmatched","CUMBERLAND - CC05","12"
"2016","unmatched","CUMBERLAND - CC19","12"
"2016","ambiguous","CUMBERLAND - G11A-1","12"
"2016","unmatched","CUMBERLAND - G2B","12"
"2016","unmatched","CUMBERLAND - G2D","12"
"2016","ambiguous","CUMBERLAND - G3A-2","12"
"2016","unmatched","CURRITUCK - CI","12"
"2016","unmatched","CURRITUCK - MY","12"
"2016","ambiguous","DURHAM - 30-1","12"
"2016","ambiguous","DURHAM - 33","12"
"2016","ambiguous","DURHAM - 35.3","12"
"2016","unmatched","DURHAM - 39","12"
"2016","unmatched","FORSYTH - 011","12"
"2016","unmatched","FORSYTH - 072","12"
"2016","unmatched","FORSYTH - 082","12"
"2016","unmatched","FORSYTH - 122","12"
"2016","unmatched","FORSYTH - 201","12"
"2016","unmatched","FORSYTH - 507","12"
"2016","unmatched","FORSYTH - ABS/PROV/CURB 1","12"
"2016","unmatched","FORSYTH - ABS/PROV/CURB 2","12"
"2016","unmatched","FORSYTH - ABS/PROV/CURB 3","12"
"2016","unmatched","FORSYTH - ABS/PROV/CURB 4","12"
"2016","unmatched","GUILFORD - ABS/CURB/PROV 4","12"
"2016","unmatched","GUILFORD - ABS/PROV/CURB 1","12"
"2016","unmatched","GUILFORD - ABS/PROV/CURB 2","12"
"2016","unmatched","GUILFORD - ABS/PROV/CURB 3","12"
"2016","unmatched","HALIFAX - LIT 1","12"
"2016","unmatched","HALIFAX - LIT 2","12"
"2016","unmatched","HALIFAX - RR 4","12"
"2016","unmatched","HALIFAX - RR 5","12"
"2016","unmatched","HALIFAX - RR 9","12"
"2016","unmatched","HALIFAX - RRC","12"
"2016","unmatched","HENDERSON - CV","12"
"2016","unmatched","IREDELL - BA","12"
"2016","unmatched","MACON - OSBOE","12"
"2016","unmatched","MACON - OSHOS","12"
"2016","unmatched","MARTIN - HS","12"
"2016","unmatched","MARTIN - PP","12"
"2016","unmatched","MARTIN - R1","12"
"2016","unmatched","MARTIN - R2","12"
"2016","unmatched","MARTIN - W","12"
"2016","unmatched","MOORE - PHB1","12"
"2016","unmatched","MOORE - WKWD","12"
"2016","unmatched","NEW HANOVER - H03","12"
"2016","unmatched","NEW HANOVER - W13","12"
"2016","unmatched","NEW HANOVER - W18","12"
"2016","unmatched","NEW HANOVER - W24","12"
"2016","unmatched","NEW HANOVER - W28","12"
"2016","unmatched","NORTHAMPTON - CONWAY","12"
"2016","unmatched","NORTHAMPTON - GARYSB","12"
"2016","unmatched","NORTHAMPTON - JACKSO","12"
"2016","unmatched","NORTHAMPTON - MILWAU","12"
"2016","unmatched","NORTHAMPTON - PENDLE","12"
"2016","unmatched","NORTHAMPTON - PLEASA","12"
"2016","unmatched","NORTHAMPTON - POTECA","12"
"2016","unmatched","NORTHAMPTON - REHOBE","12"
"2016","unmatched","NORTHAMPTON - WOODLA","12"
"2016","unmatched","ORANGE - BC","12"
"2016","unmatched","ORANGE - BP","12"
"2016","unmatched","ORANGE - CB","12"
"2016","unmatched","ORANGE - CP","12"
"2016","unmatched","ORANGE - GR","12"
"2016","unmatched","ORANGE - LC","12"
"2016","unmatched","ORANGE - LI","12"
"2016","unmatched","ORANGE - MF","12"
"2016","unmatched","PAMLICO - 1AL A","12"
"2016","unmatched","PAMLICO - 1GB","12"
"2016","unmatched","PAMLICO - 2SW","12"
"2016","unmatched","PAMLICO - 3BY","12"
"2016","unmatched","PAMLICO - 4HB","12"
"2016","unmatched","PAMLICO - 4MSIC","12"
"2016","unmatched","PAMLICO - 4VM A","12"
"2016","unmatched","PENDER - MH07","12"
"2016","unmatched","PENDER - PL10","12"
"2016","unmatched","PERSON - RCTL","12"
"2016","unmatched","SCOTLAND - 08","12"
"2016","unmatched","SCOTLAND - 09","12"
"2016","unmatched","STANLY - 0002","12"
"2016","unmatched","STANLY - 0007","12"
"2016","unmatched","STANLY - 0008","12"
"2016","unmatched","STANLY - 0010","12"
"2016","unmatched","STANLY - 0012","12"
"2016","unmatched","STANLY - 0013","12"
"2016","unmatched","STANLY - 0020","12"
"2016","unmatched","STOKES - 06","12"
"2016","unmatched","SURRY - 02","12"
"2016","unmatched","SURRY - 03","12"
"2016","unmatched","SURRY - 06","12"
"2016","unmatched","SURRY - 07","12"
"2016","unmatched","SURRY - 08","12"
"2016","unmatched","SURRY - 13","12"
"2016","unmatched","SURRY - 14","12"
"2016","unmatched","SURRY - 20","12"
"2016","unmatched","SURRY - 21","12"
"2016","unmatched","SURRY - 33","12"
"2016","unmatched","UNION - 020A","12"
"2016","ambiguous","WAKE - 01-07A","12"
"2016","ambiguous","WAKE - 03-00","12"
"2016","ambiguous","WAKE - 06-09","12"
"2016","ambiguous","WAKE - 07-07A","12"
"2016","ambiguous","WAKE - 12-05","12"
"2016","ambiguous","WAKE - 16-08","12"
"2016","ambiguous","WAKE - 17-08","12"
"2016","ambiguous","WAKE - 19-10","12"
"2016","ambiguous","WAKE - 19-12","12"
"2016","unmatched","WAKE - ABSEN 1-40","12"
"2016","unmatched","WAKE - ABSEN 81-91","12"
"2016","unmatched","WAKE - OSAB 1-40","12"
"2016","unmatched","WAKE - OSAB 81-91","12"
"2016","unmatched","WAKE - OSAP 1-40","12"
"2016","unmatched","WAKE - OSAP 81-91","12"
"2016","unmatched","WAKE - OSAV 1-40","12"
"2016","unmatched","WAKE - OSAV 81-91","12"
"2016","unmatched","WAKE - OSCA 1-40","12"
"2016","unmatched","WAKE - OSCA 81-91","12"
"2016","unmatched","WAKE - OSCB 1-40","12"
"2016","unmatched","WAKE - OSCB 81-91","12"
"2016","unmatched","WAKE - OSCH 1-40","12"
"2016","unmatched","WAKE - OSCH 81-91","12"
"2016","unmatched","WAKE - OSFB 1-40","12"
"2016","unmatched","WAKE - OSFB 81-91","12"
"2016","unmatched","WAKE - OSFV 1-40","12"
"2016","unmatched","WAKE - OSFV 81-91","12"
"2016","unmatched","WAKE - OSGR 1-40","12"
"2016","unmatched","WAKE - OSGR 81-91","12"
"2016","unmatched","WAKE - OSHS 1-40","12"
"2016","unmatched","WAKE - OSHS 81-91","12"
"2016","unmatched","WAKE - OSKD 1-40","12"
"2016","unmatched","WAKE - OSKD 81-91","12"
"2016","unmatched","WAKE - OSLL 1-40","12"
"2016","unmatched","WAKE - OSLL 81-91","12"
"2016","unmatched","WAKE - OSLOB 1-40","12"
"2016","unmatched","WAKE - OSLOB 81-91","12"
"2016","unmatched","WAKE - OSNB 1-40","12"
"2016","unmatched","WAKE - OSNB 81-91","12"
"2016","unmatched","WAKE - OSNR 1-40","12"
"2016","unmatched","WAKE - OSNR 81-91","12"
"2016","unmatched","WAKE - OSOP 1-40","12"
"2016","unmatched","WAKE - OSOP 81-91","12"
"2016","unmatched","WAKE - OSTC 1-40","12"
"2016","unmatched","WAKE - OSTC 81-91","12"
"2016","unmatched","WAKE - OSWA 1-40","12"
"2016","unmatched","WAKE - OSWA 81-91","12"
"2016","unmatched","WAKE - OSWD 1-40","12"
"2016","unmatched","WAKE - OSWD 81-91","12"
"2016","unmatched","WAKE - OSZB 1-40","12"
"2016","unmatched","WAKE - OSZB 81-91","12"
"2016","unmatched","WAKE - PROVI 1-40","12"
"2016","unmatched","WAKE - PROVI 81-91","12"
"2016","unmatched","WAKE - TRANS 1-40","12"
"2016","unmatched","WAKE - TRANS 81-91","12"
"2016","unmatched","WAYNE - 20","12"
"2016","unmatched","WAYNE - 30","12"
"2016","unmatched","WILKES - 110","12"
"2016","unmatched","WILKES - 113","12"
"2016","unmatched","WILKES - 120","12"
"2016","unmatched","WILKES - 121","12"
"2016","unmatched","WILKES - 123","12"
"2016","unmatched","WILKES - 124","12"
