block_geoid20,countyfp20,precinct_id
370499604041016,049,CRAVEN - 5
370499604041017,049,CRAVEN - 5
370499604041018,049,CRAVEN - 5
370499604041019,049,CRAVEN - 5
370499604041020,049,CRAVEN - 5
370499604042000,049,CRAVEN - 4
370499604042001,049,CRAVEN - 4
370499604042002,049,CRAVEN - 5
370499604042003,049,CRAVEN - 5
370499604042004,049,CRAVEN - 5
370499604042005,049,CRAVEN - 5
370499604042006,049,CRAVEN - 5
370499604042007,049,CRAVEN - 5
370499604042008,049,CRAVEN - 5
370499604042009,049,CRAVEN - 5
370499604042010,049,CRAVEN - 5
370499604042011,049,CRAVEN - 4
370499604042012,049,CRAVEN - 5
370499604042013,049,CRAVEN - 5
370499604042014,049,CRAVEN - 5
370499604042015,049,CRAVEN - 5
370499604042016,049,CRAVEN - 5
370499604042017,049,CRAVEN - 4
370499604042018,049,CRAVEN - 5
370499604042019,049,CRAVEN - 5
370499604042020,049,CRAVEN - 4
370499604042021,049,JONES - PL
370499604042022,049,JONES - PL
370499604042023,049,CRAVEN - 4
370499604042024,049,CRAVEN - 5
370499604042025,049,CRAVEN - 4
370499604042026,049,CRAVEN - 4
370499604042027,049,JONES - PL
370499604042028,049,CRAVEN - 4
370499604042029,049,CRAVEN - 5
370499604042030,049,JONES - PL
370499604042031,049,JONES - PL
370499604042032,049,JONES - PL
370499605011000,049,CRAVEN - N4
370499605011001,049,CRAVEN - N4
370499605011002,049,CRAVEN - 6
370499605011003,049,CRAVEN - 6
370499605011004,049,CRAVEN - N4
370499605011005,049,CRAVEN - 6
370499605011006,049,CRAVEN - 6
370499605011007,049,CRAVEN - N4
370499605011008,049,CRAVEN - N4
370499605011009,049,CRAVEN - N4
370499605011010,049,CRAVEN - N4
370499605011011,049,CRAVEN - N4
370499605011012,049,CRAVEN - N4
370499605011013,049,CRAVEN - N4
370499605011014,049,CRAVEN - N4
370499605011015,049,CRAVEN - N4
370499605012000,049,CRAVEN - N4
370499605012001,049,CRAVEN - N4
370499605012002,049,CRAVEN - 6
370499605012003,049,CRAVEN - 6
370499605012004,049,CRAVEN - 6
370499605012005,049,CRAVEN - 6
370499605012006,049,CRAVEN - 6
370499605012007,049,CRAVEN - 6
370499605012008,049,CRAVEN - 6
370499605012009,049,CRAVEN - 6
370499605012010,049,CRAVEN - 6
370499605012011,049,CRAVEN - 6
370499605012012,049,CRAVEN - 6
370499605012013,049,CRAVEN - 6
370499605012014,049,CRAVEN - 6
370499605012015,049,CRAVEN - 6
370499605012016,049,CRAVEN - 6
370499605012017,049,CRAVEN - 6
370499605012018,049,CRAVEN - N4
370499605012019,049,CRAVEN - N4
370499605012020,049,CRAVEN - N4
370499605012021,049,CRAVEN - N4
370499605012022,049,CRAVEN - N4
370499605012023,049,CRAVEN - N4
370499605012024,049,CRAVEN - N4
370499605012025,049,CRAVEN - 6
370499605013000,049,CRAVEN - N4
370499605013001,049,CRAVEN - N4
370499605013002,049,CRAVEN - N4
370499605013003,049,CRAVEN - N4
370499605013004,049,CRAVEN - N4
370499605013005,049,CRAVEN - N4
370499605013006,049,CRAVEN - N4
370499605013007,049,CRAVEN - N4
370499605013008,049,CRAVEN - N4
370499605013009,049,CRAVEN - N4
370499605021000,049,CRAVEN - N5
370499605021001,049,CRAVEN - N5
370499605021002,049,CRAVEN - N5
370499605021003,049,CRAVEN - N5
370499605021004,049,CRAVEN - N5
370499605021005,049,CRAVEN - N3
370499605021006,049,CRAVEN - N3
370499605021007,049,CRAVEN - N5
370499605021008,049,CRAVEN - N5
370499605021009,049,CRAVEN - N5
370499605021010,049,CRAVEN - N3
370499605021011,049,CRAVEN - N3
370499605021012,049,CRAVEN - N3
370499605021013,049,CRAVEN - N5
370499605021014,049,CRAVEN - N5
370499605021015,049,CRAVEN - N5
370499605021016,049,CRAVEN - N5
370499605021017,049,CRAVEN - N5
370499605021018,049,CRAVEN - N5
370499605021019,049,CRAVEN - N5
370499605021020,049,CRAVEN - N5
370499605021021,049,CRAVEN - N5
370499605021022,049,CRAVEN - N5
370499605021023,049,CRAVEN - N5
370499605021024,049,CRAVEN - N5
370499605021025,049,CRAVEN - N5
370499605021026,049,CRAVEN - N5
370499605022000,049,CRAVEN - 6
370499605022001,049,CRAVEN - 6
370499605022002,049,CRAVEN - 6
370499605022003,049,CRAVEN - 6
370499605022004,049,CRAVEN - 6
370499605022005,049,CRAVEN - 6
370499605022006,049,CRAVEN - 6
370499605022007,049,CRAVEN - 6
370499605022008,049,CRAVEN - 6
370499605022009,049,CRAVEN - N4
370499605022010,049,CRAVEN - 6
370499605022011,049,CRAVEN - 6
370499605022012,049,CRAVEN - 6
370499605022013,049,CRAVEN - 6
370499605022014,049,CRAVEN - 6
370499605022015,049,CRAVEN - 6
370499605022016,049,CRAVEN - 6
370499605022017,049,CRAVEN - 6
370499605022018,049,CRAVEN - 6
370499605022019,049,CRAVEN - 6
370499605022020,049,CRAVEN - N4
370499605022021,049,CRAVEN - N4
370499605022022,049,CRAVEN - N4
370499605022023,049,CRAVEN - N4
370499605022024,049,CRAVEN - N4
370499605022025,049,CRAVEN - N4
370499605022026,049,CRAVEN - 6
370499605022027,049,CRAVEN - N4
370499605022028,049,CRAVEN - N4
370499605022029,049,CRAVEN - N4
370499605022030,049,CRAVEN - N4
370499605022031,049,CRAVEN - 6
370499605022032,049,CRAVEN - N4
370499605022033,049,CRAVEN - N4
370499605022034,049,CRAVEN - N4
370499605022035,049,CRAVEN - N4
370499605022036,049,CRAVEN - N4
370499605022037,049,CRAVEN - 6
370499605022038,049,CRAVEN - N4
370499605022039,049,CRAVEN - N4
370499605022040,049,CRAVEN - N4
370499605022041,049,CRAVEN - N4
370499605022042,049,CRAVEN - N4
370499605022043,049,CRAVEN - N4
370499605022044,049,CRAVEN - N4
370499605022045,049,CRAVEN - N4
370499605022046,049,CRAVEN - 6
370499605022047,049,CRAVEN - 6
370499605022048,049,CRAVEN - 6
370499605022049,049,CRAVEN - 6
370499605022050,049,CRAVEN - 6
370499605022051,049,CRAVEN - 6
370499605022052,049,CRAVEN - N5
370499605022053,049,CRAVEN - N5
370499605022054,049,CRAVEN - N5
370499605022055,049,CRAVEN - 6
370499605022056,049,CRAVEN - 6
370499605022057,049,CRAVEN - 6
370499605022058,049,CRAVEN - 6
370499605022059,049,CRAVEN - 6
370499605022060,049,CRAVEN - 6
370499605022061,049,CRAVEN - N4
370499606001000,049,CRAVEN - N4
370499606001001,049,CRAVEN - N4
370499606001002,049,CRAVEN - N4
370499606001003,049,CRAVEN - N4
370499606001004,049,CRAVEN - N4
370499606001005,049,CRAVEN - N4
370499606001006,049,CRAVEN - N4
370499606001007,049,CRAVEN - N4
370499606001008,049,CRAVEN - N4
370499606001009,049,CRAVEN - N4
370499606001010,049,CRAVEN - N4
370499606001011,049,CRAVEN - N4
370499606001012,049,CRAVEN - N4
370499606001013,049,CRAVEN - N4
370499606001014,049,CRAVEN - N6
370499606001015,049,CRAVEN - N4
370499606002000,049,CRAVEN - N6
370499606002001,049,CRAVEN - N6
370499606002002,049,CRAVEN - N6
370499606002003,049,CRAVEN - N3
370499606002004,049,CRAVEN - N6
370499606002005,049,CRAVEN - N6
370499606002006,049,CRAVEN - N3
370499606002007,049,CRAVEN - N3
370499606002008,049,CRAVEN - N3
370499606002009,049,CRAVEN - N3
370499606002010,049,CRAVEN - N6
370499606002011,049,CRAVEN - N6
370499606002012,049,CRAVEN - N6
370499606002013,049,CRAVEN - N6
370499606003000,049,CRAVEN - N5
370499606003001,049,CRAVEN - N5
370499606003002,049,CRAVEN - N5
370499606003003,049,CRAVEN - N5
370499606003004,049,CRAVEN - N3
370499606003005,049,CRAVEN - N3
370499606003006,049,CRAVEN - N3
370499606003007,049,CRAVEN - N5
370499606003008,049,CRAVEN - N5
370499606003009,049,CRAVEN - N5
370499606003010,049,CRAVEN - N5
370499606003011,049,CRAVEN - N5
370499606003012,049,CRAVEN - N5
370499606003013,049,CRAVEN - N5
370499606003014,049,CRAVEN - N5
370499606003015,049,CRAVEN - N5
370499606003016,049,CRAVEN - N3
370499606003017,049,CRAVEN - N3
370499606003018,049,CRAVEN - N3
370499606003019,049,CRAVEN - N3
370499606003020,049,CRAVEN - N3
370499606003021,049,CRAVEN - N3
370499606003022,049,CRAVEN - N3
370499606003023,049,CRAVEN - N3
370499606003024,049,CRAVEN - N3
370499606003025,049,CRAVEN - N3
370499606003026,049,CRAVEN - N3
370499606003027,049,CRAVEN - N3
370499606003028,049,CRAVEN - N3
370499606003029,049,CRAVEN - N3
370499606003030,049,CRAVEN - N3
370499606004000,049,CRAVEN - N5
370499606004001,049,CRAVEN - N5
370499606004002,049,CRAVEN - N3
370499606004003,049,CRAVEN - N5
370499606004004,049,CRAVEN - N5
370499606004005,049,CRAVEN - N3
370499606004006,049,CRAVEN - N3
370499606004007,049,CRAVEN - N3
370499606004008,049,CRAVEN - N3
370499606004009,049,CRAVEN - N3
370499606004010,049,CRAVEN - N3
370499606004011,049,CRAVEN - N3
370499606004012,049,CRAVEN - N3
370499606004013,049,CRAVEN - N3
370499606004014,049,CRAVEN - N3
370499606004015,049,CRAVEN - N3
370499606004016,049,CRAVEN - N3
370499606004017,049,CRAVEN - N3
370499606004018,049,CRAVEN - N2
370499606004019,049,CRAVEN - N2
370499606004020,049,CRAVEN - N2
370499606004021,049,CRAVEN - N2
370499606004022,049,CRAVEN - N2
370499606004023,049,CRAVEN - N3
370499606004024,049,CRAVEN - N3
370499607001000,049,CRAVEN - N2
370499607001001,049,CRAVEN - N2
370499607001002,049,CRAVEN - N2
370499607001003,049,CRAVEN - N2
370499607001004,049,CRAVEN - N2
370499607001005,049,CRAVEN - N3
370499607001006,049,CRAVEN - N3
370499607001007,049,CRAVEN - N3
370499607001008,049,CRAVEN - N3
370499607001009,049,CRAVEN - N3
370499607001010,049,CRAVEN - N3
370499607001011,049,CRAVEN - N3
370499607001012,049,CRAVEN - N3
370499607001013,049,CRAVEN - N3
370499607001014,049,CRAVEN - N3
370499607001015,049,CRAVEN - N3
370499607001016,049,CRAVEN - N3
370499607001017,049,CRAVEN - N3
370499607001018,049,CRAVEN - N3
370499607001019,049,CRAVEN - N3
370499607001020,049,CRAVEN - N3
370499607001021,049,CRAVEN - N3
370499607001022,049,CRAVEN - N3
370499607001023,049,CRAVEN - N6
370499607001024,049,CRAVEN - N6
370499607001025,049,CRAVEN - N6
370499607001026,049,CRAVEN - N6
370499607001027,049,CRAVEN - N3
370499607001028,049,CRAVEN - N3
370499607001029,049,CRAVEN - N3
370499607001030,049,CRAVEN - N3
370499607001031,049,CRAVEN - N3
370499607001032,049,CRAVEN - N3
370499607001033,049,CRAVEN - N3
370499607001034,049,CRAVEN - N3
370499607001035,049,CRAVEN - N6
370499607001036,049,CRAVEN - N3
370499607002000,049,CRAVEN - N2
370499607002001,049,CRAVEN - N2
370499607002002,049,CRAVEN - N2
370499607002003,049,CRAVEN - N2
370499607002004,049,CRAVEN - N3
370499607002005,049,CRAVEN - N3
370499607002006,049,CRAVEN - N2
370499607002007,049,CRAVEN - N2
370499607002008,049,CRAVEN - N2
370499607002009,049,CRAVEN - N2
370499607002010,049,CRAVEN - N3
370499607002011,049,CRAVEN - N2
370499607002012,049,CRAVEN - N2
370499607002013,049,CRAVEN - N2
370499607002014,049,CRAVEN - N3
370499607002015,049,CRAVEN - N2
370499607002016,049,CRAVEN - N2
370499607002017,049,CRAVEN - N2
370499607002018,049,CRAVEN - N2
370499607002019,049,CRAVEN - N2
370499607002020,049,CRAVEN - N2
370499607002021,049,CRAVEN - N2
370499607002022,049,CRAVEN - N2
370499607002023,049,CRAVEN - N2
370499607002024,049,CRAVEN - N2
370499607002025,049,CRAVEN - N3
370499607002026,049,CRAVEN - N3
370499607002027,049,CRAVEN - N2
370499608001000,049,CRAVEN - N2
370499608001001,049,CRAVEN - N2
370499608001002,049,CRAVEN - N2
370499608001003,049,CRAVEN - N2
370499608001004,049,CRAVEN - N2
370499608001005,049,CRAVEN - N2
370499608001006,049,CRAVEN - N2
370499608002000,049,CRAVEN - N5
370499608002001,049,CRAVEN - N5
370499608002002,049,CRAVEN - N5
370499608002003,049,CRAVEN - N5
370499608002004,049,CRAVEN - N5
370499608002005,049,CRAVEN - N5
370499608002006,049,CRAVEN - N5
370499608002007,049,CRAVEN - N5
370499608002008,049,CRAVEN - N5
370499608002009,049,CRAVEN - N5
370499608002010,049,CRAVEN - N5
370499608002011,049,CRAVEN - N5
370499608002012,049,CRAVEN - N5
370499608002013,049,CRAVEN - N5
370499608002014,049,CRAVEN - N5
370499608002015,049,CRAVEN - N5
370499608002016,049,CRAVEN - N5
370499608002017,049,CRAVEN - N5
370499608002018,049,CRAVEN - N5
370499608002019,049,CRAVEN - N5
370499608002020,049,CRAVEN - N5
370499608002021,049,CRAVEN - N5
370499608002022,049,CRAVEN - N5
370499608002023,049,CRAVEN - N5
370499608002024,049,CRAVEN - N5
370499608002025,049,CRAVEN - N5
370499608002026,049,CRAVEN - N5
370499608002027,049,CRAVEN - N5
370499608002028,049,CRAVEN - N5
370499608002029,049,CRAVEN - N5
370499608002030,049,CRAVEN - N5
370499608002031,049,CRAVEN - N5
370499608002032,049,CRAVEN - N5
370499608002033,049,CRAVEN - N5
370499608003000,049,CRAVEN - N5
370499608003001,049,CRAVEN - N5
370499608003002,049,CRAVEN - N5
370499608003003,049,CRAVEN - N5
370499608003004,049,CRAVEN - N5
370499608003005,049,CRAVEN - N5
370499608003006,049,CRAVEN - N5
370499608003007,049,CRAVEN - N5
370499608003008,049,CRAVEN - N5
370499608003009,049,CRAVEN - N5
370499608003010,049,CRAVEN - N5
370499608003011,049,CRAVEN - N5
370499608003012,049,CRAVEN - N5
370499608003013,049,CRAVEN - N5
370499608003014,049,CRAVEN - N5
370499608003015,049,CRAVEN - N5
370499608003016,049,CRAVEN - N5
370499608003017,049,CRAVEN - N5
370499608003018,049,CRAVEN - N5
370499608003019,049,CRAVEN - N5
370499608003020,049,CRAVEN - N5
370499608003021,049,CRAVEN - N5
370499608003022,049,CRAVEN - N5
370499608003023,049,CRAVEN - N1
370499608003024,049,CRAVEN - N1
370499608003025,049,CRAVEN - N1
370499608003026,049,CRAVEN - N1
370499608003027,049,CRAVEN - N1
370499608003028,049,CRAVEN - N5
370499608003029,049,CRAVEN - N5
370499608003030,049,CRAVEN - N2
370499608003031,049,CRAVEN - N2
370499608003032,049,CRAVEN - N2
370499608003033,049,CRAVEN - N5
370499608003034,049,CRAVEN - N5
370499608003035,049,CRAVEN - N5
370499608003036,049,CRAVEN - N5
370499608003037,049,CRAVEN - N5
370499608003038,049,CRAVEN - N5
370499608003039,049,CRAVEN - N2
370499608003040,049,CRAVEN - N2
370499608003041,049,CRAVEN - N2
370499608003042,049,CRAVEN - N5
370499608003043,049,CRAVEN - N2
370499608004000,049,CRAVEN - N5
370499608004001,049,CRAVEN - N1
370499608004002,049,CRAVEN - N5
370499608004003,049,CRAVEN - N1
370499608004004,049,CRAVEN - N1
370499608004005,049,CRAVEN - N1
370499608004006,049,CRAVEN - N1
370499608004007,049,CRAVEN - N1
370499608004008,049,CRAVEN - N1
370499608004009,049,CRAVEN - N1
370499608004010,049,CRAVEN - N1
370499608004011,049,CRAVEN - N1
370499608004012,049,CRAVEN - N1
370499608004013,049,CRAVEN - N2
370499608004014,049,CRAVEN - N2
370499608004015,049,CRAVEN - N2
370499608004016,049,CRAVEN - N2
370499608004017,049,CRAVEN - N2
370499608004018,049,CRAVEN - N2
370499608004019,049,CRAVEN - N2
370499608004020,049,CRAVEN - N2
370499608004021,049,CRAVEN - N2
370499608004022,049,CRAVEN - N2
370499608004023,049,CRAVEN - N2
370499608004024,049,CRAVEN - N2
370499608004025,049,CRAVEN - N2
370499608004026,049,CRAVEN - N1
370499608004027,049,CRAVEN - N1
370499608004028,049,CRAVEN - N1
370499608004029,049,CRAVEN - N1
370499608004030,049,CRAVEN - N1
370499608004031,049,CRAVEN - N1
370499608004032,049,CRAVEN - N1
370499608004033,049,CRAVEN - N2
370499608004034,049,CRAVEN - N2
370499608004035,049,CRAVEN - N2
370499608004036,049,CRAVEN - N1
370499608004037,049,CRAVEN - N1
370499608004038,049,CRAVEN - N1
370499609001000,049,CRAVEN - N1
370499609001001,049,CRAVEN - N1
370499609001002,049,CRAVEN - N1
370499609001003,049,CRAVEN - N1
370499609001004,049,CRAVEN - N1
370499609001005,049,CRAVEN - N1
370499609001006,049,CRAVEN - N1
370499609001007,049,CRAVEN - N1
370499609001008,049,CRAVEN - N1
370499609001009,049,CRAVEN - N1
370499609001010,049,CRAVEN - N1
370499609001011,049,CRAVEN - N1
370499609001012,049,CRAVEN - N1
370499609001013,049,CRAVEN - N1
370499609001014,049,CRAVEN - N1
370499609001015,049,CRAVEN - N1
370499609001016,049,CRAVEN - N1
370499609001017,049,CRAVEN - N1
370499609001018,049,CRAVEN - N1
370499609001019,049,CRAVEN - N1
370499609001020,049,CRAVEN - N1
370499609001021,049,CRAVEN - N1
370499609001022,049,CRAVEN - N1
370499609001023,049,CRAVEN - N1
370499609001024,049,CRAVEN - N1
370499609001025,049,CRAVEN - N1
370499609001026,049,CRAVEN - N1
370499609001027,049,CRAVEN - N1
370499609001028,049,CRAVEN - N1
370499609001029,049,CRAVEN - N1
370499609001030,049,CRAVEN - N1
370499609002000,049,CRAVEN - N1
370499609002001,049,CRAVEN - N1
370499609002002,049,CRAVEN - N1
370499609002003,049,CRAVEN - N1
370499609002004,049,CRAVEN - N1
370499609002005,049,CRAVEN - N1
370499609002006,049,CRAVEN - N1
370499609002007,049,CRAVEN - N1
370499609002008,049,CRAVEN - N2
370499609002009,049,CRAVEN - N2
370499609002010,049,CRAVEN - N1
370499609002011,049,CRAVEN - N1
370499609002012,049,CRAVEN - N1
370499609002013,049,CRAVEN - N1
370499609002014,049,CRAVEN - N1
370499609002015,049,CRAVEN - N1
370499609002016,049,CRAVEN - N1
370499609002017,049,CRAVEN - N1
370499609002018,049,CRAVEN - N1
370499609002019,049,CRAVEN - N1
370499609002020,049,CRAVEN - N1
370499609002021,049,CRAVEN - N1
370499609002022,049,CRAVEN - N1
370499609002023,049,CRAVEN - N1
370499609002024,049,CRAVEN - N1
370499609002025,049,CRAVEN - N1
370499609003000,049,CRAVEN - N1
370499609003001,049,CRAVEN - N1
370499609003002,049,CRAVEN - N1
370499609003003,049,CRAVEN - N1
370499609003004,049,CRAVEN - N1
370499609003005,049,CRAVEN - N1
370499609003006,049,CRAVEN - N1
370499609003007,049,CRAVEN - N1
370499609003008,049,CRAVEN - N1
370499609003009,049,CRAVEN - N1
370499609003010,049,CRAVEN - N1
370499609003011,049,CRAVEN - N1
370499609003012,049,CRAVEN - N1
370499609003013,049,CRAVEN - N1
370499609003014,049,CRAVEN - N1
370499609003015,049,CRAVEN - N1
370499609003016,049,CRAVEN - N1
370499609003017,049,CRAVEN - N1
370499609003018,049,CRAVEN - N1
370499609003019,049,CRAVEN - N1
370499609003020,049,CRAVEN - N1
370499609003021,049,CRAVEN - N1
370499610021000,049,CRAVEN - 16
370499610021001,049,CRAVEN - 16
370499610021002,049,CRAVEN - 16
370499610021003,049,CRAVEN - 16
370499610021004,049,CRAVEN - 16
370499610021005,049,CRAVEN - 16
370499610021006,049,CRAVEN - 16
370499610021007,049,CRAVEN - 16
370499610021008,049,CRAVEN - 16
370499610021009,049,CRAVEN - 16
370499610021010,049,CRAVEN - 16
370499610022000,049,CRAVEN - 16
370499610022001,049,CRAVEN - 16
370499610022002,049,CRAVEN - 16
370499610022003,049,CRAVEN - 16
370499610022004,049,CRAVEN - 16
370499610022005,049,CRAVEN - 16
370499610023000,049,CRAVEN - 16
370499610023001,049,CRAVEN - 16
370499610023002,049,CRAVEN - 16
370499610023003,049,CRAVEN - 16
370499610023004,049,CRAVEN - 16
370499610023005,049,CRAVEN - 16
370499610023006,049,CRAVEN - 16
370499610023007,049,CRAVEN - 16
370499610023008,049,CRAVEN - 16
370499610023009,049,CRAVEN - 16
370499610023010,049,CRAVEN - 16
370499610024000,049,CRAVEN - 16
370499610024001,049,CRAVEN - 16
370499610024002,049,CRAVEN - 16
370499610024003,049,CRAVEN - 16
370499610024004,049,CRAVEN - 16
370499610024005,049,CRAVEN - 16
370499610024006,049,CRAVEN - 16
370499610024007,049,CRAVEN - 16
370499610024008,049,CRAVEN - 16
370499610024009,049,CRAVEN - 16
370499610024010,049,CRAVEN - 16
370499610024011,049,CRAVEN - 16
370499610024012,049,CRAVEN - 16
370499610024013,049,CRAVEN - 16
370499610024014,049,CRAVEN - 16
370499610024015,049,CRAVEN - 16
370499610024016,049,CRAVEN - 16
370499610024017,049,CRAVEN - 16
370499610024018,049,CRAVEN - 16
370499610024019,049,CRAVEN - 16
370499610024020,049,CRAVEN - 16
370499610024021,049,CRAVEN - 16
370499610024022,049,CRAVEN - 16
370499610024023,049,CRAVEN - 16
370499610024024,049,CRAVEN - 16
370499610024025,049,CRAVEN - 16
370499610024026,049,CRAVEN - 16
370499610024027,049,CRAVEN - 16
370499610024028,049,CRAVEN - 16
370499610024029,049,CRAVEN - 16
370499610024030,049,CRAVEN - 16
370499610024031,049,CRAVEN - 16
370499610024032,049,CRAVEN - 16
370499610024033,049,CRAVEN - 16
370499610024034,049,CRAVEN - 16
370499610024035,049,CRAVEN - 16
370499610024036,049,CRAVEN - 16
370499610024037,049,CRAVEN - 16
370499610024038,049,CRAVEN - 16
370499610024039,049,CRAVEN - 16
370499610024040,049,CRAVEN - 16
370499610024041,049,CRAVEN - 16
370499610024042,049,CRAVEN - 16
370499610031000,049,CRAVEN - 16
370499610031001,049,CRAVEN - 16
370499610031002,049,CRAVEN - 16
370499610031003,049,CRAVEN - 16
370499610031004,049,CRAVEN - 21
370499610031005,049,CRAVEN - 16
370499610031006,049,CRAVEN - 16
370499610031007,049,CRAVEN - 16
370499610031008,049,CRAVEN - 16
370499610031009,049,CRAVEN - 16
370499610031010,049,CRAVEN - 16
370499610031011,049,CRAVEN - 16
370499610031012,049,CRAVEN - 16
370499610031013,049,CRAVEN - 16
370499610031014,049,CRAVEN - 21
370499610031015,049,CRAVEN - 21
370499610031016,049,CRAVEN - 16
370499610031017,049,CRAVEN - 16
370499610031018,049,CRAVEN - 16
370499610031019,049,CRAVEN - 16
370499610031020,049,CRAVEN - 16
370499610031021,049,CRAVEN - 16
370499610031022,049,CRAVEN - 16
370499610031023,049,CRAVEN - 16
370499610031024,049,CRAVEN - 16
370499610031025,049,CRAVEN - 16
370499610031026,049,CRAVEN - 16
370499610031027,049,CRAVEN - 16
370499610031028,049,CRAVEN - 16
370499610031029,049,CRAVEN - 16
370499610031030,049,CRAVEN - 21
370499610031031,049,CRAVEN - 21
370499610031032,049,CRAVEN - 21
370499610031033,049,CRAVEN - 21
370499610031034,049,CRAVEN - 21
370499610031035,049,CRAVEN - 21
370499610031036,049,CRAVEN - 21
370499610031037,049,CRAVEN - 21
370499610031038,049,CRAVEN - 21
370499610031039,049,CRAVEN - 21
370499610031040,049,CRAVEN - 21
370499610031041,049,CRAVEN - 21
370499610031042,049,CRAVEN - 21
370499610031043,049,CRAVEN - 21
370499610031044,049,CRAVEN - 21
370499610032000,049,CRAVEN - 16
370499610032001,049,CRAVEN - 16
370499610032002,049,CRAVEN - 16
370499610032003,049,CRAVEN - 16
370499610032004,049,CRAVEN - 16
370499610032005,049,CRAVEN - 16
370499610032006,049,CRAVEN - 16
370499610032007,049,CRAVEN - 16
370499610032008,049,CRAVEN - 16
370499610032009,049,CRAVEN - 16
370499610032010,049,CRAVEN - 16
370499610032011,049,CRAVEN - 16
370499610032012,049,CRAVEN - 16
370499610032013,049,CRAVEN - 21
370499610032014,049,CRAVEN - 16
370499610032015,049,CRAVEN - 16
370499610032016,049,CRAVEN - 16
370499610032017,049,CRAVEN - 16
370499610032018,049,CRAVEN - 16
370499610032019,049,CRAVEN - 16
370499610032020,049,CRAVEN - 16
370499610032021,049,CRAVEN - 16
370499610032022,049,CRAVEN - 16
370499610032023,049,CRAVEN - 16
370499610032024,049,CRAVEN - 16
370499610032025,049,CRAVEN - 16
370499610032026,049,CRAVEN - 16
370499610032027,049,CRAVEN - 16
370499610032028,049,CRAVEN - 16
370499610032029,049,CRAVEN - 16
370499610032030,049,CRAVEN - 16
370499610032031,049,CRAVEN - 16
370499610032032,049,CRAVEN - 16
370499610032033,049,CRAVEN - 16
370499610032034,049,CRAVEN - 16
370499610032035,049,CRAVEN - 16
370499610032036,049,CRAVEN - 16
370499610032037,049,CRAVEN - 16
370499610032038,049,CRAVEN - 16
370499610032039,049,CRAVEN - 16
370499610032040,049,CRAVEN - 16
370499610032041,049,CRAVEN - 16
370499610032042,049,CRAVEN - 16
370499610032043,049,CRAVEN - 16
370499610032044,049,CRAVEN - 16
370499610032045,049,CRAVEN - 16
370499610032046,049,CRAVEN - 16
370499610032047,049,CRAVEN - 16
370499610033000,049,CRAVEN - 16
370499610033001,049,CRAVEN - 16
370499610033002,049,CRAVEN - 16
370499610033003,049,CRAVEN - 16
370499610033004,049,CRAVEN - 16
370499610033005,049,CRAVEN - 16
370499610033006,049,CRAVEN - 16
370499610033007,049,CRAVEN - 16
370499610033008,049,CRAVEN - 16
370499610033009,049,CRAVEN - 16
370499610033010,049,CRAVEN - 16
370499610033011,049,CRAVEN - 16
370499610033012,049,CRAVEN - 16
370499610033013,049,CRAVEN - 16
370499610033014,049,CRAVEN - 16
370499610033015,049,CRAVEN - 16
370499610033016,049,CRAVEN - 16
370499610033017,049,CRAVEN - 16
370499610033018,049,CRAVEN - 16
370499610033019,049,CRAVEN - 16
370499610033020,049,CRAVEN - 16
370499610033021,049,CRAVEN - 16
370499610033022,049,CRAVEN - 16
370499610033023,049,CRAVEN - 16
370499610033024,049,CRAVEN - 16
370499610033025,049,CRAVEN - 16
370499610033026,049,CRAVEN - 16
370499610033027,049,CRAVEN - 16
370499610033028,049,CRAVEN - 16
370499610033029,049,CRAVEN - 16
370499610033030,049,CRAVEN - 16
370499610033031,049,CRAVEN - 16
370499610033032,049,CRAVEN - 16
370499610033033,049,CRAVEN - 16
370499610033034,049,CRAVEN - 16
370499610033035,049,CRAVEN - 16
370499610033036,049,CRAVEN - 16
370499610033037,049,CRAVEN - 16
370499610033038,049,CRAVEN - 16
370499610033039,049,CRAVEN - 16
370499610033040,049,CRAVEN - 16
370499610033041,049,CRAVEN - 16
370499610033042,049,CRAVEN - 16
370499610033043,049,CRAVEN - 16
370499610033044,049,CRAVEN - 16
370499610033045,049,CRAVEN - 16
370499610033046,049,CRAVEN - 16
370499610033047,049,CRAVEN - 16
370499610041000,049,CRAVEN - 16
370499610041001,049,CRAVEN - 16
370499610041002,049,CRAVEN - 16
370499610041003,049,CRAVEN - 16
370499610041004,049,CRAVEN - 16
370499610041005,049,CRAVEN - 16
370499610041006,049,CRAVEN - 16
370499610041007,049,CRAVEN - 16
370499610041008,049,CRAVEN - 16
370499610041009,049,CRAVEN - 16
370499610041010,049,CRAVEN - 16
370499610041011,049,CRAVEN - 16
370499610041012,049,CRAVEN - 16
370499610041013,049,CRAVEN - 16
370499610041014,049,CRAVEN - 16
370499610041015,049,CRAVEN - 16
370499610041016,049,CRAVEN - 16
370499610041017,049,CRAVEN - 16
370499610041018,049,CRAVEN - 16
370499610041019,049,CRAVEN - 16
370499610041020,049,CRAVEN - 16
370499610041021,049,CRAVEN - 16
370499610041022,049,CRAVEN - 16
370499610041023,049,CRAVEN - 16
370499610041024,049,CRAVEN - 16
370499610041025,049,CRAVEN - 16
370499610041026,049,CRAVEN - 16
370499610041027,049,CRAVEN - 16
370499610041028,049,CRAVEN - 16
370499610041029,049,CRAVEN - 16
370499610041030,049,CRAVEN - 16
370499610041031,049,CRAVEN - 16
