precinct_key,district,district_geoid,district_name,intersect_area_m2,precinct_area_m2,area_weight,district_num,district_code,district_label,district_type,target_year,plan_id,plan_label,block_count,precinct_block_total,vap_count,precinct_vap_total,weight_source
UNION - 015,35,3735,State Senate District 35,,,1.0,35,35,SD-35,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),108,108,5201,5201,vap
UNION - 016,35,3735,State Senate District 35,,,1.0,35,35,SD-35,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),178,178,5863,5863,vap
UNION - 017A,35,3735,State Senate District 35,,,1.0,35,35,SD-35,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),40,40,3287,3287,vap
UNION - 017B,35,3735,State Senate District 35,,,1.0,35,35,SD-35,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),189,189,4586,4586,vap
UNION - 018,35,3735,State Senate District 35,,,1.0,35,35,SD-35,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),52,52,2989,2989,vap
UNION - 021,35,3735,State Senate District 35,,,1.0,35,35,SD-35,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),91,91,2690,2690,vap
UNION - 022,35,3735,State Senate District 35,,,1.0,35,35,SD-35,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),36,36,2631,2631,vap
UNION - 023,35,3735,State Senate District 35,,,1.0,35,35,SD-35,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),47,47,2412,2412,vap
UNION - 024,35,3735,State Senate District 35,,,1.0,35,35,SD-35,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),52,52,2730,2730,vap
UNION - 025,29,3729,State Senate District 29,,,1.0,29,29,SD-29,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),81,81,2297,2297,vap
UNION - 026,29,3729,State Senate District 29,,,1.0,29,29,SD-29,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),75,75,2356,2356,vap
UNION - 027,29,3729,State Senate District 29,,,1.0,29,29,SD-29,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),100,100,2128,2128,vap
UNION - 028A,35,3735,State Senate District 35,,,1.0,35,35,SD-35,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),109,109,5210,5210,vap
UNION - 028B,35,3735,State Senate District 35,,,1.0,35,35,SD-35,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),36,36,3943,3943,vap
UNION - 028C,35,3735,State Senate District 35,,,1.0,35,35,SD-35,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),35,35,3224,3224,vap
UNION - 028D,35,3735,State Senate District 35,,,1.0,35,35,SD-35,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),116,116,4967,4967,vap
UNION - 029A,35,3735,State Senate District 35,,,1.0,35,35,SD-35,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),55,55,5115,5115,vap
UNION - 029B,35,3735,State Senate District 35,,,1.0,35,35,SD-35,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),18,18,1769,1769,vap
UNION - 029C,35,3735,State Senate District 35,,,1.0,35,35,SD-35,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),52,52,2841,2841,vap
UNION - 031,35,3735,State Senate District 35,,,1.0,35,35,SD-35,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),69,69,4376,4376,vap
UNION - 032,35,3735,State Senate District 35,,,1.0,35,35,SD-35,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),53,53,3408,3408,vap
UNION - 033,35,3735,State Senate District 35,,,1.0,35,35,SD-35,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),80,80,2647,2647,vap
UNION - 034,35,3735,State Senate District 35,,,1.0,35,35,SD-35,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),155,155,3883,3883,vap
UNION - 035,35,3735,State Senate District 35,,,1.0,35,35,SD-35,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),32,32,1825,1825,vap
UNION - 036,29,3729,State Senate District 29,,,1.0,29,29,SD-29,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),120,120,2410,2410,vap
UNION - 037A,35,3735,State Senate District 35,,,1.0,35,35,SD-35,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),130,130,6138,6138,vap
UNION - 037B,35,3735,State Senate District 35,,,1.0,35,35,SD-35,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),17,17,1500,1500,vap
UNION - 038A,35,3735,State Senate District 35,,,1.0,35,35,SD-35,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),78,78,5024,5024,vap
UNION - 038B,35,3735,State Senate District 35,,,1.0,35,35,SD-35,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),49,49,2576,2576,vap
UNION - 039,35,3735,State Senate District 35,,,1.0,35,35,SD-35,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),124,124,2700,2700,vap
UNION - 040,35,3735,State Senate District 35,,,1.0,35,35,SD-35,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),90,90,3807,3807,vap
UNION - 041,35,3735,State Senate District 35,,,1.0,35,35,SD-35,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),63,63,4484,4484,vap
UNION - 042,35,3735,State Senate District 35,,,1.0,35,35,SD-35,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),72,72,2483,2483,vap
UNION - 043,29,3729,State Senate District 29,,,1.0,29,29,SD-29,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),105,105,1561,1561,vap
VANCE - CC,11,3711,State Senate District 11,,,1.0,11,11,SD-11,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),69,69,2797,2797,vap
VANCE - CH,11,3711,State Senate District 11,,,1.0,11,11,SD-11,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),229,229,4538,4538,vap
VANCE - KITT,11,3711,State Senate District 11,,,1.0,11,11,SD-11,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),135,135,3963,3963,vap
VANCE - MIDD,11,3711,State Senate District 11,,,1.0,11,11,SD-11,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),106,106,2831,2831,vap
VANCE - NH,11,3711,State Senate District 11,,,1.0,11,11,SD-11,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),86,86,3663,3663,vap
VANCE - NV,11,3711,State Senate District 11,,,1.0,11,11,SD-11,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),83,83,1626,1626,vap
VANCE - SCRK,11,3711,State Senate District 11,,,1.0,11,11,SD-11,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),76,76,4760,4760,vap
VANCE - SH,11,3711,State Senate District 11,,,1.0,11,11,SD-11,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),208,208,4407,4407,vap
VANCE - WH,11,3711,State Senate District 11,,,1.0,11,11,SD-11,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),133,133,4286,4286,vap
WAKE - 01-01,15,3715,State Senate District 15,,,1.0,15,15,SD-15,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),54,54,2653,2653,vap
WAKE - 01-02,16,3716,State Senate District 16,,,1.0,16,16,SD-16,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),43,43,2843,2843,vap
WAKE - 01-03,15,3715,State Senate District 15,,,1.0,15,15,SD-15,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),47,47,2035,2035,vap
WAKE - 01-04,15,3715,State Senate District 15,,,1.0,15,15,SD-15,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),29,29,1261,1261,vap
WAKE - 01-05,15,3715,State Senate District 15,,,1.0,15,15,SD-15,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),33,33,1174,1174,vap
WAKE - 01-06,15,3715,State Senate District 15,,,1.0,15,15,SD-15,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),59,59,3562,3562,vap
WAKE - 01-07,15,3715,State Senate District 15,,,1.0,15,15,SD-15,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),68,68,3390,3390,vap
WAKE - 01-09,15,3715,State Senate District 15,,,1.0,15,15,SD-15,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),31,31,1278,1278,vap
WAKE - 01-10,15,3715,State Senate District 15,,,1.0,15,15,SD-15,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),35,35,1481,1481,vap
WAKE - 01-11,15,3715,State Senate District 15,,,1.0,15,15,SD-15,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),44,44,2482,2482,vap
WAKE - 01-12,15,3715,State Senate District 15,,,1.0,15,15,SD-15,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),43,43,2222,2222,vap
WAKE - 01-13,15,3715,State Senate District 15,,,1.0,15,15,SD-15,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),52,52,1824,1824,vap
WAKE - 01-14,14,3714,State Senate District 14,,,1.0,14,14,SD-14,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),116,116,3918,3918,vap
WAKE - 01-15,15,3715,State Senate District 15,,,1.0,15,15,SD-15,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),26,26,2862,2862,vap
WAKE - 01-16,16,3716,State Senate District 16,,,1.0,16,16,SD-16,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),41,41,3650,3650,vap
WAKE - 01-17,15,3715,State Senate District 15,,,1.0,15,15,SD-15,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),27,27,1202,1202,vap
WAKE - 01-18,15,3715,State Senate District 15,,,1.0,15,15,SD-15,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),49,49,4015,4015,vap
WAKE - 01-19,14,3714,State Senate District 14,,,1.0,14,14,SD-14,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),38,38,2420,2420,vap
WAKE - 01-20,14,3714,State Senate District 14,,,1.0,14,14,SD-14,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),88,88,3802,3802,vap
WAKE - 01-21,14,3714,State Senate District 14,,,1.0,14,14,SD-14,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),117,118,6703,6703,vap
WAKE - 01-22,14,3714,State Senate District 14,,,1.0,14,14,SD-14,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),51,51,4820,4820,vap
WAKE - 01-23,15,3715,State Senate District 15,,,1.0,15,15,SD-15,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),101,101,13946,13946,vap
WAKE - 01-25,14,3714,State Senate District 14,,,1.0,14,14,SD-14,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),31,31,799,799,vap
WAKE - 01-26,14,3714,State Senate District 14,,,1.0,14,14,SD-14,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),70,70,4910,4910,vap
WAKE - 01-27,15,3715,State Senate District 15,,,1.0,15,15,SD-15,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),113,113,3192,3192,vap
WAKE - 01-28,15,3715,State Senate District 15,,,1.0,15,15,SD-15,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),100,100,5618,5618,vap
WAKE - 01-29,15,3715,State Senate District 15,,,1.0,15,15,SD-15,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),39,39,2351,2351,vap
WAKE - 01-30,15,3715,State Senate District 15,,,1.0,15,15,SD-15,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),21,21,1262,1262,vap
WAKE - 01-31,16,3716,State Senate District 16,,,1.0,16,16,SD-16,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),77,77,7409,7409,vap
WAKE - 01-32,16,3716,State Senate District 16,,,1.0,16,16,SD-16,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),41,41,3829,3829,vap
WAKE - 01-33,16,3716,State Senate District 16,,,1.0,16,16,SD-16,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),29,29,1861,1861,vap
WAKE - 01-34,14,3714,State Senate District 14,,,1.0,14,14,SD-14,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),59,59,2353,2353,vap
WAKE - 01-35,14,3714,State Senate District 14,,,1.0,14,14,SD-14,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),76,76,3143,3143,vap
WAKE - 01-36,15,3715,State Senate District 15,,,1.0,15,15,SD-15,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),39,39,3189,3189,vap
WAKE - 01-37,15,3715,State Senate District 15,,,1.0,15,15,SD-15,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),30,30,1937,1937,vap
WAKE - 01-38,15,3715,State Senate District 15,,,1.0,15,15,SD-15,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),48,48,3036,3036,vap
WAKE - 01-39,15,3715,State Senate District 15,,,1.0,15,15,SD-15,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),23,23,3280,3280,vap
WAKE - 01-40,14,3714,State Senate District 14,,,1.0,14,14,SD-14,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),80,80,5885,5885,vap
WAKE - 01-41,16,3716,State Senate District 16,,,1.0,16,16,SD-16,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),23,23,3767,3767,vap
WAKE - 01-42,18,3718,State Senate District 18,,,1.0,18,18,SD-18,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),27,27,2927,2927,vap
WAKE - 01-43,15,3715,State Senate District 15,,,1.0,15,15,SD-15,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),25,25,3351,3351,vap
WAKE - 01-44,15,3715,State Senate District 15,,,1.0,15,15,SD-15,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),36,36,4856,4856,vap
WAKE - 01-45,15,3715,State Senate District 15,,,1.0,15,15,SD-15,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),16,16,2440,2440,vap
WAKE - 01-46,15,3715,State Senate District 15,,,1.0,15,15,SD-15,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),50,50,5343,5343,vap
WAKE - 01-47,18,3718,State Senate District 18,,,1.0,18,18,SD-18,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),27,27,2159,2159,vap
WAKE - 01-48,16,3716,State Senate District 16,,,1.0,16,16,SD-16,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),28,28,2694,2694,vap
WAKE - 01-49,16,3716,State Senate District 16,,,1.0,16,16,SD-16,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),65,65,5185,5185,vap
WAKE - 01-50,14,3714,State Senate District 14,,,1.0,14,14,SD-14,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),50,50,3483,3483,vap
WAKE - 01-51,15,3715,State Senate District 15,,,1.0,15,15,SD-15,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),11,11,1186,1186,vap
WAKE - 02-01,18,3718,State Senate District 18,,,1.0,18,18,SD-18,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),47,47,3229,3229,vap
WAKE - 02-02,18,3718,State Senate District 18,,,1.0,18,18,SD-18,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),62,62,5772,5772,vap
WAKE - 02-03,18,3718,State Senate District 18,,,1.0,18,18,SD-18,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),32,32,2902,2902,vap
WAKE - 02-04,18,3718,State Senate District 18,,,1.0,18,18,SD-18,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),48,48,2481,2481,vap
WAKE - 02-05,18,3718,State Senate District 18,,,1.0,18,18,SD-18,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),12,12,972,972,vap
WAKE - 02-06,18,3718,State Senate District 18,,,1.0,18,18,SD-18,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),50,50,2458,2458,vap
WAKE - 03-01,13,3713,State Senate District 13,,,1.0,13,13,SD-13,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),104,104,4665,4665,vap
WAKE - 03-02,13,3713,State Senate District 13,,,1.0,13,13,SD-13,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),143,143,2236,2236,vap
WAKE - 04-01,16,3716,State Senate District 16,,,1.0,16,16,SD-16,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),43,43,2779,2779,vap
WAKE - 04-02,16,3716,State Senate District 16,,,1.0,16,16,SD-16,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),63,63,3818,3818,vap
WAKE - 04-03,16,3716,State Senate District 16,,,1.0,16,16,SD-16,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),26,26,2803,2803,vap
WAKE - 04-04,16,3716,State Senate District 16,,,1.0,16,16,SD-16,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),16,16,2460,2460,vap
WAKE - 04-05,16,3716,State Senate District 16,,,1.0,16,16,SD-16,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),148,148,3858,3858,vap
WAKE - 04-06,16,3716,State Senate District 16,,,1.0,16,16,SD-16,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),38,38,3428,3428,vap
WAKE - 04-07,13,3713,State Senate District 13,,,1.0,13,13,SD-13,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),31,31,2710,2710,vap
WAKE - 04-08,17,3717,State Senate District 17,,,1.0,17,17,SD-17,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),36,36,3051,3051,vap
WAKE - 04-09,17,3717,State Senate District 17,,,1.0,17,17,SD-17,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),42,42,3088,3088,vap
WAKE - 04-10,16,3716,State Senate District 16,,,1.0,16,16,SD-16,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),36,36,3142,3142,vap
WAKE - 04-11,16,3716,State Senate District 16,,,1.0,16,16,SD-16,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),43,43,2084,2084,vap
WAKE - 04-12,16,3716,State Senate District 16,,,1.0,16,16,SD-16,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),28,28,2960,2960,vap
WAKE - 04-13,16,3716,State Senate District 16,,,1.0,16,16,SD-16,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),56,56,4940,4940,vap
WAKE - 04-14,16,3716,State Senate District 16,,,1.0,16,16,SD-16,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),21,21,1768,1768,vap
WAKE - 04-15,16,3716,State Senate District 16,,,1.0,16,16,SD-16,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),39,39,2740,2740,vap
WAKE - 04-16,16,3716,State Senate District 16,,,1.0,16,16,SD-16,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),24,24,2279,2279,vap
WAKE - 04-17,17,3717,State Senate District 17,,,1.0,17,17,SD-17,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),30,30,2138,2138,vap
WAKE - 04-18,17,3717,State Senate District 17,,,1.0,17,17,SD-17,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),42,42,3822,3822,vap
WAKE - 04-19,16,3716,State Senate District 16,,,1.0,16,16,SD-16,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),18,18,1790,1790,vap
WAKE - 04-20,16,3716,State Senate District 16,,,1.0,16,16,SD-16,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),60,60,4233,4233,vap
WAKE - 04-21,16,3716,State Senate District 16,,,1.0,16,16,SD-16,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),25,25,2912,2912,vap
WAKE - 05-01,17,3717,State Senate District 17,,,1.0,17,17,SD-17,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),53,53,5847,5847,vap
WAKE - 05-03,17,3717,State Senate District 17,,,1.0,17,17,SD-17,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),98,98,6602,6602,vap
WAKE - 05-05,17,3717,State Senate District 17,,,0.925810033309781,17,17,SD-17,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),204,247,9172,9907,vap
WAKE - 05-05,16,3716,State Senate District 16,,,0.07418996669021903,16,16,SD-16,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),43,247,735,9907,vap
WAKE - 05-06,17,3717,State Senate District 17,,,1.0,17,17,SD-17,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),111,111,5764,5764,vap
WAKE - 05-08,17,3717,State Senate District 17,,,1.0,17,17,SD-17,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),195,195,7068,7068,vap
WAKE - 05-09,17,3717,State Senate District 17,,,1.0,17,17,SD-17,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),86,86,5618,5618,vap
WAKE - 05-10,17,3717,State Senate District 17,,,1.0,17,17,SD-17,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),93,93,4504,4504,vap
WAKE - 06-04,13,3713,State Senate District 13,,,0.8427608740044925,13,13,SD-13,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),69,86,4127,4897,vap
WAKE - 06-04,17,3717,State Senate District 17,,,0.15723912599550746,17,17,SD-17,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),17,86,770,4897,vap
WAKE - 06-05,13,3713,State Senate District 13,,,1.0,13,13,SD-13,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),58,58,3206,3206,vap
WAKE - 06-06,17,3717,State Senate District 17,,,1.0,17,17,SD-17,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),116,116,7057,7057,vap
WAKE - 06-07,13,3713,State Senate District 13,,,1.0,13,13,SD-13,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),64,64,3914,3914,vap
WAKE - 06-08,17,3717,State Senate District 17,,,1.0,17,17,SD-17,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),50,51,2420,2420,vap
WAKE - 06-10,13,3713,State Senate District 13,,,1.0,13,13,SD-13,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),129,129,4250,4250,vap
WAKE - 06-11,13,3713,State Senate District 13,,,1.0,13,13,SD-13,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),53,54,1060,1060,vap
WAKE - 06-12,13,3713,State Senate District 13,,,1.0,13,13,SD-13,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),116,116,6903,6903,vap
WAKE - 07-01,16,3716,State Senate District 16,,,1.0,16,16,SD-16,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),36,36,2176,2176,vap
WAKE - 07-02,16,3716,State Senate District 16,,,1.0,16,16,SD-16,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),36,36,1838,1838,vap
WAKE - 07-03,16,3716,State Senate District 16,,,1.0,16,16,SD-16,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),15,15,1591,1591,vap
WAKE - 07-04,15,3715,State Senate District 15,,,1.0,15,15,SD-15,state_senate,2024,sl_2023_146,SL 2023-146 Senate Lines (block-weighted December 2025 precinct basis),40,40,5045,5045,vap
