block_geoid20,precinct_id,countyfp20
370670006001002,FORSYTH - 402,067
370670006001003,FORSYTH - 403,067
370670006001004,FORSYTH - 403,067
370670006001005,FORSYTH - 403,067
370670006001006,FORSYTH - 403,067
370670006001007,FORSYTH - 403,067
370670006001008,FORSYTH - 403,067
370670006001009,FORSYTH - 402,067
370670006001010,FORSYTH - 403,067
370670006001011,FORSYTH - 402,067
370670006001012,FORSYTH - 402,067
370670006001013,FORSYTH - 402,067
370670006001014,FORSYTH - 402,067
370670006001015,FORSYTH - 403,067
370670006001016,FORSYTH - 403,067
370670006001017,FORSYTH - 403,067
370670006001018,FORSYTH - 403,067
370670006001019,FORSYTH - 402,067
370670006001020,FORSYTH - 402,067
370670006001021,FORSYTH - 402,067
370670006001022,FORSYTH - 403,067
370670006001023,FORSYTH - 403,067
370670006001024,FORSYTH - 403,067
370670006001025,FORSYTH - 403,067
370670006001026,FORSYTH - 402,067
370670006001027,FORSYTH - 402,067
370670006001028,FORSYTH - 402,067
370670006002000,FORSYTH - 403,067
370670006002001,FORSYTH - 403,067
370670006002002,FORSYTH - 403,067
370670006002003,FORSYTH - 403,067
370670006002004,FORSYTH - 403,067
370670006002005,FORSYTH - 403,067
370670006002006,FORSYTH - 403,067
370670006002007,FORSYTH - 403,067
370670006002008,FORSYTH - 403,067
370670006002009,FORSYTH - 403,067
370670006002010,FORSYTH - 403,067
370670006002011,FORSYTH - 403,067
370670006002012,FORSYTH - 403,067
370670007001000,FORSYTH - 404,067
370670007001001,FORSYTH - 404,067
370670007001002,FORSYTH - 404,067
370670007001003,FORSYTH - 404,067
370670007001004,FORSYTH - 404,067
370670007001005,FORSYTH - 404,067
370670007001006,FORSYTH - 404,067
370670007001007,FORSYTH - 404,067
370670007001008,FORSYTH - 404,067
370670007001009,FORSYTH - 404,067
370670007001010,FORSYTH - 404,067
370670007001011,FORSYTH - 404,067
370670007001012,FORSYTH - 404,067
370670007001013,FORSYTH - 404,067
370670007001014,FORSYTH - 404,067
370670007001015,FORSYTH - 404,067
370670007001016,FORSYTH - 404,067
370670007002000,FORSYTH - 404,067
370670007002001,FORSYTH - 403,067
370670007002002,FORSYTH - 403,067
370670007002003,FORSYTH - 404,067
370670007002004,FORSYTH - 403,067
370670007002005,FORSYTH - 404,067
370670007002006,FORSYTH - 404,067
370670007002007,FORSYTH - 404,067
370670007002008,FORSYTH - 404,067
370670007002009,FORSYTH - 404,067
370670007002010,FORSYTH - 404,067
370670007002011,FORSYTH - 404,067
370670007002012,FORSYTH - 404,067
370670007002013,FORSYTH - 404,067
370670007002014,FORSYTH - 404,067
370670007002015,FORSYTH - 404,067
370670007002016,FORSYTH - 404,067
370670007002017,FORSYTH - 404,067
370670007002018,FORSYTH - 404,067
370670007002019,FORSYTH - 404,067
370670007002020,FORSYTH - 404,067
370670007002021,FORSYTH - 404,067
370670007002022,FORSYTH - 404,067
370670007002023,FORSYTH - 404,067
370670007002024,FORSYTH - 404,067
370670007002025,FORSYTH - 404,067
370670007002026,FORSYTH - 404,067
370670007002027,FORSYTH - 404,067
370670007002028,FORSYTH - 404,067
370670007002029,FORSYTH - 404,067
370670007002030,FORSYTH - 403,067
370670007002031,FORSYTH - 404,067
370670008011000,FORSYTH - 405,067
370670008011001,FORSYTH - 405,067
370670008011002,FORSYTH - 405,067
370670008011003,FORSYTH - 405,067
370670008011004,FORSYTH - 405,067
370670008011005,FORSYTH - 405,067
370670008011006,FORSYTH - 405,067
370670008011007,FORSYTH - 405,067
370670008011008,FORSYTH - 405,067
370670008011009,FORSYTH - 405,067
370670008011010,FORSYTH - 405,067
370670008011011,FORSYTH - 405,067
370670008011012,FORSYTH - 405,067
370670008011013,FORSYTH - 405,067
370670008011014,FORSYTH - 405,067
370670008011015,FORSYTH - 405,067
370670008011016,FORSYTH - 405,067
370670008011017,FORSYTH - 405,067
370670008011018,FORSYTH - 405,067
370670008011019,FORSYTH - 405,067
370670008011020,FORSYTH - 405,067
370670008011021,FORSYTH - 405,067
370670008011022,FORSYTH - 405,067
370670008011023,FORSYTH - 405,067
370670008011024,FORSYTH - 405,067
370670008011025,FORSYTH - 405,067
370670008011026,FORSYTH - 405,067
370670008011027,FORSYTH - 405,067
370670008011028,FORSYTH - 405,067
370670008011029,FORSYTH - 405,067
370670008011030,FORSYTH - 405,067
370670008011031,FORSYTH - 405,067
370670008011032,FORSYTH - 405,067
370670008011033,FORSYTH - 405,067
370670008011034,FORSYTH - 405,067
370670008011035,FORSYTH - 405,067
370670008011036,FORSYTH - 405,067
370670008011037,FORSYTH - 405,067
370670008011038,FORSYTH - 405,067
370670008011039,FORSYTH - 405,067
370670008011040,FORSYTH - 405,067
370670008011041,FORSYTH - 405,067
370670008011042,FORSYTH - 405,067
370670008021000,FORSYTH - 405,067
370670008021001,FORSYTH - 405,067
370670008021002,FORSYTH - 405,067
370670008021003,FORSYTH - 405,067
370670008021004,FORSYTH - 405,067
370670008021005,FORSYTH - 405,067
370670008021006,FORSYTH - 405,067
370670008021007,FORSYTH - 405,067
370670008021008,FORSYTH - 405,067
370670008021009,FORSYTH - 405,067
370670008021010,FORSYTH - 405,067
370670008021011,FORSYTH - 405,067
370670008021012,FORSYTH - 503,067
370670008021013,FORSYTH - 405,067
370670008021014,FORSYTH - 405,067
370670008021015,FORSYTH - 405,067
370670008021016,FORSYTH - 405,067
370670008021017,FORSYTH - 405,067
370670008021018,FORSYTH - 405,067
370670008022000,FORSYTH - 405,067
370670008022001,FORSYTH - 405,067
370670008022002,FORSYTH - 405,067
370670008022003,FORSYTH - 405,067
370670008022004,FORSYTH - 405,067
370670008022005,FORSYTH - 405,067
370670008022006,FORSYTH - 405,067
370670008022007,FORSYTH - 405,067
370670008022008,FORSYTH - 503,067
370670008022009,FORSYTH - 405,067
370670008022010,FORSYTH - 405,067
370670008022011,FORSYTH - 503,067
370670008022012,FORSYTH - 503,067
370670008022013,FORSYTH - 503,067
370670008022014,FORSYTH - 503,067
370670008022015,FORSYTH - 503,067
370670008022016,FORSYTH - 503,067
370670008022017,FORSYTH - 503,067
370670008022018,FORSYTH - 503,067
370670008022019,FORSYTH - 503,067
370670008022020,FORSYTH - 405,067
370670008022021,FORSYTH - 405,067
370670008022022,FORSYTH - 503,067
370670008022023,FORSYTH - 503,067
370670008022024,FORSYTH - 503,067
370670008022025,FORSYTH - 503,067
370670008022026,FORSYTH - 503,067
370670008022027,FORSYTH - 503,067
370670008022028,FORSYTH - 503,067
370670008022029,FORSYTH - 503,067
370670008022030,FORSYTH - 503,067
370670008022031,FORSYTH - 405,067
370670008022032,FORSYTH - 502,067
370670008022033,FORSYTH - 502,067
370670008022034,FORSYTH - 502,067
370670008022035,FORSYTH - 502,067
370670008022036,FORSYTH - 503,067
370670008022037,FORSYTH - 503,067
370670008022038,FORSYTH - 502,067
370670008022039,FORSYTH - 503,067
370670008022040,FORSYTH - 503,067
370670008022041,FORSYTH - 503,067
370670008022042,FORSYTH - 502,067
370670008022043,FORSYTH - 502,067
370670008022044,FORSYTH - 502,067
370670008022045,FORSYTH - 503,067
370670008022046,FORSYTH - 504,067
370670008022047,FORSYTH - 504,067
370670009001000,FORSYTH - 601,067
370670009001001,FORSYTH - 601,067
370670009001002,FORSYTH - 601,067
370670009001003,FORSYTH - 503,067
370670009001004,FORSYTH - 603,067
370670009001005,FORSYTH - 603,067
370670009001006,FORSYTH - 603,067
370670009001007,FORSYTH - 603,067
370670009001008,FORSYTH - 603,067
370670009001009,FORSYTH - 603,067
370670009001010,FORSYTH - 603,067
370670009001011,FORSYTH - 603,067
370670009001012,FORSYTH - 603,067
370670009001013,FORSYTH - 603,067
370670009001014,FORSYTH - 503,067
370670009002000,FORSYTH - 601,067
370670009002001,FORSYTH - 601,067
370670009002002,FORSYTH - 601,067
370670009002003,FORSYTH - 601,067
370670009002004,FORSYTH - 601,067
370670009002005,FORSYTH - 601,067
370670009002006,FORSYTH - 601,067
370670009002007,FORSYTH - 601,067
370670009002008,FORSYTH - 601,067
370670009002009,FORSYTH - 601,067
370670009002010,FORSYTH - 601,067
370670009002011,FORSYTH - 601,067
370670009002012,FORSYTH - 601,067
370670009002013,FORSYTH - 603,067
370670009003000,FORSYTH - 601,067
370670009003001,FORSYTH - 601,067
370670009003002,FORSYTH - 601,067
370670009003003,FORSYTH - 603,067
370670009003004,FORSYTH - 603,067
370670009003005,FORSYTH - 603,067
370670009003006,FORSYTH - 603,067
370670009003007,FORSYTH - 601,067
370670009003008,FORSYTH - 601,067
370670009003009,FORSYTH - 603,067
370670009003010,FORSYTH - 603,067
370670009003011,FORSYTH - 603,067
370670009003012,FORSYTH - 603,067
370670009003013,FORSYTH - 603,067
370670009003014,FORSYTH - 601,067
370670009003015,FORSYTH - 601,067
370670009003016,FORSYTH - 601,067
370670009003017,FORSYTH - 603,067
370670009003018,FORSYTH - 603,067
370670009004000,FORSYTH - 601,067
370670009004001,FORSYTH - 601,067
370670009004002,FORSYTH - 601,067
370670009004003,FORSYTH - 601,067
370670009004004,FORSYTH - 601,067
370670009004005,FORSYTH - 601,067
370670009004006,FORSYTH - 601,067
370670009004007,FORSYTH - 601,067
370670009004008,FORSYTH - 601,067
370670009004009,FORSYTH - 601,067
370670009004010,FORSYTH - 601,067
370670009004011,FORSYTH - 601,067
370670009004012,FORSYTH - 601,067
370670009004013,FORSYTH - 601,067
370670009004014,FORSYTH - 601,067
370670009004015,FORSYTH - 601,067
370670009004016,FORSYTH - 601,067
370670009004017,FORSYTH - 601,067
370670009004018,FORSYTH - 601,067
370670009004019,FORSYTH - 601,067
370670009004020,FORSYTH - 601,067
370670009004021,FORSYTH - 601,067
370670009004022,FORSYTH - 601,067
370670009004023,FORSYTH - 601,067
370670009004024,FORSYTH - 601,067
370670009004025,FORSYTH - 601,067
370670009004026,FORSYTH - 601,067
370670009004027,FORSYTH - 601,067
370670009004028,FORSYTH - 601,067
370670009004029,FORSYTH - 601,067
370670009004030,FORSYTH - 601,067
370670009004031,FORSYTH - 601,067
370670009004032,FORSYTH - 601,067
370670009004033,FORSYTH - 601,067
370670009004034,FORSYTH - 601,067
370670009004035,FORSYTH - 601,067
370670009004036,FORSYTH - 601,067
370670009004037,FORSYTH - 601,067
370670009004038,FORSYTH - 601,067
370670009004039,FORSYTH - 601,067
370670009004040,FORSYTH - 601,067
370670009004041,FORSYTH - 601,067
370670009004042,FORSYTH - 601,067
370670010001000,FORSYTH - 601,067
370670010001001,FORSYTH - 601,067
370670010001002,FORSYTH - 601,067
370670010001003,FORSYTH - 601,067
370670010001004,FORSYTH - 601,067
370670010001005,FORSYTH - 601,067
370670010001006,FORSYTH - 703,067
370670010001007,FORSYTH - 601,067
370670010001008,FORSYTH - 601,067
370670010001009,FORSYTH - 601,067
370670010001010,FORSYTH - 601,067
370670010001011,FORSYTH - 601,067
370670010001012,FORSYTH - 601,067
370670010001013,FORSYTH - 601,067
370670010001014,FORSYTH - 601,067
370670010001015,FORSYTH - 601,067
370670010002000,FORSYTH - 603,067
370670010002001,FORSYTH - 604,067
370670010002002,FORSYTH - 604,067
370670010002003,FORSYTH - 604,067
370670010002004,FORSYTH - 601,067
370670010002005,FORSYTH - 601,067
370670010002006,FORSYTH - 601,067
370670010002007,FORSYTH - 601,067
370670010002008,FORSYTH - 604,067
370670010002009,FORSYTH - 604,067
370670010002010,FORSYTH - 604,067
370670010002011,FORSYTH - 604,067
370670010002012,FORSYTH - 604,067
370670010002013,FORSYTH - 604,067
370670010002014,FORSYTH - 604,067
370670010002015,FORSYTH - 604,067
370670010002016,FORSYTH - 604,067
370670010002017,FORSYTH - 604,067
370670010003000,FORSYTH - 704,067
370670010003001,FORSYTH - 704,067
370670010003002,FORSYTH - 704,067
370670010003003,FORSYTH - 703,067
370670010003004,FORSYTH - 703,067
370670010003005,FORSYTH - 704,067
370670010003006,FORSYTH - 704,067
370670010003007,FORSYTH - 704,067
370670010003008,FORSYTH - 704,067
370670010003009,FORSYTH - 704,067
370670010003010,FORSYTH - 704,067
370670010003011,FORSYTH - 604,067
370670010003012,FORSYTH - 604,067
370670010003013,FORSYTH - 603,067
370670010003014,FORSYTH - 604,067
370670010003015,FORSYTH - 604,067
370670010003016,FORSYTH - 603,067
370670010003017,FORSYTH - 603,067
370670010003018,FORSYTH - 604,067
370670010003019,FORSYTH - 604,067
370670010003020,FORSYTH - 604,067
370670010003021,FORSYTH - 704,067
370670010004000,FORSYTH - 601,067
370670010004001,FORSYTH - 703,067
370670010004002,FORSYTH - 703,067
370670010004003,FORSYTH - 604,067
370670010004004,FORSYTH - 604,067
370670010004005,FORSYTH - 703,067
370670010004006,FORSYTH - 703,067
370670010004007,FORSYTH - 703,067
370670010004008,FORSYTH - 703,067
370670010004009,FORSYTH - 703,067
370670010004010,FORSYTH - 703,067
370670010004011,FORSYTH - 604,067
370670010004012,FORSYTH - 703,067
370670010004013,FORSYTH - 703,067
370670011001000,FORSYTH - 901,067
370670011001001,FORSYTH - 901,067
370670011001002,FORSYTH - 901,067
370670011001003,FORSYTH - 901,067
370670011001004,FORSYTH - 901,067
370670011001005,FORSYTH - 901,067
370670011001006,FORSYTH - 901,067
370670011001007,FORSYTH - 901,067
370670011001008,FORSYTH - 902,067
370670011001009,FORSYTH - 902,067
370670011001010,FORSYTH - 902,067
370670011001011,FORSYTH - 901,067
370670011001012,FORSYTH - 901,067
370670011001013,FORSYTH - 901,067
370670011001014,FORSYTH - 901,067
370670011001015,FORSYTH - 901,067
370670011001016,FORSYTH - 902,067
370670011001017,FORSYTH - 902,067
370670011001018,FORSYTH - 902,067
370670011001019,FORSYTH - 902,067
370670011001020,FORSYTH - 902,067
370670011002000,FORSYTH - 902,067
370670011002001,FORSYTH - 902,067
370670011002002,FORSYTH - 902,067
370670011002003,FORSYTH - 902,067
370670011002004,FORSYTH - 902,067
370670011002005,FORSYTH - 902,067
370670011002006,FORSYTH - 902,067
370670011002007,FORSYTH - 902,067
370670011002008,FORSYTH - 902,067
370670011002009,FORSYTH - 902,067
370670011002010,FORSYTH - 902,067
370670011002011,FORSYTH - 902,067
370670011002012,FORSYTH - 902,067
370670011002013,FORSYTH - 902,067
370670011002014,FORSYTH - 902,067
370670011002015,FORSYTH - 902,067
370670011002016,FORSYTH - 601,067
370670011002017,FORSYTH - 601,067
370670011002018,FORSYTH - 601,067
370670011002019,FORSYTH - 902,067
370670011002020,FORSYTH - 902,067
370670011002021,FORSYTH - 902,067
370670011002022,FORSYTH - 902,067
370670011002023,FORSYTH - 902,067
370670011002024,FORSYTH - 902,067
370670011002025,FORSYTH - 902,067
370670011003000,FORSYTH - 901,067
370670011003001,FORSYTH - 902,067
370670011003002,FORSYTH - 901,067
370670011003003,FORSYTH - 901,067
370670011003004,FORSYTH - 901,067
370670011003005,FORSYTH - 901,067
370670011003006,FORSYTH - 901,067
370670011003007,FORSYTH - 701,067
370670011003008,FORSYTH - 701,067
370670011003009,FORSYTH - 701,067
370670011003010,FORSYTH - 702,067
370670011003011,FORSYTH - 703,067
370670011003012,FORSYTH - 701,067
370670011003013,FORSYTH - 701,067
370670011003014,FORSYTH - 703,067
370670012001000,FORSYTH - 903,067
370670012001001,FORSYTH - 903,067
370670012001002,FORSYTH - 903,067
370670012001003,FORSYTH - 903,067
370670012001004,FORSYTH - 903,067
370670012001005,FORSYTH - 903,067
370670012001006,FORSYTH - 903,067
370670012001007,FORSYTH - 903,067
370670012001008,FORSYTH - 903,067
370670012001009,FORSYTH - 903,067
370670012001010,FORSYTH - 903,067
370670012001011,FORSYTH - 903,067
370670012001012,FORSYTH - 903,067
370670012001013,FORSYTH - 903,067
370670012001014,FORSYTH - 903,067
370670012001015,FORSYTH - 903,067
370670012001016,FORSYTH - 901,067
370670012001017,FORSYTH - 901,067
370670012001018,FORSYTH - 901,067
370670012001019,FORSYTH - 901,067
370670012001020,FORSYTH - 901,067
370670012001021,FORSYTH - 205,067
370670012001022,FORSYTH - 901,067
370670012001023,FORSYTH - 901,067
370670012001024,FORSYTH - 901,067
370670012001025,FORSYTH - 901,067
370670012001026,FORSYTH - 901,067
370670012001027,FORSYTH - 901,067
370670012001028,FORSYTH - 901,067
370670012001029,FORSYTH - 901,067
370670012001030,FORSYTH - 901,067
370670012001031,FORSYTH - 901,067
370670012001032,FORSYTH - 901,067
370670012001033,FORSYTH - 901,067
370670012001034,FORSYTH - 901,067
370670012001035,FORSYTH - 901,067
370670012001036,FORSYTH - 901,067
370670012001037,FORSYTH - 901,067
370670012001038,FORSYTH - 901,067
370670012001039,FORSYTH - 901,067
370670012001040,FORSYTH - 901,067
370670012001041,FORSYTH - 901,067
370670012001042,FORSYTH - 901,067
370670012001043,FORSYTH - 901,067
370670012001044,FORSYTH - 901,067
370670012001045,FORSYTH - 901,067
370670012001046,FORSYTH - 901,067
370670012001047,FORSYTH - 205,067
370670012001048,FORSYTH - 901,067
370670013001000,FORSYTH - 905,067
370670013001001,FORSYTH - 905,067
370670013001002,FORSYTH - 905,067
370670013001003,FORSYTH - 905,067
370670013001004,FORSYTH - 905,067
370670013001005,FORSYTH - 905,067
370670013001006,FORSYTH - 905,067
370670013001007,FORSYTH - 905,067
370670013002000,FORSYTH - 905,067
370670013002001,FORSYTH - 905,067
370670013002002,FORSYTH - 905,067
370670013002003,FORSYTH - 903,067
370670013002004,FORSYTH - 903,067
370670013002005,FORSYTH - 903,067
370670013002006,FORSYTH - 903,067
370670013002007,FORSYTH - 903,067
370670013002008,FORSYTH - 903,067
370670013003000,FORSYTH - 903,067
370670013003001,FORSYTH - 903,067
370670013003002,FORSYTH - 903,067
370670013003003,FORSYTH - 903,067
370670013003004,FORSYTH - 903,067
370670013003005,FORSYTH - 903,067
370670013003006,FORSYTH - 903,067
370670013003007,FORSYTH - 903,067
370670013003008,FORSYTH - 903,067
370670013003009,FORSYTH - 903,067
370670013003010,FORSYTH - 903,067
370670013003011,FORSYTH - 903,067
370670014001000,FORSYTH - 206,067
370670014001001,FORSYTH - 206,067
370670014001002,FORSYTH - 206,067
370670014001003,FORSYTH - 206,067
370670014001004,FORSYTH - 206,067
370670014001005,FORSYTH - 206,067
370670014001006,FORSYTH - 206,067
370670014001007,FORSYTH - 206,067
370670014001008,FORSYTH - 206,067
370670014001009,FORSYTH - 206,067
370670014001010,FORSYTH - 206,067
370670014001011,FORSYTH - 206,067
370670014001012,FORSYTH - 206,067
370670014001013,FORSYTH - 206,067
370670014001014,FORSYTH - 206,067
370670014001015,FORSYTH - 206,067
370670014001016,FORSYTH - 206,067
370670014001017,FORSYTH - 206,067
370670014001018,FORSYTH - 206,067
370670014001019,FORSYTH - 206,067
370670014001020,FORSYTH - 206,067
370670014001021,FORSYTH - 206,067
370670014001022,FORSYTH - 206,067
370670014001023,FORSYTH - 206,067
370670014001024,FORSYTH - 206,067
370670014001025,FORSYTH - 206,067
370670014001026,FORSYTH - 206,067
370670014001027,FORSYTH - 206,067
370670014001028,FORSYTH - 206,067
370670014001029,FORSYTH - 204,067
370670014001030,FORSYTH - 204,067
370670014001031,FORSYTH - 206,067
370670014002000,FORSYTH - 201,067
370670014002001,FORSYTH - 201,067
370670014002002,FORSYTH - 201,067
370670014002003,FORSYTH - 204,067
370670014002004,FORSYTH - 204,067
370670014002005,FORSYTH - 201,067
370670014002006,FORSYTH - 201,067
370670014002007,FORSYTH - 204,067
370670014002008,FORSYTH - 204,067
370670014002009,FORSYTH - 204,067
370670014002010,FORSYTH - 204,067
370670014002011,FORSYTH - 204,067
370670014002012,FORSYTH - 204,067
370670014002013,FORSYTH - 204,067
370670014002014,FORSYTH - 204,067
370670014002015,FORSYTH - 204,067
370670014002016,FORSYTH - 204,067
370670014002017,FORSYTH - 204,067
370670014002018,FORSYTH - 204,067
370670014002019,FORSYTH - 204,067
370670014002020,FORSYTH - 204,067
370670014002021,FORSYTH - 204,067
370670014002022,FORSYTH - 204,067
370670014002023,FORSYTH - 204,067
370670014002024,FORSYTH - 204,067
370670014002025,FORSYTH - 204,067
370670014002026,FORSYTH - 204,067
370670014002027,FORSYTH - 204,067
370670014002028,FORSYTH - 204,067
370670014002029,FORSYTH - 204,067
370670015001000,FORSYTH - 306,067
370670015001001,FORSYTH - 306,067
370670015001002,FORSYTH - 306,067
370670015001003,FORSYTH - 306,067
370670015001004,FORSYTH - 306,067
370670015001005,FORSYTH - 306,067
370670015001006,FORSYTH - 306,067
370670015001007,FORSYTH - 306,067
370670015001008,FORSYTH - 306,067
370670015001009,FORSYTH - 306,067
370670015001010,FORSYTH - 306,067
370670015001011,FORSYTH - 306,067
370670015001012,FORSYTH - 306,067
370670015001013,FORSYTH - 306,067
370670015001014,FORSYTH - 306,067
370670015001015,FORSYTH - 306,067
370670015001016,FORSYTH - 306,067
370670015001017,FORSYTH - 306,067
370670015001018,FORSYTH - 306,067
370670015001019,FORSYTH - 306,067
370670015001020,FORSYTH - 306,067
370670015001021,FORSYTH - 306,067
370670015001022,FORSYTH - 306,067
370670015001023,FORSYTH - 306,067
370670015001024,FORSYTH - 306,067
370670015001025,FORSYTH - 306,067
370670015001026,FORSYTH - 306,067
370670015002000,FORSYTH - 081,067
370670015002001,FORSYTH - 081,067
370670015002002,FORSYTH - 081,067
370670015002003,FORSYTH - 081,067
370670015002004,FORSYTH - 081,067
370670015002005,FORSYTH - 306,067
370670015002006,FORSYTH - 306,067
370670015002007,FORSYTH - 081,067
370670015002008,FORSYTH - 081,067
370670015002009,FORSYTH - 081,067
370670015002010,FORSYTH - 306,067
370670015002011,FORSYTH - 306,067
370670015002012,FORSYTH - 306,067
370670015002013,FORSYTH - 306,067
370670015003000,FORSYTH - 306,067
370670015003001,FORSYTH - 306,067
370670015003002,FORSYTH - 306,067
370670015003003,FORSYTH - 306,067
370670015003004,FORSYTH - 306,067
370670015003005,FORSYTH - 306,067
370670015003006,FORSYTH - 306,067
370670015003007,FORSYTH - 302,067
370670015003008,FORSYTH - 302,067
370670015003009,FORSYTH - 302,067
370670015003010,FORSYTH - 302,067
370670015003011,FORSYTH - 302,067
370670015003012,FORSYTH - 302,067
370670015003013,FORSYTH - 302,067
370670015003014,FORSYTH - 302,067
370670015003015,FORSYTH - 302,067
370670015003016,FORSYTH - 302,067
370670015003017,FORSYTH - 302,067
370670015003018,FORSYTH - 302,067
370670015003019,FORSYTH - 302,067
370670015003020,FORSYTH - 302,067
370670015003021,FORSYTH - 302,067
370670015003022,FORSYTH - 302,067
370670015003023,FORSYTH - 302,067
370670015003024,FORSYTH - 302,067
370670015003025,FORSYTH - 302,067
370670015003026,FORSYTH - 302,067
370670015003027,FORSYTH - 302,067
370670015003028,FORSYTH - 302,067
370670015003029,FORSYTH - 302,067
370670015003030,FORSYTH - 302,067
370670015003031,FORSYTH - 302,067
370670015003032,FORSYTH - 302,067
370670016011000,FORSYTH - 083,067
370670016011001,FORSYTH - 305,067
370670016011002,FORSYTH - 083,067
370670016011003,FORSYTH - 083,067
370670016011004,FORSYTH - 305,067
370670016011005,FORSYTH - 305,067
370670016011006,FORSYTH - 305,067
370670016011007,FORSYTH - 305,067
370670016011008,FORSYTH - 305,067
370670016011009,FORSYTH - 305,067
370670016011010,FORSYTH - 305,067
370670016011011,FORSYTH - 305,067
370670016011012,FORSYTH - 305,067
370670016011013,FORSYTH - 305,067
370670016011014,FORSYTH - 305,067
370670016011015,FORSYTH - 305,067
370670016011016,FORSYTH - 305,067
370670016011017,FORSYTH - 305,067
370670016012000,FORSYTH - 304,067
370670016012001,FORSYTH - 304,067
370670016012002,FORSYTH - 304,067
370670016012003,FORSYTH - 304,067
370670016012004,FORSYTH - 304,067
370670016012005,FORSYTH - 304,067
370670016012006,FORSYTH - 304,067
370670016012007,FORSYTH - 304,067
370670016012008,FORSYTH - 304,067
370670016012009,FORSYTH - 304,067
370670016012010,FORSYTH - 304,067
370670016012011,FORSYTH - 304,067
370670016012012,FORSYTH - 304,067
370670016012013,FORSYTH - 304,067
370670016012014,FORSYTH - 304,067
370670016012015,FORSYTH - 304,067
370670016012016,FORSYTH - 304,067
370670016012017,FORSYTH - 304,067
370670016012018,FORSYTH - 304,067
370670016012019,FORSYTH - 304,067
370670016012020,FORSYTH - 304,067
370670016012021,FORSYTH - 304,067
370670016013000,FORSYTH - 305,067
370670016013001,FORSYTH - 304,067
370670016013002,FORSYTH - 304,067
370670016013003,FORSYTH - 304,067
370670016013004,FORSYTH - 304,067
370670016013005,FORSYTH - 304,067
370670016013006,FORSYTH - 304,067
370670016013007,FORSYTH - 304,067
370670016013008,FORSYTH - 304,067
370670016013009,FORSYTH - 304,067
370670016013010,FORSYTH - 304,067
370670016013011,FORSYTH - 304,067
370670016013012,FORSYTH - 304,067
370670016013013,FORSYTH - 304,067
370670016013014,FORSYTH - 304,067
370670016013015,FORSYTH - 304,067
370670016013016,FORSYTH - 304,067
370670016021000,FORSYTH - 304,067
370670016021001,FORSYTH - 304,067
370670016021002,FORSYTH - 304,067
370670016021003,FORSYTH - 304,067
370670016021004,FORSYTH - 303,067
370670016021005,FORSYTH - 303,067
370670016021006,FORSYTH - 304,067
370670016021007,FORSYTH - 304,067
370670016021008,FORSYTH - 304,067
370670016021009,FORSYTH - 303,067
370670016021010,FORSYTH - 303,067
370670016021011,FORSYTH - 303,067
370670016021012,FORSYTH - 303,067
370670016021013,FORSYTH - 303,067
370670016021014,FORSYTH - 303,067
370670016021015,FORSYTH - 304,067
370670016021016,FORSYTH - 304,067
370670016021017,FORSYTH - 303,067
370670016021018,FORSYTH - 303,067
370670016021019,FORSYTH - 303,067
370670016021020,FORSYTH - 303,067
370670016021021,FORSYTH - 304,067
370670016021022,FORSYTH - 303,067
370670016021023,FORSYTH - 303,067
370670016021024,FORSYTH - 303,067
370670016021025,FORSYTH - 304,067
370670016022000,FORSYTH - 402,067
370670016022001,FORSYTH - 402,067
370670016022002,FORSYTH - 303,067
370670016022003,FORSYTH - 303,067
370670016022004,FORSYTH - 303,067
370670016022005,FORSYTH - 303,067
370670016022006,FORSYTH - 303,067
370670016022007,FORSYTH - 303,067
370670016022008,FORSYTH - 303,067
370670016022009,FORSYTH - 402,067
370670016022010,FORSYTH - 402,067
370670016022011,FORSYTH - 402,067
370670016022012,FORSYTH - 402,067
370670016022013,FORSYTH - 402,067
370670016022014,FORSYTH - 402,067
370670016022015,FORSYTH - 402,067
370670016022016,FORSYTH - 402,067
370670016022017,FORSYTH - 402,067
370670016022018,FORSYTH - 402,067
370670016022019,FORSYTH - 402,067
370670016022020,FORSYTH - 402,067
370670016022021,FORSYTH - 402,067
370670016022022,FORSYTH - 402,067
370670016022023,FORSYTH - 402,067
370670016022024,FORSYTH - 402,067
370670016022025,FORSYTH - 402,067
370670016022026,FORSYTH - 402,067
370670016022027,FORSYTH - 402,067
370670016022028,FORSYTH - 402,067
370670016022029,FORSYTH - 402,067
370670016022030,FORSYTH - 402,067
370670016022031,FORSYTH - 402,067
370670016022032,FORSYTH - 402,067
370670016022033,FORSYTH - 402,067
370670016022034,FORSYTH - 303,067
370670016022035,FORSYTH - 402,067
370670016022036,FORSYTH - 402,067
370670016022037,FORSYTH - 402,067
370670017001000,FORSYTH - 401,067
370670017001001,FORSYTH - 402,067
370670017001002,FORSYTH - 401,067
370670017001003,FORSYTH - 401,067
370670017001004,FORSYTH - 401,067
370670017001005,FORSYTH - 401,067
370670017001006,FORSYTH - 401,067
370670017001007,FORSYTH - 401,067
370670017001008,FORSYTH - 402,067
370670017001009,FORSYTH - 404,067
370670017001010,FORSYTH - 401,067
370670017001011,FORSYTH - 401,067
370670017001012,FORSYTH - 401,067
370670017002000,FORSYTH - 401,067
370670017002001,FORSYTH - 401,067
370670017002002,FORSYTH - 401,067
370670017002003,FORSYTH - 401,067
370670017002004,FORSYTH - 401,067
370670017002005,FORSYTH - 401,067
