precinct_key,district,prec_area,area_weight
CHATHAM - 78,9,48439809.034651965,2.4982571184025183e-07
CHATHAM - 85,9,92770403.60544555,1.0
CHATHAM - 9,9,90206320.3522969,1.0
CHATHAM - CRD118,9,141662572.7074727,1.0
CHATHAM - ECL109,4,16357312.690317772,1.0
CHATHAM - EPP112,4,90942470.70826249,0.9999878059392847
CHATHAM - EPP112,9,90942470.70826249,1.2194060715297585e-05
CHATHAM - ESC114,9,104533223.84556669,1.0
CHATHAM - GLD118,13,239624722.51531124,1.0392813278299136e-05
CHATHAM - GLD118,4,239624722.51531124,2.368678304085344e-05
CHATHAM - GLD118,9,239624722.51531124,0.9999659204036809
CHATHAM - MON113,13,215327138.97448096,2.2796329626528584e-06
CHATHAM - MON113,4,215327138.97448096,5.858712866476142e-05
CHATHAM - MON113,9,215327138.97448096,0.9999391332383727
CHATHAM - NWM117,4,48057216.8291608,1.0
CHATHAM - WCL108,4,66387749.58976406,0.9999869611861371
CHATHAM - WCL108,9,66387749.58976406,1.303881386293815e-05
CHATHAM - WPP114,4,102770301.79143931,0.9999599359742021
CHATHAM - WPP114,9,102770301.79143931,4.006402579790325e-05
CHEROKEE - ANNW,11,79514987.6858866,1.0
CHEROKEE - ANSW,11,53297014.13009159,1.0
CHEROKEE - BELL,11,24095725.62313844,1.0
CHEROKEE - BRAS,11,36302090.167834744,1.0
CHEROKEE - CSON,11,35946244.21220068,1.0
CHEROKEE - GCRK,11,38498848.01381422,1.0
CHEROKEE - HANG,11,115127940.2906755,1.0
CHEROKEE - HIWA,11,184298265.6089093,1.0
CHEROKEE - HOTH,11,75227199.73237745,1.0
CHEROKEE - MARB,11,73078293.45767336,1.0
CHEROKEE - MURN,11,63368963.990381554,1.0
CHEROKEE - MURS,11,63716882.391886145,1.0
CHEROKEE - PCHT,11,65000638.449970074,1.0
CHEROKEE - RGER,11,57137409.011691526,1.0
CHEROKEE - TOPT,11,37692626.15489595,1.0
CHEROKEE - UNKA,11,206356604.80716938,1.0
CHOWAN - 1,1,62968599.911517076,1.0
CHOWAN - 2,1,96369883.87191257,1.0
CHOWAN - 3,1,83284611.93123323,1.0
CHOWAN - 4,1,84995909.7710117,1.0
CHOWAN - 5,1,97332545.66275176,1.0
CHOWAN - 6,1,180194883.0525719,1.0
CLAY - BRAS,11,38566802.11060353,1.0
CLAY - HAY1,11,39316469.73421945,1.0
CLAY - HAY2,11,35095037.36051342,1.0
CLAY - HAYC,11,7559977.33555874,1.0
CLAY - HIAW,11,43414120.60281745,1.0
CLAY - SHCR,11,178872158.29980367,1.0
CLAY - SWEE,11,45659914.18012536,1.0
CLAY - TUSQ,11,159539817.4311682,1.0
CLAY - WARN,11,23798243.165424902,1.0
CLEVELAND - BETHWR,14,28621884.696232885,1.0
CLEVELAND - BR,14,98145311.82690936,1.0
CLEVELAND - CASAR,14,92862786.26413572,1.0
CLEVELAND - FALSTN,10,45181142.159739345,7.195133892595564e-08
CLEVELAND - FALSTN,14,45181142.159739345,0.999999928048661
CLEVELAND - GROVER,14,55381400.63152253,1.0
CLEVELAND - KINGST,14,21106681.994554415,1.0
CLEVELAND - KM N,14,33173607.830900326,1.0
CLEVELAND - KM S,14,44588164.71442831,1.0
CLEVELAND - LATT,14,71994645.69810896,1.0
CLEVELAND - LAWNDL,14,47776788.52002839,1.0
CLEVELAND - MRB-YO,14,54527565.15148188,1.0
CLEVELAND - MULLS,10,97204906.64310068,9.543084091924045e-08
CLEVELAND - MULLS,14,97204906.64310068,0.9999999045691591
CLEVELAND - OAKGRV,14,50059882.580770284,1.0
CLEVELAND - POLKVL,14,125877680.66386466,1.0
CLEVELAND - RIPPY,14,56497238.81090478,1.0
CLEVELAND - S 4A,14,65223628.144553065,1.0
CLEVELAND - S 5,14,31525803.961393222,1.0
CLEVELAND - S C,14,21316912.770443555,1.0
CLEVELAND - S S,14,36421594.527339764,1.0
CLEVELAND - SHANGI,14,65331135.6229558,1.0
CLEVELAND - WACO,10,69759560.75363201,5.023119622430565e-09
CLEVELAND - WACO,14,69759560.75363201,0.9999999949768804
COLUMBUS - P01A,7,189106399.33257368,1.0
COLUMBUS - P02B,7,286832596.27021354,1.0
COLUMBUS - P06,7,54523590.09190602,1.0
COLUMBUS - P07,7,109132670.520673,1.0
COLUMBUS - P11,7,58485177.05094451,1.0
COLUMBUS - P112,7,197110058.50307068,1.0
COLUMBUS - P14,7,207945935.58012176,1.0
COLUMBUS - P15,7,198209232.94694248,1.0
COLUMBUS - P16B,7,141524992.8155372,1.0
COLUMBUS - P17,7,99336349.10471964,1.0
COLUMBUS - P19,7,7766251.791172469,1.0
COLUMBUS - P20A,7,6188562.700535889,1.0
COLUMBUS - P22A,7,59292152.9982218,1.0
COLUMBUS - P23,7,60987396.05825269,1.0
COLUMBUS - P24,7,98209716.21789317,1.0
COLUMBUS - P25B,7,99409001.8816775,1.0
COLUMBUS - P26B,7,98716687.49653594,1.0
COLUMBUS - P34,7,124301588.21105115,1.0
COLUMBUS - P513,7,116642165.89794831,1.0
COLUMBUS - P82,7,107513527.6033654,1.0
COLUMBUS - P89,7,152200062.18757638,1.0
CRAVEN - 02,1,305704202.9474568,0.9999868475893328
CRAVEN - 02,3,305704202.9474568,1.3152410667276808e-05
CRAVEN - 03,1,9173038.060560532,0.999995865730865
CRAVEN - 03,3,9173038.060560532,4.1342691349821716e-06
CRAVEN - 05,1,7425394.872286935,0.9999480414050926
CRAVEN - 05,3,7425394.872286935,5.195859490743903e-05
CRAVEN - 07,1,189928862.0082735,1.0
CRAVEN - 11,1,84883784.58229665,1.0
CRAVEN - 16,1,42366851.72862905,1.0
CRAVEN - 17,1,137681876.3257638,0.9999741493713419
CRAVEN - 17,3,137681876.3257638,2.585062865815604e-05
CRAVEN - 19,1,196293722.37441072,1.0
CRAVEN - 20,1,46570822.8680948,1.0
CRAVEN - 21,1,36317546.98515272,0.9999689720760343
CRAVEN - 21,3,36317546.98515272,3.102792396567872e-05
CRAVEN - 23,1,31466651.65680521,1.0
CRAVEN - CFB8,1,146554532.2309453,1.0
CRAVEN - CLR4,1,76728634.2694857,0.9999854247437334
CRAVEN - CLR4,3,76728634.2694857,1.4575256266686959e-05
CRAVEN - DFB9,1,100156038.86616981,0.9998758814575585
CRAVEN - DFB9,3,100156038.86616981,0.00012411854244152266
CRAVEN - N1,1,8439711.668599825,1.0
CRAVEN - N2,1,4213095.0453271065,1.0
CRAVEN - N3N5,1,13009928.022784412,1.0
CRAVEN - N4,1,19689339.893119425,1.0
CRAVEN - N6,1,13314910.958319565,1.0
CRAVEN - TE13,1,241996199.51611936,1.0
CRAVEN - VE14,1,290878091.0191938,0.9999508157617293
CRAVEN - VE14,3,290878091.0191938,4.9184238270814485e-05
CUMBERLAND - AH49,7,3758588.1616647947,2.2415758927187195e-05
CUMBERLAND - AH49,9,3758588.1616647947,0.9999775842410727
CUMBERLAND - AL51-1,7,11563517.724398326,1.0
CUMBERLAND - AL51-2,7,29831212.46474547,1.0
CUMBERLAND - AL51-3,7,37034900.28227434,1.0
CUMBERLAND - CC01,7,8086900.316726662,1.0
CUMBERLAND - CC03,9,7844453.895975873,1.0
CUMBERLAND - CC04,7,1502997.2237883934,1.0
CUMBERLAND - CC06,7,2069989.5157953554,0.9997012720979074
CUMBERLAND - CC06,9,2069989.5157953554,0.00029872790209272467
CUMBERLAND - CC07,7,1066798.0890219659,0.9996687023743095
CUMBERLAND - CC07,9,1066798.0890219659,0.0003312976256904658
CUMBERLAND - CC08,7,1938832.9453439806,1.0
CUMBERLAND - CC10,7,1524936.4299959054,1.0
CUMBERLAND - CC12,7,2082859.2945840228,0.9990751940259404
CUMBERLAND - CC12,9,2082859.2945840228,0.0009248059740597329
CUMBERLAND - CC13,7,3892900.9569823956,0.9996774561065234
CUMBERLAND - CC13,9,3892900.9569823956,0.00032254389347668864
CUMBERLAND - CC14,7,6096438.3856517915,0.008613238888963124
CUMBERLAND - CC14,9,6096438.3856517915,0.9913867611110369
CUMBERLAND - CC15,7,4306254.630821368,0.9999671993829233
CUMBERLAND - CC15,9,4306254.630821368,3.280061707670411e-05
CUMBERLAND - CC16,7,3077120.303279719,0.9995377376030173
CUMBERLAND - CC16,9,3077120.303279719,0.0004622623969826307
CUMBERLAND - CC17,7,7989266.034769827,6.487554251772025e-05
CUMBERLAND - CC17,9,7989266.034769827,0.9999351244574823
CUMBERLAND - CC18,7,4034130.1012931447,0.9999999928217471
CUMBERLAND - CC18,9,4034130.1012931447,7.178252816300805e-09
CUMBERLAND - CC21,7,5196844.950646868,5.0948383100806945e-05
CUMBERLAND - CC21,9,5196844.950646868,0.9999490516168992
CUMBERLAND - CC22A,7,12599481.350036232,1.0
CUMBERLAND - CC23-2,7,5828699.729321116,1.0
CUMBERLAND - CC24,7,4768695.083532747,5.668389796598357e-06
CUMBERLAND - CC24,9,4768695.083532747,0.9999943316102033
CUMBERLAND - CC25,9,2320316.5477617523,1.0
CUMBERLAND - CC26,9,3351770.9776664507,1.0
CUMBERLAND - CC27,9,3912601.713935474,1.0
CUMBERLAND - CC29,7,3755574.196989309,0.0002341547177299632
CUMBERLAND - CC29,9,3755574.196989309,0.9997658452822701
CUMBERLAND - CC31,7,3644542.987164892,3.4891958134043582e-09
CUMBERLAND - CC31,9,3644542.987164892,0.9999999965108043
CUMBERLAND - CC32,9,2707596.3115685037,1.0
CUMBERLAND - CC33,9,3476621.3854207704,1.0
CUMBERLAND - CC34,7,2584298.2261165543,0.9993133202662601
CUMBERLAND - CC34,9,2584298.2261165543,0.0006866797337399536
CUMBERLAND - CC519,7,11572880.82326928,1.0
CUMBERLAND - CL57-1,9,6638054.075463504,1.0
CUMBERLAND - CL57-2,9,4227587.306430471,1.0
CUMBERLAND - CU02,7,2616393.629098164,3.049295555371036e-05
CUMBERLAND - CU02,9,2616393.629098164,0.9999695070444462
CUMBERLAND - EO01,7,78510063.12405933,1.0
CUMBERLAND - EO02,7,49452507.29916494,1.0
CUMBERLAND - G10A,7,11944588.882248804,0.9997982963559375
CUMBERLAND - G10A,9,11944588.882248804,0.00020170364406252027
CUMBERLAND - G10B,7,5566886.28651859,1.0
CUMBERLAND - G10C,7,14735363.763124106,0.9998971482026585
CUMBERLAND - G10C,9,14735363.763124106,0.00010285179734145947
CUMBERLAND - G11B,13,187485592.15698424,3.4729657849863226e-05
CUMBERLAND - G11B,7,187485592.15698424,1.1670641383369216e-05
CUMBERLAND - G11B,9,187485592.15698424,0.9999535997007667
CUMBERLAND - G1A,7,24180882.22044947,1.0
CUMBERLAND - G1B,7,58786239.262629576,1.0
CUMBERLAND - G2A,7,7597716.230302832,0.9999830459147374
CUMBERLAND - G2A,9,7597716.230302832,1.6954085262663328e-05
CUMBERLAND - G2C-1,7,4287072.659904093,1.0
CUMBERLAND - G2E-1,7,3401052.9969156957,0.9993031580501838
CUMBERLAND - G2E-1,9,3401052.9969156957,0.0006968419498163167
CUMBERLAND - G2E-2,7,4875423.728227345,0.00029717789703931526
CUMBERLAND - G2E-2,9,4875423.728227345,0.9997028221029607
CUMBERLAND - G3A-1,7,5740562.759245187,1.0
CUMBERLAND - G3A-2C,7,8506355.641300665,1.0
CUMBERLAND - G3B,7,4462529.278420163,1.0
CUMBERLAND - G3C,7,38547648.78605738,1.0
CUMBERLAND - G4A,7,3357541.3778668237,0.0003072690149365365
CUMBERLAND - G4A,9,3357541.3778668237,0.9996927309850635
CUMBERLAND - G4B,7,3479432.6994822132,0.9995003310731609
CUMBERLAND - G4B,9,3479432.6994822132,0.0004996689268391138
CUMBERLAND - G4C,7,3214026.0636698687,1.0
CUMBERLAND - G5A-1,9,4583948.47296588,1.0
CUMBERLAND - G5A-2,9,13787223.283132125,1.0
CUMBERLAND - G5B-1,9,4720421.209082783,1.0
CUMBERLAND - G5B-2,9,4196270.3213384105,1.0
CUMBERLAND - G5C,9,3401539.268275568,1.0
CUMBERLAND - G6A,7,104403808.58992782,1.0
CUMBERLAND - G6B,3,182843865.01313594,5.5516989248666966e-05
CUMBERLAND - G6B,7,182843865.01313594,0.9999444830107513
CUMBERLAND - G6C,7,124041201.00558798,1.0
CUMBERLAND - G7A,13,90828706.03893869,6.310798805244346e-05
CUMBERLAND - G7A,7,90828706.03893869,0.9999368920119476
CUMBERLAND - G7B,7,77262761.69405465,1.0
CUMBERLAND - G8A,7,5140532.068435055,0.9994128187017289
CUMBERLAND - G8A,9,5140532.068435055,0.0005871812982710321
CUMBERLAND - G8B,7,6434065.746808652,0.9998884270278825
CUMBERLAND - G8B,9,6434065.746808652,0.00011157297211749721
CUMBERLAND - G8C,7,5198011.490444143,0.9997647521281608
CUMBERLAND - G8C,9,5198011.490444143,0.00023524787183906126
CUMBERLAND - G8D,7,6076351.388646225,1.0
CUMBERLAND - G9A-3,7,7808720.529765796,1.0
CUMBERLAND - G9B-1,7,27922087.014017057,0.9999890869188182
CUMBERLAND - G9B-1,9,27922087.014017057,1.0913081181814174e-05
CUMBERLAND - G9B-2,7,31015283.626990683,1.0
CUMBERLAND - LI65,13,125249097.08078207,0.00010895923013778402
CUMBERLAND - LI65,7,125249097.08078207,0.9998910407698622
CUMBERLAND - LO66A,13,47797177.00417193,9.220722254355777e-05
CUMBERLAND - LO66A,7,47797177.00417193,0.9998726797558842
CUMBERLAND - LO66A,9,47797177.00417193,3.511302157224886e-05
CUMBERLAND - LR63,9,6832093.865856504,1.0
CUMBERLAND - MB62,9,9242446.14407876,1.0
CUMBERLAND - MR02,9,5658521.765714673,1.0
CUMBERLAND - SH77,7,48339004.81481379,1.0
CUMBERLAND - SL78-3,13,27631642.268896524,0.00019750571293229472
CUMBERLAND - SL78-3,9,27631642.268896524,0.9998024942870677
CURRITUCK - CB,1,154297499.24596855,1.0
CURRITUCK - CH,1,101438743.0105901,1.0
CURRITUCK - CO,1,89231697.77863328,1.0
CURRITUCK - EM,1,43460751.491928786,1.0
CURRITUCK - GW,1,42980394.513551146,1.0
CURRITUCK - IR,1,93209140.41293755,1.0
CURRITUCK - KI,1,91324866.32817896,1.0
CURRITUCK - PB,1,235606829.68446314,1.0
CURRITUCK - PP,1,167284010.5567873,1.0
CURRITUCK - WH,1,239232144.25373513,1.0
CURRITUCK - WM,1,105374998.64778654,1.0
DARE - AVON,1,943469293.218456,1.0
DARE - BUX,1,147719027.52728537,1.0
DARE - CHCA,1,874217798.0209595,1.0
DARE - COL,1,54331167.62409253,1.0
DARE - DUCK,1,92253170.45186555,1.0
DARE - EL,1,500948651.31066865,1.0
DARE - FRCO,1,29502114.56609329,1.0
DARE - HAT,1,118501789.59410076,1.0
DARE - KDH,1,57064703.712392576,1.0
DARE - KTHK,1,74366845.61982712,1.0
DARE - MATO,1,119333555.97502293,1.0
DARE - MH,1,296970918.0312271,1.0
DARE - NGHD,1,218827262.07425478,1.0
DARE - SOSH,1,61712395.15886257,1.0
DARE - STPT,1,309072260.8407193,1.0
DARE - WAN,1,94784091.37061368,1.0
DAVIDSON - 04,6,30280383.89317321,1.0
DAVIDSON - 06,6,91599201.98749451,1.0
DAVIDSON - 08,6,9093967.188706966,1.0
DAVIDSON - 10,6,55232155.40713964,1.0
DAVIDSON - 12,6,4243899.37026993,1.0
DAVIDSON - 14,6,82436328.69890979,1.0
DAVIDSON - 16,6,23607553.13972871,1.0
DAVIDSON - 18,6,98303463.11513059,1.0
DAVIDSON - 20,6,55342653.62553617,1.0
DAVIDSON - 22,6,17497741.18238047,1.0
DAVIDSON - 24,6,11373847.561802166,1.0
DAVIDSON - 26,6,10785974.6610732,1.0
DAVIDSON - 28,6,23979120.989430513,1.0
DAVIDSON - 30,6,8619508.409070779,1.0
DAVIDSON - 32,6,4806192.237221805,1.0
DAVIDSON - 34,6,4199864.5118698785,1.0
DAVIDSON - 36,6,3076914.9765486196,1.0
DAVIDSON - 38,6,3748813.3143238192,1.0
DAVIDSON - 40,6,13197550.313482517,1.0
DAVIDSON - 42,6,42897712.42926579,1.0
DAVIDSON - 44,6,49443920.97338959,1.0
DAVIDSON - 46,6,26024294.36186057,1.0
DAVIDSON - 48,6,44608987.43285248,1.0
DAVIDSON - 50,6,54536350.67495893,1.0
DAVIDSON - 52,6,83727331.18554907,1.0
DAVIDSON - 54,6,48793296.16219705,1.0
DAVIDSON - 56,6,127555754.04511718,1.0
DAVIDSON - 58,6,46643549.126053125,1.0
DAVIDSON - 60,6,11131006.426180853,1.0
DAVIDSON - 62,6,2904017.0889251065,1.0
DAVIDSON - 64,6,3733570.941870249,1.0
DAVIDSON - 66,6,4513114.393540313,1.0
DAVIDSON - 68,6,6014372.906577595,1.0
DAVIDSON - 70,6,40759792.53046337,1.0
DAVIDSON - 72,6,37929903.13611491,1.0
DAVIDSON - 74,6,35167733.321935065,1.0
DAVIDSON - 76,6,19956189.37368172,1.0
DAVIDSON - 78,6,59818675.95486325,1.0
DAVIDSON - 80A,6,49513317.19545338,1.0
DAVIDSON - 82,6,43956950.811702,1.0
DAVIDSON - 84,6,44113520.54543211,1.0
DAVIDSON - 86A,6,16842132.795830954,1.0
DAVIDSON - 88,6,18323457.36313638,1.0
DAVIE - 01,10,56562278.7715615,3.622826144749508e-05
DAVIE - 01,6,56562278.7715615,0.9999637717385524
DAVIE - 02,10,57628718.649307586,3.556794555733681e-05
DAVIE - 02,6,57628718.649307586,0.9999644320544427
DAVIE - 03,10,101250606.014828,0.00010300134745981382
DAVIE - 03,6,101250606.014828,0.9998969986525402
DAVIE - 04,6,25187617.671706546,1.0
DAVIE - 05,10,88645858.97952458,0.00011028675539481997
DAVIE - 05,6,88645858.97952458,0.9998897132446051
DAVIE - 06,6,72580204.5258432,1.0
DAVIE - 07,6,59046449.491595365,1.0
DAVIE - 08,6,9495929.991684062,1.0
DAVIE - 09,6,34478393.26540532,1.0
DAVIE - 10,6,37500057.23628475,1.0
DAVIE - 11,6,38195245.21103962,1.0
DAVIE - 12,6,36168676.9279069,1.0
DAVIE - 13,6,10269738.37979239,1.0
DAVIE - 14,6,63479514.21883591,1.0
DUPLIN - ALBE,3,100055915.96692272,1.0
DUPLIN - BEUL,3,123814147.14744483,1.0
DUPLIN - CALY,3,62469156.10983286,1.0
DUPLIN - CFRK,3,53585166.09335086,1.0
DUPLIN - CHAR,3,99459556.66605589,1.0
DUPLIN - CHIN,3,57150836.71272877,1.0
DUPLIN - CYCK,3,191458711.37605637,0.9999999974313352
DUPLIN - CYCK,7,191458711.37605637,2.568664920571056e-09
DUPLIN - FAIS,3,142022295.46693638,1.0
DUPLIN - GLIS,3,78164003.82823092,1.0
DUPLIN - HALL,3,94775189.71136443,1.0
DUPLIN - KENA,3,287466368.13641423,1.0
DUPLIN - LOCK,3,28588861.98533322,1.0
DUPLIN - MAGN,3,141309023.95447794,1.0
DUPLIN - ROCK,3,127641027.82216388,0.9999999866144802
DUPLIN - ROCK,7,127641027.82216388,1.33855197803496e-08
DUPLIN - ROSE,3,68835335.19971362,1.0
DUPLIN - SMCA,3,96809578.25792432,1.0
DUPLIN - WALL,3,88310308.6927584,0.9999999559437639
DUPLIN - WALL,7,88310308.6927584,4.40562360951034e-08
DUPLIN - WARS,3,139673172.2707869,1.0
DUPLIN - WOLF,3,142765079.3740598,1.0
DURHAM - 01,4,1378782.982440369,1.0
DURHAM - 02,4,1757071.1629394358,1.0
DURHAM - 03,4,1490640.3665687246,1.0
DURHAM - 04,4,2993640.6422194666,1.0
DURHAM - 05,4,6028009.657551086,1.0
DURHAM - 06,4,5310592.245658767,1.0
DURHAM - 07,4,1728012.617003366,1.0
DURHAM - 08,4,1976053.8633685706,1.0
DURHAM - 09,4,3367072.6866833633,1.0
DURHAM - 10,4,1567437.5238878452,1.0
DURHAM - 12,4,811928.9112265512,1.0
DURHAM - 13,4,1540932.661593209,1.0
DURHAM - 14,4,3826121.002736971,1.0
DURHAM - 15,4,1376563.6422757974,1.0
DURHAM - 16,4,2490674.416077838,1.0
DURHAM - 17,4,2508057.405095041,1.0
DURHAM - 18,4,4135531.5626377426,1.0
DURHAM - 19,4,8799672.946491607,1.0
DURHAM - 20,4,1662123.4922424399,1.0
DURHAM - 21,4,2705650.2126642144,1.0
DURHAM - 22,4,7874187.427452995,1.0
DURHAM - 23,4,12733744.829437165,1.0
DURHAM - 24,4,7061917.412263765,1.0
DURHAM - 25,4,32638929.06904657,1.0
DURHAM - 26,13,53951703.652910955,2.037462538997216e-09
DURHAM - 26,4,53951703.652910955,0.9999999979625375
DURHAM - 27,4,6021292.662706216,1.0
DURHAM - 28,13,127497795.11652115,1.0193148653686888e-07
DURHAM - 28,4,127497795.11652115,0.9999998980685134
DURHAM - 29,13,62816276.17923441,7.025750989085855e-08
DURHAM - 29,4,62816276.17923441,0.9999999297424901
DURHAM - 30-2,4,18833982.421070226,1.0
DURHAM - 30-3,4,10582450.81250275,1.0
DURHAM - 30-4,4,10723814.663430609,1.0
DURHAM - 31,2,15104607.492214477,2.4431893232473664e-08
DURHAM - 31,4,15104607.492214477,0.9999999755681068
DURHAM - 32,13,77537943.10794649,4.9205200535761005e-08
DURHAM - 32,2,77537943.10794649,1.075823124405418e-07
DURHAM - 32,4,77537943.10794649,0.999999843212487
DURHAM - 33-1,2,22762442.613906004,2.344998183624231e-06
DURHAM - 33-1,4,22762442.613906004,0.9999976550018165
DURHAM - 33-2,2,28668936.716698017,8.7652016253687e-10
DURHAM - 33-2,4,28668936.716698017,0.9999999991234798
DURHAM - 34-1,4,4492168.761223557,1.0
DURHAM - 34-2,4,6030650.063942883,1.0
DURHAM - 35-4,4,9668514.18373159,1.0
DURHAM - 35-5,4,9475046.010244777,1.0
DURHAM - 36,4,3484689.778171881,1.0
DURHAM - 37,4,15296745.830773924,1.0
DURHAM - 38,4,14636068.596885625,1.0
DURHAM - 40,4,2080535.185197489,1.0
DURHAM - 41,4,2264370.5368117616,1.0
DURHAM - 42,4,2275258.879936609,1.0
DURHAM - 43,4,20363588.599460118,1.0
DURHAM - 44,4,28496066.33607015,1.0
DURHAM - 45,4,20545698.631933503,1.0
DURHAM - 46,4,5115084.841646235,1.0
DURHAM - 47,4,5081572.8851102935,1.0
DURHAM - 48,4,3141395.7047762787,1.0
DURHAM - 50,4,8430345.794775827,1.0
DURHAM - 51,4,4349607.733964612,1.0
DURHAM - 52,4,6559659.537494756,1.0
DURHAM - 53-1,4,6300153.2841507485,1.0
DURHAM - 53-2,4,26337361.59541683,1.0
DURHAM - 54,4,6462077.677937801,1.0
DURHAM - 55-11,4,1607249.0066961455,1.0
DURHAM - 55-49,4,586066.5859649684,1.0
DURHAM - 56,4,9258264.078900363,1.0
EDGECOMBE - 0101,1,26598410.438749693,1.0
EDGECOMBE - 0102,1,31191859.731312763,1.0
EDGECOMBE - 0103,1,20794326.685642272,1.0
EDGECOMBE - 0104,1,17660521.220043696,1.0
EDGECOMBE - 0201,1,106855717.09678064,1.0
EDGECOMBE - 0301,1,149168673.15371495,1.0
EDGECOMBE - 0401,1,87010422.18304963,1.0
EDGECOMBE - 0501,1,91524659.56978585,1.0
EDGECOMBE - 0601,1,142327128.37167013,1.0
EDGECOMBE - 0701,1,138350992.29087994,1.0
EDGECOMBE - 0801,1,100718983.06227855,1.0
EDGECOMBE - 0901,1,66983574.92808698,1.0
EDGECOMBE - 1001,1,61575649.06846598,1.0
EDGECOMBE - 1101,1,65072148.753744625,1.0
EDGECOMBE - 1201,1,4661323.112288777,1.0
EDGECOMBE - 1202,1,3624627.785939717,1.0
EDGECOMBE - 1203,1,84534113.03092816,1.0
EDGECOMBE - 1204,1,4502748.68872921,1.0
EDGECOMBE - 1205,1,3557514.8657501345,1.0
EDGECOMBE - 1301,1,74299785.76228873,0.9999973629253857
EDGECOMBE - 1301,3,74299785.76228873,2.637074614282387e-06
EDGECOMBE - 1401,1,31767481.205205612,1.0
FORSYTH - 012,6,31825160.345883932,1.0
FORSYTH - 013,10,12128883.281452807,0.00010484541545984134
FORSYTH - 013,6,12128883.281452807,0.9998951545845403
FORSYTH - 014,6,12935756.23373318,1.0
FORSYTH - 015,6,17906247.50060771,1.0
FORSYTH - 016,6,3932535.744746916,1.0
FORSYTH - 017,6,7459511.267901039,1.0
FORSYTH - 021,10,78861897.31658252,4.408776453343231e-05
FORSYTH - 021,5,78861897.31658252,9.883254267533054e-05
FORSYTH - 021,6,78861897.31658252,0.9998570796927911
FORSYTH - 031,10,23003765.882693995,0.9997873022227911
FORSYTH - 031,5,23003765.882693995,0.00021269777720892062
FORSYTH - 032,10,22083625.025664933,0.9999562173660937
FORSYTH - 032,5,22083625.025664933,4.378263390622104e-05
FORSYTH - 033,10,14661815.11515715,1.0
FORSYTH - 034,10,14501668.075501524,0.9999212893983042
FORSYTH - 034,5,14501668.075501524,7.871060169583293e-05
FORSYTH - 042,10,19892384.398644533,0.0002755717316742712
FORSYTH - 042,6,19892384.398644533,0.9997244282683257
FORSYTH - 043,10,23592153.63446244,0.00012127144987184377
FORSYTH - 043,6,23592153.63446244,0.9998787285501282
FORSYTH - 051,10,9580871.638945762,0.00014030814364108702
FORSYTH - 051,6,9580871.638945762,0.9998596918563588
FORSYTH - 052,6,4511651.61415574,1.0
FORSYTH - 053,10,12585706.33885918,4.1965406325869485e-05
FORSYTH - 053,6,12585706.33885918,0.9999580345936742
FORSYTH - 054,6,9474602.998867104,1.0
FORSYTH - 055,10,12024220.24362707,0.0004541374863088756
FORSYTH - 055,6,12024220.24362707,0.9995458625136912
FORSYTH - 061,6,7877783.805905902,1.0
FORSYTH - 062,6,6500737.173014173,1.0
FORSYTH - 063,10,21837257.165748473,0.00011392283469517706
FORSYTH - 063,6,21837257.165748473,0.9998860771653049
FORSYTH - 064,6,2883955.654545614,1.0
FORSYTH - 065,6,9083501.292780962,1.0
FORSYTH - 066,5,14024005.03160758,1.7892476499183146e-08
FORSYTH - 066,6,14024005.03160758,0.9999999821075235
FORSYTH - 067,6,4376833.875752834,1.0
FORSYTH - 068,10,9676770.751562534,0.00014589019842314445
FORSYTH - 068,6,9676770.751562534,0.9998541098015769
FORSYTH - 071,10,7752065.001779325,1.0
FORSYTH - 073,10,46654152.15002794,0.9999970223190877
FORSYTH - 073,6,46654152.15002794,2.977680912214334e-06
FORSYTH - 074,10,8010522.742631982,1.0
FORSYTH - 075,10,10806795.577878036,1.0
FORSYTH - 076,10,11548869.925025528,0.9999996853116839
FORSYTH - 076,6,11548869.925025528,3.1468831606337035e-07
FORSYTH - 077,10,5303882.681042706,0.999991297704684
FORSYTH - 077,6,5303882.681042706,8.702295315974781e-06
FORSYTH - 081,10,17491841.53313182,1.0
FORSYTH - 083,10,10927093.303884573,1.0
FORSYTH - 084,10,10874444.21944982,1.0
FORSYTH - 085,10,11311931.834231094,0.9999961441933995
FORSYTH - 085,6,11311931.834231094,3.8558066003947426e-06
FORSYTH - 091,10,47320978.406971164,0.9999165583606061
FORSYTH - 091,5,47320978.406971164,8.344163939387704e-05
FORSYTH - 092,10,30272395.578813262,0.9998471599843269
FORSYTH - 092,5,30272395.578813262,0.00015284001567307922
FORSYTH - 101,10,9454820.241864089,1.0
FORSYTH - 111,10,47394522.39713494,0.9999084958734331
FORSYTH - 111,5,47394522.39713494,9.150412656686473e-05
FORSYTH - 112,10,38073411.991127804,0.9218521909393077
FORSYTH - 112,5,38073411.991127804,6.41141594952352e-05
FORSYTH - 112,6,38073411.991127804,0.07808369490119704
FORSYTH - 121,10,17287658.807296414,0.0002419267091557978
FORSYTH - 121,6,17287658.807296414,0.9997580732908441
FORSYTH - 123,10,6864344.131947808,1.0
FORSYTH - 124,10,6525677.700162895,0.00042214439760008724
FORSYTH - 124,6,6525677.700162895,0.9995778556023999
FORSYTH - 131,10,15350402.0611381,1.0
FORSYTH - 132,10,25047372.41134257,1.0
FORSYTH - 134,10,27167952.0871181,1.0
