sbe_precinct_id,onemap_precinct_id,vap_weight,block_count,src_vap_total,share
CARTERET - BFT2,CARTERET - BFT2,3771,133,3771,1.0
CARTERET - BFT2,CARTERET - WIHA,0,1,3771,0.0
CARTERET - BOGU,CARTERET - BOGE,2674,112,3012,0.8877822045152722
CARTERET - BOGU,CARTERET - CAPE,338,10,3012,0.11221779548472775
CARTERET - CCCP,CARTERET - CAPE,3120,167,3132,0.9961685823754789
CARTERET - CCCP,CARTERET - BOGE,12,8,3132,0.0038314176245210726
CARTERET - DASW,CARTERET - DASW,657,205,657,1.0
CARTERET - EMIS,CARTERET - ISLE,3382,219,3382,1.0
CARTERET - HAIS,CARTERET - HAIS,1003,79,1003,1.0
CARTERET - ISPK,CARTERET - IBPK,1586,84,1591,0.9968573224387178
CARTERET - ISPK,CARTERET - ISLE,5,5,1591,0.0031426775612822125
CARTERET - MASM,CARTERET - MASM,645,69,645,1.0
CARTERET - MCRK,CARTERET - MCRK,520,18,520,1.0
CARTERET - MERR,CARTERET - MERR,524,77,524,1.0
CARTERET - MHD1,CARTERET - MHD1,2603,177,2603,1.0
CARTERET - MHD2,CARTERET - MHD2,3447,147,3447,1.0
CARTERET - MHD3,CARTERET - MHD3,3453,109,3453,1.0
CARTERET - MHD4,CARTERET - MHD4,2784,69,2784,1.0
CARTERET - NPT1,CARTERET - NPT1,4279,139,4279,1.0
CARTERET - NPT2,CARTERET - NPT2,3337,77,3337,1.0
CARTERET - NRIV,CARTERET - NRIV,695,36,695,1.0
CARTERET - OTBEG,CARTERET - OTBEG,2183,65,2183,1.0
CARTERET - PELE,CARTERET - PELE,1483,64,1483,1.0
CARTERET - PELE,CARTERET - STEL,0,1,1483,0.0
CARTERET - STEL,CARTERET - STEL,1686,52,1686,1.0
CARTERET - WIHA,CARTERET - WIHA,1954,85,1954,1.0
CARTERET - WIHA,CARTERET - MCRK,0,1,1954,0.0
CARTERET - WILD,CARTERET - WILD,4192,193,4192,1.0
CASWELL - ANDE,CASWELL - ANDE,1003,44,1003,1.0
CASWELL - LEAS,CASWELL - LEAS,685,28,685,1.0
CASWELL - LOCU,CASWELL - LOCU,2251,39,2251,1.0
CASWELL - MILT,CASWELL - MILT,2189,115,2189,1.0
CASWELL - PELH,CASWELL - PELH,3344,97,3344,1.0
CASWELL - PH,CASWELL - PH,2050,85,2050,1.0
CASWELL - PROVI,CASWELL - PROVI,843,22,843,1.0
CASWELL - STON,CASWELL - STON,2548,63,2548,1.0
CASWELL - YANC,CASWELL - YANC,3683,127,3683,1.0
CATAWBA - 01,CATAWBA - 01,3775,95,3775,1.0
CATAWBA - 02,CATAWBA - 02,2570,100,2570,1.0
CATAWBA - 03,CATAWBA - 03,2751,120,2751,1.0
CATAWBA - 04,CATAWBA - 04,1057,100,1117,0.946284691136974
CATAWBA - 04,CATAWBA - 19,49,1,1117,0.043867502238137866
CATAWBA - 04,CATAWBA - 24,11,2,1117,0.009847806624888093
CATAWBA - 04,CATAWBA - 23,0,1,1117,0.0
CATAWBA - 05,CATAWBA - 05,3849,170,3849,1.0
CATAWBA - 06,CATAWBA - 06,2658,186,2658,1.0
CATAWBA - 07,CATAWBA - 07,3752,202,3754,0.9994672349493873
CATAWBA - 07,CATAWBA - 28,2,1,3754,0.0005327650506126798
CATAWBA - 07,CATAWBA - 33,0,1,3754,0.0
CATAWBA - 08,CATAWBA - 08,2850,167,2850,1.0
CATAWBA - 09,CATAWBA - 09,2819,88,2819,1.0
CATAWBA - 10,CATAWBA - 10,825,51,825,1.0
CATAWBA - 11,CATAWBA - 11,1819,57,1819,1.0
CATAWBA - 12,CATAWBA - 12,1980,84,1980,1.0
CATAWBA - 13,CATAWBA - 13,2311,133,2311,1.0
CATAWBA - 14,CATAWBA - 14,1781,91,1781,1.0
CATAWBA - 15,CATAWBA - 15,822,37,822,1.0
CATAWBA - 16,CATAWBA - 16,3719,90,3719,1.0
CATAWBA - 17,CATAWBA - 17,2609,132,2609,1.0
CATAWBA - 19,CATAWBA - 19,1450,119,1450,1.0
CATAWBA - 19,CATAWBA - 24,0,1,1450,0.0
CATAWBA - 20,CATAWBA - 20,3906,229,3906,1.0
CATAWBA - 21,CATAWBA - 21,2047,89,2047,1.0
CATAWBA - 22,CATAWBA - 22,4397,158,4397,1.0
CATAWBA - 23,CATAWBA - 23,4358,93,4358,1.0
CATAWBA - 24,CATAWBA - 24,4388,115,4388,1.0
CATAWBA - 25,CATAWBA - 25,2981,110,2981,1.0
CATAWBA - 25,CATAWBA - 07,0,1,2981,0.0
CATAWBA - 26,CATAWBA - 26,1946,58,1946,1.0
CATAWBA - 27,CATAWBA - 27,4655,110,4655,1.0
CATAWBA - 27,CATAWBA - 06,0,4,4655,0.0
CATAWBA - 28,CATAWBA - 28,4398,123,4398,1.0
CATAWBA - 29,CATAWBA - 29,5129,147,5129,1.0
CATAWBA - 30,CATAWBA - 30,5090,103,5090,1.0
CATAWBA - 31,CATAWBA - 31,5000,197,5000,1.0
CATAWBA - 32,CATAWBA - 32,3775,153,3775,1.0
CATAWBA - 32,CATAWBA - 34,0,2,3775,0.0
CATAWBA - 33,CATAWBA - 33,5510,121,5510,1.0
CATAWBA - 34,CATAWBA - 34,4781,207,4781,1.0
CATAWBA - 34,CATAWBA - 23,0,1,4781,0.0
CATAWBA - 35,CATAWBA - 35,4010,271,4010,1.0
CATAWBA - 35,CATAWBA - 04,0,1,4010,0.0
CATAWBA - 35,CATAWBA - 23,0,1,4010,0.0
CATAWBA - 36,CATAWBA - 36,2448,64,2448,1.0
CATAWBA - 37,CATAWBA - 37,3312,64,3312,1.0
CATAWBA - 38,CATAWBA - 38,3026,46,3026,1.0
CATAWBA - 39,CATAWBA - 39,2334,47,2334,1.0
CATAWBA - 40,CATAWBA - 40,1833,65,1833,1.0
CATAWBA - 41,CATAWBA - 41,3783,157,3783,1.0
CHATHAM - 15,CHATHAM - 15,2305,71,2305,1.0
CHATHAM - 21,CHATHAM - 21,1568,64,1568,1.0
CHATHAM - 3,CHATHAM - 3,2038,170,2038,1.0
CHATHAM - 30,CHATHAM - 30,1913,140,1913,1.0
CHATHAM - 42,CHATHAM - 42,2062,109,2062,1.0
CHATHAM - 75,CHATHAM - 75,4547,124,4547,1.0
CHATHAM - 78,CHATHAM - 78,5164,105,5164,1.0
CHATHAM - 78,CHATHAM - 15,0,1,5164,0.0
CHATHAM - 78,CHATHAM - ECL109,0,1,5164,0.0
CHATHAM - 85,CHATHAM - 85,3882,162,3882,1.0
CHATHAM - 9,CHATHAM - 9,1654,130,1654,1.0
CHATHAM - CRD118,CHATHAM - CRD118,1703,132,1703,1.0
CHATHAM - ESC114,CHATHAM - ESC114,5785,325,5785,1.0
CHATHAM - GLD118,CHATHAM - GLD118,3312,274,3312,1.0
CHATHAM - MCH110,CHATHAM - ECL109,4847,152,8391,0.5776427124299846
CHATHAM - MCH110,CHATHAM - WCL108,3544,92,8391,0.4223572875700155
CHATHAM - MON119,CHATHAM - MON113,2350,190,2350,1.0
CHATHAM - NWM117,CHATHAM - NWM117,6420,101,6420,1.0
CHATHAM - NWM117,CHATHAM - ECL109,0,1,6420,0.0
CHATHAM - PIT113,CHATHAM - WPP114,4662,149,7694,0.6059266961268521
CHATHAM - PIT113,CHATHAM - EPP112,3032,151,7694,0.39407330387314793
CHEROKEE - ANNW,CHEROKEE - ANNW,1824,146,1824,1.0
CHEROKEE - ANSW,CHEROKEE - ANSW,1687,80,1687,1.0
CHEROKEE - BELL,CHEROKEE - BELL,1403,46,1403,1.0
CHEROKEE - BRAS,CHEROKEE - BRAS,829,38,829,1.0
CHEROKEE - CSON,CHEROKEE - CSON,1052,55,1052,1.0
CHEROKEE - GCRK,CHEROKEE - GCRK,500,51,500,1.0
CHEROKEE - GCRK,CHEROKEE - MURN,0,2,500,0.0
CHEROKEE - GCRK,CHEROKEE - UNKA,0,1,500,0.0
CHEROKEE - HANG,CHEROKEE - HANG,723,62,723,1.0
CHEROKEE - HIWA,CHEROKEE - HIWA,2185,153,2185,1.0
CHEROKEE - HOTH,CHEROKEE - HOTH,1540,103,1540,1.0
CHEROKEE - MARB,CHEROKEE - MARB,1585,147,1589,0.9974826935179358
CHEROKEE - MARB,CHEROKEE - ANNW,4,1,1589,0.0025173064820641915
CHEROKEE - MURN,CHEROKEE - MURN,2343,142,2343,1.0
CHEROKEE - MURN,CHEROKEE - MURS,0,1,2343,0.0
CHEROKEE - MURS,CHEROKEE - MURS,2825,218,2825,1.0
CHEROKEE - PCHT,CHEROKEE - PCHT,2606,116,2606,1.0
CHEROKEE - RGER,CHEROKEE - RGER,1866,77,1866,1.0
CHEROKEE - TOPT,CHEROKEE - TOPT,483,41,483,1.0
CHEROKEE - UNKA,CHEROKEE - UNKA,596,75,596,1.0
CHOWAN - 1,CHOWAN - 1,2301,118,2301,1.0
CHOWAN - 2,CHOWAN - 2,3399,118,3399,1.0
CHOWAN - 3,CHOWAN - 3,1826,91,1826,1.0
CHOWAN - 4,CHOWAN - 4,895,25,895,1.0
CHOWAN - 5,CHOWAN - 5,1072,35,1072,1.0
CHOWAN - 6,CHOWAN - 6,1621,77,1621,1.0
CLAY - BRAS,CLAY - BRAS,846,49,846,1.0
CLAY - HAY1,CLAY - HAY1,1264,52,1264,1.0
CLAY - HAY2,CLAY - HAY2,1484,94,1484,1.0
CLAY - HAY2,CLAY - HAY1,0,1,1484,0.0
CLAY - HAYC,CLAY - HAYC,476,39,476,1.0
CLAY - HIAW,CLAY - HIAW,1571,76,1571,1.0
CLAY - SHCR,CLAY - SHCR,1295,91,1295,1.0
CLAY - SWEE,CLAY - SWEE,812,47,812,1.0
CLAY - TUSQ,CLAY - TUSQ,659,52,659,1.0
CLAY - WARN,CLAY - WARN,827,40,827,1.0
CLEVELAND - BETHWR,CLEVELAND - BETHWR,2040,49,2040,1.0
CLEVELAND - BR,CLEVELAND - BR,6141,197,6141,1.0
CLEVELAND - CASAR,CLEVELAND - CASAR,1467,92,1467,1.0
CLEVELAND - FALSTN,CLEVELAND - FALSTN,1770,68,1770,1.0
CLEVELAND - GROVER,CLEVELAND - GROVER,3839,119,3839,1.0
CLEVELAND - KINGST,CLEVELAND - KINGST,906,23,906,1.0
CLEVELAND - KM N,CLEVELAND - KM N,5659,199,5659,1.0
CLEVELAND - KM S,CLEVELAND - KM S,5086,190,5086,1.0
CLEVELAND - LATT,CLEVELAND - LATT,3367,212,3367,1.0
CLEVELAND - LAWNDL,CLEVELAND - LAWNDL,1959,120,1959,1.0
CLEVELAND - MRB-YO,CLEVELAND - MRB-YO,1763,123,1763,1.0
CLEVELAND - MULLS,CLEVELAND - MULLS,2372,136,2372,1.0
CLEVELAND - OAKGRV,CLEVELAND - OAKGRV,4059,67,4059,1.0
CLEVELAND - OAKGRV,CLEVELAND - KM N,0,1,4059,0.0
CLEVELAND - POLKVL,CLEVELAND - POLKVL,2679,146,2679,1.0
CLEVELAND - RIPPY,CLEVELAND - RIPPY,4419,131,4419,1.0
CLEVELAND - S 4A,CLEVELAND - S N,5213,186,5213,1.0
CLEVELAND - S 5,CLEVELAND - S E,2769,74,2769,1.0
CLEVELAND - S 5,CLEVELAND - S S,0,1,2769,0.0
CLEVELAND - S C,CLEVELAND - S C,8358,376,8358,1.0
CLEVELAND - S S,CLEVELAND - S S,7102,243,7145,0.9939818054583625
CLEVELAND - S S,CLEVELAND - SHANGI,43,1,7145,0.006018194541637508
CLEVELAND - SHANGI,CLEVELAND - SHANGI,2945,87,2945,1.0
CLEVELAND - WACO,CLEVELAND - WACO,4052,122,4052,1.0
COLUMBUS - P01A,COLUMBUS - P117,1730,130,1730,1.0
COLUMBUS - P01A,COLUMBUS - P121,0,1,1730,0.0
COLUMBUS - P01A,COLUMBUS - P16B,0,2,1730,0.0
COLUMBUS - P02B,COLUMBUS - P02B,1012,179,1012,1.0
COLUMBUS - P06,COLUMBUS - P06,866,67,866,1.0
COLUMBUS - P07,COLUMBUS - P07,3207,222,3207,1.0
COLUMBUS - P11,COLUMBUS - P121,1590,45,1590,1.0
COLUMBUS - P112,COLUMBUS - P121,1061,60,1061,1.0
COLUMBUS - P14,COLUMBUS - P14,3473,277,3473,1.0
COLUMBUS - P15,COLUMBUS - P15,2309,117,2309,1.0
COLUMBUS - P16B,COLUMBUS - P16B,1747,131,1747,1.0
COLUMBUS - P16B,COLUMBUS - P117,0,1,1747,0.0
COLUMBUS - P17,COLUMBUS - P117,1258,61,1258,1.0
COLUMBUS - P19,COLUMBUS - P19,2716,115,2716,1.0
COLUMBUS - P20A,COLUMBUS - P223,1023,99,1023,1.0
COLUMBUS - P22A,COLUMBUS - P22A,2265,98,2265,1.0
COLUMBUS - P23,COLUMBUS - P223,2075,97,2075,1.0
COLUMBUS - P24,COLUMBUS - P245,2117,93,2117,1.0
COLUMBUS - P25B,COLUMBUS - P245,1396,46,1396,1.0
COLUMBUS - P26B,COLUMBUS - P26B,4929,191,4929,1.0
COLUMBUS - P34,COLUMBUS - P534,1067,61,1067,1.0
COLUMBUS - P513,COLUMBUS - P534,1185,52,1185,1.0
COLUMBUS - P82,COLUMBUS - P82,1738,73,1738,1.0
COLUMBUS - P89,COLUMBUS - P89,1534,180,1534,1.0
CRAVEN - 02,CRAVEN - 02,14012,494,14012,1.0
CRAVEN - 03,CRAVEN - 03,3308,68,3308,1.0
CRAVEN - 05,CRAVEN - 05,2548,43,2548,1.0
CRAVEN - 05,CRAVEN - CLR4,0,1,2548,0.0
CRAVEN - 07,CRAVEN - 07,2509,94,2509,1.0
CRAVEN - 11,CRAVEN - 11,3340,194,3340,1.0
CRAVEN - 16,CRAVEN - 16,4503,84,4503,1.0
CRAVEN - 17,CRAVEN - 17,2660,81,2660,1.0
CRAVEN - 19,CRAVEN - 19,3144,129,3144,1.0
CRAVEN - 20,CRAVEN - 20,3086,41,3086,1.0
CRAVEN - 21,CRAVEN - 21,2929,71,2929,1.0
CRAVEN - 23,CRAVEN - 23,5605,165,5605,1.0
CRAVEN - CFB8,CRAVEN - CFB8,1532,84,1532,1.0
CRAVEN - CLR4,CRAVEN - CLR4,2357,118,2357,1.0
CRAVEN - CLR4,CRAVEN - N4,0,2,2357,0.0
CRAVEN - DFB9,CRAVEN - DFB9,926,59,926,1.0
CRAVEN - N1,CRAVEN - N1,2188,120,2188,1.0
CRAVEN - N2,CRAVEN - N2,2454,112,2454,1.0
CRAVEN - N3N5,CRAVEN - N3N5,4320,188,4320,1.0
CRAVEN - N4,CRAVEN - N4,6194,73,6194,1.0
CRAVEN - N6,CRAVEN - N6,5075,96,5075,1.0
CRAVEN - N6,CRAVEN - CLR4,0,2,5075,0.0
CRAVEN - TE13,CRAVEN - TE13,1396,114,1396,1.0
CRAVEN - VE14,CRAVEN - VE14,5697,192,5697,1.0
CUMBERLAND - AH49,CUMBERLAND - AH49,4202,54,4202,1.0
CUMBERLAND - AL51,CUMBERLAND - AL51-2,2252,35,5411,0.41618924413232306
CUMBERLAND - AL51,CUMBERLAND - AL51-3,1692,42,5411,0.3126963592681575
CUMBERLAND - AL51,CUMBERLAND - AL51-1,1467,22,5411,0.2711143965995195
CUMBERLAND - CC01,CUMBERLAND - CC01,2931,204,2931,1.0
CUMBERLAND - CC01,CUMBERLAND - G1A,0,1,2931,0.0
CUMBERLAND - CC03,CUMBERLAND - CC03,2524,78,2524,1.0
CUMBERLAND - CC04,CUMBERLAND - CC04,1328,40,1328,1.0
CUMBERLAND - CC06,CUMBERLAND - CC06,1546,45,1546,1.0
CUMBERLAND - CC07,CUMBERLAND - CC07,1194,41,1194,1.0
CUMBERLAND - CC08,CUMBERLAND - CC08,1340,39,1340,1.0
CUMBERLAND - CC08,CUMBERLAND - CC18,0,1,1340,0.0
CUMBERLAND - CC10,CUMBERLAND - CC10,1291,21,1291,1.0
CUMBERLAND - CC12,CUMBERLAND - CC12,1714,34,1714,1.0
CUMBERLAND - CC13,CUMBERLAND - CC13,2940,43,2940,1.0
CUMBERLAND - CC13,CUMBERLAND - CC06,0,1,2940,0.0
CUMBERLAND - CC14,CUMBERLAND - CC14,3340,65,3340,1.0
CUMBERLAND - CC15,CUMBERLAND - CC15,3206,61,3206,1.0
CUMBERLAND - CC16,CUMBERLAND - CC16,1901,38,1901,1.0
CUMBERLAND - CC17,CUMBERLAND - CC17,2687,120,2687,1.0
CUMBERLAND - CC17,CUMBERLAND - G2E-2,0,1,2687,0.0
CUMBERLAND - CC18,CUMBERLAND - CC18,1672,50,1672,1.0
CUMBERLAND - CC21,CUMBERLAND - CC21,4247,87,4247,1.0
CUMBERLAND - CC22A,CUMBERLAND - CC22A,5821,138,5821,1.0
CUMBERLAND - CC22A,CUMBERLAND - EO01,0,1,5821,0.0
CUMBERLAND - CC23-2,CUMBERLAND - CC23-2,3224,60,3224,1.0
CUMBERLAND - CC23-2,CUMBERLAND - G2C-1,0,1,3224,0.0
CUMBERLAND - CC24,CUMBERLAND - CC24,2058,51,2058,1.0
CUMBERLAND - CC25,CUMBERLAND - CC25,2394,34,2394,1.0
CUMBERLAND - CC26,CUMBERLAND - CC26,4604,38,4604,1.0
CUMBERLAND - CC26,CUMBERLAND - CC25,0,1,4604,0.0
CUMBERLAND - CC27,CUMBERLAND - CC27,5810,64,5810,1.0
CUMBERLAND - CC29,CUMBERLAND - CC29,3055,43,3055,1.0
CUMBERLAND - CC31,CUMBERLAND - CC31,2595,72,2595,1.0
CUMBERLAND - CC32,CUMBERLAND - CC32,1781,18,1781,1.0
CUMBERLAND - CC33,CUMBERLAND - CC33,2623,52,2623,1.0
CUMBERLAND - CC33,CUMBERLAND - CC03,0,2,2623,0.0
CUMBERLAND - CC34,CUMBERLAND - CC34,2362,27,2362,1.0
CUMBERLAND - CC519,CUMBERLAND - CC519,3147,123,3147,1.0
CUMBERLAND - CC519,CUMBERLAND - EO01,0,1,3147,0.0
CUMBERLAND - CL57-1,CUMBERLAND - CL57-1,3474,53,3474,1.0
CUMBERLAND - CL57-2,CUMBERLAND - CL57-2,3322,47,3322,1.0
CUMBERLAND - CU02,CUMBERLAND - CU02,2296,41,2296,1.0
CUMBERLAND - EO01,CUMBERLAND - EO01,3210,157,3210,1.0
CUMBERLAND - EO01,CUMBERLAND - CC519,0,1,3210,0.0
CUMBERLAND - EO02,CUMBERLAND - EO02,2082,59,2082,1.0
CUMBERLAND - G10A,CUMBERLAND - G10A,5428,96,5428,1.0
CUMBERLAND - G10A,CUMBERLAND - G8B,0,1,5428,0.0
CUMBERLAND - G10B,CUMBERLAND - G10B,3389,69,3389,1.0
CUMBERLAND - G10B,CUMBERLAND - G8D,0,1,3389,0.0
CUMBERLAND - G10C,CUMBERLAND - G10C,4691,104,4691,1.0
CUMBERLAND - G11B,CUMBERLAND - G11B,18738,599,18738,1.0
CUMBERLAND - G11B,CUMBERLAND - MR02,0,1,18738,0.0
CUMBERLAND - G1A,CUMBERLAND - G1A,2782,139,2782,1.0
CUMBERLAND - G1A,CUMBERLAND - G3C,0,1,2782,0.0
CUMBERLAND - G1B,CUMBERLAND - G1B,4228,80,4228,1.0
CUMBERLAND - G2A,CUMBERLAND - G2A,5160,83,5160,1.0
CUMBERLAND - G2C-1,CUMBERLAND - G2C-1,3441,55,3441,1.0
CUMBERLAND - G2E-1,CUMBERLAND - G2E-1,2544,53,2544,1.0
CUMBERLAND - G2E-2,CUMBERLAND - G2E-2,3348,67,3348,1.0
CUMBERLAND - G3A-1,CUMBERLAND - G3A-1,4631,76,4631,1.0
CUMBERLAND - G3A-2,CUMBERLAND - G3A-2C,3443,128,3443,1.0
CUMBERLAND - G3A-2,CUMBERLAND - G3C,0,1,3443,0.0
CUMBERLAND - G3A-2,CUMBERLAND - G9A-3,0,1,3443,0.0
CUMBERLAND - G3B,CUMBERLAND - G3B,1519,93,1519,1.0
CUMBERLAND - G3C,CUMBERLAND - G3C,1600,167,1600,1.0
CUMBERLAND - G3C,CUMBERLAND - G1A,0,1,1600,0.0
CUMBERLAND - G3C,CUMBERLAND - G1B,0,1,1600,0.0
CUMBERLAND - G4A,CUMBERLAND - G4A,1804,74,1804,1.0
CUMBERLAND - G4B,CUMBERLAND - G4B,2137,70,2137,1.0
CUMBERLAND - G4C,CUMBERLAND - G4C,2591,39,2591,1.0
CUMBERLAND - G5A-1,CUMBERLAND - G5A-1,2859,37,2859,1.0
CUMBERLAND - G5A-2,CUMBERLAND - G5A-2,2513,56,2513,1.0
CUMBERLAND - G5B-1,CUMBERLAND - G5B-1,3956,31,3956,1.0
CUMBERLAND - G5B-2,CUMBERLAND - G5B-2,2871,31,2871,1.0
CUMBERLAND - G5C,CUMBERLAND - G5C,2950,47,2950,1.0
CUMBERLAND - G6A,CUMBERLAND - G6A,4994,121,4994,1.0
CUMBERLAND - G6B,CUMBERLAND - G6B,1274,62,1274,1.0
CUMBERLAND - G6C,CUMBERLAND - G6C,2131,58,2131,1.0
CUMBERLAND - G6C,CUMBERLAND - AL51-3,0,1,2131,0.0
CUMBERLAND - G6C,CUMBERLAND - SH77,0,1,2131,0.0
CUMBERLAND - G7A,CUMBERLAND - G7A,1402,110,1402,1.0
CUMBERLAND - G7A,CUMBERLAND - LI65,0,1,1402,0.0
CUMBERLAND - G7B,CUMBERLAND - G7B,1325,121,1325,1.0
CUMBERLAND - G8A,CUMBERLAND - G8A,4365,67,4365,1.0
CUMBERLAND - G8B,CUMBERLAND - G8B,2913,47,2913,1.0
CUMBERLAND - G8B,CUMBERLAND - G10A,0,1,2913,0.0
CUMBERLAND - G8C,CUMBERLAND - G8C,3037,63,3037,1.0
CUMBERLAND - G8C,CUMBERLAND - G4B,0,1,3037,0.0
CUMBERLAND - G8C,CUMBERLAND - G4C,0,1,3037,0.0
CUMBERLAND - G8D,CUMBERLAND - G8D,3177,93,3475,0.9142446043165467
CUMBERLAND - G8D,CUMBERLAND - G9B-1,298,1,3475,0.08575539568345324
CUMBERLAND - G9A,CUMBERLAND - G9A-3,3326,87,3326,1.0
CUMBERLAND - G9B-1,CUMBERLAND - G9B-1,5615,136,5615,1.0
CUMBERLAND - G9B-1,CUMBERLAND - G8D,0,1,5615,0.0
CUMBERLAND - G9B-2,CUMBERLAND - G9B-2,5081,110,5081,1.0
CUMBERLAND - LI65,CUMBERLAND - LI65,3763,116,3763,1.0
CUMBERLAND - LO66A,CUMBERLAND - LO66A,4504,97,4504,1.0
CUMBERLAND - LO66A,CUMBERLAND - CC22A,0,1,4504,0.0
CUMBERLAND - LO66A,CUMBERLAND - G7B,0,1,4504,0.0
CUMBERLAND - LR63,CUMBERLAND - LR63,5222,71,5222,1.0
CUMBERLAND - MB62,CUMBERLAND - MB62,3503,53,3503,1.0
CUMBERLAND - MR02,CUMBERLAND - MR02,3999,61,3999,1.0
CUMBERLAND - MR02,CUMBERLAND - CC25,0,1,3999,0.0
CUMBERLAND - SH77,CUMBERLAND - SH77,3079,56,3079,1.0
CUMBERLAND - SH77,CUMBERLAND - G6C,0,1,3079,0.0
CUMBERLAND - SL78-3,CUMBERLAND - SL78-3,7518,244,7518,1.0
CURRITUCK - CB,CURRITUCK - CB,273,82,273,1.0
CURRITUCK - CH,CURRITUCK - CH,4130,47,4130,1.0
CURRITUCK - CO,CURRITUCK - CO,1186,31,1186,1.0
CURRITUCK - EM,CURRITUCK - EM,2598,40,2598,1.0
CURRITUCK - EM,CURRITUCK - CH,0,1,2598,0.0
CURRITUCK - GW,CURRITUCK - GW,355,8,355,1.0
CURRITUCK - IR,CURRITUCK - IR,1290,34,1290,1.0
CURRITUCK - KI,CURRITUCK - KI,1210,29,1210,1.0
CURRITUCK - PB,CURRITUCK - PB,4202,81,4202,1.0
CURRITUCK - PP,CURRITUCK - PP,1922,34,1922,1.0
CURRITUCK - WH,CURRITUCK - WH,1079,78,1079,1.0
CURRITUCK - WM,CURRITUCK - WM,3759,58,3759,1.0
DARE - AVON,DARE - AVON,728,65,728,1.0
DARE - BUX,DARE - BUX,1114,44,1114,1.0
DARE - CHCA,DARE - CHCA,582,131,582,1.0
DARE - CHCA,DARE - STPT,0,1,582,0.0
DARE - COL,DARE - COL,3606,43,3606,1.0
DARE - DUCK,DARE - DUCK,684,30,684,1.0
DARE - EL,DARE - EL,100,242,100,1.0
DARE - FRCO,DARE - FRCO,754,27,754,1.0
DARE - HAT,DARE - HAT,476,35,476,1.0
DARE - KDH,DARE - KDH,6299,275,6299,1.0
DARE - KTHK,DARE - KTHK,2982,109,2982,1.0
DARE - MATO,DARE - MATO,5232,165,5232,1.0
DARE - MH,DARE - MH,647,43,647,1.0
DARE - NGHD,DARE - NGHD,2732,151,2732,1.0
DARE - SOSH,DARE - SOSH,3148,73,3148,1.0
DARE - STPT,DARE - STPT,144,146,163,0.8834355828220859
DARE - STPT,DARE - CHCA,19,1,163,0.1165644171779141
DARE - WAN,DARE - WAN,1198,36,1198,1.0
DAVIDSON - 04,DAVIDSON - 04,6042,91,6042,1.0
DAVIDSON - 06,DAVIDSON - 06,3735,111,3735,1.0
DAVIDSON - 08,DAVIDSON - 08,1235,51,1235,1.0
DAVIDSON - 08,DAVIDSON - 40,0,1,1235,0.0
DAVIDSON - 10,DAVIDSON - 10,3075,75,3075,1.0
DAVIDSON - 10,DAVIDSON - 40,0,1,3075,0.0
DAVIDSON - 10,DAVIDSON - 58,0,1,3075,0.0
DAVIDSON - 12,DAVIDSON - 12,1018,98,1030,0.9883495145631068
DAVIDSON - 12,DAVIDSON - 14,12,1,1030,0.011650485436893204
DAVIDSON - 14,DAVIDSON - 14,2174,125,2174,1.0
DAVIDSON - 16,DAVIDSON - 16,3581,61,3581,1.0
DAVIDSON - 18,DAVIDSON - 18,2210,105,2210,1.0
DAVIDSON - 20,DAVIDSON - 20,3071,90,3071,1.0
DAVIDSON - 20,DAVIDSON - 40,0,1,3071,0.0
DAVIDSON - 22,DAVIDSON - 22,1338,64,1338,1.0
DAVIDSON - 22,DAVIDSON - 20,0,1,1338,0.0
DAVIDSON - 22,DAVIDSON - 38,0,1,1338,0.0
DAVIDSON - 24,DAVIDSON - 24,1723,50,1782,0.9668911335578002
DAVIDSON - 24,DAVIDSON - 34,59,2,1782,0.03310886644219978
DAVIDSON - 26,DAVIDSON - 26,1315,40,1315,1.0
DAVIDSON - 28,DAVIDSON - 28,3317,112,3317,1.0
DAVIDSON - 30,DAVIDSON - 30,2597,70,2597,1.0
DAVIDSON - 30,DAVIDSON - 32,0,1,2597,0.0
DAVIDSON - 32,DAVIDSON - 32,2041,97,2041,1.0
DAVIDSON - 34,DAVIDSON - 34,2723,121,2723,1.0
DAVIDSON - 36,DAVIDSON - 36,1883,98,1883,1.0
DAVIDSON - 38,DAVIDSON - 38,1966,135,1966,1.0
DAVIDSON - 40,DAVIDSON - 40,2681,110,2681,1.0
DAVIDSON - 42,DAVIDSON - 42,3061,92,3061,1.0
DAVIDSON - 44,DAVIDSON - 44,4160,74,4160,1.0
DAVIDSON - 44,DAVIDSON - 04,0,1,4160,0.0
DAVIDSON - 46,DAVIDSON - 46,2999,75,2999,1.0
DAVIDSON - 48,DAVIDSON - 48,2912,81,2912,1.0
DAVIDSON - 50,DAVIDSON - 50,4013,83,4013,1.0
DAVIDSON - 52,DAVIDSON - 52,4936,113,4936,1.0
DAVIDSON - 52,DAVIDSON - 10,0,1,4936,0.0
DAVIDSON - 54,DAVIDSON - 54,2312,52,2312,1.0
DAVIDSON - 56,DAVIDSON - 56,1413,112,1413,1.0
DAVIDSON - 58,DAVIDSON - 58,3767,74,3767,1.0
DAVIDSON - 58,DAVIDSON - 52,0,1,3767,0.0
DAVIDSON - 60,DAVIDSON - 60,5409,126,5539,0.976530059577541
DAVIDSON - 60,DAVIDSON - 72,130,1,5539,0.023469940422458927
DAVIDSON - 62,DAVIDSON - 62,2546,82,2546,1.0
