sbe_precinct_id,onemap_precinct_id,vap_weight,block_count,src_vap_total,share
ALAMANCE - 13,ALAMANCE - 13,4663,224,4959,0.9403105464811454
ALAMANCE - 13,ALAMANCE - 11,269,8,4959,0.05424480742085098
ALAMANCE - 13,ALAMANCE - 06E,14,4,4959,0.0028231498285944748
ALAMANCE - 13,ALAMANCE - 063,13,3,4959,0.002621496269409155
ALAMANCE - 13,ALAMANCE - 10N,0,3,4959,0.0
ALEXANDER - B1,ALEXANDER - B1,3088,73,3088,1.0
ALEXANDER - B2,ALEXANDER - B2,3594,63,3594,1.0
ALEXANDER - E,ALEXANDER - E,2563,87,2563,1.0
ALEXANDER - G1,ALEXANDER - G1G2,738,73,738,1.0
ALEXANDER - G1,IREDELL - NH,0,1,738,0.0
ALEXANDER - G2,ALEXANDER - G1G2,957,39,961,0.9958376690946931
ALEXANDER - G2,IREDELL - SB,4,2,961,0.004162330905306972
ALEXANDER - G2,IREDELL - NH,0,1,961,0.0
ALEXANDER - LR,ALEXANDER - LRSL,1160,51,1160,1.0
ALEXANDER - M,ALEXANDER - M,1998,42,1998,1.0
ALEXANDER - S1,ALEXANDER - S1S2,2330,87,2330,1.0
ALEXANDER - S2,ALEXANDER - S1S2,990,37,990,1.0
ALEXANDER - SL,ALEXANDER - LRSL,906,41,906,1.0
ALEXANDER - T1,ALEXANDER - T1T4T5,3065,56,3065,1.0
ALEXANDER - T2,ALEXANDER - T2T3,1736,83,1736,1.0
ALEXANDER - T3,ALEXANDER - T2T3,1479,60,1479,1.0
ALEXANDER - T4,ALEXANDER - T1T4T5,1773,49,1773,1.0
ALEXANDER - T5,ALEXANDER - T1T4T5,1019,44,1019,1.0
ALEXANDER - W,ALEXANDER - W,1835,32,1835,1.0
ALLEGHANY - CHLANE,ALLEGHANY - 01,1304,118,1344,0.9702380952380952
ALLEGHANY - CHLANE,ALLEGHANY - 03A,37,6,1344,0.027529761904761904
ALLEGHANY - CHLANE,WILKES - 123A,3,2,1344,0.002232142857142857
ALLEGHANY - CRANB,ALLEGHANY - 06A,350,48,350,1.0
ALLEGHANY - CRANB,ASHE - 15,0,2,350,0.0
ALLEGHANY - GAPC,ALLEGHANY - 03A,3452,196,3452,1.0
ALLEGHANY - GAPC,ALLEGHANY - 06A,0,1,3452,0.0
ALLEGHANY - GLACK,ALLEGHANY - 04,1602,97,1602,1.0
ALLEGHANY - PINCK,ALLEGHANY - 06A,760,97,760,1.0
ALLEGHANY - PINCK,ASHE - 11,0,2,760,0.0
ALLEGHANY - PRACK,ALLEGHANY - 06A,660,74,660,1.0
ALLEGHANY - PRACK,ASHE - 11,0,1,660,0.0
ALLEGHANY - WHEAD,ALLEGHANY - 03A,750,57,755,0.9933774834437086
ALLEGHANY - WHEAD,WILKES - 126,5,3,755,0.006622516556291391
ANSON - ANS,ANSON - ANS,1085,140,1103,0.9836808703535811
ANSON - ANS,ANSON - LILE,15,3,1103,0.013599274705349048
ANSON - ANS,ANSON - WADES,3,3,1103,0.0027198549410698096
ANSON - BURN,ANSON - BURN,1383,99,1383,1.0
ANSON - GULL,ANSON - GULL,1065,73,1311,0.8123569794050344
ANSON - GULL,ANSON - WADES,217,13,1311,0.16552250190694126
ANSON - GULL,ANSON - MM,27,2,1311,0.020594965675057208
ANSON - GULL,ANSON - WS,2,1,1311,0.0015255530129672007
ANSON - LILE,ANSON - LILE,2235,226,2284,0.9785464098073555
ANSON - LILE,ANSON - WADES,49,5,2284,0.021453590192644482
ANSON - MM,ANSON - MM,1167,121,1213,0.9620774938169827
ANSON - MM,ANSON - LILE,46,7,1213,0.03792250618301731
ANSON - PEAC,ANSON - PEAC,1381,128,1403,0.9843193157519601
ANSON - PEAC,UNION - 036,13,4,1403,0.009265858873841768
ANSON - PEAC,ANSON - POLK,9,1,1403,0.006414825374198147
ANSON - POLK,ANSON - WADES,1381,9,2499,0.5526210484193678
ANSON - POLK,ANSON - POLK,1094,82,2499,0.4377751100440176
ANSON - POLK,ANSON - ANS,24,1,2499,0.009603841536614645
ANSON - W1,ANSON - WADES,1768,124,1795,0.984958217270195
ANSON - W1,ANSON - POLK,27,1,1795,0.015041782729805013
ANSON - W1,ANSON - ANS,0,1,1795,0.0
ANSON - W2,ANSON - WADES,2017,94,2017,1.0
ANSON - W3,ANSON - WADES,2488,103,2488,1.0
ANSON - WS,ANSON - WS,362,73,362,1.0
ASHE - 10,ASHE - 10,299,7,359,0.8328690807799443
ASHE - 10,ASHE - 18,37,3,359,0.10306406685236769
ASHE - 10,ASHE - 07,23,2,359,0.06406685236768803
ASHE - 11,ASHE - 11,2160,112,2333,0.9258465495070725
ASHE - 11,ASHE - 09,152,9,2333,0.06515216459494214
ASHE - 11,ASHE - 17,14,3,2333,0.006000857265323617
ASHE - 11,ASHE - 06,5,1,2333,0.0021431633090441492
ASHE - 11,ALLEGHANY - 06A,2,1,2333,0.0008572653236176596
ASHE - 11,ASHE - 02,0,3,2333,0.0
ASHE - 12,ASHE - 12,736,24,736,1.0
ASHE - 13,ASHE - 13,1079,67,1224,0.8815359477124183
ASHE - 13,ASHE - 20,90,20,1224,0.07352941176470588
ASHE - 13,ASHE - 09,55,11,1224,0.04493464052287582
ASHE - 14,ASHE - 14,1874,74,2083,0.899663946231397
ASHE - 14,ASHE - 16,143,10,2083,0.06865098415746519
ASHE - 14,ASHE - 04,54,5,2083,0.025924147863658185
ASHE - 14,ASHE - 20,12,4,2083,0.005760921747479597
ASHE - 15,ASHE - 15,986,68,1082,0.911275415896488
ASHE - 15,ASHE - 09,80,7,1082,0.07393715341959335
ASHE - 15,ALLEGHANY - 06A,6,8,1082,0.005545286506469501
ASHE - 15,WILKES - 125,6,1,1082,0.005545286506469501
ASHE - 15,ASHE - 13,4,4,1082,0.0036968576709796672
ASHE - 16,ASHE - 16,1924,96,1997,0.9634451677516275
ASHE - 16,ASHE - 20,40,6,1997,0.020030045067601403
ASHE - 16,ASHE - 13,17,2,1997,0.008512769153730596
ASHE - 16,ASHE - 14,16,1,1997,0.00801201802704056
ASHE - 16,ASHE - 04,0,2,1997,0.0
ASHE - 17,ASHE - 17,617,22,658,0.9376899696048632
ASHE - 17,ASHE - 06,17,2,658,0.025835866261398176
ASHE - 17,ASHE - 11,17,2,658,0.025835866261398176
ASHE - 17,ASHE - 07,7,2,658,0.010638297872340425
ASHE - 18,ASHE - 18,158,16,217,0.728110599078341
ASHE - 18,ASHE - 07,55,4,217,0.2534562211981567
ASHE - 18,ASHE - 10,4,4,217,0.018433179723502304
ASHE - 2,ASHE - 02,1303,36,1515,0.86006600660066
ASHE - 2,ASHE - 20,134,3,1515,0.08844884488448845
ASHE - 2,ASHE - 17,78,13,1515,0.05148514851485148
ASHE - 20,ASHE - 20,3086,166,3566,0.8653954010095345
ASHE - 20,ASHE - 14,445,11,3566,0.1247896803140774
ASHE - 20,ASHE - 16,35,2,3566,0.00981491867638811
ASHE - 20,ASHE - 09,0,2,3566,0.0
ASHE - 3,ASHE - 03,465,23,486,0.9567901234567902
ASHE - 3,ASHE - 02,17,4,486,0.03497942386831276
ASHE - 3,ASHE - 20,3,1,486,0.006172839506172839
ASHE - 3,ASHE - 10,1,1,486,0.00205761316872428
ASHE - 3,ASHE - 12,0,2,486,0.0
ASHE - 4,ASHE - 04,428,32,493,0.8681541582150102
ASHE - 4,ASHE - 14,48,3,493,0.0973630831643002
ASHE - 4,ASHE - 03,17,2,493,0.034482758620689655
ASHE - 6,ASHE - 06,516,27,569,0.9068541300527241
ASHE - 6,ASHE - 11,53,11,569,0.09314586994727592
ASHE - 7,ASHE - 07,293,18,460,0.6369565217391304
ASHE - 7,ASHE - 17,130,5,460,0.2826086956521739
ASHE - 7,ASHE - 02,37,2,460,0.08043478260869565
ASHE - 8,ASHE - 08,226,20,378,0.5978835978835979
ASHE - 8,ASHE - 07,92,5,378,0.24338624338624337
ASHE - 8,ASHE - 17,60,1,378,0.15873015873015872
ASHE - 8,ASHE - 06,0,1,378,0.0
ASHE - 9,ASHE - 09,3633,131,3830,0.9485639686684073
ASHE - 9,ASHE - 20,106,7,3830,0.027676240208877285
ASHE - 9,ASHE - 11,91,5,3830,0.023759791122715406
AVERY - 1,AVERY - 01,896,59,896,1.0
AVERY - 1,AVERY - 16,0,1,896,0.0
AVERY - 10,AVERY - 10,2675,34,2675,1.0
AVERY - 11,AVERY - 11,565,73,649,0.8705701078582434
AVERY - 11,AVERY - 02,72,5,649,0.11093990755007704
AVERY - 11,AVERY - 13,12,1,649,0.01848998459167951
AVERY - 12,AVERY - 12,309,12,332,0.9307228915662651
AVERY - 12,AVERY - 07,23,1,332,0.06927710843373494
AVERY - 13,AVERY - 13,515,20,515,1.0
AVERY - 14,AVERY - 14,926,52,926,1.0
AVERY - 15,AVERY - 15,837,58,837,1.0
AVERY - 16,AVERY - 16,1371,109,1387,0.9884643114635905
AVERY - 16,AVERY - 01,16,3,1387,0.011535688536409516
AVERY - 17,AVERY - 17,527,26,527,1.0
AVERY - 18,AVERY - 18,360,22,360,1.0
AVERY - 19,AVERY - 19,364,20,364,1.0
AVERY - 2,AVERY - 02,2805,219,2810,0.998220640569395
AVERY - 2,AVERY - 03,5,1,2810,0.0017793594306049821
AVERY - 3,AVERY - 03,490,38,490,1.0
AVERY - 4,AVERY - 04,120,46,124,0.967741935483871
AVERY - 4,CALDWELL - 2,4,1,124,0.03225806451612903
AVERY - 5,AVERY - 05,387,22,387,1.0
AVERY - 6,AVERY - 06,981,67,1004,0.9770916334661355
AVERY - 6,AVERY - 05,23,5,1004,0.022908366533864542
AVERY - 7,AVERY - 07,200,8,200,1.0
AVERY - 8,AVERY - 08,268,23,268,1.0
AVERY - 9,AVERY - 09,355,17,355,1.0
BEAUFORT - AUROR,BEAUFORT - AUROR,1079,205,1079,1.0
BEAUFORT - BEADM,BEAUFORT - BEADM,1885,57,1891,0.9968270756213644
BEAUFORT - BEADM,BEAUFORT - WASH4,6,1,1891,0.0031729243786356425
BEAUFORT - BELH,BEAUFORT - BELHV,1639,133,1639,1.0
BEAUFORT - BELH,BEAUFORT - NCRK,0,2,1639,0.0
BEAUFORT - BLCK,BEAUFORT - BLCK,861,83,861,1.0
BEAUFORT - CHOCO,BEAUFORT - CHOCO,4281,205,4281,1.0
BEAUFORT - EDWAR,BEAUFORT - EDWAR,1043,137,1043,1.0
BEAUFORT - GILEAD,BEAUFORT - GILEA,2035,45,2035,1.0
BEAUFORT - HB,BEAUFORT - HB,854,58,854,1.0
BEAUFORT - HB,BEAUFORT - NCRK,0,1,854,0.0
BEAUFORT - NCRK,BEAUFORT - NCRK,1364,94,1364,1.0
BEAUFORT - OLDF,BEAUFORT - OLDF,1583,62,1583,1.0
BEAUFORT - PANTE,BEAUFORT - PANTE,1246,88,1246,1.0
BEAUFORT - PINET,BEAUFORT - PINET,927,110,927,1.0
BEAUFORT - PSJW3,BEAUFORT - PSJW3,1568,73,1568,1.0
BEAUFORT - RVRD,BEAUFORT - RVRD,2430,43,2430,1.0
BEAUFORT - SURBA,BEAUFORT - SURBA,1862,110,1875,0.9930666666666667
BEAUFORT - SURBA,BEAUFORT - WDPD,13,3,1875,0.006933333333333333
BEAUFORT - TCRK,BEAUFORT - TCRK,2586,129,2596,0.9961479198767335
BEAUFORT - TCRK,BEAUFORT - WASH2,10,1,2596,0.003852080123266564
BEAUFORT - WASH1,BEAUFORT - WASH1,1672,98,1672,1.0
BEAUFORT - WASH2,BEAUFORT - WASH2,1662,141,1662,1.0
BEAUFORT - WASH4,BEAUFORT - WASH4,2538,87,2538,1.0
BEAUFORT - WASHP,BEAUFORT - WASHP,1220,54,1220,1.0
BEAUFORT - WDPD,BEAUFORT - WDPD,1641,36,1641,1.0
BERTIE - COL1,BERTIE - C1,937,44,937,1.0
BERTIE - COL2,BERTIE - C2,1424,48,1430,0.9958041958041958
BERTIE - COL2,BERTIE - M1,6,3,1430,0.004195804195804196
BERTIE - IW,BERTIE - IW,340,26,340,1.0
BERTIE - IW,BERTIE - SN,0,1,340,0.0
BERTIE - MH,BERTIE - MH,751,70,751,1.0
BERTIE - MH,BERTIE - W1,0,1,751,0.0
BERTIE - MH,MARTIN - JMV,0,1,751,0.0
BERTIE - MIT1,BERTIE - M1,741,33,741,1.0
BERTIE - MIT2,BERTIE - M2,860,71,860,1.0
BERTIE - ROX,BERTIE - RX,1081,90,1081,1.0
BERTIE - SB,BERTIE - SN,852,39,869,0.9804372842347526
BERTIE - SB,BERTIE - W1,17,2,869,0.019562715765247412
BERTIE - SB,BERTIE - WD,0,1,869,0.0
BERTIE - WHITES,BERTIE - WH,1095,55,1110,0.9864864864864865
BERTIE - WHITES,BERTIE - C1,15,1,1110,0.013513513513513514
BERTIE - WIN1,BERTIE - W1,5262,213,5262,1.0
BERTIE - WIN2,BERTIE - W2,707,27,708,0.998587570621469
BERTIE - WIN2,BERTIE - M1,1,3,708,0.0014124293785310734
BERTIE - WOOD,BERTIE - WD,807,70,807,1.0
BLADEN - P10,BLADEN - P10,735,73,735,1.0
BLADEN - P15,BLADEN - P15,2894,136,2894,1.0
BLADEN - P201,BLADEN - P201,1395,115,1395,1.0
BLADEN - P201,COLUMBUS - P15,0,2,1395,0.0
BLADEN - P202,BLADEN - P202,2603,98,2603,1.0
BLADEN - P202,BLADEN - P10,0,1,2603,0.0
BLADEN - P25,BLADEN - P25,1099,120,1158,0.9490500863557858
BLADEN - P25,BLADEN - P501,24,2,1158,0.02072538860103627
BLADEN - P25,BLADEN - P75,22,7,1158,0.018998272884283247
BLADEN - P25,BLADEN - P10,7,1,1158,0.006044905008635579
BLADEN - P25,COLUMBUS - P82,6,3,1158,0.0051813471502590676
BLADEN - P25,BLADEN - P502,0,2,1158,0.0
BLADEN - P30,BLADEN - P30,1291,117,1335,0.9670411985018726
BLADEN - P30,COLUMBUS - P02B,32,5,1335,0.02397003745318352
BLADEN - P30,COLUMBUS - P14,8,1,1335,0.00599250936329588
BLADEN - P30,COLUMBUS - P16B,4,2,1335,0.00299625468164794
BLADEN - P35,BLADEN - P35,760,43,801,0.9488139825218477
BLADEN - P35,BLADEN - P40,41,5,801,0.05118601747815231
BLADEN - P40,BLADEN - P40,1563,139,1566,0.9980842911877394
BLADEN - P40,BLADEN - P35,3,3,1566,0.0019157088122605363
BLADEN - P45,BLADEN - P45,594,57,594,1.0
BLADEN - P501,BLADEN - P501,2682,161,2710,0.9896678966789668
BLADEN - P501,BLADEN - P202,28,3,2710,0.010332103321033211
BLADEN - P502,BLADEN - P502,1940,111,2119,0.9155261915998112
BLADEN - P502,BLADEN - P75,179,15,2119,0.08447380840018877
BLADEN - P55,BLADEN - P55,650,89,650,1.0
BLADEN - P55,BLADEN - P30,0,1,650,0.0
BLADEN - P55,BLADEN - P40,0,1,650,0.0
BLADEN - P55,BLADEN - P65,0,1,650,0.0
BLADEN - P60,BLADEN - P60,1598,112,1598,1.0
BLADEN - P65,BLADEN - P65,630,67,630,1.0
BLADEN - P65,BLADEN - P40,0,2,630,0.0
BLADEN - P70,BLADEN - P70,454,54,454,1.0
BLADEN - P75,BLADEN - P75,1007,84,1014,0.9930966469428008
BLADEN - P75,COLUMBUS - P16B,7,2,1014,0.006903353057199211
BLADEN - P75,COLUMBUS - P117,0,4,1014,0.0
BLADEN - P80,BLADEN - P80,1205,90,1205,1.0
BRUNSWICK - BEL,BRUNSWICK - NB07,7565,167,18898,0.40030691078421
BRUNSWICK - BEL,BRUNSWICK - NB04,6646,109,18898,0.35167742618266484
BRUNSWICK - BEL,BRUNSWICK - NB06,3952,76,18898,0.2091226584823791
BRUNSWICK - BEL,BRUNSWICK - NB05,655,7,18898,0.03465975235474653
BRUNSWICK - BEL,NEW HANOVER - W03,80,3,18898,0.004233252195999577
BRUNSWICK - BEL,NEW HANOVER - W26,0,1,18898,0.0
BRUNSWICK - BOL,BRUNSWICK - SB01,1890,113,1890,1.0
BRUNSWICK - BOL,BRUNSWICK - SB02,0,3,1890,0.0
BRUNSWICK - BSL,BRUNSWICK - SB02,5140,305,5140,1.0
BRUNSWICK - BSL,BRUNSWICK - SB01,0,5,5140,0.0
BRUNSWICK - FP,BRUNSWICK - CB03,2662,104,4640,0.5737068965517241
BRUNSWICK - FP,BRUNSWICK - CB02,1978,131,4640,0.42629310344827587
BRUNSWICK - GT,BRUNSWICK - WB06,6443,280,7184,0.8968541202672605
BRUNSWICK - GT,BRUNSWICK - CB02,741,49,7184,0.10314587973273942
BRUNSWICK - GT,BRUNSWICK - WB05,0,6,7184,0.0
BRUNSWICK - HC,BRUNSWICK - NB01,2112,122,2112,1.0
BRUNSWICK - HC,COLUMBUS - P14,0,1,2112,0.0
BRUNSWICK - LEL,BRUNSWICK - NB02,7219,205,8583,0.8410812070371665
BRUNSWICK - LEL,BRUNSWICK - NB05,1364,25,8583,0.1589187929628335
BRUNSWICK - LEL,BRUNSWICK - NB01,0,2,8583,0.0
BRUNSWICK - LWD,BRUNSWICK - WB02,4960,92,6534,0.7591062136516682
BRUNSWICK - LWD,BRUNSWICK - WB03,1471,55,6534,0.2251300887664524
BRUNSWICK - LWD,BRUNSWICK - CB02,103,14,6534,0.0157636975818794
BRUNSWICK - LWD,BRUNSWICK - WB04,0,5,6534,0.0
BRUNSWICK - MOS,BRUNSWICK - SB03,5811,103,10176,0.5710495283018868
BRUNSWICK - MOS,BRUNSWICK - CB06,4365,241,10176,0.42895047169811323
BRUNSWICK - OI1,BRUNSWICK - SB07,1180,101,2308,0.511265164644714
BRUNSWICK - OI1,BRUNSWICK - SB08,1128,76,2308,0.48873483535528595
BRUNSWICK - OI2,BRUNSWICK - SB07,1862,108,1874,0.9935965848452508
BRUNSWICK - OI2,BRUNSWICK - SB06,12,2,1874,0.0064034151547491995
BRUNSWICK - OI2,BRUNSWICK - SB04,0,1,1874,0.0
BRUNSWICK - OI3,BRUNSWICK - SB06,3141,152,3141,1.0
BRUNSWICK - SEC1,BRUNSWICK - CB05,3346,109,3346,1.0
BRUNSWICK - SEC1,BRUNSWICK - SB06,0,1,3346,0.0
BRUNSWICK - SEC2,BRUNSWICK - CB04,4353,265,4353,1.0
BRUNSWICK - SHAL,BRUNSWICK - CB02,4555,255,4555,1.0
BRUNSWICK - SHAL,BRUNSWICK - CB04,0,2,4555,0.0
BRUNSWICK - SP1,BRUNSWICK - SB04,3561,285,3563,0.9994386752736458
BRUNSWICK - SP1,BRUNSWICK - SB05,2,5,3563,0.000561324726354196
BRUNSWICK - SP1,BRUNSWICK - SB02,0,1,3563,0.0
BRUNSWICK - SP2,BRUNSWICK - SB05,3398,132,5575,0.6095067264573991
BRUNSWICK - SP2,BRUNSWICK - SB03,1164,22,5575,0.20878923766816143
BRUNSWICK - SP2,BRUNSWICK - SB08,1013,45,5575,0.18170403587443945
BRUNSWICK - ST1,BRUNSWICK - WB05,4136,174,5298,0.7806719516798792
BRUNSWICK - ST1,BRUNSWICK - WB04,1162,59,5298,0.2193280483201208
BRUNSWICK - ST2,BRUNSWICK - WB04,5488,127,5488,1.0
BRUNSWICK - SUP,BRUNSWICK - CB01,2372,169,3024,0.7843915343915344
BRUNSWICK - SUP,BRUNSWICK - SB01,381,22,3024,0.1259920634920635
BRUNSWICK - SUP,BRUNSWICK - CB05,271,8,3024,0.08961640211640212
BRUNSWICK - SUP,BRUNSWICK - CB06,0,1,3024,0.0
BRUNSWICK - TC,BRUNSWICK - NB03,4662,211,4713,0.9891788669637174
BRUNSWICK - TC,BRUNSWICK - NB06,51,5,4713,0.010821133036282623
BRUNSWICK - TC,COLUMBUS - P14,0,3,4713,0.0
BRUNSWICK - WAC,BRUNSWICK - WB01,2282,143,2282,1.0
BRUNSWICK - WB,BRUNSWICK - NB05,2009,65,2009,1.0
BRUNSWICK - WB,BRUNSWICK - NB02,0,5,2009,0.0
BRUNSWICK - WB,BRUNSWICK - NB07,0,2,2009,0.0
BRUNSWICK - WB,NEW HANOVER - CF01,0,6,2009,0.0
BUNCOMBE - 1,BUNCOMBE - 01.1,2752,80,2752,1.0
BUNCOMBE - 10,BUNCOMBE - 10.1,1643,55,1643,1.0
BUNCOMBE - 11,BUNCOMBE - 11.1,1785,47,1785,1.0
BUNCOMBE - 12,BUNCOMBE - 12.1,2337,58,2337,1.0
BUNCOMBE - 12,BUNCOMBE - 10.1,0,1,2337,0.0
BUNCOMBE - 13,BUNCOMBE - 13.1,2650,55,2650,1.0
BUNCOMBE - 13,BUNCOMBE - 12.1,0,1,2650,0.0
BUNCOMBE - 13,BUNCOMBE - 54.2,0,2,2650,0.0
BUNCOMBE - 14,BUNCOMBE - 14.2,2644,83,4476,0.5907059874888293
BUNCOMBE - 14,BUNCOMBE - 14.3,1832,18,4476,0.4092940125111707
BUNCOMBE - 15,BUNCOMBE - 26.1,2240,47,4397,0.50943825335456
BUNCOMBE - 15,BUNCOMBE - 15.1,2146,38,4397,0.4880600409370025
BUNCOMBE - 15,BUNCOMBE - 43.2,11,2,4397,0.002501705708437571
BUNCOMBE - 16,BUNCOMBE - 16.2,3064,62,3064,1.0
BUNCOMBE - 17,BUNCOMBE - 17.1,1622,53,1622,1.0
BUNCOMBE - 18,BUNCOMBE - 18.2,3965,51,3965,1.0
BUNCOMBE - 19,BUNCOMBE - 19.1,2209,20,4193,0.526830431671834
BUNCOMBE - 19,BUNCOMBE - 29.2,1984,21,4193,0.473169568328166
BUNCOMBE - 2,BUNCOMBE - 02.1,3339,98,3339,1.0
BUNCOMBE - 20,BUNCOMBE - 20.1,1069,26,1069,1.0
BUNCOMBE - 20,BUNCOMBE - 23.2,0,1,1069,0.0
BUNCOMBE - 21,BUNCOMBE - 21.1,2901,38,2901,1.0
BUNCOMBE - 22,BUNCOMBE - 22.2,2273,59,3103,0.7325169191105382
BUNCOMBE - 22,BUNCOMBE - 27.2,830,32,3103,0.2674830808894618
BUNCOMBE - 22,BUNCOMBE - 61.1,0,1,3103,0.0
BUNCOMBE - 23,BUNCOMBE - 23.3,805,17,1539,0.5230669265756985
BUNCOMBE - 23,BUNCOMBE - 23.2,574,21,1539,0.3729694606887589
BUNCOMBE - 23,BUNCOMBE - 21.1,160,3,1539,0.10396361273554255
BUNCOMBE - 24,BUNCOMBE - 24.1,2810,94,2815,0.9982238010657194
BUNCOMBE - 24,BUNCOMBE - 44.1,5,8,2815,0.0017761989342806395
BUNCOMBE - 25,BUNCOMBE - 25.1,2737,47,2737,1.0
BUNCOMBE - 25,BUNCOMBE - 61.1,0,1,2737,0.0
BUNCOMBE - 25,BUNCOMBE - 64.1,0,1,2737,0.0
BUNCOMBE - 26,BUNCOMBE - 30.2,3442,30,6802,0.5060276389297266
BUNCOMBE - 26,BUNCOMBE - 30.3,3360,53,6802,0.4939723610702734
BUNCOMBE - 27,BUNCOMBE - 31.1,1150,53,1150,1.0
BUNCOMBE - 27,BUNCOMBE - 08.3,0,1,1150,0.0
