"precinct_id","vap_18plus","white_vap","black_vap","native_vap","asian_vap","white_vap_pct","black_vap_pct","native_vap_pct","asian_vap_pct","hispanic_vap","hispanic_vap_pct"
"MECKLENBURG - 211","12947","3797","6767","45","506","29.33","52.27","0.35","3.91","",""
"MECKLENBURG - 212","16996","4298","7699","74","3218","25.29","45.3","0.44","18.93","",""
"MECKLENBURG - 213","6348","935","3908","39","233","14.73","61.56","0.61","3.67","",""
"MECKLENBURG - 214","3870","1482","1873","37","155","38.29","48.4","0.96","4.01","",""
"MECKLENBURG - 215","3831","2817","395","13","244","73.53","10.31","0.34","6.37","",""
"MECKLENBURG - 216","5529","3493","929","30","329","63.18","16.8","0.54","5.95","",""
"MECKLENBURG - 217","3584","2362","579","19","123","65.9","16.16","0.53","3.43","",""
"MECKLENBURG - 218","2949","2328","249","7","72","78.94","8.44","0.24","2.44","",""
"MECKLENBURG - 219","3067","2094","462","26","153","68.28","15.06","0.85","4.99","",""
"MECKLENBURG - 220","3282","2562","379","4","97","78.06","11.55","0.12","2.96","",""
"MECKLENBURG - 221","4842","3895","385","20","152","80.44","7.95","0.41","3.14","",""
"MECKLENBURG - 222","8215","1983","4638","44","368","24.14","56.46","0.54","4.48","",""
"MECKLENBURG - 223.1","8075","3636","3261","35","214","45.03","40.38","0.43","2.65","",""
"MECKLENBURG - 224","3997","1722","1307","35","236","43.08","32.7","0.88","5.9","",""
"MECKLENBURG - 225","2899","1985","373","16","146","68.47","12.87","0.55","5.04","",""
"MECKLENBURG - 226","4576","3083","536","10","281","67.37","11.71","0.22","6.14","",""
"MECKLENBURG - 227","7973","5290","769","27","1067","66.35","9.65","0.34","13.38","",""
"MECKLENBURG - 228","6144","2134","2121","36","513","34.73","34.52","0.59","8.35","",""
"MECKLENBURG - 229","12660","6720","3372","43","825","53.08","26.64","0.34","6.52","",""
"MECKLENBURG - 230","12279","4155","4334","62","1541","33.84","35.3","0.5","12.55","",""
"MECKLENBURG - 231","6395","3360","1257","44","520","52.54","19.66","0.69","8.13","",""
"MECKLENBURG - 232","5675","3879","471","13","762","68.35","8.3","0.23","13.43","",""
"MECKLENBURG - 233","4431","3891","136","1","194","87.81","3.07","0.02","4.38","",""
"MECKLENBURG - 234","4553","2445","845","41","177","53.7","18.56","0.9","3.89","",""
"MECKLENBURG - 235","4444","2159","1208","20","189","48.58","27.18","0.45","4.25","",""
"MECKLENBURG - 236","5451","4133","616","49","180","75.82","11.3","0.9","3.3","",""
"MECKLENBURG - 237","5625","1534","2908","44","248","27.27","51.7","0.78","4.41","",""
"MECKLENBURG - 238.1","3091","1556","1091","9","145","50.34","35.3","0.29","4.69","",""
"MECKLENBURG - 239","4227","1407","1757","30","650","33.29","41.57","0.71","15.38","",""
"MECKLENBURG - 240","7143","5885","444","25","170","82.39","6.22","0.35","2.38","",""
"MECKLENBURG - 241","8750","5844","1646","24","505","66.79","18.81","0.27","5.77","",""
"MECKLENBURG - 242","3011","2733","60","2","66","90.77","1.99","0.07","2.19","",""
"MECKLENBURG - 243","11969","5359","3758","47","846","44.77","31.4","0.39","7.07","",""
"MITCHELL - 01-A","1702","1604","5","3","4","94.24","0.29","0.18","0.24","",""
"MITCHELL - 02","319","316","0","0","2","99.06","0.0","0.0","0.63","",""
"MITCHELL - 03","601","579","0","0","0","96.34","0.0","0.0","0.0","",""
"MITCHELL - 04","6552","5995","29","15","31","91.5","0.44","0.23","0.47","",""
"MITCHELL - 05","858","809","0","5","2","94.29","0.0","0.58","0.23","",""
"MITCHELL - 06","598","576","0","2","2","96.32","0.0","0.33","0.33","",""
"MITCHELL - 07","223","215","0","0","0","96.41","0.0","0.0","0.0","",""
"MITCHELL - 09","1393","1306","7","4","5","93.75","0.5","0.29","0.36","",""
"MONTGOMERY - BIS","2139","1099","424","20","19","51.38","19.82","0.94","0.89","",""
"MONTGOMERY - CAN","2042","1037","331","14","30","50.78","16.21","0.69","1.47","",""
"MONTGOMERY - CHE","732","617","68","1","0","84.29","9.29","0.14","0.0","",""
"MONTGOMERY - ELD","1729","1641","15","9","6","94.91","0.87","0.52","0.35","",""
"MONTGOMERY - LIT","606","548","10","4","0","90.43","1.65","0.66","0.0","",""
"MONTGOMERY - MTG","1688","775","818","13","27","45.91","48.46","0.77","1.6","",""
"MONTGOMERY - OPH","363","334","6","0","3","92.01","1.65","0.0","0.83","",""
"MONTGOMERY - PEE","1529","1336","115","1","29","87.38","7.52","0.07","1.9","",""
"MONTGOMERY - ROC","992","342","358","4","2","34.48","36.09","0.4","0.2","",""
"MONTGOMERY - STA","2011","1627","97","17","3","80.91","4.82","0.85","0.15","",""
"MONTGOMERY - T1","2279","1463","501","10","51","64.19","21.98","0.44","2.24","",""
"MONTGOMERY - T2","1876","1356","405","7","19","72.28","21.59","0.37","1.01","",""
"MONTGOMERY - UWH","1652","1531","28","3","28","92.68","1.69","0.18","1.69","",""
"MONTGOMERY - WAD","539","265","167","0","77","49.17","30.98","0.0","14.29","",""
"MOORE - BEN","2399","1699","393","21","7","70.82","16.38","0.88","0.29","",""
"MOORE - CAM","3044","2440","292","32","12","80.16","9.59","1.05","0.39","",""
"MOORE - CAR","5814","4518","744","55","34","77.71","12.8","0.95","0.58","",""
"MOORE - DHR","1981","1672","107","10","6","84.4","5.4","0.5","0.3","",""
"MOORE - EAB","3280","2280","694","46","31","69.51","21.16","1.4","0.95","",""
"MOORE - EKWD","1681","1443","98","9","30","85.84","5.83","0.54","1.78","",""
"MOORE - EUR-WP","4407","3925","99","17","66","89.06","2.25","0.39","1.5","",""
"MOORE - EWD","1727","1366","214","15","10","79.1","12.39","0.87","0.58","",""
"MOORE - LTR","3515","2844","288","35","40","80.91","8.19","1.0","1.14","",""
"MOORE - NSP","2919","2502","186","12","32","85.71","6.37","0.41","1.1","",""
"MOORE - PBF","2853","1803","597","55","40","63.2","20.93","1.93","1.4","",""
"MOORE - PDN","3732","3154","233","15","55","84.51","6.24","0.4","1.47","",""
"MOORE - PHA1","3564","3034","184","19","92","85.13","5.16","0.53","2.58","",""
"MOORE - PHA2","2060","1896","33","13","28","92.04","1.6","0.63","1.36","",""
"MOORE - PHB1A","3195","2797","148","9","62","87.54","4.63","0.28","1.94","",""
"MOORE - PHB2","2359","2160","47","12","41","91.56","1.99","0.51","1.74","",""
"MOORE - PHC","4248","3712","220","21","81","87.38","5.18","0.49","1.91","",""
"MOORE - RBN","1904","1179","135","18","7","61.92","7.09","0.95","0.37","",""
"MOORE - SLS","3875","3487","148","12","32","89.99","3.82","0.31","0.83","",""
"MOORE - SSP","4440","2573","1480","23","71","57.95","33.33","0.52","1.6","",""
"MOORE - TLT","535","181","321","0","7","33.83","60.0","0.0","1.31","",""
"MOORE - VSS","2568","2027","226","26","18","78.93","8.8","1.01","0.7","",""
"MOORE - WAB","4736","3155","916","97","112","66.62","19.34","2.05","2.36","",""
"MOORE - WEM","2229","1985","115","7","9","89.05","5.16","0.31","0.4","",""
"MOORE - WKWD1","2459","2173","90","15","41","88.37","3.66","0.61","1.67","",""
"MOORE - WND","2688","2149","299","25","31","79.95","11.12","0.93","1.15","",""
"NASH - P01A","3556","2271","704","29","11","63.86","19.8","0.82","0.31","",""
"NASH - P02A","2841","1687","641","9","7","59.38","22.56","0.32","0.25","",""
"NASH - P03A","2228","1556","357","12","0","69.84","16.02","0.54","0.0","",""
"NASH - P04A","2314","1322","387","21","0","57.13","16.72","0.91","0.0","",""
"NASH - P05A","3303","2761","251","29","2","83.59","7.6","0.88","0.06","",""
"NASH - P06A","3298","1723","1277","25","4","52.24","38.72","0.76","0.12","",""
"NASH - P07A","945","683","181","6","4","72.28","19.15","0.63","0.42","",""
"NASH - P08A","7913","4345","3066","76","29","54.91","38.75","0.96","0.37","",""
"NASH - P09A","1648","1055","493","9","0","64.02","29.92","0.55","0.0","",""
"NASH - P10A","2138","779","1166","54","2","36.44","54.54","2.53","0.09","",""
"NASH - P11A","3059","2530","385","26","9","82.71","12.59","0.85","0.29","",""
"NASH - P12A","1050","473","511","8","2","45.05","48.67","0.76","0.19","",""
"NASH - P13A","880","287","535","4","3","32.61","60.8","0.45","0.34","",""
"NASH - P14A","1604","1032","469","12","15","64.34","29.24","0.75","0.94","",""
"NASH - P15A","4669","3018","1299","35","34","64.64","27.82","0.75","0.73","",""
"NASH - P16A","2579","989","1187","24","46","38.35","46.03","0.93","1.78","",""
"NASH - P17A","4967","1918","2535","51","150","38.61","51.04","1.03","3.02","",""
"NASH - P18A","3357","1197","1891","22","106","35.66","56.33","0.66","3.16","",""
"NASH - P19A","6197","3428","2179","20","130","55.32","35.16","0.32","2.1","",""
"NASH - P20A","3040","1561","1263","24","39","51.35","41.55","0.79","1.28","",""
"NASH - P21A","3248","1055","1917","13","61","32.48","59.02","0.4","1.88","",""
"NASH - P22A","2358","349","1880","14","14","14.8","79.73","0.59","0.59","",""
"NASH - P23A","3807","708","2896","27","21","18.6","76.07","0.71","0.55","",""
"NASH - P24A","3575","2414","949","12","21","67.52","26.55","0.34","0.59","",""
"NEW HANOVER - CF01","4851","3175","1086","40","36","65.45","22.39","0.82","0.74","",""
"NEW HANOVER - CF02","3535","2619","450","52","22","74.09","12.73","1.47","0.62","",""
"NEW HANOVER - CF05","3890","2996","448","16","49","77.02","11.52","0.41","1.26","",""
"NEW HANOVER - CF06","3573","2551","620","28","30","71.4","17.35","0.78","0.84","",""
"NEW HANOVER - FP03","1946","1841","4","6","10","94.6","0.21","0.31","0.51","",""
"NEW HANOVER - FP04","5866","5139","251","33","68","87.61","4.28","0.56","1.16","",""
"NEW HANOVER - FP06","4726","4021","251","14","94","85.08","5.31","0.3","1.99","",""
"NEW HANOVER - FP07","5672","4921","244","30","65","86.76","4.3","0.53","1.15","",""
"NEW HANOVER - FP08","5528","5136","49","16","45","92.91","0.89","0.29","0.81","",""
"NEW HANOVER - H01","1986","1370","298","14","35","68.98","15.01","0.7","1.76","",""
"NEW HANOVER - H02","4180","3882","48","8","38","92.87","1.15","0.19","0.91","",""
"NEW HANOVER - H04","4644","4104","182","11","64","88.37","3.92","0.24","1.38","",""
"NEW HANOVER - H05","4017","3611","78","13","40","89.89","1.94","0.32","1.0","",""
"NEW HANOVER - H06","3602","2787","343","19","87","77.37","9.52","0.53","2.42","",""
"NEW HANOVER - H08","6204","5746","105","5","70","92.62","1.69","0.08","1.13","",""
"NEW HANOVER - H10","4799","3428","754","30","137","71.43","15.71","0.63","2.85","",""
"NEW HANOVER - H11","7606","5996","695","29","184","78.83","9.14","0.38","2.42","",""
"NEW HANOVER - H12","3674","3312","70","10","62","90.15","1.91","0.27","1.69","",""
"NEW HANOVER - H13","4547","4149","138","7","59","91.25","3.03","0.15","1.3","",""
"NEW HANOVER - M02","6126","5404","170","10","162","88.21","2.78","0.16","2.64","",""
"NEW HANOVER - M03","5886","4599","352","44","81","78.13","5.98","0.75","1.38","",""
"NEW HANOVER - M04","7405","6106","575","40","179","82.46","7.77","0.54","2.42","",""
"NEW HANOVER - M06","3023","2737","78","6","62","90.54","2.58","0.2","2.05","",""
"NEW HANOVER - M07","2299","2069","38","4","50","90.0","1.65","0.17","2.17","",""
"NEW HANOVER - W03","2557","1438","854","21","16","56.24","33.4","0.82","0.63","",""
"NEW HANOVER - W08","2205","1174","880","9","10","53.24","39.91","0.41","0.45","",""
"NEW HANOVER - W12","1708","1453","124","3","24","85.07","7.26","0.18","1.41","",""
"NEW HANOVER - W15","6859","3110","2705","41","104","45.34","39.44","0.6","1.52","",""
"NEW HANOVER - W16","3434","2952","160","7","83","85.96","4.66","0.2","2.42","",""
"NEW HANOVER - W17","2360","1882","256","5","76","79.75","10.85","0.21","3.22","",""
"NEW HANOVER - W21","5271","4411","405","16","78","83.68","7.68","0.3","1.48","",""
"NEW HANOVER - W25","4143","2436","1378","28","32","58.8","33.26","0.68","0.77","",""
"NEW HANOVER - W26","3313","2321","576","16","21","70.06","17.39","0.48","0.63","",""
"NEW HANOVER - W27","3354","2289","738","22","23","68.25","22.0","0.66","0.69","",""
"NEW HANOVER - W29","3467","900","2267","10","12","25.96","65.39","0.29","0.35","",""
"NEW HANOVER - W30","6058","4364","858","47","67","72.04","14.16","0.78","1.11","",""
"NEW HANOVER - W31","4432","3844","263","12","71","86.73","5.93","0.27","1.6","",""
"NEW HANOVER - W33","5973","4936","130","14","61","82.64","2.18","0.23","1.02","",""
"NEW HANOVER - W34","10113","7080","1717","30","322","70.01","16.98","0.3","3.18","",""
"NEW HANOVER - W35","7152","5490","577","38","131","76.76","8.07","0.53","1.83","",""
"NEW HANOVER - WB","2129","2023","12","0","11","95.02","0.56","0.0","0.52","",""
"NORTHAMPTON - COMIPE","1444","803","574","2","5","55.61","39.75","0.14","0.35","",""
"NORTHAMPTON - CREEKS","647","385","240","0","0","59.51","37.09","0.0","0.0","",""
"NORTHAMPTON - GALATI","600","307","259","4","1","51.17","43.17","0.67","0.17","",""
"NORTHAMPTON - GAPL","1930","330","1550","0","3","17.1","80.31","0.0","0.16","",""
"NORTHAMPTON - GASTON","2809","921","1755","15","0","32.79","62.48","0.53","0.0","",""
"NORTHAMPTON - JARE","941","416","479","8","3","44.21","50.9","0.85","0.32","",""
"NORTHAMPTON - LAKE G","1477","1017","406","3","1","68.86","27.49","0.2","0.07","",""
"NORTHAMPTON - LASKER","192","150","32","0","1","78.12","16.67","0.0","0.52","",""
"NORTHAMPTON - NEWTOW","581","339","232","0","0","58.35","39.93","0.0","0.0","",""
"NORTHAMPTON - RICH S","1380","352","988","4","3","25.51","71.59","0.29","0.22","",""
"NORTHAMPTON - SEABOA","1029","322","662","5","2","31.29","64.33","0.49","0.19","",""
"NORTHAMPTON - SEVERN","429","268","149","0","0","62.47","34.73","0.0","0.0","",""
"NORTHAMPTON - WOPO","913","420","458","7","4","46.0","50.16","0.77","0.44","",""
"ONSLOW - BC21","6599","5425","326","39","123","82.21","4.94","0.59","1.86","",""
"ONSLOW - BM08","9509","5305","2299","90","372","55.79","24.18","0.95","3.91","",""
"ONSLOW - CL10","3991","3209","256","33","42","80.41","6.41","0.83","1.05","",""
"ONSLOW - CR07","6885","4999","947","52","96","72.61","13.75","0.76","1.39","",""
"ONSLOW - EN03","15955","8709","3847","120","706","54.58","24.11","0.75","4.42","",""
"ONSLOW - FS16","5333","4764","135","38","40","89.33","2.53","0.71","0.75","",""
"ONSLOW - GB12","5818","4161","828","44","98","71.52","14.23","0.76","1.68","",""
"ONSLOW - HM05","5893","3565","1235","38","168","60.5","20.96","0.64","2.85","",""
"ONSLOW - HN14","3350","2530","399","42","43","75.52","11.91","1.25","1.28","",""
"ONSLOW - HR17","3713","3061","162","25","63","82.44","4.36","0.67","1.7","",""
"ONSLOW - HU20","4430","3496","327","43","67","78.92","7.38","0.97","1.51","",""
"ONSLOW - JA01","33170","21363","2969","247","1141","64.4","8.95","0.74","3.44","",""
"ONSLOW - ML23","1342","1032","221","4","6","76.9","16.47","0.3","0.45","",""
"ONSLOW - MT24","2219","1831","143","15","20","82.51","6.44","0.68","0.9","",""
"ONSLOW - NE22A","5755","3223","1335","58","182","56.0","23.2","1.01","3.16","",""
"ONSLOW - NE22B","7150","4482","1347","54","204","62.69","18.84","0.76","2.85","",""
"ONSLOW - NM13","1374","1104","107","7","12","80.35","7.79","0.51","0.87","",""
"ONSLOW - NR02","2488","832","1271","20","26","33.44","51.09","0.8","1.05","",""
"ONSLOW - RL09","7135","5274","921","37","85","73.92","12.91","0.52","1.19","",""
"ONSLOW - SF18","6740","5806","205","25","118","86.14","3.04","0.37","1.75","",""
"ONSLOW - SW19","5857","5090","184","30","105","86.9","3.14","0.51","1.79","",""
"ONSLOW - TL06","4519","3211","652","43","92","71.06","14.43","0.95","2.04","",""
"ONSLOW - VR15","2734","2124","220","20","55","77.69","8.05","0.73","2.01","",""
"ONSLOW - WN04","5508","3958","661","31","174","71.86","12.0","0.56","3.16","",""
"ORANGE - CA","1205","840","227","14","11","69.71","18.84","1.16","0.91","",""
"ORANGE - CB1","3820","2630","422","15","193","68.85","11.05","0.39","5.05","",""
"ORANGE - CF1","5074","2946","522","13","1152","58.06","10.29","0.26","22.7","",""
"ORANGE - CG","1613","1235","245","6","14","76.57","15.19","0.37","0.87","",""
"ORANGE - CH","1656","1191","79","7","236","71.92","4.77","0.42","14.25","",""
"ORANGE - CO","2864","1882","250","7","407","65.71","8.73","0.24","14.21","",""
"ORANGE - CS1","1742","1475","56","13","37","84.67","3.21","0.75","2.12","",""
"ORANGE - CW","2910","2471","212","5","16","84.91","7.29","0.17","0.55","",""
"ORANGE - CX","6221","4096","1272","34","151","65.84","20.45","0.55","2.43","",""
"ORANGE - DA","2917","2358","97","10","231","80.84","3.33","0.34","7.92","",""
"ORANGE - DM","2740","1814","313","16","216","66.2","11.42","0.58","7.88","",""
"ORANGE - EA1","3047","2285","131","7","366","74.99","4.3","0.23","12.01","",""
"ORANGE - EF","2213","1633","267","15","42","73.79","12.07","0.68","1.9","",""
"ORANGE - EH","2195","1610","170","4","272","73.35","7.74","0.18","12.39","",""
"ORANGE - ENO","3188","2032","166","32","49","63.74","5.21","1.0","1.54","",""
"ORANGE - ES","2177","1156","356","9","332","53.1","16.35","0.41","15.25","",""
"ORANGE - GB","5556","3862","702","32","129","69.51","12.63","0.58","2.32","",""
"ORANGE - GL","2543","1924","155","7","285","75.66","6.1","0.28","11.21","",""
"ORANGE - H","1460","1031","291","10","22","70.62","19.93","0.68","1.51","",""
"ORANGE - HE","1988","1499","167","15","45","75.4","8.4","0.75","2.26","",""
"ORANGE - HF","2811","1873","232","10","353","66.63","8.25","0.36","12.56","",""
"ORANGE - HN","2652","2151","272","3","70","81.11","10.26","0.11","2.64","",""
"ORANGE - KM","1982","1653","93","1","84","83.4","4.69","0.05","4.24","",""
"ORANGE - NC","2237","1850","25","4","154","82.7","1.12","0.18","6.88","",""
"ORANGE - NS","3465","2423","527","7","256","69.93","15.21","0.2","7.39","",""
"ORANGE - OG","3616","2986","217","27","50","82.58","6.0","0.75","1.38","",""
"ORANGE - OW1","4040","2294","590","40","369","56.78","14.6","0.99","9.13","",""
"ORANGE - PA","3156","2463","118","16","182","78.04","3.74","0.51","5.77","",""
"ORANGE - RE","3538","1805","381","15","996","51.02","10.77","0.42","28.15","",""
"ORANGE - RF","1964","1296","146","4","386","65.99","7.43","0.2","19.65","",""
"ORANGE - SJ","2846","1916","414","30","119","67.32","14.55","1.05","4.18","",""
"ORANGE - SM","2524","2128","172","22","23","84.31","6.81","0.87","0.91","",""
"ORANGE - TH1","2213","1456","290","16","184","65.79","13.1","0.72","8.31","",""
"ORANGE - TO","1457","1037","300","4","12","71.17","20.59","0.27","0.82","",""
"ORANGE - UNC","12156","7704","1358","69","1950","63.38","11.17","0.57","16.04","",""
"ORANGE - WC","2084","1404","253","17","32","67.37","12.14","0.82","1.54","",""
"ORANGE - WD","3372","2050","291","28","469","60.79","8.63","0.83","13.91","",""
"ORANGE - WDS","439","432","2","1","4","98.41","0.46","0.23","0.91","",""
"ORANGE - WH","2387","1273","690","27","26","53.33","28.91","1.13","1.09","",""
"ORANGE - WW1","3459","2403","365","32","344","69.47","10.55","0.93","9.95","",""
"PAMLICO - 1CR","1726","1411","193","6","10","81.75","11.18","0.35","0.58","",""
"PAMLICO - 1RB","1598","1324","162","6","7","82.85","10.14","0.38","0.44","",""
