ID,Total Pop,Deviation,Dem,Rep,Oth,Total VAP,White,Minority,Hispanic,Black,Asian,Native,Pacific
"Un",0,0,0,0,0,0,0,0,0,0,0,0,0,
"1",84330,-0.0306,0.3978,0.6022,0,67790,0.7507,0.2493,0.0328,0.1816,0.0114,0.0203,0.0021,
"2",90751,0.0432,0.5844,0.4156,0,71471,0.568,0.432,0.0886,0.3069,0.0186,0.0232,0.0009,
"3",85099,-0.0218,0.4469,0.5531,0,67674,0.6904,0.3096,0.0547,0.2018,0.0343,0.0197,0.0021,
"4",83138,-0.0443,0.4267,0.5733,0,63173,0.5417,0.4583,0.1844,0.255,0.0073,0.0215,0.0014,
"5",82953,-0.0465,0.5236,0.4764,0,65833,0.5343,0.4657,0.0481,0.3859,0.0134,0.0231,0.0022,
"6",84016,-0.0342,0.4507,0.5493,0,59980,0.5895,0.4105,0.115,0.2459,0.0252,0.0331,0.0049,
"7",86439,-0.0064,0.4635,0.5365,0,66908,0.655,0.345,0.0788,0.2348,0.0112,0.0241,0.001,
"8",85089,-0.0219,0.6101,0.3899,0,67486,0.5114,0.4886,0.0752,0.3813,0.021,0.0174,0.0015,
"9",85154,-0.0212,0.5579,0.4421,0,64787,0.5746,0.4254,0.0536,0.3319,0.0273,0.0173,0.0016,
"10",82910,-0.047,0.4799,0.5201,0,64372,0.5508,0.4492,0.0679,0.3437,0.025,0.0189,0.0024,
"11",85987,-0.0116,0.681,0.319,0,71986,0.6546,0.3454,0.079,0.1362,0.1112,0.0172,0.0014,
"12",84745,-0.0259,0.5043,0.4957,0,66970,0.5241,0.4759,0.0719,0.3848,0.0074,0.0172,0.001,
"13",83307,-0.0424,0.3327,0.6673,0,68322,0.8202,0.1798,0.045,0.0884,0.0186,0.0248,0.003,
"14",90506,0.0404,0.3911,0.6089,0,72761,0.6302,0.3698,0.16,0.144,0.0394,0.0287,0.0095,
"15",89176,0.0251,0.3816,0.6184,0,65570,0.6381,0.3619,0.105,0.1912,0.0404,0.0343,0.0066,
"16",85097,-0.0218,0.3422,0.6578,0,65744,0.7778,0.2222,0.063,0.1172,0.0135,0.027,0.0022,
"17",89763,0.0318,0.3965,0.6035,0,75240,0.8052,0.1948,0.0515,0.1072,0.0104,0.0227,0.0011,
"18",90862,0.0445,0.5596,0.4404,0,72757,0.6951,0.3049,0.0623,0.2027,0.0187,0.0217,0.0018,
"19",91041,0.0465,0.4014,0.5986,0,77048,0.8642,0.1358,0.0409,0.0545,0.0121,0.0231,0.0009,
"20",90729,0.0429,0.5128,0.4872,0,75674,0.8085,0.1915,0.0637,0.0813,0.0269,0.0167,0.0025,
"21",88313,0.0152,0.6827,0.3173,0,62101,0.4187,0.5813,0.0517,0.0964,0.4219,0.0109,0.0019,
"22",88642,0.0189,0.4338,0.5662,0,68362,0.5465,0.4535,0.1331,0.2847,0.0057,0.039,0.0011,
"23",88865,0.0215,0.6404,0.3596,0,70700,0.4167,0.5833,0.0357,0.5341,0.0049,0.0139,0.0007,
"24",83322,-0.0422,0.5493,0.4507,0,64630,0.5004,0.4996,0.0895,0.385,0.0141,0.0205,0.0012,
"25",90432,0.0395,0.6039,0.3961,0,70999,0.5088,0.4912,0.0638,0.3997,0.0122,0.0213,0.0014,
"26",90540,0.0408,0.4565,0.5435,0,66603,0.6681,0.3319,0.1135,0.1807,0.0174,0.0237,0.0017,
"27",84735,-0.026,0.6463,0.3537,0,68639,0.4139,0.5861,0.0236,0.5188,0.0066,0.0445,0.0016,
"28",85389,-0.0185,0.3739,0.6261,0,64169,0.6429,0.3571,0.1618,0.1699,0.0076,0.0239,0.0009,
"29",90900,0.0449,0.8431,0.1569,0,72930,0.5035,0.4965,0.0984,0.3103,0.0779,0.0171,0.0009,
"30",91038,0.0465,0.8604,0.1396,0,74671,0.4752,0.5248,0.1305,0.3075,0.0776,0.02,0.0012,
"31",91241,0.0488,0.8103,0.1897,0,71456,0.3212,0.6788,0.157,0.4563,0.059,0.0231,0.0011,
"32",85704,-0.0148,0.5885,0.4115,0,67302,0.4704,0.5296,0.0789,0.4336,0.0076,0.0165,0.0009,
"33",86863,-0.0015,0.6515,0.3485,0,65768,0.4888,0.5112,0.1363,0.3401,0.0232,0.0219,0.0014,
"34",83302,-0.0424,0.6473,0.3527,0,67874,0.7645,0.2355,0.0691,0.1167,0.0377,0.013,0.0009,
"35",86765,-0.0026,0.5371,0.4629,0,63244,0.6757,0.3243,0.0752,0.1872,0.0472,0.0169,0.0015,
"36",89336,0.0269,0.5822,0.4178,0,62344,0.7012,0.2988,0.0703,0.086,0.1244,0.0167,0.0012,
