ID,Total Pop,Deviation,Dem,Rep,Oth,Total VAP,White,Minority,Hispanic,Black,Asian,Native,Pacific
"Un",0,0,0,0,0,0,0,0,0,0,0,0,0,
"1",84330,-0.0306,0.357,0.6049,0.0382,67790,0.7507,0.2493,0.0328,0.1816,0.0114,0.0203,0.0021,
"2",90751,0.0432,0.5356,0.4248,0.0397,71471,0.568,0.432,0.0886,0.3069,0.0186,0.0232,0.0009,
"3",85099,-0.0218,0.3877,0.5654,0.0469,67674,0.6904,0.3096,0.0547,0.2018,0.0343,0.0197,0.0021,
"4",83138,-0.0443,0.3903,0.5731,0.0366,63173,0.5417,0.4583,0.1844,0.255,0.0073,0.0215,0.0014,
"5",82953,-0.0465,0.4816,0.4833,0.0352,65833,0.5343,0.4657,0.0481,0.3859,0.0134,0.0231,0.0022,
"6",84016,-0.0342,0.4069,0.535,0.0582,59980,0.5895,0.4105,0.115,0.2459,0.0252,0.0331,0.0049,
"7",86439,-0.0064,0.4115,0.5399,0.0487,66908,0.655,0.345,0.0788,0.2348,0.0112,0.0241,0.001,
"8",85089,-0.0219,0.557,0.4018,0.0412,67486,0.5114,0.4886,0.0752,0.3813,0.021,0.0174,0.0015,
"9",85154,-0.0212,0.4951,0.4686,0.0363,64787,0.5746,0.4254,0.0536,0.3319,0.0273,0.0173,0.0016,
"10",82910,-0.047,0.441,0.5174,0.0416,64372,0.5508,0.4492,0.0679,0.3437,0.025,0.0189,0.0024,
"11",85987,-0.0116,0.6273,0.3284,0.0443,71986,0.6546,0.3454,0.079,0.1362,0.1112,0.0172,0.0014,
"12",84745,-0.0259,0.4554,0.5094,0.0352,66970,0.5241,0.4759,0.0719,0.3848,0.0074,0.0172,0.001,
"13",83307,-0.0424,0.2952,0.6573,0.0476,68322,0.8202,0.1798,0.045,0.0884,0.0186,0.0248,0.003,
"14",90506,0.0404,0.3489,0.5755,0.0756,72761,0.6302,0.3698,0.16,0.144,0.0394,0.0287,0.0095,
"15",89176,0.0251,0.3429,0.5893,0.0678,65570,0.6381,0.3619,0.105,0.1912,0.0404,0.0343,0.0066,
"16",85097,-0.0218,0.3094,0.6335,0.0571,65744,0.7778,0.2222,0.063,0.1172,0.0135,0.027,0.0022,
"17",89763,0.0318,0.3739,0.5807,0.0454,75240,0.8052,0.1948,0.0515,0.1072,0.0104,0.0227,0.0011,
"18",90862,0.0445,0.5156,0.4285,0.0559,72757,0.6951,0.3049,0.0623,0.2027,0.0187,0.0217,0.0018,
