ID,Total Pop,Deviation,Dem,Rep,Oth,Total VAP,White,Minority,Hispanic,Black,Asian,Native,Pacific
"Un",0,0,0,0,0,0,0,0,0,0,0,0,0,
"1",84330,-0.0306,0.3975,0.6025,0,67790,0.7507,0.2493,0.0328,0.1816,0.0114,0.0203,0.0021,
"2",90751,0.0432,0.5851,0.4149,0,71471,0.568,0.432,0.0886,0.3069,0.0186,0.0232,0.0009,
"3",85099,-0.0218,0.4277,0.5723,0,67674,0.6904,0.3096,0.0547,0.2018,0.0343,0.0197,0.0021,
"4",83138,-0.0443,0.432,0.568,0,63173,0.5417,0.4583,0.1844,0.255,0.0073,0.0215,0.0014,
"5",82953,-0.0465,0.5247,0.4753,0,65833,0.5343,0.4657,0.0481,0.3859,0.0134,0.0231,0.0022,
"6",84016,-0.0342,0.4654,0.5346,0,59980,0.5895,0.4105,0.115,0.2459,0.0252,0.0331,0.0049,
"7",86439,-0.0064,0.4633,0.5367,0,66908,0.655,0.345,0.0788,0.2348,0.0112,0.0241,0.001,
"8",85089,-0.0219,0.6015,0.3985,0,67486,0.5114,0.4886,0.0752,0.3813,0.021,0.0174,0.0015,
"9",85154,-0.0212,0.5442,0.4558,0,64787,0.5746,0.4254,0.0536,0.3319,0.0273,0.0173,0.0016,
"10",82910,-0.047,0.4872,0.5128,0,64372,0.5508,0.4492,0.0679,0.3437,0.025,0.0189,0.0024,
"11",85987,-0.0116,0.6803,0.3197,0,71986,0.6546,0.3454,0.079,0.1362,0.1112,0.0172,0.0014,
"12",84745,-0.0259,0.5027,0.4973,0,66970,0.5241,0.4759,0.0719,0.3848,0.0074,0.0172,0.001,
"13",83307,-0.0424,0.3308,0.6692,0,68322,0.8202,0.1798,0.045,0.0884,0.0186,0.0248,0.003,
"14",90506,0.0404,0.389,0.611,0,72761,0.6302,0.3698,0.16,0.144,0.0394,0.0287,0.0095,
"15",89176,0.0251,0.3857,0.6143,0,65570,0.6381,0.3619,0.105,0.1912,0.0404,0.0343,0.0066,
"16",85097,-0.0218,0.3454,0.6546,0,65744,0.7778,0.2222,0.063,0.1172,0.0135,0.027,0.0022,
"17",89763,0.0318,0.4003,0.5997,0,75240,0.8052,0.1948,0.0515,0.1072,0.0104,0.0227,0.0011,
"18",90862,0.0445,0.5658,0.4342,0,72757,0.6951,0.3049,0.0623,0.2027,0.0187,0.0217,0.0018,
"19",91041,0.0465,0.4051,0.5949,0,77048,0.8642,0.1358,0.0409,0.0545,0.0121,0.0231,0.0009,
"20",90729,0.0429,0.5221,0.4779,0,75674,0.8085,0.1915,0.0637,0.0813,0.0269,0.0167,0.0025,
"21",88313,0.0152,0.6844,0.3156,0,62101,0.4187,0.5813,0.0517,0.0964,0.4219,0.0109,0.0019,
"22",88642,0.0189,0.4476,0.5524,0,68362,0.5465,0.4535,0.1331,0.2847,0.0057,0.039,0.0011,
"23",88865,0.0215,0.6269,0.3731,0,70700,0.4167,0.5833,0.0357,0.5341,0.0049,0.0139,0.0007,
"24",83322,-0.0422,0.5443,0.4557,0,64630,0.5004,0.4996,0.0895,0.385,0.0141,0.0205,0.0012,
"25",90432,0.0395,0.5449,0.4551,0,70999,0.5088,0.4912,0.0638,0.3997,0.0122,0.0213,0.0014,
"26",90540,0.0408,0.457,0.543,0,66603,0.6681,0.3319,0.1135,0.1807,0.0174,0.0237,0.0017,
"27",84735,-0.026,0.6428,0.3572,0,68639,0.4139,0.5861,0.0236,0.5188,0.0066,0.0445,0.0016,
"28",85389,-0.0185,0.3882,0.6118,0,64169,0.6429,0.3571,0.1618,0.1699,0.0076,0.0239,0.0009,
"29",90900,0.0449,0.8436,0.1564,0,72930,0.5035,0.4965,0.0984,0.3103,0.0779,0.0171,0.0009,
"30",91038,0.0465,0.8607,0.1393,0,74671,0.4752,0.5248,0.1305,0.3075,0.0776,0.02,0.0012,
"31",91241,0.0488,0.8128,0.1872,0,71456,0.3212,0.6788,0.157,0.4563,0.059,0.0231,0.0011,
"32",85704,-0.0148,0.5981,0.4019,0,67302,0.4704,0.5296,0.0789,0.4336,0.0076,0.0165,0.0009,
"33",86863,-0.0015,0.6512,0.3488,0,65768,0.4888,0.5112,0.1363,0.3401,0.0232,0.0219,0.0014,
"34",83302,-0.0424,0.6499,0.3501,0,67874,0.7645,0.2355,0.0691,0.1167,0.0377,0.013,0.0009,
"35",86765,-0.0026,0.5347,0.4653,0,63244,0.6757,0.3243,0.0752,0.1872,0.0472,0.0169,0.0015,
"36",89336,0.0269,0.5791,0.4209,0,62344,0.7012,0.2988,0.0703,0.086,0.1244,0.0167,0.0012,
"37",88334,0.0154,0.4983,0.5017,0,63762,0.7345,0.2655,0.0904,0.1236,0.0318,0.0209,0.0017,
"38",90560,0.041,0.8586,0.1414,0,71098,0.3671,0.6329,0.1525,0.4391,0.0362,0.0195,0.0012,
"39",86971,-0.0003,0.6405,0.3595,0,65392,0.4732,0.5268,0.1471,0.3365,0.0315,0.0258,0.0019,
"40",90047,0.0351,0.5678,0.4322,0,68446,0.76,0.24,0.055,0.11,0.0578,0.0156,0.0014,
"41",84646,-0.027,0.6545,0.3455,0,65161,0.6692,0.3308,0.093,0.0834,0.1381,0.0163,0.0014,
"42",84462,-0.0291,0.7211,0.2789,0,64333,0.3661,0.6339,0.1552,0.4197,0.05,0.0297,0.0106,
"43",83198,-0.0436,0.5129,0.4871,0,63549,0.5073,0.4927,0.0664,0.369,0.0234,0.0439,0.0043,
"44",83751,-0.0373,0.6452,0.3548,0,66097,0.4039,0.5961,0.0928,0.4385,0.0462,0.0359,0.0068,
"45",83317,-0.0423,0.5896,0.4104,0,60502,0.4283,0.5717,0.1059,0.3923,0.0425,0.0497,0.0058,
"46",84307,-0.0309,0.4054,0.5946,0,65578,0.5462,0.4538,0.075,0.2645,0.0046,0.1186,0.0011,
"47",82846,-0.0477,0.5283,0.4717,0,63193,0.214,0.786,0.0626,0.2555,0.0137,0.4713,0.0017,
"48",86256,-0.0085,0.5653,0.4347,0,64317,0.4204,0.5796,0.0859,0.3709,0.0199,0.1161,0.0042,
"49",84041,-0.034,0.6988,0.3012,0,69447,0.669,0.331,0.0744,0.16,0.0835,0.0151,0.0015,
"50",85345,-0.019,0.5891,0.4109,0,67414,0.6909,0.3091,0.0824,0.1848,0.021,0.0239,0.0014,
"51",83073,-0.0451,0.4401,0.5599,0,63333,0.6534,0.3466,0.1443,0.1673,0.0145,0.0267,0.0018,
"52",84383,-0.03,0.4565,0.5435,0,65479,0.6624,0.3376,0.0544,0.2307,0.0168,0.0383,0.0016,
"53",89622,0.0302,0.3977,0.6023,0,67416,0.6923,0.3077,0.1126,0.1596,0.0122,0.0289,0.0015,
"54",83475,-0.0405,0.5519,0.4481,0,66342,0.7326,0.2674,0.106,0.116,0.0244,0.0214,0.001,
"55",84549,-0.0281,0.4234,0.5766,0,65379,0.586,0.414,0.1254,0.2609,0.0109,0.0214,0.0012,
"56",86087,-0.0104,0.8641,0.1359,0,70709,0.648,0.352,0.0811,0.1094,0.1454,0.0151,0.0013,
"57",91158,0.0479,0.593,0.407,0,70491,0.6149,0.3851,0.0574,0.2506,0.0631,0.0186,0.0008,
"58",89713,0.0312,0.739,0.261,0,69265,0.3257,0.6743,0.1167,0.4838,0.0658,0.0233,0.0018,
"59",87559,0.0065,0.5291,0.4709,0,67175,0.5793,0.4207,0.0599,0.3254,0.0185,0.025,0.0011,
"60",90919,0.0451,0.6403,0.3597,0,70838,0.4659,0.5341,0.0988,0.3468,0.074,0.0209,0.0011,
"61",90814,0.0439,0.8145,0.1855,0,74259,0.376,0.624,0.088,0.4929,0.0387,0.0198,0.0013,
"62",91136,0.0476,0.5241,0.4759,0,71735,0.6844,0.3156,0.0607,0.1655,0.0716,0.0178,0.0016,
"63",83540,-0.0397,0.5417,0.4583,0,63726,0.5332,0.4668,0.1504,0.2821,0.018,0.0296,0.0012,
"64",87875,0.0101,0.4278,0.5722,0,70243,0.7312,0.2688,0.0861,0.1409,0.0227,0.0216,0.0011,
"65",91096,0.0471,0.3714,0.6286,0,72783,0.7279,0.2721,0.0516,0.1945,0.0075,0.0202,0.0009,
"66",84245,-0.0316,0.7222,0.2778,0,63456,0.4167,0.5833,0.1778,0.3352,0.0642,0.0243,0.0015,
"67",88255,0.0145,0.3056,0.6944,0,69441,0.7662,0.2338,0.0616,0.1337,0.0178,0.0213,0.0007,
"68",86978,-0.0002,0.3976,0.6024,0,60071,0.7407,0.2593,0.0715,0.0927,0.0755,0.0165,0.0011,
"69",88795,0.0207,0.364,0.636,0,66259,0.7345,0.2655,0.1034,0.1056,0.0347,0.0213,0.0013,
"70",89118,0.0244,0.2583,0.7417,0,69471,0.7635,0.2365,0.1165,0.0738,0.0219,0.0268,0.0008,
"71",83748,-0.0373,0.7227,0.2773,0,65423,0.4576,0.5424,0.1603,0.3481,0.027,0.0231,0.001,
"72",83262,-0.0429,0.7648,0.2352,0,64526,0.4363,0.5637,0.1241,0.4046,0.0261,0.0188,0.0022,
"73",90390,0.039,0.533,0.467,0,65279,0.5588,0.4412,0.1142,0.2388,0.0749,0.022,0.0015,
"74",89692,0.031,0.4966,0.5034,0,69671,0.7312,0.2688,0.0706,0.1302,0.0509,0.0195,0.0011,
"75",84659,-0.0269,0.4616,0.5384,0,65318,0.6439,0.3561,0.1163,0.2046,0.0184,0.0264,0.0013,
