statefp20,countyfp20,county_geoid20,county_name,CVAP_TOT24
37,001,37001,Alamance,128341
37,003,37003,Alexander,28742
37,005,37005,Alleghany,9022
37,007,37007,Anson,17313
37,009,37009,Ashe,22045
37,011,37011,Avery,14615
37,013,37013,Beaufort,34892
37,015,37015,Bertie,14080
37,017,37017,Bladen,22612
37,019,37019,Brunswick,128878
37,021,37021,Buncombe,215556
37,023,37023,Burke,69822
37,025,37025,Cabarrus,163359
37,027,37027,Caldwell,63136
37,029,37029,Camden,8325
37,031,37031,Carteret,56680
37,033,37033,Caswell,17836
37,035,37035,Catawba,122585
37,037,37037,Chatham,59707
37,039,37039,Cherokee,24648
37,041,37041,Chowan,10912
37,043,37043,Clay,9622
37,045,37045,Cleveland,76888
37,047,37047,Columbus,38778
37,049,37049,Craven,79247
37,051,37051,Cumberland,245089
37,053,37053,Currituck,23373
37,055,37055,Dare,30234
37,057,37057,Davidson,130982
37,059,37059,Davie,33652
37,061,37061,Duplin,33107
37,063,37063,Durham,237789
37,065,37065,Edgecombe,36566
37,067,37067,Forsyth,280985
37,069,37069,Franklin,55777
37,071,37071,Gaston,174994
37,073,37073,Gates,8276
37,075,37075,Graham,6448
37,077,37077,Granville,45832
37,079,37079,Greene,15489
37,081,37081,Guilford,398558
37,083,37083,Halifax,36849
37,085,37085,Harnett,99073
37,087,37087,Haywood,50755
37,089,37089,Henderson,91041
37,091,37091,Hertford,15561
37,093,37093,Hoke,37258
37,095,37095,Hyde,3583
37,097,37097,Iredell,145816
37,099,37099,Jackson,35319
37,101,37101,Johnston,164757
37,103,37103,Jones,7434
37,105,37105,Lee,46164
37,107,37107,Lenoir,40998
37,109,37109,Lincoln,71070
37,111,37111,McDowell,35249
37,113,37113,Macon,29871
37,115,37115,Madison,18005
37,117,37117,Martin,17144
37,119,37119,Mecklenburg,786274
37,121,37121,Mitchell,12185
37,123,37123,Montgomery,19291
37,125,37125,Moore,80091
37,127,37127,Nash,72823
37,129,37129,New Hanover,185517
37,131,37131,Northampton,13835
37,133,37133,Onslow,153506
37,135,37135,Orange,112322
37,137,37137,Pamlico,10431
37,139,37139,Pasquotank,31695
37,141,37141,Pender,48999
37,143,37143,Perquimans,10750
37,145,37145,Person,30695
37,147,37147,Pitt,134102
37,149,37149,Polk,16520
37,151,37151,Randolph,106380
37,153,37153,Richmond,31744
37,155,37155,Robeson,82528
37,157,37157,Rockingham,71757
37,159,37159,Rowan,110349
37,161,37161,Rutherford,50915
37,163,37163,Sampson,40562
37,165,37165,Scotland,25351
37,167,37167,Stanly,49128
37,169,37169,Stokes,36644
37,171,37171,Surry,53978
37,173,37173,Swain,10857
37,175,37175,Transylvania,27736
37,177,37177,Tyrrell,2693
37,179,37179,Union,173501
37,181,37181,Vance,30750
37,183,37183,Wake,824768
37,185,37185,Warren,15095
37,187,37187,Washington,8669
37,189,37189,Watauga,47318
37,191,37191,Wayne,84787
37,193,37193,Wilkes,50904
37,195,37195,Wilson,58420
37,197,37197,Yadkin,28443
37,199,37199,Yancey,15100
