district_type,target_year,plan_id,district,district_code,district_label,district_geoid,district_name,CVAP_TOT24
state_senate,2022,nc_court_ordered_2022,1,01,SD-01,37001,State Senate District 1,162954
state_senate,2022,nc_court_ordered_2022,2,02,SD-02,37002,State Senate District 2,155137
state_senate,2022,nc_court_ordered_2022,3,03,SD-03,37003,State Senate District 3,155231
state_senate,2022,nc_court_ordered_2022,4,04,SD-04,37004,State Senate District 4,158696
state_senate,2022,nc_court_ordered_2022,5,05,SD-05,37005,State Senate District 5,170668
state_senate,2022,nc_court_ordered_2022,6,06,SD-06,37006,State Senate District 6,153506
state_senate,2022,nc_court_ordered_2022,7,07,SD-07,37007,State Senate District 7,171444
state_senate,2022,nc_court_ordered_2022,8,08,SD-08,37008,State Senate District 8,181729
state_senate,2022,nc_court_ordered_2022,9,09,SD-09,37009,State Senate District 9,150323
state_senate,2022,nc_court_ordered_2022,10,10,SD-10,37010,State Senate District 10,164757
state_senate,2022,nc_court_ordered_2022,11,11,SD-11,37011,State Senate District 11,159350
state_senate,2022,nc_court_ordered_2022,12,12,SD-12,37012,State Senate District 12,147628
state_senate,2022,nc_court_ordered_2022,13,13,SD-13,37013,State Senate District 13,144532
state_senate,2022,nc_court_ordered_2022,14,14,SD-14,37014,State Senate District 14,147281
state_senate,2022,nc_court_ordered_2022,15,15,SD-15,37015,State Senate District 15,151832
state_senate,2022,nc_court_ordered_2022,16,16,SD-16,37016,State Senate District 16,136052
state_senate,2022,nc_court_ordered_2022,17,17,SD-17,37017,State Senate District 17,141611
state_senate,2022,nc_court_ordered_2022,18,18,SD-18,37018,State Senate District 18,149292
state_senate,2022,nc_court_ordered_2022,19,19,SD-19,37019,State Senate District 19,154498
state_senate,2022,nc_court_ordered_2022,20,20,SD-20,37020,State Senate District 20,155249
state_senate,2022,nc_court_ordered_2022,21,21,SD-21,37021,State Senate District 21,170682
state_senate,2022,nc_court_ordered_2022,22,22,SD-22,37022,State Senate District 22,142247
state_senate,2022,nc_court_ordered_2022,23,23,SD-23,37023,State Senate District 23,160853
state_senate,2022,nc_court_ordered_2022,24,24,SD-24,37024,State Senate District 24,145137
state_senate,2022,nc_court_ordered_2022,25,25,SD-25,37025,State Senate District 25,161314
state_senate,2022,nc_court_ordered_2022,26,26,SD-26,37026,State Senate District 26,166353
state_senate,2022,nc_court_ordered_2022,27,27,SD-27,37027,State Senate District 27,150523
state_senate,2022,nc_court_ordered_2022,28,28,SD-28,37028,State Senate District 28,153439
state_senate,2022,nc_court_ordered_2022,29,29,SD-29,37029,State Senate District 29,165582
state_senate,2022,nc_court_ordered_2022,30,30,SD-30,37030,State Senate District 30,164634
state_senate,2022,nc_court_ordered_2022,31,31,SD-31,37031,State Senate District 31,162215
state_senate,2022,nc_court_ordered_2022,32,32,SD-32,37032,State Senate District 32,155414
state_senate,2022,nc_court_ordered_2022,33,33,SD-33,37033,State Senate District 33,159477
state_senate,2022,nc_court_ordered_2022,34,34,SD-34,37034,State Senate District 34,156431
state_senate,2022,nc_court_ordered_2022,35,35,SD-35,37035,State Senate District 35,156602
state_senate,2022,nc_court_ordered_2022,36,36,SD-36,37036,State Senate District 36,162067
state_senate,2022,nc_court_ordered_2022,37,37,SD-37,37037,State Senate District 37,168306
state_senate,2022,nc_court_ordered_2022,38,38,SD-38,37038,State Senate District 38,154495
state_senate,2022,nc_court_ordered_2022,39,39,SD-39,37039,State Senate District 39,160753
state_senate,2022,nc_court_ordered_2022,40,40,SD-40,37040,State Senate District 40,145924
state_senate,2022,nc_court_ordered_2022,41,41,SD-41,37041,State Senate District 41,157998
state_senate,2022,nc_court_ordered_2022,42,42,SD-42,37042,State Senate District 42,144614
state_senate,2022,nc_court_ordered_2022,43,43,SD-43,37043,State Senate District 43,161956
state_senate,2022,nc_court_ordered_2022,44,44,SD-44,37044,State Senate District 44,160996
state_senate,2022,nc_court_ordered_2022,45,45,SD-45,37045,State Senate District 45,168009
state_senate,2022,nc_court_ordered_2022,46,46,SD-46,37046,State Senate District 46,160137
state_senate,2022,nc_court_ordered_2022,47,47,SD-47,37047,State Senate District 47,174927
state_senate,2022,nc_court_ordered_2022,48,48,SD-48,37048,State Senate District 48,158476
state_senate,2022,nc_court_ordered_2022,49,49,SD-49,37049,State Senate District 49,160490
state_senate,2022,nc_court_ordered_2022,50,50,SD-50,37050,State Senate District 50,176331
