district_type,target_year,plan_id,district,district_code,district_label,district_geoid,district_name,CVAP_TOT24
state_senate,2024,tiger_line_2024,001,,SD-01,37001,State Senate District 1,158822
state_senate,2024,tiger_line_2024,002,,SD-02,37002,State Senate District 2,159363
state_senate,2024,tiger_line_2024,003,,SD-03,37003,State Senate District 3,155137
state_senate,2024,tiger_line_2024,004,,SD-04,37004,State Senate District 4,158696
state_senate,2024,tiger_line_2024,005,,SD-05,37005,State Senate District 5,170668
state_senate,2024,tiger_line_2024,006,,SD-06,37006,State Senate District 6,153506
state_senate,2024,tiger_line_2024,007,,SD-07,37007,State Senate District 7,162091
state_senate,2024,tiger_line_2024,008,,SD-08,37008,State Senate District 8,191087
state_senate,2024,tiger_line_2024,009,,SD-09,37009,State Senate District 9,150318
state_senate,2024,tiger_line_2024,010,,SD-10,37010,State Senate District 10,164757
state_senate,2024,tiger_line_2024,011,,SD-11,37011,State Senate District 11,159350
state_senate,2024,tiger_line_2024,012,,SD-12,37012,State Senate District 12,147628
state_senate,2024,tiger_line_2024,013,,SD-13,37013,State Senate District 13,146050
state_senate,2024,tiger_line_2024,014,,SD-14,37014,State Senate District 14,145673
state_senate,2024,tiger_line_2024,015,,SD-15,37015,State Senate District 15,150513
state_senate,2024,tiger_line_2024,016,,SD-16,37016,State Senate District 16,145563
state_senate,2024,tiger_line_2024,017,,SD-17,37017,State Senate District 17,130329
state_senate,2024,tiger_line_2024,018,,SD-18,37018,State Senate District 18,152472
state_senate,2024,tiger_line_2024,019,,SD-19,37019,State Senate District 19,156559
state_senate,2024,tiger_line_2024,020,,SD-20,37020,State Senate District 20,156447
state_senate,2024,tiger_line_2024,021,,SD-21,37021,State Senate District 21,168621
state_senate,2024,tiger_line_2024,022,,SD-22,37022,State Senate District 22,141049
state_senate,2024,tiger_line_2024,023,,SD-23,37023,State Senate District 23,160853
state_senate,2024,tiger_line_2024,024,,SD-24,37024,State Senate District 24,145137
state_senate,2024,tiger_line_2024,025,,SD-25,37025,State Senate District 25,162235
state_senate,2024,tiger_line_2024,026,,SD-26,37026,State Senate District 26,162801
state_senate,2024,tiger_line_2024,027,,SD-27,37027,State Senate District 27,153916
state_senate,2024,tiger_line_2024,028,,SD-28,37028,State Senate District 28,153608
state_senate,2024,tiger_line_2024,029,,SD-29,37029,State Senate District 29,162051
state_senate,2024,tiger_line_2024,030,,SD-30,37030,State Senate District 30,164627
state_senate,2024,tiger_line_2024,031,,SD-31,37031,State Senate District 31,168233
state_senate,2024,tiger_line_2024,032,,SD-32,37032,State Senate District 32,149403
state_senate,2024,tiger_line_2024,033,,SD-33,37033,State Senate District 33,159477
state_senate,2024,tiger_line_2024,034,,SD-34,37034,State Senate District 34,155673
state_senate,2024,tiger_line_2024,035,,SD-35,37035,State Senate District 35,159960
state_senate,2024,tiger_line_2024,036,,SD-36,37036,State Senate District 36,162067
state_senate,2024,tiger_line_2024,037,,SD-37,37037,State Senate District 37,171914
state_senate,2024,tiger_line_2024,038,,SD-38,37038,State Senate District 38,157528
state_senate,2024,tiger_line_2024,039,,SD-39,37039,State Senate District 39,150895
state_senate,2024,tiger_line_2024,040,,SD-40,37040,State Senate District 40,140507
state_senate,2024,tiger_line_2024,041,,SD-41,37041,State Senate District 41,164228
state_senate,2024,tiger_line_2024,042,,SD-42,37042,State Senate District 42,147018
state_senate,2024,tiger_line_2024,043,,SD-43,37043,State Senate District 43,161956
state_senate,2024,tiger_line_2024,044,,SD-44,37044,State Senate District 44,160996
state_senate,2024,tiger_line_2024,045,,SD-45,37045,State Senate District 45,167425
state_senate,2024,tiger_line_2024,046,,SD-46,37046,State Senate District 46,156716
state_senate,2024,tiger_line_2024,047,,SD-47,37047,State Senate District 47,171634
state_senate,2024,tiger_line_2024,048,,SD-48,37048,State Senate District 48,158549
state_senate,2024,tiger_line_2024,049,,SD-49,37049,State Senate District 49,163838
state_senate,2024,tiger_line_2024,050,,SD-50,37050,State Senate District 50,180208
