district_type,target_year,plan_id,district,district_code,district_label,district_geoid,district_name,CVAP_TOT24
state_house,2024,tiger_line_2024,001,,HD-001,37001,State House District 1,68047
state_house,2024,tiger_line_2024,002,,HD-002,37002,State House District 2,68475
state_house,2024,tiger_line_2024,003,,HD-003,37003,State House District 3,66751
state_house,2024,tiger_line_2024,004,,HD-004,37004,State House District 4,54900
state_house,2024,tiger_line_2024,005,,HD-005,37005,State House District 5,63857
state_house,2024,tiger_line_2024,006,,HD-006,37006,State House District 6,64562
state_house,2024,tiger_line_2024,007,,HD-007,37007,State House District 7,66517
state_house,2024,tiger_line_2024,008,,HD-008,37008,State House District 8,68994
state_house,2024,tiger_line_2024,009,,HD-009,37009,State House District 9,65108
state_house,2024,tiger_line_2024,010,,HD-010,37010,State House District 10,62994
state_house,2024,tiger_line_2024,011,,HD-011,37011,State House District 11,61847
state_house,2024,tiger_line_2024,012,,HD-012,37012,State House District 12,63921
state_house,2024,tiger_line_2024,013,,HD-013,37013,State House District 13,69176
state_house,2024,tiger_line_2024,014,,HD-014,37014,State House District 14,68804
state_house,2024,tiger_line_2024,015,,HD-015,37015,State House District 15,64176
state_house,2024,tiger_line_2024,016,,HD-016,37016,State House District 16,69525
state_house,2024,tiger_line_2024,017,,HD-017,37017,State House District 17,85210
state_house,2024,tiger_line_2024,018,,HD-018,37018,State House District 18,76970
state_house,2024,tiger_line_2024,019,,HD-019,37019,State House District 19,79708
state_house,2024,tiger_line_2024,020,,HD-020,37020,State House District 20,72507
state_house,2024,tiger_line_2024,021,,HD-021,37021,State House District 21,57065
state_house,2024,tiger_line_2024,022,,HD-022,37022,State House District 22,63169
state_house,2024,tiger_line_2024,023,,HD-023,37023,State House District 23,67790
state_house,2024,tiger_line_2024,024,,HD-024,37024,State House District 24,61772
state_house,2024,tiger_line_2024,025,,HD-025,37025,State House District 25,69471
state_house,2024,tiger_line_2024,026,,HD-026,37026,State House District 26,68679
state_house,2024,tiger_line_2024,027,,HD-027,37027,State House District 27,65779
state_house,2024,tiger_line_2024,028,,HD-028,37028,State House District 28,65632
state_house,2024,tiger_line_2024,029,,HD-029,37029,State House District 29,68444
state_house,2024,tiger_line_2024,030,,HD-030,37030,State House District 30,65469
state_house,2024,tiger_line_2024,031,,HD-031,37031,State House District 31,66096
state_house,2024,tiger_line_2024,032,,HD-032,37032,State House District 32,65842
state_house,2024,tiger_line_2024,033,,HD-033,37033,State House District 33,65182
