year,county,raw_precinct,group_id,strategy,synthetic_key,voter_history_code_confirmed
2000,BUNCOMBE,34.1 34,BUNCOMBE|HSC|H51|S28|C11,election_district_cell_hsc,BUNCOMBE - 34.1 34,False
2000,BUNCOMBE,35.1 35,BUNCOMBE|HSC|H51|S28|C11,election_district_cell_hsc,BUNCOMBE - 35.1 35,False
2000,BUNCOMBE,36.1 36,BUNCOMBE|HSC|H51|S28|C11,election_district_cell_hsc,BUNCOMBE - 36.1 36,False
2000,BUNCOMBE,37.1 37,BUNCOMBE|HSC|H51|S42|C11,election_district_cell_hsc,BUNCOMBE - 37.1 37,False
2000,BUNCOMBE,38.1 38,BUNCOMBE|HSC|H51|S42|C11,election_district_cell_hsc,BUNCOMBE - 38.1 38,False
2000,BUNCOMBE,39.1 39,BUNCOMBE|HSC|H51|S42|C11,election_district_cell_hsc,BUNCOMBE - 39.1 39,False
2000,BUNCOMBE,40.1 40,BUNCOMBE|HSC|H51|S28|C11,election_district_cell_hsc,BUNCOMBE - 40.1 40,False
2000,BUNCOMBE,41.1 41,BUNCOMBE|HSC|H51|S28|C11,election_district_cell_hsc,BUNCOMBE - 41.1 41,False
2000,BUNCOMBE,42.1 42,BUNCOMBE|HSC|H51|S28|C11,election_district_cell_hsc,BUNCOMBE - 42.1 42,False
2000,BUNCOMBE,43.1 43,BUNCOMBE|HSC|H51|S28|C11,election_district_cell_hsc,BUNCOMBE - 43.1 43,False
2000,BUNCOMBE,44.1 44,BUNCOMBE|HSC|H51|S28|C11,election_district_cell_hsc,BUNCOMBE - 44.1 44,False
2000,BUNCOMBE,45.1 45,BUNCOMBE|HSC|H51|S28|C11,election_district_cell_hsc,BUNCOMBE - 45.1 45,False
2000,BUNCOMBE,46.1 46,BUNCOMBE|HSC|H51|S28|C11,election_district_cell_hsc,BUNCOMBE - 46.1 46,False
2000,BUNCOMBE,47.1 47,BUNCOMBE|HSC|H51|S28|C11,election_district_cell_hsc,BUNCOMBE - 47.1 47,False
2000,BUNCOMBE,48.1 48,BUNCOMBE|HSC|H51|S28|C11,election_district_cell_hsc,BUNCOMBE - 48.1 48,False
2000,BUNCOMBE,49.1 49,BUNCOMBE|HSC|H51|S28|C11,election_district_cell_hsc,BUNCOMBE - 49.1 49,False
2000,BUNCOMBE,50.1 50,BUNCOMBE|HSC|H51|S28|C11,election_district_cell_hsc,BUNCOMBE - 50.1 50,False
2000,BUNCOMBE,51.1 51,BUNCOMBE|HSC|H51|S28|C11,election_district_cell_hsc,BUNCOMBE - 51.1 51,False
2000,BUNCOMBE,52.1 52,BUNCOMBE|HSC|H51|S28|C11,election_district_cell_hsc,BUNCOMBE - 52.1 52,False
2000,BUNCOMBE,53.1 53,BUNCOMBE|HSC|H51|S28|C11,election_district_cell_hsc,BUNCOMBE - 53.1 53,False
2000,BUNCOMBE,54.1 54,BUNCOMBE|HSC|H68|S28|C11,election_district_cell_hsc,BUNCOMBE - 54.1 54,False
2000,BUNCOMBE,55.1 55,BUNCOMBE|HSC|H68|S42|C11,election_district_cell_hsc,BUNCOMBE - 55.1 55,False
2000,BUNCOMBE,56.1 56,BUNCOMBE|HSC|H68|S42|C11,election_district_cell_hsc,BUNCOMBE - 56.1 56,False
2000,BUNCOMBE,57.1 57,BUNCOMBE|HSC|H68|S42|C11,election_district_cell_hsc,BUNCOMBE - 57.1 57,False
2000,BUNCOMBE,58.1 58,BUNCOMBE|HSC|H51|S28|C11,election_district_cell_hsc,BUNCOMBE - 58.1 58,False
2000,BUNCOMBE,59.1 59,BUNCOMBE|HSC|H51|S28|C11,election_district_cell_hsc,BUNCOMBE - 59.1 59,False
2000,BUNCOMBE,60.1 60,BUNCOMBE|HSC|H51|S28|C11,election_district_cell_hsc,BUNCOMBE - 60.1 60,False
2000,BUNCOMBE,61.1 61,BUNCOMBE|HSC|H51|S28|C11,election_district_cell_hsc,BUNCOMBE - 61.1 61,False
2000,BUNCOMBE,62.1 62,BUNCOMBE|HSC|H51|S28|C11,election_district_cell_hsc,BUNCOMBE - 62.1 62,False
2000,BUNCOMBE,63.1 63,BUNCOMBE|HSC|H51|S28|C11,election_district_cell_hsc,BUNCOMBE - 63.1 63,False
2000,BUNCOMBE,64.1 64,BUNCOMBE|HSC|H51|S28|C11,election_district_cell_hsc,BUNCOMBE - 64.1 64,False
2000,BUNCOMBE,65.1 65,BUNCOMBE|HSC|H51|S28|C11,election_district_cell_hsc,BUNCOMBE - 65.1 65,False
2000,BUNCOMBE,66.1 66,BUNCOMBE|HSC|H51|S28|C11,election_district_cell_hsc,BUNCOMBE - 66.1 66,False
2000,BUNCOMBE,67.1 67,BUNCOMBE|HSC|H51|S28|C11,election_district_cell_hsc,BUNCOMBE - 67.1 67,False
2000,BUNCOMBE,68.1 68,BUNCOMBE|HSC|H51|S28|C11,election_district_cell_hsc,BUNCOMBE - 68.1 68,False
2000,BUNCOMBE,69.1 69,BUNCOMBE|HSC|H51|S28|C11,election_district_cell_hsc,BUNCOMBE - 69.1 69,False
2000,BUNCOMBE,70.1 70,BUNCOMBE|HSC|H51|S28|C11,election_district_cell_hsc,BUNCOMBE - 70.1 70,False
2000,BUNCOMBE,71.1 71,BUNCOMBE|HSC|H51|S28|C11,election_district_cell_hsc,BUNCOMBE - 71.1 71,False
2000,BUNCOMBE,absentee/provisional,BUNCOMBE|C|C11,election_district_cell_c,BUNCOMBE - ABSENTEE/PROVISIONAL,False
2000,CABARRUS,0101 0101,CABARRUS|HSC|H81|S22|C8,election_district_cell_hsc,CABARRUS - 0101 0101,False
2000,CABARRUS,0102 0102,CABARRUS|HSC|H81|S22|C8,election_district_cell_hsc,CABARRUS - 0102 0102,False
2000,CABARRUS,0103 0103,CABARRUS|HSC|H81|S22|C8,election_district_cell_hsc,CABARRUS - 0103 0103,False
2000,CABARRUS,0104 0104,CABARRUS|HSC|H81|S22|C8,election_district_cell_hsc,CABARRUS - 0104 0104,False
2000,CABARRUS,0201 0201,CABARRUS|HSC|H90|S22|C8,election_district_cell_hsc,CABARRUS - 0201 0201,False
2000,CABARRUS,0202 0202,CABARRUS|HSC|H90|S22|C8,election_district_cell_hsc,CABARRUS - 0202 0202,False
2000,CABARRUS,0203 0203,CABARRUS|HSC|H81|S22|C8,election_district_cell_hsc,CABARRUS - 0203 0203,False
2000,CABARRUS,0204 0204,CABARRUS|HSC|H81|S22|C8,election_district_cell_hsc,CABARRUS - 0204 0204,False
2000,CABARRUS,0205 0205,CABARRUS|HSC|H90|S22|C8,election_district_cell_hsc,CABARRUS - 0205 0205,False
2000,CABARRUS,0206 0206,CABARRUS|SC|S22|C8,election_district_cell_sc,CABARRUS - 0206 0206,False
2000,CABARRUS,0207 0207,CABARRUS|HSC|H90|S22|C8,election_district_cell_hsc,CABARRUS - 0207 0207,False
2000,CABARRUS,0300 0300,CABARRUS|HSC|H81|S22|C8,election_district_cell_hsc,CABARRUS - 0300 0300,False
2000,CABARRUS,0401 0401,CABARRUS|HSC|H90|S22|C8,election_district_cell_hsc,CABARRUS - 0401 0401,False
2000,CABARRUS,0402 0402,CABARRUS|HSC|H90|S22|C8,election_district_cell_hsc,CABARRUS - 0402 0402,False
2000,CABARRUS,0403 0403,CABARRUS|HSC|H90|S22|C8,election_district_cell_hsc,CABARRUS - 0403 0403,False
2000,CABARRUS,0404 0404,CABARRUS|HSC|H90|S22|C8,election_district_cell_hsc,CABARRUS - 0404 0404,False
2000,CABARRUS,0405 0405,CABARRUS|HSC|H90|S22|C8,election_district_cell_hsc,CABARRUS - 0405 0405,False
2000,CABARRUS,0406 0406,CABARRUS|HSC|H90|S22|C8,election_district_cell_hsc,CABARRUS - 0406 0406,False
2000,CABARRUS,0407 0407,CABARRUS|HSC|H90|S22|C8,election_district_cell_hsc,CABARRUS - 0407 0407,False
2000,CABARRUS,0408 0408,CABARRUS|HSC|H90|S22|C8,election_district_cell_hsc,CABARRUS - 0408 0408,False
2000,CABARRUS,0409 0409,CABARRUS|HSC|H90|S22|C8,election_district_cell_hsc,CABARRUS - 0409 0409,False
2000,CABARRUS,0410 0410,CABARRUS|HSC|H90|S22|C8,election_district_cell_hsc,CABARRUS - 0410 0410,False
2000,CABARRUS,0500 0500,CABARRUS|HSC|H81|S22|C8,election_district_cell_hsc,CABARRUS - 0500 0500,False
2000,CABARRUS,0600 0600,CABARRUS|HSC|H81|S22|C8,election_district_cell_hsc,CABARRUS - 0600 0600,False
2000,CABARRUS,0700 0700,CABARRUS|HSC|H81|S22|C8,election_district_cell_hsc,CABARRUS - 0700 0700,False
2000,CABARRUS,0800 0800,CABARRUS|HSC|H82|S22|C8,election_district_cell_hsc,CABARRUS - 0800 0800,False
2000,CABARRUS,0900 0900,CABARRUS|HSC|H81|S22|C8,election_district_cell_hsc,CABARRUS - 0900 0900,False
2000,CABARRUS,1000 1000,CABARRUS|HSC|H81|S22|C8,election_district_cell_hsc,CABARRUS - 1000 1000,False
2000,CABARRUS,1101 1101,CABARRUS|HSC|H81|S22|C8,election_district_cell_hsc,CABARRUS - 1101 1101,False
2000,CABARRUS,1102 1102,CABARRUS|HSC|H81|S22|C8,election_district_cell_hsc,CABARRUS - 1102 1102,False
2000,CABARRUS,1201 1201,CABARRUS|HSC|H90|S22|C8,election_district_cell_hsc,CABARRUS - 1201 1201,False
2000,CABARRUS,1202 1202,CABARRUS|HSC|H90|S22|C8,election_district_cell_hsc,CABARRUS - 1202 1202,False
2000,CABARRUS,1203 1203,CABARRUS|HSC|H81|S22|C8,election_district_cell_hsc,CABARRUS - 1203 1203,False
2000,CABARRUS,1204 1204,CABARRUS|HSC|H90|S22|C8,election_district_cell_hsc,CABARRUS - 1204 1204,False
2000,CABARRUS,1205 1205,CABARRUS|HSC|H90|S22|C8,election_district_cell_hsc,CABARRUS - 1205 1205,False
2000,CABARRUS,1206 1206,CABARRUS|HSC|H90|S22|C8,election_district_cell_hsc,CABARRUS - 1206 1206,False
2000,CABARRUS,1207 1207,CABARRUS|HSC|H90|S22|C8,election_district_cell_hsc,CABARRUS - 1207 1207,False
2000,CABARRUS,1208 1208,CABARRUS|HSC|H90|S22|C8,election_district_cell_hsc,CABARRUS - 1208 1208,False
2000,CABARRUS,1209 1209,CABARRUS|SC|S22|C8,election_district_cell_sc,CABARRUS - 1209 1209,False
2000,CABARRUS,1210 1210,CABARRUS|HSC|H90|S22|C8,election_district_cell_hsc,CABARRUS - 1210 1210,False
2000,CABARRUS,1211 1211,CABARRUS|HSC|H81|S22|C8,election_district_cell_hsc,CABARRUS - 1211 1211,False
2000,CABARRUS,1212 1212,CABARRUS|SC|S22|C8,election_district_cell_sc,CABARRUS - 1212 1212,False
2000,CABARRUS,absentee/provisional,CABARRUS|SC|S22|C8,election_district_cell_sc,CABARRUS - ABSENTEE/PROVISIONAL,False
2000,CUMBERLAND,AH49 ARRAN HILLS,CUMBERLAND|HSC|H18|S24|C8,election_district_cell_hsc,CUMBERLAND - AH49 ARRAN HILLS,False
2000,CUMBERLAND,AL51 ALDERMAN,CUMBERLAND|HSC|H16|S24|C7,election_district_cell_hsc,CUMBERLAND - AL51 ALDERMAN,False
2000,CUMBERLAND,AU50 AUMAN,CUMBERLAND|HC|H18|C8,election_district_cell_hc,CUMBERLAND - AU50 AUMAN,False
2000,CUMBERLAND,BD52 BEAVER DAM,CUMBERLAND|HSC|H96|S30|C7,election_district_cell_hsc,CUMBERLAND - BD52 BEAVER DAM,False
2000,CUMBERLAND,BR54 BLACK RIVER,CUMBERLAND|HSC|H18|S24|C7,election_district_cell_hsc,CUMBERLAND - BR54 BLACK RIVER,False
2000,CUMBERLAND,BW55 BRENTWOOD,CUMBERLAND|HSC|H18|S24|C8,election_district_cell_hsc,CUMBERLAND - BW55 BRENTWOOD,False
2000,CUMBERLAND,CC01 CROSS CREEK #01,CUMBERLAND|HSC|H17|S41|C7,election_district_cell_hsc,CUMBERLAND - CC01 CROSS CREEK #01,False
2000,CUMBERLAND,CC02 CROSS CREEK #02,CUMBERLAND|HSC|H18|S41|C7,election_district_cell_hsc,CUMBERLAND - CC02 CROSS CREEK #02,False
2000,CUMBERLAND,CC03 CROSS CREEK #03,CUMBERLAND|HSC|H17|S41|C8,election_district_cell_hsc,CUMBERLAND - CC03 CROSS CREEK #03,False
2000,CUMBERLAND,CC04 CROSS CREEK #04,CUMBERLAND|HSC|H18|S24|C7,election_district_cell_hsc,CUMBERLAND - CC04 CROSS CREEK #04,False
2000,CUMBERLAND,CC05 CROSS CREEK #05,CUMBERLAND|HSC|H17|S41|C8,election_district_cell_hsc,CUMBERLAND - CC05 CROSS CREEK #05,False
2000,CUMBERLAND,CC06 CROSS CREEK #06,CUMBERLAND|HSC|H18|S41|C8,election_district_cell_hsc,CUMBERLAND - CC06 CROSS CREEK #06,False
2000,CUMBERLAND,CC07 CROSS CREEK #07,CUMBERLAND|HSC|H18|S24|C7,election_district_cell_hsc,CUMBERLAND - CC07 CROSS CREEK #07,False
2000,CUMBERLAND,CC08 CROSS CREEK #08,CUMBERLAND|HSC|H18|S24|C7,election_district_cell_hsc,CUMBERLAND - CC08 CROSS CREEK #08,False
2000,CUMBERLAND,CC09 CROSS CREEK #09,CUMBERLAND|HSC|H17|S24|C8,election_district_cell_hsc,CUMBERLAND - CC09 CROSS CREEK #09,False
2000,CUMBERLAND,CC10 CROSS CREEK #10,CUMBERLAND|HSC|H75|S24|C7,election_district_cell_hsc,CUMBERLAND - CC10 CROSS CREEK #10,False
2000,CUMBERLAND,CC11 CROSS CREEK #11,CUMBERLAND|HSC|H18|S24|C7,election_district_cell_hsc,CUMBERLAND - CC11 CROSS CREEK #11,False
2000,CUMBERLAND,CC12 CROSS CREEK #12,CUMBERLAND|HSC|H18|S24|C7,election_district_cell_hsc,CUMBERLAND - CC12 CROSS CREEK #12,False
2000,CUMBERLAND,CC13 CROSS CREEK #13,CUMBERLAND|HSC|H17|S41|C8,election_district_cell_hsc,CUMBERLAND - CC13 CROSS CREEK #13,False
2000,CUMBERLAND,CC14 CROSS CREEK #14,CUMBERLAND|HSC|H18|S24|C7,election_district_cell_hsc,CUMBERLAND - CC14 CROSS CREEK #14,False
2000,CUMBERLAND,CC15 CROSS CREEK #15,CUMBERLAND|HSC|H18|S24|C7,election_district_cell_hsc,CUMBERLAND - CC15 CROSS CREEK #15,False
2000,CUMBERLAND,CC16 CROSS CREEK #16,CUMBERLAND|HSC|H17|S41|C8,election_district_cell_hsc,CUMBERLAND - CC16 CROSS CREEK #16,False
2000,CUMBERLAND,CC17 CROSS CREEK #17,CUMBERLAND|HSC|H17|S41|C8,election_district_cell_hsc,CUMBERLAND - CC17 CROSS CREEK #17,False
2000,CUMBERLAND,CC18 CROSS CREEK #18,CUMBERLAND|HSC|H18|S24|C7,election_district_cell_hsc,CUMBERLAND - CC18 CROSS CREEK #18,False
2000,CUMBERLAND,CC19 CROSS CREEK #19,CUMBERLAND|HSC|H17|S41|C8,election_district_cell_hsc,CUMBERLAND - CC19 CROSS CREEK #19,False
2000,CUMBERLAND,CC20 CROSS CREEK #20,CUMBERLAND|HSC|H75|S24|C7,election_district_cell_hsc,CUMBERLAND - CC20 CROSS CREEK #20,False
2000,CUMBERLAND,CC21 CROSS CREEK #21,CUMBERLAND|HSC|H18|S24|C8,election_district_cell_hsc,CUMBERLAND - CC21 CROSS CREEK #21,False
2000,CUMBERLAND,CC22 CROSS CREEK #22,CUMBERLAND|HSC|H18|S24|C7,election_district_cell_hsc,CUMBERLAND - CC22 CROSS CREEK #22,False
2000,CUMBERLAND,CC23 CROSS CREEK #23,CUMBERLAND|HSC|H18|S24|C7,election_district_cell_hsc,CUMBERLAND - CC23 CROSS CREEK #23,False
2000,CUMBERLAND,CC24 CROSS CREEK #24,CUMBERLAND|HSC|H17|S41|C7,election_district_cell_hsc,CUMBERLAND - CC24 CROSS CREEK #24,False
2000,CUMBERLAND,CC25 CROSS CREEK #25,CUMBERLAND|HSC|H18|S41|C8,election_district_cell_hsc,CUMBERLAND - CC25 CROSS CREEK #25,False
2000,CUMBERLAND,CC26 CROSS CREEK #26,CUMBERLAND|HSC|H17|S41|C8,election_district_cell_hsc,CUMBERLAND - CC26 CROSS CREEK #26,False
2000,CUMBERLAND,CC27 CROSS CREEK #27,CUMBERLAND|HSC|H18|S41|C8,election_district_cell_hsc,CUMBERLAND - CC27 CROSS CREEK #27,False
2000,CUMBERLAND,CC28 CROSS CREEK #28,CUMBERLAND|C|C8,election_district_cell_c,CUMBERLAND - CC28 CROSS CREEK #28,False
2000,CUMBERLAND,CC29 CROSS CREEK #29,CUMBERLAND|HSC|H18|S24|C7,election_district_cell_hsc,CUMBERLAND - CC29 CROSS CREEK #29,False
2000,CUMBERLAND,CC30 CROSS CREEK #30,CUMBERLAND|HSC|H75|S24|C7,election_district_cell_hsc,CUMBERLAND - CC30 CROSS CREEK #30,False
2000,CUMBERLAND,CC31 CROSS CREEK #31,CUMBERLAND|HSC|H75|S24|C7,election_district_cell_hsc,CUMBERLAND - CC31 CROSS CREEK #31,False
2000,CUMBERLAND,CC32 CROSS CREEK #32,CUMBERLAND|SC|S41|C8,election_district_cell_sc,CUMBERLAND - CC32 CROSS CREEK #32,False
2000,CUMBERLAND,CC33 CROSS CREEK #33,CUMBERLAND|HSC|H17|S41|C8,election_district_cell_hsc,CUMBERLAND - CC33 CROSS CREEK #33,False
2000,CUMBERLAND,CC34 CROSS CREEK #34,CUMBERLAND|HSC|H18|S24|C7,election_district_cell_hsc,CUMBERLAND - CC34 CROSS CREEK #34,False
2000,CUMBERLAND,CC56 CEDAR CREEK,CUMBERLAND|C|C7,election_district_cell_c,CUMBERLAND - CC56 CEDAR CREEK,False
2000,CUMBERLAND,CL57 CLIFFDALE WEST,CUMBERLAND|HSC|H18|S41|C8,election_district_cell_hsc,CUMBERLAND - CL57 CLIFFDALE WEST,False
2000,CUMBERLAND,CU01 CUMBERLAND #1,CUMBERLAND|HSC|H75|S24|C7,election_district_cell_hsc,CUMBERLAND - CU01 CUMBERLAND #1,False
2000,CUMBERLAND,CU02 CUMBERLAND #2,CUMBERLAND|HSC|H75|S24|C7,election_district_cell_hsc,CUMBERLAND - CU02 CUMBERLAND #2,False
2000,CUMBERLAND,CU03 CUMBERLAND #3,CUMBERLAND|HSC|H75|S24|C7,election_district_cell_hsc,CUMBERLAND - CU03 CUMBERLAND #3,False
2000,CUMBERLAND,EO61 EASTOVER,CUMBERLAND|HSC|H18|S41|C7,election_district_cell_hsc,CUMBERLAND - EO61 EASTOVER,False
2000,CUMBERLAND,HM01 HOPE MILLS #1,CUMBERLAND|HSC|H75|S24|C7,election_district_cell_hsc,CUMBERLAND - HM01 HOPE MILLS #1,False
2000,CUMBERLAND,HM02 HOPE MILLS #2,CUMBERLAND|HSC|H75|S30|C7,election_district_cell_hsc,CUMBERLAND - HM02 HOPE MILLS #2,False
2000,CUMBERLAND,HM03 HOPE MILLS #3,CUMBERLAND|HSC|H75|S24|C7,election_district_cell_hsc,CUMBERLAND - HM03 HOPE MILLS #3,False
2000,CUMBERLAND,JV64 JUDSON-VANDER,CUMBERLAND|HSC|H75|S24|C7,election_district_cell_hsc,CUMBERLAND - JV64 JUDSON-VANDER,False
2000,CUMBERLAND,LI65 LINDEN,CUMBERLAND|HSC|H18|S24|C7,election_district_cell_hsc,CUMBERLAND - LI65 LINDEN,False
2000,CUMBERLAND,LO66 LONG HILL,CUMBERLAND|HSC|H18|S24|C7,election_district_cell_hsc,CUMBERLAND - LO66 LONG HILL,False
2000,CUMBERLAND,LR63 LAKE RIM,CUMBERLAND|HSC|H18|S41|C8,election_district_cell_hsc,CUMBERLAND - LR63 LAKE RIM,False
2000,CUMBERLAND,MA67 MANCHESTER,CUMBERLAND|HC|H17|C8,election_district_cell_hc,CUMBERLAND - MA67 MANCHESTER,False
2000,CUMBERLAND,MB62 MONTIBELLO,CUMBERLAND|HSC|H18|S41|C8,election_district_cell_hsc,CUMBERLAND - MB62 MONTIBELLO,False
2000,CUMBERLAND,MR02 MORGANTON RD #2,CUMBERLAND|HSC|H18|S41|C8,election_district_cell_hsc,CUMBERLAND - MR02 MORGANTON RD #2,False
2000,CUMBERLAND,PM02 PEARCES MILL #2,CUMBERLAND|HSC|H18|S24|C7,election_district_cell_hsc,CUMBERLAND - PM02 PEARCES MILL #2,False
2000,CUMBERLAND,PM03 PEARCES MILL #3,CUMBERLAND|HSC|H18|S24|C7,election_district_cell_hsc,CUMBERLAND - PM03 PEARCES MILL #3,False
2000,CUMBERLAND,PM04 PEARCES MILL #4,CUMBERLAND|HSC|H75|S24|C7,election_district_cell_hsc,CUMBERLAND - PM04 PEARCES MILL #4,False
2000,CUMBERLAND,SH77 SHERWOOD,CUMBERLAND|HSC|H75|S24|C7,election_district_cell_hsc,CUMBERLAND - SH77 SHERWOOD,False
2000,CUMBERLAND,SL78 SPRING LAKE,CUMBERLAND|HC|H17|C8,election_district_cell_hc,CUMBERLAND - SL78 SPRING LAKE,False
2000,CUMBERLAND,SP80 STONEY POINT,CUMBERLAND|HSC|H75|S24|C7,election_district_cell_hsc,CUMBERLAND - SP80 STONEY POINT,False
2000,CUMBERLAND,ST79 STEDMAN,CUMBERLAND|HSC|H75|S24|C7,election_district_cell_hsc,CUMBERLAND - ST79 STEDMAN,False
2000,CUMBERLAND,WA81 WADE,CUMBERLAND|HSC|H18|S24|C7,election_district_cell_hsc,CUMBERLAND - WA81 WADE,False
2000,CUMBERLAND,WE82 WESTAREA,CUMBERLAND|HSC|H17|S41|C8,election_district_cell_hsc,CUMBERLAND - WE82 WESTAREA,False
2000,DURHAM,01 BROGDEN MIDDLE SCHOOL,DURHAM|HSC|H23|S13|C4,election_district_cell_hsc,DURHAM - 01 BROGDEN MIDDLE SCHOOL,False
2000,DURHAM,02 WATTS STREET SCHOOL,DURHAM|HSC|H23|S13|C4,election_district_cell_hsc,DURHAM - 02 WATTS STREET SCHOOL,False
2000,DURHAM,03 E  K  POWE SCHOOL,DURHAM|HSC|H23|S13|C4,election_district_cell_hsc,DURHAM - 03 E K POWE SCHOOL,False
2000,DURHAM,04 N C  SCHOOL OF SCIENCE & MATH.,DURHAM|HSC|H23|S13|C4,election_district_cell_hsc,DURHAM - 04 N C SCHOOL OF SCIENCE & MATH.,False
2000,DURHAM,05 W I PATTERSON RECREATION CENTER,DURHAM|HSC|H23|S13|C4,election_district_cell_hsc,DURHAM - 05 W I PATTERSON RECREATION CENTER,False
2000,DURHAM,06 LAKEWOOD SCHOOL,DURHAM|HSC|H23|S13|C4,election_district_cell_hsc,DURHAM - 06 LAKEWOOD SCHOOL,False
2000,DURHAM,07 DURHAM MAGNET SCHOOL  (DHS),DURHAM|HSC|H23|S13|C4,election_district_cell_hsc,DURHAM - 07 DURHAM MAGNET SCHOOL (DHS),False
2000,DURHAM,08 MOREHEAD SCHOOL,DURHAM|HSC|H23|S13|C4,election_district_cell_hsc,DURHAM - 08 MOREHEAD SCHOOL,False
2000,DURHAM,09 FOREST HILLS CLUB HOUSE,DURHAM|HSC|H23|S13|C4,election_district_cell_hsc,DURHAM - 09 FOREST HILLS CLUB HOUSE,False
