line_year,scope,contest_type,file,district,raw_statewide_votes,staged_statewide_votes,staged_minus_raw_votes,production_exists,production_margin_pct,staged_margin_pct,staged_minus_production_pp,production_winner,staged_winner,winner_flip,production_total_votes,staged_total_votes
2022,state_house,auditor,state_house_auditor_2000.json,63,2734783,2734783,0,True,-3.14,-3.14,0.0,DEM,DEM,False,21444,21444
2022,state_house,auditor,state_house_auditor_2000.json,64,2734783,2734783,0,True,22.09,22.09,0.0,REP,REP,False,22264,22264
2022,state_house,auditor,state_house_auditor_2000.json,65,2734783,2734783,0,True,-3.41,-3.41,0.0,DEM,DEM,False,30358,30358
2022,state_house,auditor,state_house_auditor_2000.json,66,2734783,2734783,0,True,-19.57,-19.57,0.0,DEM,DEM,False,29263,29263
2022,state_house,auditor,state_house_auditor_2000.json,67,2734783,2734783,0,True,10.76,10.76,0.0,REP,REP,False,29551,29551
2022,state_house,auditor,state_house_auditor_2000.json,68,2734783,2734783,0,True,41.36,41.36,0.0,REP,REP,False,9969,9969
2022,state_house,auditor,state_house_auditor_2000.json,69,2734783,2734783,0,True,35.98,35.98,0.0,REP,REP,False,16861,16861
2022,state_house,auditor,state_house_auditor_2000.json,70,2734783,2734783,0,True,34.93,34.93,0.0,REP,REP,False,26306,26306
2022,state_house,auditor,state_house_auditor_2000.json,71,2734783,2734783,0,True,-14.92,-14.92,0.0,DEM,DEM,False,21655,21655
2022,state_house,auditor,state_house_auditor_2000.json,72,2734783,2734783,0,True,-32.2,-32.2,0.0,DEM,DEM,False,24674,24674
2022,state_house,auditor,state_house_auditor_2000.json,73,2734783,2734783,0,True,15.41,15.41,0.0,REP,REP,False,14380,14380
2022,state_house,auditor,state_house_auditor_2000.json,74,2734783,2734783,0,True,19.32,19.32,0.0,REP,REP,False,28654,28654
2022,state_house,auditor,state_house_auditor_2000.json,75,2734783,2734783,0,True,11.95,11.95,0.0,REP,REP,False,22008,22008
2022,state_house,auditor,state_house_auditor_2000.json,76,2734783,2734783,0,True,10.09,10.09,0.0,REP,REP,False,24686,24686
2022,state_house,auditor,state_house_auditor_2000.json,77,2734783,2734783,0,True,32.97,32.97,0.0,REP,REP,False,29732,29732
2022,state_house,auditor,state_house_auditor_2000.json,78,2734783,2734783,0,True,28.42,28.42,0.0,REP,REP,False,24317,24317
2022,state_house,auditor,state_house_auditor_2000.json,79,2734783,2734783,0,True,-2.61,-2.61,0.0,DEM,DEM,False,30458,30458
2022,state_house,auditor,state_house_auditor_2000.json,80,2734783,2734783,0,True,30.64,30.64,0.0,REP,REP,False,25154,25154
2022,state_house,auditor,state_house_auditor_2000.json,81,2734783,2734783,0,True,13.3,13.3,0.0,REP,REP,False,24023,24023
2022,state_house,auditor,state_house_auditor_2000.json,82,2734783,2734783,0,True,19.74,19.74,0.0,REP,REP,False,18783,18783
2022,state_house,auditor,state_house_auditor_2000.json,83,2734783,2734783,0,True,29.82,29.82,0.0,REP,REP,False,27113,27113
2022,state_house,auditor,state_house_auditor_2000.json,84,2734783,2734783,0,True,13.02,13.02,0.0,REP,REP,False,21298,21298
2022,state_house,auditor,state_house_auditor_2000.json,85,2734783,2734783,0,True,19.88,19.88,0.0,REP,REP,False,31570,31570
2022,state_house,auditor,state_house_auditor_2000.json,86,2734783,2734783,0,True,7.31,7.31,0.0,REP,REP,False,28049,28049
2022,state_house,auditor,state_house_auditor_2000.json,87,2734783,2734783,0,True,19.1,19.1,0.0,REP,REP,False,26939,26939
2022,state_house,auditor,state_house_auditor_2000.json,88,2734783,2734783,0,True,-22.63,-22.63,0.0,DEM,DEM,False,21823,21823
2022,state_house,auditor,state_house_auditor_2000.json,89,2734783,2734783,0,True,28.48,28.48,0.0,REP,REP,False,23219,23219
2022,state_house,auditor,state_house_auditor_2000.json,90,2734783,2734783,0,True,20.14,20.14,0.0,REP,REP,False,28100,28100
2022,state_house,auditor,state_house_auditor_2000.json,91,2734783,2734783,0,True,23.94,23.94,0.0,REP,REP,False,33991,33991
2022,state_house,auditor,state_house_auditor_2000.json,92,2734783,2734783,0,True,3.27,3.27,0.0,REP,REP,False,11798,11798
2022,state_house,auditor,state_house_auditor_2000.json,93,2734783,2734783,0,True,5.84,5.84,0.0,REP,REP,False,29663,29663
2022,state_house,auditor,state_house_auditor_2000.json,94,2734783,2734783,0,True,23.36,23.36,0.0,REP,REP,False,31069,31069
2022,state_house,auditor,state_house_auditor_2000.json,95,2734783,2734783,0,True,24.12,24.12,0.0,REP,REP,False,20109,20109
2022,state_house,auditor,state_house_auditor_2000.json,96,2734783,2734783,0,True,27.05,27.05,0.0,REP,REP,False,28593,28593
2022,state_house,auditor,state_house_auditor_2000.json,97,2734783,2734783,0,True,15.3,15.3,0.0,REP,REP,False,23262,23262
2022,state_house,auditor,state_house_auditor_2000.json,98,2734783,2734783,0,True,20.95,20.95,0.0,REP,REP,False,13923,13923
2022,state_house,auditor,state_house_auditor_2000.json,99,2734783,2734783,0,True,-15.32,-15.32,0.0,DEM,DEM,False,17579,17579
2022,state_house,auditor,state_house_auditor_2000.json,100,2734783,2734783,0,True,-14.87,-14.87,0.0,DEM,DEM,False,21011,21011
2022,state_house,auditor,state_house_auditor_2000.json,101,2734783,2734783,0,True,-15.66,-15.66,0.0,DEM,DEM,False,16896,16896
2022,state_house,auditor,state_house_auditor_2000.json,102,2734783,2734783,0,True,-57.22,-57.22,0.0,DEM,DEM,False,21042,21042
2022,state_house,auditor,state_house_auditor_2000.json,103,2734783,2734783,0,True,31.25,31.25,0.0,REP,REP,False,26214,26214
2022,state_house,auditor,state_house_auditor_2000.json,104,2734783,2734783,0,True,23.68,23.68,0.0,REP,REP,False,27309,27309
2022,state_house,auditor,state_house_auditor_2000.json,105,2734783,2734783,0,True,28.09,28.09,0.0,REP,REP,False,21441,21441
2022,state_house,auditor,state_house_auditor_2000.json,106,2734783,2734783,0,True,-5.65,-5.65,0.0,DEM,DEM,False,11472,11472
2022,state_house,auditor,state_house_auditor_2000.json,107,2734783,2734783,0,True,-26.81,-26.81,0.0,DEM,DEM,False,13338,13338
2022,state_house,auditor,state_house_auditor_2000.json,108,2734783,2734783,0,True,28.8,28.8,0.0,REP,REP,False,19349,19349
2022,state_house,auditor,state_house_auditor_2000.json,109,2734783,2734783,0,True,23.56,23.56,0.0,REP,REP,False,22271,22271
2022,state_house,auditor,state_house_auditor_2000.json,110,2734783,2734783,0,True,4.77,4.77,0.0,REP,REP,False,24849,24849
2022,state_house,auditor,state_house_auditor_2000.json,111,2734783,2734783,0,True,1.14,1.14,0.0,REP,REP,False,27836,27836
2022,state_house,auditor,state_house_auditor_2000.json,112,2734783,2734783,0,True,18.82,18.82,0.0,REP,REP,False,21031,21031
2022,state_house,auditor,state_house_auditor_2000.json,113,2734783,2734783,0,True,15.17,15.17,0.0,REP,REP,False,28245,28245
2022,state_house,auditor,state_house_auditor_2000.json,114,2734783,2734783,0,True,-3.99,-3.99,0.0,DEM,DEM,False,30644,30644
2022,state_house,auditor,state_house_auditor_2000.json,115,2734783,2734783,0,True,6.59,6.59,0.0,REP,REP,False,23107,23107
2022,state_house,auditor,state_house_auditor_2000.json,116,2734783,2734783,0,True,-0.45,-0.45,0.0,DEM,DEM,False,25840,25840
2022,state_house,auditor,state_house_auditor_2000.json,117,2734783,2734783,0,True,29.22,29.22,0.0,REP,REP,False,26149,26149
2022,state_house,auditor,state_house_auditor_2000.json,118,2734783,2734783,0,True,-9.38,-9.38,0.0,DEM,DEM,False,28286,28286
2022,state_house,auditor,state_house_auditor_2000.json,119,2734783,2734783,0,True,2.46,2.46,0.0,REP,REP,False,28784,28784
2022,state_house,auditor,state_house_auditor_2000.json,120,2734783,2734783,0,True,16.89,16.89,0.0,REP,REP,False,28660,28660
2022,state_house,governor,state_house_governor_2000.json,1,2919560,2919555,-5,True,-23.13,-23.13,0.0,DEM,DEM,False,27882,27882
2022,state_house,governor,state_house_governor_2000.json,2,2919560,2919555,-5,True,-13.07,-13.07,0.0,DEM,DEM,False,26009,26009
2022,state_house,governor,state_house_governor_2000.json,3,2919560,2919555,-5,True,-1.65,-1.65,0.0,DEM,DEM,False,27276,27276
2022,state_house,governor,state_house_governor_2000.json,4,2919560,2919555,-5,True,-9.11,-9.11,0.0,DEM,DEM,False,24722,24722
2022,state_house,governor,state_house_governor_2000.json,5,2919560,2919555,-5,True,-40.21,-40.21,0.0,DEM,DEM,False,24930,24930
2022,state_house,governor,state_house_governor_2000.json,6,2919560,2919555,-5,True,-8.69,-8.69,0.0,DEM,DEM,False,16718,16718
2022,state_house,governor,state_house_governor_2000.json,7,2919560,2919555,-5,True,-20.47,-20.47,0.0,DEM,DEM,False,20609,20609
2022,state_house,governor,state_house_governor_2000.json,8,2919560,2919555,-5,True,-25.78,-25.78,0.0,DEM,DEM,False,21482,21482
2022,state_house,governor,state_house_governor_2000.json,9,2919560,2919555,-5,True,-14.93,-14.93,0.0,DEM,DEM,False,21625,21625
2022,state_house,governor,state_house_governor_2000.json,10,2919560,2919555,-5,True,-3.32,-3.32,0.0,DEM,DEM,False,24314,24314
2022,state_house,governor,state_house_governor_2000.json,11,2919560,2919555,-5,True,-15.29,-15.29,0.0,DEM,DEM,False,22891,22891
2022,state_house,governor,state_house_governor_2000.json,12,2919560,2919555,-5,True,-19.41,-19.41,0.0,DEM,DEM,False,31221,31221
2022,state_house,governor,state_house_governor_2000.json,13,2919560,2919555,-5,True,5.26,5.26,0.0,REP,REP,False,27590,27590
2022,state_house,governor,state_house_governor_2000.json,14,2919560,2919555,-5,True,5.55,5.55,0.0,REP,REP,False,11386,11386
2022,state_house,governor,state_house_governor_2000.json,15,2919560,2919555,-5,True,7.33,7.33,0.0,REP,REP,False,15448,15448
2022,state_house,governor,state_house_governor_2000.json,16,2919560,2919555,-5,True,-8.61,-8.61,0.0,DEM,DEM,False,17727,17727
2022,state_house,governor,state_house_governor_2000.json,17,2919560,2919555,-5,True,-17.89,-17.89,0.0,DEM,DEM,False,17240,17240
2022,state_house,governor,state_house_governor_2000.json,18,2919560,2919555,-5,True,-25.38,-25.38,0.0,DEM,DEM,False,24417,24417
2022,state_house,governor,state_house_governor_2000.json,19,2919560,2919555,-5,True,-12.29,-12.29,0.0,DEM,DEM,False,22149,22149
2022,state_house,governor,state_house_governor_2000.json,20,2919560,2919555,-5,True,-6.24,-6.24,0.0,DEM,DEM,False,31633,31633
2022,state_house,governor,state_house_governor_2000.json,21,2919560,2919555,-5,True,2.28,2.28,0.0,REP,REP,False,7367,7367
2022,state_house,governor,state_house_governor_2000.json,22,2919560,2919555,-5,True,-23.17,-23.17,0.0,DEM,DEM,False,30495,30495
2022,state_house,governor,state_house_governor_2000.json,23,2919560,2919555,-5,True,-45.82,-45.82,0.0,DEM,DEM,False,35647,35647
2022,state_house,governor,state_house_governor_2000.json,24,2919560,2919555,-5,True,-20.69,-20.69,0.0,DEM,DEM,False,26933,26933
2022,state_house,governor,state_house_governor_2000.json,25,2919560,2919555,-5,True,-18.4,-18.4,0.0,DEM,DEM,False,29817,29817
2022,state_house,governor,state_house_governor_2000.json,26,2919560,2919555,-5,True,-0.25,-0.25,0.0,DEM,DEM,False,12562,12562
2022,state_house,governor,state_house_governor_2000.json,27,2919560,2919555,-5,True,-47.63,-47.63,0.0,DEM,DEM,False,33350,33350
2022,state_house,governor,state_house_governor_2000.json,28,2919560,2919555,-5,True,-6.97,-6.97,0.0,DEM,DEM,False,24280,24280
2022,state_house,governor,state_house_governor_2000.json,29,2919560,2919555,-5,True,-41.94,-41.94,0.0,DEM,DEM,False,24057,24057
2022,state_house,governor,state_house_governor_2000.json,30,2919560,2919555,-5,True,-46.82,-46.82,0.0,DEM,DEM,False,21975,21975
2022,state_house,governor,state_house_governor_2000.json,31,2919560,2919555,-5,True,-54.91,-54.91,0.0,DEM,DEM,False,14497,14497
2022,state_house,governor,state_house_governor_2000.json,32,2919560,2919555,-5,True,-32.27,-32.27,0.0,DEM,DEM,False,23997,23997
2022,state_house,governor,state_house_governor_2000.json,33,2919560,2919555,-5,True,-10.2,-10.2,0.0,DEM,DEM,False,18189,18189
2022,state_house,governor,state_house_governor_2000.json,34,2919560,2919555,-5,True,-16.86,-16.86,0.0,DEM,DEM,False,32453,32453
2022,state_house,governor,state_house_governor_2000.json,35,2919560,2919555,-5,True,2.28,2.28,0.0,REP,REP,False,9461,9461
2022,state_house,governor,state_house_governor_2000.json,36,2919560,2919555,-5,True,-3.49,-3.49,0.0,DEM,DEM,False,14016,14016
2022,state_house,governor,state_house_governor_2000.json,37,2919560,2919555,-5,True,0.99,0.99,0.0,REP,REP,False,18476,18476
2022,state_house,governor,state_house_governor_2000.json,38,2919560,2919555,-5,True,-51.18,-51.18,0.0,DEM,DEM,False,20953,20953
2022,state_house,governor,state_house_governor_2000.json,39,2919560,2919555,-5,True,-13.05,-13.05,0.0,DEM,DEM,False,22694,22694
2022,state_house,governor,state_house_governor_2000.json,40,2919560,2919555,-5,True,3.34,3.34,0.0,REP,REP,False,28376,28376
2022,state_house,governor,state_house_governor_2000.json,41,2919560,2919555,-5,True,-3.48,-3.48,0.0,DEM,DEM,False,31950,31950
2022,state_house,governor,state_house_governor_2000.json,42,2919560,2919555,-5,True,-27.1,-27.1,0.0,DEM,DEM,False,14982,14982
2022,state_house,governor,state_house_governor_2000.json,43,2919560,2919555,-5,True,-14.76,-14.76,0.0,DEM,DEM,False,24003,24003
2022,state_house,governor,state_house_governor_2000.json,44,2919560,2919555,-5,True,-21.45,-21.45,0.0,DEM,DEM,False,28479,28479
2022,state_house,governor,state_house_governor_2000.json,45,2919560,2919555,-5,True,-15.65,-15.65,0.0,DEM,DEM,False,11041,11041
2022,state_house,governor,state_house_governor_2000.json,46,2919560,2919555,-5,True,-41.85,-41.85,0.0,DEM,DEM,False,27333,27333
2022,state_house,governor,state_house_governor_2000.json,47,2919560,2919555,-5,True,-56.99,-56.99,0.0,DEM,DEM,False,22610,22610
2022,state_house,governor,state_house_governor_2000.json,48,2919560,2919555,-5,True,-40.77,-40.77,0.0,DEM,DEM,False,17998,17998
2022,state_house,governor,state_house_governor_2000.json,49,2919560,2919555,-5,True,-14.62,-14.62,0.0,DEM,DEM,False,23491,23491
2022,state_house,governor,state_house_governor_2000.json,50,2919560,2919555,-5,True,-31.31,-31.31,0.0,DEM,DEM,False,29015,29015
2022,state_house,governor,state_house_governor_2000.json,51,2919560,2919555,-5,True,-4.12,-4.12,0.0,DEM,DEM,False,22357,22357
2022,state_house,governor,state_house_governor_2000.json,52,2919560,2919555,-5,True,-12.36,-12.36,0.0,DEM,DEM,False,28902,28902
2022,state_house,governor,state_house_governor_2000.json,53,2919560,2919555,-5,True,1.9,1.9,0.0,REP,REP,False,13402,13402
2022,state_house,governor,state_house_governor_2000.json,54,2919560,2919555,-5,True,-6.4,-6.4,0.0,DEM,DEM,False,15680,15680
2022,state_house,governor,state_house_governor_2000.json,55,2919560,2919555,-5,True,-4.54,-4.54,0.0,DEM,DEM,False,25437,25437
2022,state_house,governor,state_house_governor_2000.json,56,2919560,2919555,-5,True,-36.25,-36.25,0.0,DEM,DEM,False,29824,29824
2022,state_house,governor,state_house_governor_2000.json,57,2919560,2919555,-5,True,-2.39,-2.39,0.0,DEM,DEM,False,32998,32998
2022,state_house,governor,state_house_governor_2000.json,58,2919560,2919555,-5,True,-27.17,-27.17,0.0,DEM,DEM,False,26124,26124
2022,state_house,governor,state_house_governor_2000.json,59,2919560,2919555,-5,True,-1.87,-1.87,0.0,DEM,DEM,False,22374,22374
2022,state_house,governor,state_house_governor_2000.json,60,2919560,2919555,-5,True,-23.69,-23.69,0.0,DEM,DEM,False,27056,27056
2022,state_house,governor,state_house_governor_2000.json,61,2919560,2919555,-5,True,-38.69,-38.69,0.0,DEM,DEM,False,30853,30853
2022,state_house,governor,state_house_governor_2000.json,62,2919560,2919555,-5,True,9.35,9.35,0.0,REP,REP,False,25677,25677
2022,state_house,governor,state_house_governor_2000.json,63,2919560,2919555,-5,True,-6.5,-6.5,0.0,DEM,DEM,False,22968,22968
2022,state_house,governor,state_house_governor_2000.json,64,2919560,2919555,-5,True,15.28,15.28,0.0,REP,REP,False,24392,24392
2022,state_house,governor,state_house_governor_2000.json,65,2919560,2919555,-5,True,-8.73,-8.73,0.0,DEM,DEM,False,32812,32812
2022,state_house,governor,state_house_governor_2000.json,66,2919560,2919555,-5,True,-22.95,-22.95,0.0,DEM,DEM,False,30439,30439
2022,state_house,governor,state_house_governor_2000.json,67,2919560,2919555,-5,True,7.83,7.83,0.0,REP,REP,False,31760,31760
2022,state_house,governor,state_house_governor_2000.json,68,2919560,2919555,-5,True,37.78,37.78,0.0,REP,REP,False,10846,10846
2022,state_house,governor,state_house_governor_2000.json,69,2919560,2919555,-5,True,32.29,32.29,0.0,REP,REP,False,18509,18509
2022,state_house,governor,state_house_governor_2000.json,70,2919560,2919555,-5,True,21.7,21.7,0.0,REP,REP,False,27571,27571
2022,state_house,governor,state_house_governor_2000.json,71,2919560,2919555,-5,True,-19.1,-19.1,0.0,DEM,DEM,False,22898,22898
2022,state_house,governor,state_house_governor_2000.json,72,2919560,2919555,-5,True,-34.3,-34.3,0.0,DEM,DEM,False,25878,25878
2022,state_house,governor,state_house_governor_2000.json,73,2919560,2919555,-5,True,15.31,15.31,0.0,REP,REP,False,15497,15497
2022,state_house,governor,state_house_governor_2000.json,74,2919560,2919555,-5,True,11.41,11.41,0.0,REP,REP,False,30859,30859
2022,state_house,governor,state_house_governor_2000.json,75,2919560,2919555,-5,True,4.28,4.28,0.0,REP,REP,False,23388,23388
2022,state_house,governor,state_house_governor_2000.json,76,2919560,2919555,-5,True,5.42,5.42,0.0,REP,REP,False,26147,26147
2022,state_house,governor,state_house_governor_2000.json,77,2919560,2919555,-5,True,22.85,22.85,0.0,REP,REP,False,31678,31678
2022,state_house,governor,state_house_governor_2000.json,78,2919560,2919555,-5,True,19.28,19.28,0.0,REP,REP,False,25743,25743
2022,state_house,governor,state_house_governor_2000.json,79,2919560,2919555,-5,True,-9.8,-9.8,0.0,DEM,DEM,False,32839,32839
2022,state_house,governor,state_house_governor_2000.json,80,2919560,2919555,-5,True,18.5,18.5,0.0,REP,REP,False,26445,26445
2022,state_house,governor,state_house_governor_2000.json,81,2919560,2919555,-5,True,4.56,4.56,0.0,REP,REP,False,25396,25396
2022,state_house,governor,state_house_governor_2000.json,82,2919560,2919555,-5,True,19.48,19.48,0.0,REP,REP,False,20123,20123
2022,state_house,governor,state_house_governor_2000.json,83,2919560,2919555,-5,True,28.9,28.9,0.0,REP,REP,False,29000,29000
2022,state_house,governor,state_house_governor_2000.json,84,2919560,2919555,-5,True,12.06,12.06,0.0,REP,REP,False,22441,22441
2022,state_house,governor,state_house_governor_2000.json,85,2919560,2919555,-5,True,15.2,15.2,0.0,REP,REP,False,34372,34372
2022,state_house,governor,state_house_governor_2000.json,86,2919560,2919555,-5,True,5.7,5.7,0.0,REP,REP,False,28918,28918
2022,state_house,governor,state_house_governor_2000.json,87,2919560,2919555,-5,True,14.03,14.03,0.0,REP,REP,False,28292,28292
2022,state_house,governor,state_house_governor_2000.json,88,2919560,2919555,-5,True,-15.67,-15.67,0.0,DEM,DEM,False,23623,23623
2022,state_house,governor,state_house_governor_2000.json,89,2919560,2919555,-5,True,21.56,21.56,0.0,REP,REP,False,24168,24168
2022,state_house,governor,state_house_governor_2000.json,90,2919560,2919555,-5,True,12.34,12.34,0.0,REP,REP,False,28878,28878
2022,state_house,governor,state_house_governor_2000.json,91,2919560,2919555,-5,True,13.39,13.39,0.0,REP,REP,False,35880,35880
2022,state_house,governor,state_house_governor_2000.json,92,2919560,2919555,-5,True,5.51,5.51,0.0,REP,REP,False,12622,12622
2022,state_house,governor,state_house_governor_2000.json,93,2919560,2919555,-5,True,0.58,0.58,0.0,REP,REP,False,32131,32131
2022,state_house,governor,state_house_governor_2000.json,94,2919560,2919555,-5,True,16.2,16.2,0.0,REP,REP,False,33485,33485
2022,state_house,governor,state_house_governor_2000.json,95,2919560,2919555,-5,True,21.63,21.63,0.0,REP,REP,False,21260,21260
2022,state_house,governor,state_house_governor_2000.json,96,2919560,2919555,-5,True,20.21,20.21,0.0,REP,REP,False,29705,29705
2022,state_house,governor,state_house_governor_2000.json,97,2919560,2919555,-5,True,14.14,14.14,0.0,REP,REP,False,24768,24768
2022,state_house,governor,state_house_governor_2000.json,98,2919560,2919555,-5,True,20.33,20.33,0.0,REP,REP,False,15126,15126
2022,state_house,governor,state_house_governor_2000.json,99,2919560,2919555,-5,True,-13.34,-13.34,0.0,DEM,DEM,False,18826,18826
2022,state_house,governor,state_house_governor_2000.json,100,2919560,2919555,-5,True,-10.19,-10.19,0.0,DEM,DEM,False,22600,22600
2022,state_house,governor,state_house_governor_2000.json,101,2919560,2919555,-5,True,-11.9,-11.9,0.0,DEM,DEM,False,18094,18094
2022,state_house,governor,state_house_governor_2000.json,102,2919560,2919555,-5,True,-50.76,-50.76,0.0,DEM,DEM,False,22218,22218
2022,state_house,governor,state_house_governor_2000.json,103,2919560,2919555,-5,True,32.31,32.31,0.0,REP,REP,False,28503,28503
2022,state_house,governor,state_house_governor_2000.json,104,2919560,2919555,-5,True,29.19,29.19,0.0,REP,REP,False,30079,30079
2022,state_house,governor,state_house_governor_2000.json,105,2919560,2919555,-5,True,30.08,30.08,0.0,REP,REP,False,23419,23419
2022,state_house,governor,state_house_governor_2000.json,106,2919560,2919555,-5,True,-5.61,-5.61,0.0,DEM,DEM,False,12307,12307
2022,state_house,governor,state_house_governor_2000.json,107,2919560,2919555,-5,True,-24.82,-24.82,0.0,DEM,DEM,False,14131,14131
2022,state_house,governor,state_house_governor_2000.json,108,2919560,2919555,-5,True,25.44,25.44,0.0,REP,REP,False,20592,20592
2022,state_house,governor,state_house_governor_2000.json,109,2919560,2919555,-5,True,20.76,20.76,0.0,REP,REP,False,23858,23858
2022,state_house,governor,state_house_governor_2000.json,110,2919560,2919555,-5,True,2.94,2.94,0.0,REP,REP,False,26603,26603
2022,state_house,governor,state_house_governor_2000.json,111,2919560,2919555,-5,True,-1.77,-1.77,0.0,DEM,DEM,False,30080,30080
2022,state_house,governor,state_house_governor_2000.json,112,2919560,2919555,-5,True,20.27,20.27,0.0,REP,REP,False,22629,22629
2022,state_house,governor,state_house_governor_2000.json,113,2919560,2919555,-5,True,8.46,8.46,0.0,REP,REP,False,30561,30561
2022,state_house,governor,state_house_governor_2000.json,114,2919560,2919555,-5,True,-7.84,-7.84,0.0,DEM,DEM,False,33015,33015
2022,state_house,governor,state_house_governor_2000.json,115,2919560,2919555,-5,True,1.08,1.08,0.0,REP,REP,False,25075,25075
2022,state_house,governor,state_house_governor_2000.json,116,2919560,2919555,-5,True,-4.69,-4.69,0.0,DEM,DEM,False,27904,27904
2022,state_house,governor,state_house_governor_2000.json,117,2919560,2919555,-5,True,19.71,19.71,0.0,REP,REP,False,28193,28193
2022,state_house,governor,state_house_governor_2000.json,118,2919560,2919555,-5,True,-10.61,-10.61,0.0,DEM,DEM,False,30250,30250
2022,state_house,governor,state_house_governor_2000.json,119,2919560,2919555,-5,True,2.09,2.09,0.0,REP,REP,False,30821,30821
2022,state_house,governor,state_house_governor_2000.json,120,2919560,2919555,-5,True,12.42,12.42,0.0,REP,REP,False,30490,30490
2022,state_house,insurance_commissioner,state_house_insurance_commissioner_2000.json,1,2790899,2790898,-1,True,-23.2,-23.2,0.0,DEM,DEM,False,26102,26102
2022,state_house,insurance_commissioner,state_house_insurance_commissioner_2000.json,2,2790899,2790898,-1,True,-28.29,-28.29,0.0,DEM,DEM,False,25114,25114
2022,state_house,insurance_commissioner,state_house_insurance_commissioner_2000.json,3,2790899,2790898,-1,True,-10.6,-10.6,0.0,DEM,DEM,False,25269,25269
2022,state_house,insurance_commissioner,state_house_insurance_commissioner_2000.json,4,2790899,2790898,-1,True,-24.19,-24.19,0.0,DEM,DEM,False,23934,23934
2022,state_house,insurance_commissioner,state_house_insurance_commissioner_2000.json,5,2790899,2790898,-1,True,-40.94,-40.94,0.0,DEM,DEM,False,23925,23925
2022,state_house,insurance_commissioner,state_house_insurance_commissioner_2000.json,6,2790899,2790898,-1,True,-21.17,-21.17,0.0,DEM,DEM,False,16361,16361
2022,state_house,insurance_commissioner,state_house_insurance_commissioner_2000.json,7,2790899,2790898,-1,True,-32.1,-32.1,0.0,DEM,DEM,False,20122,20122
2022,state_house,insurance_commissioner,state_house_insurance_commissioner_2000.json,8,2790899,2790898,-1,True,-29.79,-29.79,0.0,DEM,DEM,False,20347,20347
2022,state_house,insurance_commissioner,state_house_insurance_commissioner_2000.json,9,2790899,2790898,-1,True,-16.92,-16.92,0.0,DEM,DEM,False,20490,20490
2022,state_house,insurance_commissioner,state_house_insurance_commissioner_2000.json,10,2790899,2790898,-1,True,-14.24,-14.24,0.0,DEM,DEM,False,23679,23679
2022,state_house,insurance_commissioner,state_house_insurance_commissioner_2000.json,11,2790899,2790898,-1,True,-20.7,-20.7,0.0,DEM,DEM,False,21676,21676
2022,state_house,insurance_commissioner,state_house_insurance_commissioner_2000.json,12,2790899,2790898,-1,True,-31.79,-31.79,0.0,DEM,DEM,False,30044,30044
2022,state_house,insurance_commissioner,state_house_insurance_commissioner_2000.json,13,2790899,2790898,-1,True,-0.01,-0.01,0.0,DEM,DEM,False,26489,26489
2022,state_house,insurance_commissioner,state_house_insurance_commissioner_2000.json,14,2790899,2790898,-1,True,-3.93,-3.93,0.0,DEM,DEM,False,10800,10800
2022,state_house,insurance_commissioner,state_house_insurance_commissioner_2000.json,15,2790899,2790898,-1,True,-4.06,-4.06,0.0,DEM,DEM,False,14539,14539
2022,state_house,insurance_commissioner,state_house_insurance_commissioner_2000.json,16,2790899,2790898,-1,True,-12.87,-12.87,0.0,DEM,DEM,False,16990,16990
2022,state_house,insurance_commissioner,state_house_insurance_commissioner_2000.json,17,2790899,2790898,-1,True,-10.65,-10.65,0.0,DEM,DEM,False,16096,16096
2022,state_house,insurance_commissioner,state_house_insurance_commissioner_2000.json,18,2790899,2790898,-1,True,-19.51,-19.51,0.0,DEM,DEM,False,23316,23316
2022,state_house,insurance_commissioner,state_house_insurance_commissioner_2000.json,19,2790899,2790898,-1,True,-2.03,-2.03,0.0,DEM,DEM,False,20960,20960
2022,state_house,insurance_commissioner,state_house_insurance_commissioner_2000.json,20,2790899,2790898,-1,True,-0.27,-0.27,0.0,DEM,DEM,False,29787,29787
2022,state_house,insurance_commissioner,state_house_insurance_commissioner_2000.json,21,2790899,2790898,-1,True,2.19,2.19,0.0,REP,REP,False,6893,6893
2022,state_house,insurance_commissioner,state_house_insurance_commissioner_2000.json,22,2790899,2790898,-1,True,-28.8,-28.8,0.0,DEM,DEM,False,29369,29369
2022,state_house,insurance_commissioner,state_house_insurance_commissioner_2000.json,23,2790899,2790898,-1,True,-54.81,-54.81,0.0,DEM,DEM,False,30827,30827
2022,state_house,insurance_commissioner,state_house_insurance_commissioner_2000.json,24,2790899,2790898,-1,True,-22.27,-22.27,0.0,DEM,DEM,False,25847,25847
2022,state_house,insurance_commissioner,state_house_insurance_commissioner_2000.json,25,2790899,2790898,-1,True,-22.32,-22.32,0.0,DEM,DEM,False,28825,28825
2022,state_house,insurance_commissioner,state_house_insurance_commissioner_2000.json,26,2790899,2790898,-1,True,-6.73,-6.73,0.0,DEM,DEM,False,12388,12388
2022,state_house,insurance_commissioner,state_house_insurance_commissioner_2000.json,27,2790899,2790898,-1,True,-57.78,-57.78,0.0,DEM,DEM,False,32541,32541
2022,state_house,insurance_commissioner,state_house_insurance_commissioner_2000.json,28,2790899,2790898,-1,True,-17.03,-17.03,0.0,DEM,DEM,False,23777,23777
