line_year,year,chamber,contest,file,district,baseline_usable,baseline_statewide_vote_ratio,candidate_statewide_complete,production_margin_pct,staged_margin_pct,staged_minus_production_pp,production_winner,staged_winner,winner_flip,production_total_votes,staged_total_votes,staged_minus_production_votes,linked_urban_votes,linked_urban_share_of_staged_pct,direct_vtd_linked_votes,historical_plan_cell_linked_votes,historical_plan_cell_share_pct,top_linked_urban_counties,linkage_method_mix,disposition,reason,rank_score
2022,2002,state_senate,us_senate,state_senate_us_senate_2002.json,22,True,1.000001,True,-22.15,-22.17,-0.02,DEM,DEM,False,40525,40504,-21,0,0.0,0,0,27.5,WAKE:0 (100.0%),direct_sf1_vtd:0 (72.5%); historical_plan_cell:0 (27.5%),no_outlier_detected,No material comparison outlier under the audit thresholds.,0.0304
2022,2004,state_senate,president,state_senate_president_2004.json,22,True,0.999997,True,-33.07,-33.09,-0.02,DEM,DEM,False,63833,63800,-33,0,0.0,0,0,26.51,WAKE:0 (100.0%),direct_sf1_vtd:0 (73.5%); historical_plan_cell:0 (26.5%),no_outlier_detected,No material comparison outlier under the audit thresholds.,0.0303
2022,2004,state_house,governor,state_house_governor_2004.json,112,True,1.000003,True,-10.01,-9.99,0.02,DEM,DEM,False,26519,26530,11,17710,66.75,17710,0,0.0,MECKLENBURG:17710 (100.0%),direct_sf1_vtd:17710 (100.0%),no_outlier_detected,No material comparison outlier under the audit thresholds.,0.0283
2024,2004,state_senate,governor,state_senate_governor_2004.json,6,True,0.999999,True,3.91,3.89,-0.02,REP,REP,False,37324,37337,13,0,0.0,0,0,0.0,,,no_outlier_detected,No material comparison outlier under the audit thresholds.,0.027
2022,2002,state_senate,us_senate,state_senate_us_senate_2002.json,10,True,1.000001,True,27.82,27.81,-0.01,REP,REP,False,35994,35969,-25,0,0.0,0,0,0.0,,,no_outlier_detected,No material comparison outlier under the audit thresholds.,0.0239
2022,2004,state_senate,president,state_senate_president_2004.json,43,True,0.999997,True,35.35,35.36,0.01,REP,REP,False,58199,58239,40,44219,75.93,44219,0,0.0,GASTON:44219 (100.0%),direct_sf1_vtd:44219 (100.0%),no_outlier_detected,No material comparison outlier under the audit thresholds.,0.0237
2022,2004,state_house,governor,state_house_governor_2004.json,117,True,1.000003,True,7.79,7.8,0.01,REP,REP,False,34296,34273,-23,0,0.0,0,0,0.0,,,no_outlier_detected,No material comparison outlier under the audit thresholds.,0.0234
2022,2004,state_senate,governor,state_senate_governor_2004.json,43,True,0.999999,True,7.96,7.97,0.01,REP,REP,False,58206,58244,38,44191,75.87,44191,0,0.0,GASTON:44191 (100.0%),direct_sf1_vtd:44191 (100.0%),no_outlier_detected,No material comparison outlier under the audit thresholds.,0.0231
2022,2004,state_house,president,state_house_president_2004.json,80,True,1.000002,True,48.93,48.94,0.01,REP,REP,False,30211,30192,-19,0,0.0,0,0,0.0,,,no_outlier_detected,No material comparison outlier under the audit thresholds.,0.0226
2024,2004,state_senate,governor,state_senate_governor_2004.json,3,True,0.999999,True,-8.92,-8.91,0.01,DEM,DEM,False,80017,80062,45,0,0.0,0,0,0.0,,,no_outlier_detected,No material comparison outlier under the audit thresholds.,0.0212
2022,2002,state_house,us_senate,state_house_us_senate_2002.json,80,True,1.0,True,35.48,35.47,-0.01,REP,REP,False,22162,22150,-12,0,0.0,0,0,0.0,,,no_outlier_detected,No material comparison outlier under the audit thresholds.,0.0208
2022,2004,state_senate,governor,state_senate_governor_2004.json,44,True,0.999999,True,-1.91,-1.92,-0.01,DEM,DEM,False,72429,72390,-39,4266,5.89,4266,0,0.0,GASTON:4266 (100.0%),direct_sf1_vtd:4266 (100.0%),no_outlier_detected,No material comparison outlier under the audit thresholds.,0.0208
2022,2004,state_house,president,state_house_president_2004.json,112,True,1.000002,True,7.61,7.62,0.01,REP,REP,False,26688,26699,11,17862,66.9,17862,0,0.0,MECKLENBURG:17862 (100.0%),direct_sf1_vtd:17862 (100.0%),no_outlier_detected,No material comparison outlier under the audit thresholds.,0.0182
2022,2004,state_house,president,state_house_president_2004.json,97,True,1.000002,True,35.88,35.87,-0.01,REP,REP,False,29445,29436,-9,0,0.0,0,0,0.0,,,no_outlier_detected,No material comparison outlier under the audit thresholds.,0.0161
2022,2004,state_house,president,state_house_president_2004.json,70,True,1.000002,True,49.01,49.0,-0.01,REP,REP,False,30617,30608,-9,0,0.0,0,0,0.0,,,no_outlier_detected,No material comparison outlier under the audit thresholds.,0.0159
2022,2004,state_house,governor,state_house_governor_2004.json,97,True,1.000003,True,6.48,6.49,0.01,REP,REP,False,29549,29541,-8,0,0.0,0,0,0.0,,,no_outlier_detected,No material comparison outlier under the audit thresholds.,0.0154
2024,2004,state_senate,president,state_senate_president_2004.json,6,True,0.999999,True,39.27,39.26,-0.01,REP,REP,False,37277,37287,10,0,0.0,0,0,0.0,,,no_outlier_detected,No material comparison outlier under the audit thresholds.,0.0154
2022,2004,state_house,president,state_house_president_2004.json,104,True,1.000002,True,23.38,23.37,-0.01,REP,REP,False,34819,34810,-9,23390,67.19,23390,0,0.0,MECKLENBURG:23390 (100.0%),direct_sf1_vtd:23390 (100.0%),no_outlier_detected,No material comparison outlier under the audit thresholds.,0.0152
2022,2004,state_house,president,state_house_president_2004.json,115,True,1.000002,True,17.34,17.35,0.01,REP,REP,False,31571,31579,8,16824,53.28,0,16824,100.0,BUNCOMBE:16824 (100.0%),historical_plan_cell:16824 (100.0%),no_outlier_detected,No material comparison outlier under the audit thresholds.,0.0151
2022,2002,state_house,us_senate,state_house_us_senate_2002.json,97,True,1.0,True,22.78,22.77,-0.01,REP,REP,False,20345,20340,-5,0,0.0,0,0,0.0,,,no_outlier_detected,No material comparison outlier under the audit thresholds.,0.0149
2024,2004,state_house,governor,state_house_governor_2004.json,120,True,0.999996,True,6.62,6.61,-0.01,REP,REP,False,34361,34369,8,0,0.0,0,0,0.0,,,no_outlier_detected,No material comparison outlier under the audit thresholds.,0.0147
2022,2004,state_house,president,state_house_president_2004.json,118,True,1.000002,True,12.01,12.0,-0.01,REP,REP,False,35395,35387,-8,0,0.0,0,0,0.0,,,no_outlier_detected,No material comparison outlier under the audit thresholds.,0.0145
2022,2004,state_senate,governor,state_senate_governor_2004.json,10,True,0.999999,True,2.54,2.54,0.0,REP,REP,False,54654,54616,-38,0,0.0,0,0,0.0,,,no_outlier_detected,No material comparison outlier under the audit thresholds.,0.0139
2022,2004,state_senate,president,state_senate_president_2004.json,10,True,0.999997,True,36.1,36.1,0.0,REP,REP,False,54482,54445,-37,0,0.0,0,0,0.0,,,no_outlier_detected,No material comparison outlier under the audit thresholds.,0.0136
2024,2004,state_house,governor,state_house_governor_2004.json,87,True,0.999996,True,8.17,8.16,-0.01,REP,REP,False,33151,33157,6,0,0.0,0,0,0.0,,,no_outlier_detected,No material comparison outlier under the audit thresholds.,0.0136
2024,2004,state_house,governor,state_house_governor_2004.json,12,True,0.999996,True,-13.86,-13.87,-0.01,DEM,DEM,False,34004,33998,-6,0,0.0,0,0,0.0,,,no_outlier_detected,No material comparison outlier under the audit thresholds.,0.0135
2022,2002,state_house,us_senate,state_house_us_senate_2002.json,111,True,1.0,True,13.12,13.11,-0.01,REP,REP,False,23314,23310,-4,0,0.0,0,0,0.0,,,no_outlier_detected,No material comparison outlier under the audit thresholds.,0.0134
2022,2004,state_house,president,state_house_president_2004.json,111,True,1.000002,True,28.97,28.96,-0.01,REP,REP,False,34325,34320,-5,0,0.0,0,0,0.0,,,no_outlier_detected,No material comparison outlier under the audit thresholds.,0.0129
2024,2004,state_senate,governor,state_senate_governor_2004.json,33,True,0.999999,True,4.61,4.61,0.0,REP,REP,False,76830,76879,49,0,0.0,0,0,0.0,,,no_outlier_detected,No material comparison outlier under the audit thresholds.,0.0128
2022,2004,state_house,president,state_house_president_2004.json,117,True,1.000002,True,29.39,29.39,0.0,REP,REP,False,34618,34596,-22,0,0.0,0,0,0.0,,,no_outlier_detected,No material comparison outlier under the audit thresholds.,0.0127
2022,2004,state_house,governor,state_house_governor_2004.json,80,True,1.000003,True,14.55,14.55,0.0,REP,REP,False,30198,30179,-19,0,0.0,0,0,0.0,,,no_outlier_detected,No material comparison outlier under the audit thresholds.,0.0126
2022,2004,state_house,governor,state_house_governor_2004.json,102,True,1.000003,True,-57.08,-57.09,-0.01,DEM,DEM,False,23954,23951,-3,15917,66.46,15917,0,0.0,MECKLENBURG:15917 (100.0%),direct_sf1_vtd:15917 (100.0%),no_outlier_detected,No material comparison outlier under the audit thresholds.,0.0125
2022,2004,state_senate,president,state_senate_president_2004.json,29,True,0.999997,True,25.99,25.98,-0.01,REP,REP,False,83082,83072,-10,0,0.0,0,0,0.0,,,no_outlier_detected,No material comparison outlier under the audit thresholds.,0.0124
2024,2004,state_house,governor,state_house_governor_2004.json,23,True,0.999996,True,-47.55,-47.54,0.01,DEM,DEM,False,39363,39367,4,0,0.0,0,0,0.0,,,no_outlier_detected,No material comparison outlier under the audit thresholds.,0.012
2022,2002,state_house,us_senate,state_house_us_senate_2002.json,73,True,1.0,True,22.58,22.57,-0.01,REP,REP,False,11217,11216,-1,0,0.0,0,0,0.0,MECKLENBURG:0 (100.0%),direct_sf1_vtd:0 (100.0%),no_outlier_detected,No material comparison outlier under the audit thresholds.,0.0118
2022,2002,state_house,us_senate,state_house_us_senate_2002.json,81,True,1.0,True,15.37,15.36,-0.01,REP,REP,False,22088,22086,-2,0,0.0,0,0,0.0,,,no_outlier_detected,No material comparison outlier under the audit thresholds.,0.0118
2022,2004,state_senate,president,state_senate_president_2004.json,47,True,0.999997,True,19.21,19.2,-0.01,REP,REP,False,96597,96590,-7,0,0.0,0,0,0.0,,,no_outlier_detected,No material comparison outlier under the audit thresholds.,0.0114
2022,2002,state_senate,us_senate,state_senate_us_senate_2002.json,34,True,1.000001,True,29.48,29.49,0.01,REP,REP,False,38004,38002,-2,0,0.0,0,0,0.0,MECKLENBURG:0 (100.0%),direct_sf1_vtd:0 (100.0%),no_outlier_detected,No material comparison outlier under the audit thresholds.,0.0111
2022,2004,state_senate,president,state_senate_president_2004.json,32,True,0.999997,True,3.77,3.78,0.01,REP,REP,False,81424,81428,4,61863,75.97,61863,0,0.0,FORSYTH:61863 (100.0%),direct_sf1_vtd:61863 (100.0%),no_outlier_detected,No material comparison outlier under the audit thresholds.,0.011
2024,2004,state_senate,governor,state_senate_governor_2004.json,5,True,0.999999,True,-27.04,-27.03,0.01,DEM,DEM,False,74048,74049,1,0,0.0,0,0,0.0,,,no_outlier_detected,No material comparison outlier under the audit thresholds.,0.0103
2024,2004,state_senate,governor,state_senate_governor_2004.json,48,True,0.999999,True,3.6,3.6,0.0,REP,REP,False,76160,76125,-35,0,0.0,0,0,0.0,,,no_outlier_detected,No material comparison outlier under the audit thresholds.,0.0092
2022,2002,state_house,us_senate,state_house_us_senate_2002.json,69,True,1.0,True,40.2,40.2,0.0,REP,REP,False,14205,14200,-5,3,0.02,3,0,0.0,MECKLENBURG:3 (100.0%),direct_sf1_vtd:3 (100.0%),no_outlier_detected,No material comparison outlier under the audit thresholds.,0.007
2022,2004,state_house,governor,state_house_governor_2004.json,69,True,1.000003,True,22.06,22.06,0.0,REP,REP,False,24657,24649,-8,4,0.02,4,0,0.0,MECKLENBURG:4 (100.0%),direct_sf1_vtd:4 (100.0%),no_outlier_detected,No material comparison outlier under the audit thresholds.,0.0065
2022,2004,state_senate,governor,state_senate_governor_2004.json,30,True,0.999999,True,9.72,9.72,0.0,REP,REP,False,75778,75754,-24,0,0.0,0,0,0.0,,,no_outlier_detected,No material comparison outlier under the audit thresholds.,0.0063
2022,2004,state_senate,governor,state_senate_governor_2004.json,48,True,0.999999,True,3.6,3.6,0.0,REP,REP,False,76125,76102,-23,0,0.0,0,0,0.0,,,no_outlier_detected,No material comparison outlier under the audit thresholds.,0.006
2022,2004,state_senate,president,state_senate_president_2004.json,30,True,0.999997,True,43.32,43.32,0.0,REP,REP,False,76063,76040,-23,0,0.0,0,0,0.0,,,no_outlier_detected,No material comparison outlier under the audit thresholds.,0.006
2022,2004,state_senate,president,state_senate_president_2004.json,48,True,0.999997,True,29.3,29.3,0.0,REP,REP,False,76904,76881,-23,0,0.0,0,0,0.0,,,no_outlier_detected,No material comparison outlier under the audit thresholds.,0.006
2022,2002,state_senate,us_senate,state_senate_us_senate_2002.json,30,True,1.000001,True,28.86,28.86,0.0,REP,REP,False,55108,55092,-16,0,0.0,0,0,0.0,,,no_outlier_detected,No material comparison outlier under the audit thresholds.,0.0058
2022,2004,state_house,president,state_house_president_2004.json,69,True,1.000002,True,47.01,47.01,0.0,REP,REP,False,25165,25158,-7,4,0.02,4,0,0.0,MECKLENBURG:4 (100.0%),direct_sf1_vtd:4 (100.0%),no_outlier_detected,No material comparison outlier under the audit thresholds.,0.0056
2022,2004,state_house,governor,state_house_governor_2004.json,104,True,1.000003,True,5.07,5.07,0.0,REP,REP,False,34693,34684,-9,23191,66.86,23191,0,0.0,MECKLENBURG:23191 (100.0%),direct_sf1_vtd:23191 (100.0%),no_outlier_detected,No material comparison outlier under the audit thresholds.,0.0052
2022,2004,state_house,governor,state_house_governor_2004.json,70,True,1.000003,True,17.84,17.84,0.0,REP,REP,False,31265,31257,-8,0,0.0,0,0,0.0,,,no_outlier_detected,No material comparison outlier under the audit thresholds.,0.0051
2022,2002,state_house,us_senate,state_house_us_senate_2002.json,70,True,1.0,True,41.05,41.05,0.0,REP,REP,False,20359,20354,-5,0,0.0,0,0,0.0,,,no_outlier_detected,No material comparison outlier under the audit thresholds.,0.0049
2024,2004,state_house,governor,state_house_governor_2004.json,118,True,0.999996,True,-17.3,-17.3,0.0,DEM,DEM,False,35597,35589,-8,0,0.0,0,0,0.0,,,no_outlier_detected,No material comparison outlier under the audit thresholds.,0.0045
2022,2004,state_house,governor,state_house_governor_2004.json,118,True,1.000003,True,-17.3,-17.3,0.0,DEM,DEM,False,35596,35589,-7,0,0.0,0,0,0.0,,,no_outlier_detected,No material comparison outlier under the audit thresholds.,0.0039
2022,2004,state_house,president,state_house_president_2004.json,81,True,1.000002,True,34.39,34.39,0.0,REP,REP,False,29188,29183,-5,0,0.0,0,0,0.0,,,no_outlier_detected,No material comparison outlier under the audit thresholds.,0.0034
2022,2002,state_senate,us_senate,state_senate_us_senate_2002.json,35,True,1.000001,True,35.0,35.0,0.0,REP,REP,False,30984,30979,-5,3,0.01,3,0,0.0,MECKLENBURG:3 (100.0%),direct_sf1_vtd:3 (100.0%),no_outlier_detected,No material comparison outlier under the audit thresholds.,0.0032
2022,2004,state_senate,governor,state_senate_governor_2004.json,35,True,0.999999,True,18.35,18.35,0.0,REP,REP,False,50899,50891,-8,4,0.01,4,0,0.0,MECKLENBURG:4 (100.0%),direct_sf1_vtd:4 (100.0%),no_outlier_detected,No material comparison outlier under the audit thresholds.,0.0031
2022,2004,state_house,governor,state_house_governor_2004.json,111,True,1.000003,True,-5.8,-5.8,0.0,DEM,DEM,False,34303,34298,-5,0,0.0,0,0,0.0,,,no_outlier_detected,No material comparison outlier under the audit thresholds.,0.0029
2024,2004,state_house,governor,state_house_governor_2004.json,119,True,0.999996,True,-9.03,-9.03,0.0,DEM,DEM,False,34636,34631,-5,0,0.0,0,0,0.0,,,no_outlier_detected,No material comparison outlier under the audit thresholds.,0.0029
2022,2004,state_house,governor,state_house_governor_2004.json,81,True,1.000003,True,-0.59,-0.59,0.0,DEM,DEM,False,29036,29032,-4,0,0.0,0,0,0.0,,,no_outlier_detected,No material comparison outlier under the audit thresholds.,0.0028
2024,2004,state_senate,governor,state_senate_governor_2004.json,4,True,0.999999,True,-11.07,-11.07,0.0,DEM,DEM,False,77332,77342,10,0,0.0,0,0,0.0,,,no_outlier_detected,No material comparison outlier under the audit thresholds.,0.0026
2022,2002,state_house,us_senate,state_house_us_senate_2002.json,74,True,1.0,True,33.85,33.85,0.0,REP,REP,False,23579,23582,3,21302,90.33,21302,0,0.0,FORSYTH:21302 (100.0%),direct_sf1_vtd:21302 (100.0%),no_outlier_detected,No material comparison outlier under the audit thresholds.,0.0025
2022,2002,state_senate,us_senate,state_senate_us_senate_2002.json,29,True,1.000001,True,12.84,12.84,0.0,REP,REP,False,54922,54915,-7,0,0.0,0,0,0.0,,,no_outlier_detected,No material comparison outlier under the audit thresholds.,0.0025
2022,2004,state_house,governor,state_house_governor_2004.json,74,True,1.000003,True,5.36,5.36,0.0,REP,REP,False,33955,33959,4,25926,76.35,25926,0,0.0,FORSYTH:25926 (100.0%),direct_sf1_vtd:25926 (100.0%),no_outlier_detected,No material comparison outlier under the audit thresholds.,0.0024
2022,2004,state_house,president,state_house_president_2004.json,74,True,1.000002,True,32.01,32.01,0.0,REP,REP,False,33866,33870,4,25879,76.41,25879,0,0.0,FORSYTH:25879 (100.0%),direct_sf1_vtd:25879 (100.0%),no_outlier_detected,No material comparison outlier under the audit thresholds.,0.0024
2022,2004,state_house,president,state_house_president_2004.json,102,True,1.000002,True,-48.87,-48.87,0.0,DEM,DEM,False,24653,24650,-3,16249,65.92,16249,0,0.0,MECKLENBURG:16249 (100.0%),direct_sf1_vtd:16249 (100.0%),no_outlier_detected,No material comparison outlier under the audit thresholds.,0.0024
2022,2004,state_house,governor,state_house_governor_2004.json,73,True,1.000003,True,-2.27,-2.27,0.0,DEM,DEM,False,17683,17681,-2,0,0.0,0,0,3.6,MECKLENBURG:0 (100.0%),direct_sf1_vtd:0 (96.4%); historical_plan_cell:0 (3.6%),no_outlier_detected,No material comparison outlier under the audit thresholds.,0.0023
2022,2004,state_senate,president,state_senate_president_2004.json,35,True,0.999997,True,42.24,42.24,0.0,REP,REP,False,52015,52009,-6,4,0.01,4,0,0.0,MECKLENBURG:4 (100.0%),direct_sf1_vtd:4 (100.0%),no_outlier_detected,No material comparison outlier under the audit thresholds.,0.0023
2022,2004,state_senate,governor,state_senate_governor_2004.json,29,True,0.999999,True,-2.75,-2.75,0.0,DEM,DEM,False,82990,82981,-9,0,0.0,0,0,0.0,,,no_outlier_detected,No material comparison outlier under the audit thresholds.,0.0022
2022,2004,state_house,governor,state_house_governor_2004.json,113,True,1.000003,True,-0.8,-0.8,0.0,DEM,DEM,False,34329,34326,-3,0,0.0,0,0,0.0,,,no_outlier_detected,No material comparison outlier under the audit thresholds.,0.0017
2024,2004,state_house,governor,state_house_governor_2004.json,67,True,0.999996,True,1.55,1.55,0.0,REP,REP,False,35243,35246,3,0,0.0,0,0,0.0,,,no_outlier_detected,No material comparison outlier under the audit thresholds.,0.0017
2022,2004,state_senate,governor,state_senate_governor_2004.json,47,True,0.999999,True,-2.72,-2.72,0.0,DEM,DEM,False,96109,96102,-7,0,0.0,0,0,0.0,,,no_outlier_detected,No material comparison outlier under the audit thresholds.,0.0015
2022,2004,state_house,president,state_house_president_2004.json,71,True,1.000002,True,-17.52,-17.52,0.0,DEM,DEM,False,29196,29198,2,22086,75.64,22086,0,0.0,FORSYTH:22086 (100.0%),direct_sf1_vtd:22086 (100.0%),no_outlier_detected,No material comparison outlier under the audit thresholds.,0.0014
2022,2004,state_house,president,state_house_president_2004.json,113,True,1.000002,True,25.34,25.34,0.0,REP,REP,False,34639,34637,-2,0,0.0,0,0,0.0,,,no_outlier_detected,No material comparison outlier under the audit thresholds.,0.0012
2022,2004,state_senate,governor,state_senate_governor_2004.json,32,True,0.999999,True,-16.09,-16.09,0.0,DEM,DEM,False,81119,81124,5,62009,76.44,62009,0,0.0,FORSYTH:62009 (100.0%),direct_sf1_vtd:62009 (100.0%),no_outlier_detected,No material comparison outlier under the audit thresholds.,0.0012
2022,2004,state_house,president,state_house_president_2004.json,73,True,1.000002,True,25.65,25.65,0.0,REP,REP,False,17721,17720,-1,0,0.0,0,0,3.61,MECKLENBURG:0 (100.0%),direct_sf1_vtd:0 (96.4%); historical_plan_cell:0 (3.6%),no_outlier_detected,No material comparison outlier under the audit thresholds.,0.0011
2022,2002,state_senate,us_senate,state_senate_us_senate_2002.json,32,True,1.000001,True,7.6,7.6,0.0,REP,REP,False,56800,56803,3,51465,90.6,51465,0,0.0,FORSYTH:51465 (100.0%),direct_sf1_vtd:51465 (100.0%),no_outlier_detected,No material comparison outlier under the audit thresholds.,0.0011
2022,2004,state_senate,governor,state_senate_governor_2004.json,34,True,0.999999,True,1.4,1.4,0.0,REP,REP,False,57768,57765,-3,0,0.0,0,0,3.6,MECKLENBURG:0 (100.0%),direct_sf1_vtd:0 (96.4%); historical_plan_cell:0 (3.6%),no_outlier_detected,No material comparison outlier under the audit thresholds.,0.001
