line_year,file,year,scope,contest_type,district,production_margin_pct,pilot_margin_pct,pilot_minus_production_pp,production_winner,pilot_winner,winner_flip,production_total_votes,pilot_total_votes
2022,state_house_us_senate_2002.json,2002,state_house,us_senate,110,-28.96,14.36,43.32,DEM,REP,True,18623,19544
2022,state_house_us_senate_2002.json,2002,state_house,us_senate,111,13.12,13.11,-0.01,REP,REP,False,23314,23310
2022,state_house_us_senate_2002.json,2002,state_house,us_senate,112,13.38,11.7,-1.68,REP,REP,False,16247,17116
2022,state_senate_us_senate_2002.json,2002,state_senate,us_senate,7,14.74,14.95,0.21,REP,REP,False,49224,49704
2022,state_senate_us_senate_2002.json,2002,state_senate,us_senate,8,-2.32,-2.74,-0.42,DEM,DEM,False,44952,44471
2022,state_senate_us_senate_2002.json,2002,state_senate,us_senate,10,27.82,27.81,-0.01,REP,REP,False,35994,35969
2022,state_senate_us_senate_2002.json,2002,state_senate,us_senate,12,15.68,15.66,-0.02,REP,REP,False,35319,35229
2022,state_senate_us_senate_2002.json,2002,state_senate,us_senate,13,14.55,13.34,-1.21,REP,REP,False,58085,54441
2022,state_senate_us_senate_2002.json,2002,state_senate,us_senate,14,-16.18,-16.69,-0.51,DEM,DEM,False,38145,35963
2022,state_senate_us_senate_2002.json,2002,state_senate,us_senate,15,0.91,-0.03,-0.94,REP,DEM,True,53475,53812
2022,state_senate_us_senate_2002.json,2002,state_senate,us_senate,16,19.56,18.8,-0.76,REP,REP,False,32726,31038
2022,state_senate_us_senate_2002.json,2002,state_senate,us_senate,17,28.9,28.34,-0.56,REP,REP,False,24995,30077
2022,state_senate_us_senate_2002.json,2002,state_senate,us_senate,18,16.61,18.01,1.4,REP,REP,False,30209,32389
2022,state_senate_us_senate_2002.json,2002,state_senate,us_senate,19,1.39,3.04,1.65,REP,REP,False,34601,38751
2022,state_senate_us_senate_2002.json,2002,state_senate,us_senate,21,11.77,11.33,-0.44,REP,REP,False,49518,45418
2022,state_senate_us_senate_2002.json,2002,state_senate,us_senate,22,-22.15,-22.17,-0.02,DEM,DEM,False,40525,40504
2022,state_senate_us_senate_2002.json,2002,state_senate,us_senate,26,14.56,16.01,1.45,REP,REP,False,48490,53152
2022,state_senate_us_senate_2002.json,2002,state_senate,us_senate,27,16.08,16.7,0.62,REP,REP,False,47895,49910
2022,state_senate_us_senate_2002.json,2002,state_senate,us_senate,28,-19.63,-25.96,-6.33,DEM,DEM,False,60907,54179
2022,state_senate_us_senate_2002.json,2002,state_senate,us_senate,31,14.54,14.58,0.04,REP,REP,False,51792,51861
2022,state_senate_us_senate_2002.json,2002,state_senate,us_senate,34,29.48,29.49,0.01,REP,REP,False,38004,38002
2022,state_senate_us_senate_2002.json,2002,state_senate,us_senate,37,30.89,31.03,0.14,REP,REP,False,39641,39853
2022,state_senate_us_senate_2002.json,2002,state_senate,us_senate,38,-31.69,-31.87,-0.18,DEM,DEM,False,33507,32211
2022,state_senate_us_senate_2002.json,2002,state_senate,us_senate,39,2.33,1.78,-0.55,REP,REP,False,37447,40078
2022,state_senate_us_senate_2002.json,2002,state_senate,us_senate,40,-6.6,-7.31,-0.71,DEM,DEM,False,36369,37807
2022,state_senate_us_senate_2002.json,2002,state_senate,us_senate,41,-13.11,-13.26,-0.15,DEM,DEM,False,33948,33410
2022,state_senate_us_senate_2002.json,2002,state_senate,us_senate,42,30.29,31.76,1.47,REP,REP,False,54715,52276
2022,state_senate_us_senate_2002.json,2002,state_senate,us_senate,43,28.8,28.33,-0.47,REP,REP,False,38602,39185
2022,state_senate_us_senate_2002.json,2002,state_senate,us_senate,44,16.64,16.87,0.23,REP,REP,False,50308,49725
2022,state_house_president_2004.json,2004,state_house,president,6,26.46,26.4,-0.06,REP,REP,False,22570,22480
2022,state_house_president_2004.json,2004,state_house,president,11,-2.94,-3.39,-0.45,DEM,DEM,False,30405,31241
2022,state_house_president_2004.json,2004,state_house,president,18,-5.89,-1.87,4.02,DEM,DEM,False,27627,30129
2022,state_house_president_2004.json,2004,state_house,president,19,25.37,24.78,-0.59,REP,REP,False,31332,29143
2022,state_house_president_2004.json,2004,state_house,president,20,20.47,19.74,-0.73,REP,REP,False,37722,37408
2022,state_house_president_2004.json,2004,state_house,president,21,12.99,11.74,-1.25,REP,REP,False,9740,9912
2022,state_house_president_2004.json,2004,state_house,president,31,-46.44,-46.53,-0.09,DEM,DEM,False,22573,22543
2022,state_house_president_2004.json,2004,state_house,president,33,5.83,8.11,2.28,REP,REP,False,27863,23340
2022,state_house_president_2004.json,2004,state_house,president,34,2.35,2.02,-0.33,REP,REP,False,44666,42669
2022,state_house_president_2004.json,2004,state_house,president,35,25.88,25.27,-0.61,REP,REP,False,13086,17365
2022,state_house_president_2004.json,2004,state_house,president,36,17.61,19.98,2.37,REP,REP,False,21566,23209
2022,state_house_president_2004.json,2004,state_house,president,37,29.88,25.5,-4.38,REP,REP,False,15727,20859
2022,state_house_president_2004.json,2004,state_house,president,38,-56.61,-62.51,-5.9,DEM,DEM,False,27527,25565
2022,state_house_president_2004.json,2004,state_house,president,39,6.81,1.54,-5.27,REP,REP,False,22115,20204
2022,state_house_president_2004.json,2004,state_house,president,40,17.89,18.0,0.11,REP,REP,False,39651,37115
2022,state_house_president_2004.json,2004,state_house,president,41,7.83,7.75,-0.08,REP,REP,False,38763,36829
2022,state_house_president_2004.json,2004,state_house,president,42,-5.46,-12.53,-7.07,DEM,DEM,False,18666,16564
2022,state_house_president_2004.json,2004,state_house,president,43,9.7,14.04,4.34,REP,REP,False,27271,28382
2022,state_house_president_2004.json,2004,state_house,president,44,1.9,-3.5,-5.4,REP,DEM,True,35301,33905
2022,state_house_president_2004.json,2004,state_house,president,45,7.3,16.0,8.7,REP,REP,False,13932,16410
2022,state_house_president_2004.json,2004,state_house,president,49,-5.02,-3.82,1.2,DEM,DEM,False,29095,31248
2022,state_house_president_2004.json,2004,state_house,president,53,38.08,38.13,0.05,REP,REP,False,17972,17873
2022,state_house_president_2004.json,2004,state_house,president,57,8.97,9.8,0.83,REP,REP,False,35861,36808
2022,state_house_president_2004.json,2004,state_house,president,58,-14.46,-20.22,-5.76,DEM,DEM,False,37458,33802
2022,state_house_president_2004.json,2004,state_house,president,59,25.54,28.61,3.07,REP,REP,False,26126,30564
2022,state_house_president_2004.json,2004,state_house,president,60,2.91,-1.71,-4.62,REP,DEM,True,31575,29136
2022,state_house_president_2004.json,2004,state_house,president,61,-33.0,-41.63,-8.63,DEM,DEM,False,40216,36206
2022,state_house_president_2004.json,2004,state_house,president,62,21.82,25.25,3.43,REP,REP,False,28221,32854
2022,state_house_president_2004.json,2004,state_house,president,66,-10.06,-10.67,-0.61,DEM,DEM,False,38975,39750
2022,state_house_president_2004.json,2004,state_house,president,70,49.01,49.0,-0.01,REP,REP,False,30617,30608
2022,state_house_president_2004.json,2004,state_house,president,72,-29.41,-29.43,-0.02,DEM,DEM,False,30725,30757
2022,state_house_president_2004.json,2004,state_house,president,75,33.88,33.93,0.05,REP,REP,False,28910,29021
2022,state_house_president_2004.json,2004,state_house,president,80,48.93,48.94,0.01,REP,REP,False,30211,30192
2022,state_house_president_2004.json,2004,state_house,president,88,-26.41,-25.37,1.04,DEM,DEM,False,25752,23866
2022,state_house_president_2004.json,2004,state_house,president,91,37.14,37.22,0.08,REP,REP,False,35747,35716
2022,state_house_president_2004.json,2004,state_house,president,92,-2.23,-6.83,-4.6,DEM,DEM,False,13407,15291
2022,state_house_president_2004.json,2004,state_house,president,97,35.88,35.87,-0.01,REP,REP,False,29445,29436
2022,state_house_president_2004.json,2004,state_house,president,98,28.82,27.97,-0.85,REP,REP,False,23665,26121
2022,state_house_president_2004.json,2004,state_house,president,99,-47.86,-47.43,0.43,DEM,DEM,False,18768,19980
2022,state_house_president_2004.json,2004,state_house,president,100,-28.88,-28.85,0.03,DEM,DEM,False,23902,23943
2022,state_house_president_2004.json,2004,state_house,president,101,-22.86,-22.82,0.04,DEM,DEM,False,23589,23607
2022,state_house_president_2004.json,2004,state_house,president,103,31.68,31.42,-0.26,REP,REP,False,35963,38285
2022,state_house_president_2004.json,2004,state_house,president,104,23.38,23.37,-0.01,REP,REP,False,34819,34810
2022,state_house_president_2004.json,2004,state_house,president,105,22.86,22.51,-0.35,REP,REP,False,29697,27337
2022,state_house_president_2004.json,2004,state_house,president,106,7.98,4.49,-3.49,REP,REP,False,18567,17720
2022,state_house_president_2004.json,2004,state_house,president,107,-33.74,-35.01,-1.27,DEM,DEM,False,23636,20802
2022,state_house_president_2004.json,2004,state_house,president,108,36.07,43.8,7.73,REP,REP,False,22008,22004
2022,state_house_president_2004.json,2004,state_house,president,109,36.07,34.48,-1.59,REP,REP,False,25252,25250
2022,state_house_president_2004.json,2004,state_house,president,110,29.27,25.96,-3.31,REP,REP,False,29143,29163
2022,state_house_president_2004.json,2004,state_house,president,111,28.97,28.96,-0.01,REP,REP,False,34325,34320
2022,state_house_president_2004.json,2004,state_house,president,112,7.61,7.62,0.01,REP,REP,False,26688,26699
2022,state_house_president_2004.json,2004,state_house,president,114,-17.3,-8.0,9.3,DEM,DEM,False,36172,37563
2022,state_house_president_2004.json,2004,state_house,president,115,17.34,17.35,0.01,REP,REP,False,31571,31579
2022,state_house_president_2004.json,2004,state_house,president,116,3.78,-5.12,-8.9,REP,DEM,True,37278,35910
2022,state_house_president_2004.json,2004,state_house,president,118,12.01,12.0,-0.01,REP,REP,False,35395,35387
2022,state_senate_president_2004.json,2004,state_senate,president,7,14.15,14.32,0.17,REP,REP,False,75309,75993
2022,state_senate_president_2004.json,2004,state_senate,president,8,11.64,11.41,-0.23,REP,REP,False,65141,64457
2022,state_senate_president_2004.json,2004,state_senate,president,12,25.64,25.63,-0.01,REP,REP,False,53755,53601
2022,state_senate_president_2004.json,2004,state_senate,president,13,2.46,0.92,-1.54,REP,REP,False,88440,85193
2022,state_senate_president_2004.json,2004,state_senate,president,14,-20.03,-22.46,-2.43,DEM,DEM,False,54714,49415
2022,state_senate_president_2004.json,2004,state_senate,president,15,-6.67,-8.02,-1.35,DEM,DEM,False,80027,78904
2022,state_senate_president_2004.json,2004,state_senate,president,16,7.21,7.16,-0.05,REP,REP,False,52913,52253
2022,state_senate_president_2004.json,2004,state_senate,president,17,25.13,23.33,-1.8,REP,REP,False,41500,48757
2022,state_senate_president_2004.json,2004,state_senate,president,18,15.31,17.57,2.26,REP,REP,False,50180,53383
2022,state_senate_president_2004.json,2004,state_senate,president,19,9.51,11.49,1.98,REP,REP,False,57525,64317
2022,state_senate_president_2004.json,2004,state_senate,president,21,11.84,10.27,-1.57,REP,REP,False,76039,69339
2022,state_senate_president_2004.json,2004,state_senate,president,22,-33.07,-33.09,-0.02,DEM,DEM,False,63833,63800
2022,state_senate_president_2004.json,2004,state_senate,president,26,26.08,27.82,1.74,REP,REP,False,71081,82182
2022,state_senate_president_2004.json,2004,state_senate,president,27,14.39,13.98,-0.41,REP,REP,False,73375,71939
2022,state_senate_president_2004.json,2004,state_senate,president,28,-24.27,-31.8,-7.53,DEM,DEM,False,92413,82668
2022,state_senate_president_2004.json,2004,state_senate,president,29,25.99,25.98,-0.01,REP,REP,False,83082,83072
2022,state_senate_president_2004.json,2004,state_senate,president,31,21.67,21.7,0.03,REP,REP,False,77021,77133
2022,state_senate_president_2004.json,2004,state_senate,president,32,3.77,3.78,0.01,REP,REP,False,81424,81428
2022,state_senate_president_2004.json,2004,state_senate,president,37,36.69,36.4,-0.29,REP,REP,False,66149,67630
2022,state_senate_president_2004.json,2004,state_senate,president,38,-35.28,-37.97,-2.69,DEM,DEM,False,54707,50814
2022,state_senate_president_2004.json,2004,state_senate,president,39,-2.63,-2.44,0.19,DEM,DEM,False,57027,57321
2022,state_senate_president_2004.json,2004,state_senate,president,40,-13.08,-13.56,-0.48,DEM,DEM,False,62101,63222
2022,state_senate_president_2004.json,2004,state_senate,president,41,-12.43,-11.99,0.44,DEM,DEM,False,57717,59043
2022,state_senate_president_2004.json,2004,state_senate,president,42,25.12,25.1,-0.02,REP,REP,False,82382,82064
2022,state_senate_president_2004.json,2004,state_senate,president,43,35.35,35.36,0.01,REP,REP,False,58199,58239
2022,state_senate_president_2004.json,2004,state_senate,president,44,29.86,29.84,-0.02,REP,REP,False,72071,72032
2022,state_senate_president_2004.json,2004,state_senate,president,46,21.94,14.7,-7.24,REP,REP,False,72247,73506
2022,state_senate_president_2004.json,2004,state_senate,president,47,19.21,19.2,-0.01,REP,REP,False,96597,96590
2022,state_senate_president_2004.json,2004,state_senate,president,49,-3.51,2.89,6.4,DEM,REP,True,79488,78261
2022,state_house_governor_2004.json,2004,state_house,governor,6,-5.89,-5.91,-0.02,DEM,DEM,False,22446,22353
2022,state_house_governor_2004.json,2004,state_house,governor,11,-21.16,-21.88,-0.72,DEM,DEM,False,30244,31070
2022,state_house_governor_2004.json,2004,state_house,governor,18,-21.81,-18.82,2.99,DEM,DEM,False,27590,30098
2022,state_house_governor_2004.json,2004,state_house,governor,19,-9.06,-10.37,-1.31,DEM,DEM,False,31242,29049
2022,state_house_governor_2004.json,2004,state_house,governor,20,-1.66,-2.12,-0.46,DEM,DEM,False,37698,37380
2022,state_house_governor_2004.json,2004,state_house,governor,21,-10.2,-11.88,-1.68,DEM,DEM,False,9722,9888
2022,state_house_governor_2004.json,2004,state_house,governor,31,-55.44,-55.51,-0.07,DEM,DEM,False,22572,22541
2022,state_house_governor_2004.json,2004,state_house,governor,33,-14.79,-13.9,0.89,DEM,DEM,False,28085,23542
2022,state_house_governor_2004.json,2004,state_house,governor,34,-20.09,-20.25,-0.16,DEM,DEM,False,44736,42722
2022,state_house_governor_2004.json,2004,state_house,governor,35,0.08,-1.03,-1.11,REP,DEM,True,13195,17535
2022,state_house_governor_2004.json,2004,state_house,governor,36,-6.41,-4.36,2.05,DEM,DEM,False,21637,23300
2022,state_house_governor_2004.json,2004,state_house,governor,37,0.22,-1.49,-1.71,REP,DEM,True,15941,21142
2022,state_house_governor_2004.json,2004,state_house,governor,38,-63.28,-67.79,-4.51,DEM,DEM,False,27344,25359
2022,state_house_governor_2004.json,2004,state_house,governor,39,-18.0,-21.79,-3.79,DEM,DEM,False,22349,20399
2022,state_house_governor_2004.json,2004,state_house,governor,40,-7.59,-7.53,0.06,DEM,DEM,False,39824,37266
2022,state_house_governor_2004.json,2004,state_house,governor,41,-15.7,-15.91,-0.21,DEM,DEM,False,38795,36866
2022,state_house_governor_2004.json,2004,state_house,governor,42,-27.8,-31.71,-3.91,DEM,DEM,False,18692,16538
2022,state_house_governor_2004.json,2004,state_house,governor,43,-21.75,-19.84,1.91,DEM,DEM,False,27535,28650
2022,state_house_governor_2004.json,2004,state_house,governor,44,-26.82,-30.54,-3.72,DEM,DEM,False,35564,34131
2022,state_house_governor_2004.json,2004,state_house,governor,45,-22.99,-15.68,7.31,DEM,DEM,False,14018,16580
2022,state_house_governor_2004.json,2004,state_house,governor,49,-25.51,-24.36,1.15,DEM,DEM,False,28997,31130
2022,state_house_governor_2004.json,2004,state_house,governor,53,7.83,7.87,0.04,REP,REP,False,18010,17909
2022,state_house_governor_2004.json,2004,state_house,governor,57,-15.05,-14.39,0.66,DEM,DEM,False,35651,36584
2022,state_house_governor_2004.json,2004,state_house,governor,58,-32.73,-37.17,-4.44,DEM,DEM,False,37238,33592
2022,state_house_governor_2004.json,2004,state_house,governor,59,-3.85,-2.02,1.83,DEM,DEM,False,26130,30568
2022,state_house_governor_2004.json,2004,state_house,governor,60,-20.95,-24.38,-3.43,DEM,DEM,False,31477,29040
2022,state_house_governor_2004.json,2004,state_house,governor,61,-46.19,-52.8,-6.61,DEM,DEM,False,39796,35789
2022,state_house_governor_2004.json,2004,state_house,governor,62,-4.29,-1.22,3.07,DEM,DEM,False,28113,32748
2022,state_house_governor_2004.json,2004,state_house,governor,66,-26.76,-27.27,-0.51,DEM,DEM,False,38502,39284
2022,state_house_governor_2004.json,2004,state_house,governor,72,-41.94,-41.95,-0.01,DEM,DEM,False,30433,30465
2022,state_house_governor_2004.json,2004,state_house,governor,75,3.94,3.98,0.04,REP,REP,False,28964,29076
2022,state_house_governor_2004.json,2004,state_house,governor,88,-38.17,-37.33,0.84,DEM,DEM,False,25146,23298
2022,state_house_governor_2004.json,2004,state_house,governor,91,3.65,3.7,0.05,REP,REP,False,36169,36136
2022,state_house_governor_2004.json,2004,state_house,governor,92,-19.23,-22.83,-3.6,DEM,DEM,False,13298,15146
2022,state_house_governor_2004.json,2004,state_house,governor,97,6.48,6.49,0.01,REP,REP,False,29549,29541
2022,state_house_governor_2004.json,2004,state_house,governor,98,9.84,9.18,-0.66,REP,REP,False,23393,25842
2022,state_house_governor_2004.json,2004,state_house,governor,99,-56.59,-56.18,0.41,DEM,DEM,False,18345,19528
2022,state_house_governor_2004.json,2004,state_house,governor,100,-41.76,-41.72,0.04,DEM,DEM,False,23520,23560
2022,state_house_governor_2004.json,2004,state_house,governor,101,-37.98,-37.94,0.04,DEM,DEM,False,23274,23292
2022,state_house_governor_2004.json,2004,state_house,governor,102,-57.08,-57.09,-0.01,DEM,DEM,False,23954,23951
2022,state_house_governor_2004.json,2004,state_house,governor,103,12.27,11.98,-0.29,REP,REP,False,35909,38233
2022,state_house_governor_2004.json,2004,state_house,governor,105,6.07,5.98,-0.09,REP,REP,False,29526,27168
2022,state_house_governor_2004.json,2004,state_house,governor,106,-8.71,-11.93,-3.22,DEM,DEM,False,18444,17577
2022,state_house_governor_2004.json,2004,state_house,governor,107,-44.96,-46.16,-1.2,DEM,DEM,False,23148,20367
2022,state_house_governor_2004.json,2004,state_house,governor,108,7.71,13.76,6.05,REP,REP,False,22061,22057
2022,state_house_governor_2004.json,2004,state_house,governor,109,7.92,7.96,0.04,REP,REP,False,25304,25302
2022,state_house_governor_2004.json,2004,state_house,governor,110,-1.23,-4.63,-3.4,DEM,DEM,False,29168,29186
2022,state_house_governor_2004.json,2004,state_house,governor,112,-10.01,-9.99,0.02,DEM,DEM,False,26519,26530
2022,state_house_governor_2004.json,2004,state_house,governor,114,-30.14,-22.91,7.23,DEM,DEM,False,34810,36327
2022,state_house_governor_2004.json,2004,state_house,governor,115,-6.4,-6.03,0.37,DEM,DEM,False,30945,30961
2022,state_house_governor_2004.json,2004,state_house,governor,116,-16.12,-23.38,-7.26,DEM,DEM,False,36219,34719
2022,state_house_governor_2004.json,2004,state_house,governor,117,7.79,7.8,0.01,REP,REP,False,34296,34273
2022,state_senate_governor_2004.json,2004,state_senate,governor,7,-6.68,-6.54,0.14,DEM,DEM,False,75239,75925
2022,state_senate_governor_2004.json,2004,state_senate,governor,8,-20.31,-20.62,-0.31,DEM,DEM,False,64695,64010
2022,state_senate_governor_2004.json,2004,state_senate,governor,13,-18.77,-19.83,-1.06,DEM,DEM,False,88576,85292
2022,state_senate_governor_2004.json,2004,state_senate,governor,14,-36.92,-38.82,-1.9,DEM,DEM,False,54890,49565
2022,state_senate_governor_2004.json,2004,state_senate,governor,15,-25.24,-26.22,-0.98,DEM,DEM,False,79748,78585
2022,state_senate_governor_2004.json,2004,state_senate,governor,16,-16.15,-16.29,-0.14,DEM,DEM,False,52871,52204
2022,state_senate_governor_2004.json,2004,state_senate,governor,17,-0.85,-2.39,-1.54,DEM,DEM,False,41927,49218
2022,state_senate_governor_2004.json,2004,state_senate,governor,18,-11.94,-10.25,1.69,DEM,DEM,False,50503,53780
2022,state_senate_governor_2004.json,2004,state_senate,governor,19,-21.33,-20.09,1.24,DEM,DEM,False,58033,64919
2022,state_senate_governor_2004.json,2004,state_senate,governor,21,-13.84,-14.25,-0.41,DEM,DEM,False,75623,68831
2022,state_senate_governor_2004.json,2004,state_senate,governor,22,-45.81,-45.84,-0.03,DEM,DEM,False,63771,63739
2022,state_senate_governor_2004.json,2004,state_senate,governor,26,-8.0,-6.16,1.84,DEM,DEM,False,70944,81998
2022,state_senate_governor_2004.json,2004,state_senate,governor,27,-11.28,-11.25,0.03,DEM,DEM,False,73228,71813
2022,state_senate_governor_2004.json,2004,state_senate,governor,28,-39.99,-45.75,-5.76,DEM,DEM,False,91544,81823
2022,state_senate_governor_2004.json,2004,state_senate,governor,31,-6.45,-6.42,0.03,DEM,DEM,False,77373,77485
2022,state_senate_governor_2004.json,2004,state_senate,governor,37,7.39,7.37,-0.02,REP,REP,False,65891,67375
2022,state_senate_governor_2004.json,2004,state_senate,governor,38,-45.11,-47.55,-2.44,DEM,DEM,False,53518,49656
2022,state_senate_governor_2004.json,2004,state_senate,governor,39,-18.34,-18.19,0.15,DEM,DEM,False,56322,56613
2022,state_senate_governor_2004.json,2004,state_senate,governor,40,-27.66,-28.04,-0.38,DEM,DEM,False,61369,62463
2022,state_senate_governor_2004.json,2004,state_senate,governor,41,-27.74,-27.27,0.47,DEM,DEM,False,56780,58101
2022,state_senate_governor_2004.json,2004,state_senate,governor,42,7.32,7.31,-0.01,REP,REP,False,82089,81772
2022,state_senate_governor_2004.json,2004,state_senate,governor,43,7.96,7.97,0.01,REP,REP,False,58206,58244
2022,state_senate_governor_2004.json,2004,state_senate,governor,44,-1.91,-1.92,-0.01,DEM,DEM,False,72429,72390
2022,state_senate_governor_2004.json,2004,state_senate,governor,46,-0.57,-5.44,-4.87,DEM,DEM,False,72949,73948
2022,state_senate_governor_2004.json,2004,state_senate,governor,49,-21.18,-16.71,4.47,DEM,DEM,False,77036,76067
2024,state_house_president_2000.json,2000,state_house,president,1,7.27,6.17,-1.1,REP,REP,False,27303,27796
2024,state_house_president_2000.json,2000,state_house,president,2,7.27,-6.7,-13.97,REP,DEM,True,28202,23867
2024,state_house_president_2000.json,2000,state_house,president,3,24.75,23.25,-1.5,REP,REP,False,28470,27212
2024,state_house_president_2000.json,2000,state_house,president,4,10.99,11.24,0.25,REP,REP,False,22659,23784
2024,state_house_president_2000.json,2000,state_house,president,6,23.17,20.77,-2.4,REP,REP,False,14471,16391
2024,state_house_president_2000.json,2000,state_house,president,7,2.5,4.62,2.12,REP,REP,False,20502,20370
2024,state_house_president_2000.json,2000,state_house,president,8,-6.77,-10.82,-4.05,DEM,DEM,False,19747,19488
2024,state_house_president_2000.json,2000,state_house,president,9,20.77,23.81,3.04,REP,REP,False,23327,23584
2024,state_house_president_2000.json,2000,state_house,president,10,25.87,26.33,0.46,REP,REP,False,25614,24483
2024,state_house_president_2000.json,2000,state_house,president,11,12.24,13.64,1.4,REP,REP,False,34402,32729
2024,state_house_president_2000.json,2000,state_house,president,12,10.17,10.16,-0.01,REP,REP,False,30996,30991
2024,state_house_president_2000.json,2000,state_house,president,13,27.81,29.12,1.31,REP,REP,False,27151,28401
2024,state_house_president_2000.json,2000,state_house,president,14,23.35,23.41,0.06,REP,REP,False,11150,11178
2024,state_house_president_2000.json,2000,state_house,president,15,34.94,34.46,-0.48,REP,REP,False,15208,15576
2024,state_house_president_2000.json,2000,state_house,president,16,15.09,15.03,-0.06,REP,REP,False,17675,17614
2024,state_house_president_2000.json,2000,state_house,president,17,8.01,4.15,-3.86,REP,REP,False,18761,17452
2024,state_house_president_2000.json,2000,state_house,president,18,3.47,10.87,7.4,REP,REP,False,26275,29978
2024,state_house_president_2000.json,2000,state_house,president,19,11.29,12.39,1.1,REP,REP,False,21739,22832
2024,state_house_president_2000.json,2000,state_house,president,20,16.39,10.88,-5.51,REP,REP,False,28383,24908
2024,state_house_president_2000.json,2000,state_house,president,21,19.1,17.9,-1.2,REP,REP,False,2853,10269
2024,state_house_president_2000.json,2000,state_house,president,22,2.42,2.45,0.03,REP,REP,False,30147,30161
2024,state_house_president_2000.json,2000,state_house,president,23,-20.61,-20.59,0.02,DEM,DEM,False,34744,34748
2024,state_house_president_2000.json,2000,state_house,president,24,9.39,11.12,1.73,REP,REP,False,26288,26321
2024,state_house_president_2000.json,2000,state_house,president,25,18.41,16.85,-1.56,REP,REP,False,29050,28963
2024,state_house_president_2000.json,2000,state_house,president,26,34.35,31.61,-2.74,REP,REP,False,15042,12137
2024,state_house_president_2000.json,2000,state_house,president,28,30.29,31.15,0.86,REP,REP,False,21074,23684
2024,state_house_president_2000.json,2000,state_house,president,29,-35.38,-28.97,6.41,DEM,DEM,False,17062,20141
2024,state_house_president_2000.json,2000,state_house,president,30,-34.65,-29.2,5.45,DEM,DEM,False,26488,27040
2024,state_house_president_2000.json,2000,state_house,president,31,-42.29,-25.21,17.08,DEM,DEM,False,13723,14449
2024,state_house_president_2000.json,2000,state_house,president,32,-5.81,-7.62,-1.81,DEM,DEM,False,23445,23496
2024,state_house_president_2000.json,2000,state_house,president,33,11.16,2.44,-8.72,REP,REP,False,25548,18869
2024,state_house_president_2000.json,2000,state_house,president,34,-12.99,0.25,13.24,DEM,REP,True,38540,36171
2024,state_house_president_2000.json,2000,state_house,president,35,14.24,27.84,13.6,REP,REP,False,19229,18278
2024,state_house_president_2000.json,2000,state_house,president,36,24.44,22.61,-1.83,REP,REP,False,9471,16651
2024,state_house_president_2000.json,2000,state_house,president,37,10.13,24.3,14.17,REP,REP,False,16631,17886
2024,state_house_president_2000.json,2000,state_house,president,38,-5.25,-39.15,-33.9,DEM,DEM,False,28803,23130
2024,state_house_president_2000.json,2000,state_house,president,39,12.0,8.47,-3.53,REP,REP,False,15000,17622
2024,state_house_president_2000.json,2000,state_house,president,40,14.37,15.52,1.15,REP,REP,False,38958,31251
2024,state_house_president_2000.json,2000,state_house,president,41,12.1,16.82,4.72,REP,REP,False,12346,11858
2024,state_house_president_2000.json,2000,state_house,president,42,-9.35,-30.52,-21.17,DEM,DEM,False,15228,16873
2024,state_house_president_2000.json,2000,state_house,president,43,6.33,18.17,11.84,REP,REP,False,13689,21056
2024,state_house_president_2000.json,2000,state_house,president,44,-0.49,-3.21,-2.72,DEM,DEM,False,35044,23120
2024,state_house_president_2000.json,2000,state_house,president,45,1.75,9.73,7.98,REP,REP,False,13192,16128
2024,state_house_president_2000.json,2000,state_house,president,46,-5.36,-3.84,1.52,DEM,DEM,False,25956,26306
2024,state_house_president_2000.json,2000,state_house,president,47,-28.66,-30.86,-2.2,DEM,DEM,False,22219,21867
2024,state_house_president_2000.json,2000,state_house,president,48,-19.27,-19.3,-0.03,DEM,DEM,False,17985,17950
2024,state_house_president_2000.json,2000,state_house,president,49,1.69,-4.78,-6.47,REP,DEM,True,20794,23615
2024,state_house_president_2000.json,2000,state_house,president,50,-10.11,-17.93,-7.82,DEM,DEM,False,34407,28552
2024,state_house_president_2000.json,2000,state_house,president,51,18.96,19.18,0.22,REP,REP,False,22500,22196
2024,state_house_president_2000.json,2000,state_house,president,52,1.62,6.97,5.35,REP,REP,False,26354,27141
2024,state_house_president_2000.json,2000,state_house,president,53,28.57,34.2,5.63,REP,REP,False,14737,13208
2024,state_house_president_2000.json,2000,state_house,president,54,3.28,2.97,-0.31,REP,REP,False,23042,23110
2024,state_house_president_2000.json,2000,state_house,president,55,10.67,18.09,7.42,REP,REP,False,27997,29763
2024,state_house_president_2000.json,2000,state_house,president,56,-39.95,-26.33,13.62,DEM,DEM,False,23359,29138
2024,state_house_president_2000.json,2000,state_house,president,57,-21.71,1.33,23.04,DEM,REP,True,28992,27149
2024,state_house_president_2000.json,2000,state_house,president,58,-2.17,1.33,3.5,DEM,REP,True,30083,26676
2024,state_house_president_2000.json,2000,state_house,president,59,31.13,1.39,-29.74,REP,REP,False,24632,25870
2024,state_house_president_2000.json,2000,state_house,president,60,4.51,1.36,-3.15,REP,REP,False,23689,27283
2024,state_house_president_2000.json,2000,state_house,president,61,-14.37,1.34,15.71,DEM,REP,True,35318,28600
2024,state_house_president_2000.json,2000,state_house,president,62,26.85,1.34,-25.51,REP,REP,False,20354,27519
2024,state_house_president_2000.json,2000,state_house,president,63,22.19,22.59,0.4,REP,REP,False,23970,23833
