line_year,file,year,scope,contest_type,district,production_margin_pct,pilot_margin_pct,pilot_minus_production_pp,production_winner,pilot_winner,winner_flip,production_total_votes,pilot_total_votes
2022,state_house_president_2000.json,2000,state_house,president,43,4.67,9.18,4.51,REP,REP,False,21260,20771
2022,state_house_president_2000.json,2000,state_house,president,44,-0.6,0.47,1.07,DEM,REP,True,30112,23606
2022,state_house_president_2000.json,2000,state_house,president,45,2.08,11.21,9.13,REP,REP,False,10503,14901
2022,state_house_president_2000.json,2000,state_house,president,49,9.49,2.23,-7.26,REP,REP,False,21129,23040
2022,state_house_president_2000.json,2000,state_house,president,50,-17.92,-17.93,-0.01,DEM,DEM,False,28553,28552
2022,state_house_president_2000.json,2000,state_house,president,53,34.09,34.16,0.07,REP,REP,False,13147,13080
2022,state_house_president_2000.json,2000,state_house,president,55,10.38,18.25,7.87,REP,REP,False,26396,30831
2022,state_house_president_2000.json,2000,state_house,president,56,-26.32,-26.33,-0.01,DEM,DEM,False,29153,29138
2022,state_house_president_2000.json,2000,state_house,president,57,-12.61,1.33,13.94,DEM,REP,True,28195,27101
2022,state_house_president_2000.json,2000,state_house,president,58,1.41,1.33,-0.08,REP,REP,False,29208,27151
2022,state_house_president_2000.json,2000,state_house,president,59,30.39,1.39,-29.0,REP,REP,False,21862,27284
2022,state_house_president_2000.json,2000,state_house,president,60,4.83,1.36,-3.47,REP,REP,False,24459,27226
2022,state_house_president_2000.json,2000,state_house,president,61,-15.33,1.33,16.66,DEM,REP,True,34550,27151
2022,state_house_president_2000.json,2000,state_house,president,62,11.18,1.34,-9.84,REP,REP,False,24891,27204
2022,state_house_president_2000.json,2000,state_house,president,66,0.81,-6.88,-7.69,REP,DEM,True,32953,28803
2022,state_house_president_2000.json,2000,state_house,president,68,42.42,36.38,-6.04,REP,REP,False,10684,9443
2022,state_house_president_2000.json,2000,state_house,president,69,44.4,41.97,-2.43,REP,REP,False,18201,15017
2022,state_house_president_2000.json,2000,state_house,president,71,19.31,-4.77,-24.08,REP,DEM,True,28959,24895
2022,state_house_president_2000.json,2000,state_house,president,72,19.26,-24.09,-43.35,REP,DEM,True,35807,26859
2022,state_house_president_2000.json,2000,state_house,president,73,24.68,33.87,9.19,REP,REP,False,14379,16832
2022,state_house_president_2000.json,2000,state_house,president,74,8.31,33.66,25.35,REP,REP,False,24731,29690
2022,state_house_president_2000.json,2000,state_house,president,75,-9.83,30.86,40.69,DEM,REP,True,17175,24409
2022,state_house_president_2000.json,2000,state_house,president,80,42.79,42.81,0.02,REP,REP,False,26524,26513
2022,state_house_president_2000.json,2000,state_house,president,82,32.63,28.32,-4.31,REP,REP,False,20392,19023
2022,state_house_president_2000.json,2000,state_house,president,83,46.01,44.62,-1.39,REP,REP,False,29124,28031
2022,state_house_president_2000.json,2000,state_house,president,88,12.6,-18.42,-31.02,REP,DEM,True,24081,23484
2022,state_house_president_2000.json,2000,state_house,president,91,30.09,38.43,8.34,REP,REP,False,31394,32284
2022,state_house_president_2000.json,2000,state_house,president,92,12.97,7.86,-5.11,REP,REP,False,13773,12621
2022,state_house_president_2000.json,2000,state_house,president,97,30.7,30.69,-0.01,REP,REP,False,24398,24389
2022,state_house_president_2000.json,2000,state_house,president,98,-11.78,23.36,35.14,DEM,REP,True,12240,15477
2022,state_house_president_2000.json,2000,state_house,president,99,21.05,-15.04,-36.09,REP,DEM,True,12992,18224
2022,state_house_president_2000.json,2000,state_house,president,100,5.98,-10.2,-16.18,REP,DEM,True,28722,22922
2022,state_house_president_2000.json,2000,state_house,president,101,15.29,-7.87,-23.16,REP,DEM,True,18534,17922
2022,state_house_president_2000.json,2000,state_house,president,102,3.95,-55.99,-59.94,REP,DEM,True,26732,21254
2022,state_house_president_2000.json,2000,state_house,president,103,-15.59,30.81,46.4,DEM,REP,True,26498,27171
2022,state_house_president_2000.json,2000,state_house,president,104,2.19,25.93,23.74,REP,REP,False,36287,30770
2022,state_house_president_2000.json,2000,state_house,president,105,14.72,29.2,14.48,REP,REP,False,17393,23295
2022,state_house_president_2000.json,2000,state_house,president,106,-14.22,-1.91,12.31,DEM,DEM,False,11085,11957
2022,state_house_president_2000.json,2000,state_house,president,107,-1.97,-21.64,-19.67,DEM,DEM,False,13274,14472
2022,state_house_president_2000.json,2000,state_house,president,108,34.09,38.63,4.54,REP,REP,False,20320,20894
2022,state_house_president_2000.json,2000,state_house,president,109,34.58,34.98,0.4,REP,REP,False,23687,22631
2022,state_house_president_2000.json,2000,state_house,president,110,25.45,22.73,-2.72,REP,REP,False,26340,26836
2022,state_house_president_2000.json,2000,state_house,president,111,22.64,22.63,-0.01,REP,REP,False,29851,29845
2022,state_house_president_2000.json,2000,state_house,president,112,-9.09,23.31,32.4,DEM,REP,True,21431,23477
2022,state_house_president_2000.json,2000,state_house,president,114,-8.11,9.03,17.14,DEM,REP,True,28208,31412
2022,state_house_president_2000.json,2000,state_house,president,115,21.92,12.81,-9.11,REP,REP,False,25834,25183
2022,state_house_president_2000.json,2000,state_house,president,116,13.31,5.21,-8.1,REP,REP,False,31438,28914
2022,state_house_president_2000.json,2000,state_house,president,118,11.21,11.2,-0.01,REP,REP,False,31144,31138
2022,state_senate_president_2000.json,2000,state_senate,president,7,12.93,10.88,-2.05,REP,REP,False,61345,60295
2022,state_senate_president_2000.json,2000,state_senate,president,8,-0.1,2.48,2.58,DEM,REP,True,52270,53318
2022,state_senate_president_2000.json,2000,state_senate,president,10,32.78,32.79,0.01,REP,REP,False,41222,41204
2022,state_senate_president_2000.json,2000,state_senate,president,12,20.01,19.98,-0.03,REP,REP,False,41844,41732
2022,state_senate_president_2000.json,2000,state_senate,president,13,4.01,6.58,2.57,REP,REP,False,81033,70736
2022,state_senate_president_2000.json,2000,state_senate,president,14,7.53,-8.69,-16.22,REP,DEM,True,56693,44397
2022,state_senate_president_2000.json,2000,state_senate,president,15,0.6,-1.27,-1.87,REP,DEM,True,54619,61165
2022,state_senate_president_2000.json,2000,state_senate,president,16,12.27,15.04,2.77,REP,REP,False,31783,40294
2022,state_senate_president_2000.json,2000,state_senate,president,17,17.27,22.2,4.93,REP,REP,False,25327,32906
2022,state_senate_president_2000.json,2000,state_senate,president,18,7.04,14.77,7.73,REP,REP,False,35488,35540
2022,state_senate_president_2000.json,2000,state_senate,president,19,3.86,8.11,4.25,REP,REP,False,45595,49046
2022,state_senate_president_2000.json,2000,state_senate,president,20,-20.73,-16.15,4.58,DEM,DEM,False,48911,44771
2022,state_senate_president_2000.json,2000,state_senate,president,21,10.16,7.03,-3.13,REP,REP,False,62712,59323
2022,state_senate_president_2000.json,2000,state_senate,president,22,-23.67,-27.59,-3.92,DEM,DEM,False,45212,49340
2022,state_senate_president_2000.json,2000,state_senate,president,26,24.86,8.96,-15.9,REP,REP,False,62013,69270
2022,state_senate_president_2000.json,2000,state_senate,president,27,12.82,1.35,-11.47,REP,REP,False,56995,61724
2022,state_senate_president_2000.json,2000,state_senate,president,28,-19.36,1.33,20.69,DEM,REP,True,76707,64655
2022,state_senate_president_2000.json,2000,state_senate,president,29,21.09,21.35,0.26,REP,REP,False,71609,72724
2022,state_senate_president_2000.json,2000,state_senate,president,30,38.91,38.92,0.01,REP,REP,False,65957,65945
2022,state_senate_president_2000.json,2000,state_senate,president,31,16.26,21.14,4.88,REP,REP,False,61538,68180
2022,state_senate_president_2000.json,2000,state_senate,president,32,16.07,11.24,-4.83,REP,REP,False,76529,69963
2022,state_senate_president_2000.json,2000,state_senate,president,34,32.63,32.75,0.12,REP,REP,False,47229,47320
2022,state_senate_president_2000.json,2000,state_senate,president,35,37.72,37.57,-0.15,REP,REP,False,39833,38664
2022,state_senate_president_2000.json,2000,state_senate,president,37,27.2,32.19,4.99,REP,REP,False,50871,52171
2022,state_senate_president_2000.json,2000,state_senate,president,38,1.69,-30.56,-32.25,REP,DEM,True,46867,43945
2022,state_senate_president_2000.json,2000,state_senate,president,39,16.44,3.17,-13.27,REP,REP,False,50614,50620
2022,state_senate_president_2000.json,2000,state_senate,president,40,-1.9,4.19,6.09,DEM,REP,True,50351,55119
2022,state_senate_president_2000.json,2000,state_senate,president,41,2.29,-12.43,-14.72,REP,DEM,True,40200,40252
2022,state_senate_president_2000.json,2000,state_senate,president,42,-1.91,29.02,30.93,DEM,REP,True,69722,66522
2022,state_senate_president_2000.json,2000,state_senate,president,43,34.13,35.19,1.06,REP,REP,False,54390,54638
2022,state_senate_president_2000.json,2000,state_senate,president,44,23.75,22.76,-0.99,REP,REP,False,61924,61676
2022,state_senate_president_2000.json,2000,state_senate,president,46,22.62,19.59,-3.03,REP,REP,False,65274,67895
2022,state_senate_president_2000.json,2000,state_senate,president,48,30.63,30.64,0.01,REP,REP,False,65160,65139
2022,state_senate_president_2000.json,2000,state_senate,president,49,5.67,8.28,2.61,REP,REP,False,64833,62239
2022,state_house_governor_2000.json,2000,state_house,governor,2,-14.3,-27.08,-12.78,DEM,DEM,False,27068,24193
2022,state_house_governor_2000.json,2000,state_house,governor,6,-8.63,-8.69,-0.06,DEM,DEM,False,16780,16718
2022,state_house_governor_2000.json,2000,state_house,governor,11,-15.15,-15.47,-0.32,DEM,DEM,False,17696,21734
2022,state_house_governor_2000.json,2000,state_house,governor,18,-29.1,-13.49,15.61,DEM,DEM,False,22221,25417
2022,state_house_governor_2000.json,2000,state_house,governor,19,-10.77,-15.02,-4.25,DEM,DEM,False,24056,22451
2022,state_house_governor_2000.json,2000,state_house,governor,20,-5.76,-13.5,-7.74,DEM,DEM,False,31923,30331
2022,state_house_governor_2000.json,2000,state_house,governor,21,-12.18,3.1,15.28,DEM,REP,True,4942,6830
2022,state_house_governor_2000.json,2000,state_house,governor,29,-43.2,-41.05,2.15,DEM,DEM,False,21855,20375
2022,state_house_governor_2000.json,2000,state_house,governor,30,-46.54,-41.22,5.32,DEM,DEM,False,24841,27351
2022,state_house_governor_2000.json,2000,state_house,governor,31,-53.65,-37.94,15.71,DEM,DEM,False,12788,14622
2022,state_house_governor_2000.json,2000,state_house,governor,33,-13.85,-8.47,5.38,DEM,DEM,False,26413,20041
2022,state_house_governor_2000.json,2000,state_house,governor,34,-19.96,-12.35,7.61,DEM,DEM,False,40539,36397
2022,state_house_governor_2000.json,2000,state_house,governor,35,0.43,-2.48,-2.91,REP,DEM,True,10949,11468
2022,state_house_governor_2000.json,2000,state_house,governor,36,3.6,-2.03,-5.63,REP,DEM,True,8050,13578
2022,state_house_governor_2000.json,2000,state_house,governor,37,-2.97,-0.71,2.26,DEM,DEM,False,14587,16629
2022,state_house_governor_2000.json,2000,state_house,governor,38,-25.51,-50.95,-25.44,DEM,DEM,False,28360,23859
2022,state_house_governor_2000.json,2000,state_house,governor,39,-11.34,-13.37,-2.03,DEM,DEM,False,20826,18927
2022,state_house_governor_2000.json,2000,state_house,governor,40,-7.73,3.69,11.42,DEM,REP,True,28225,26531
2022,state_house_governor_2000.json,2000,state_house,governor,41,-2.24,-4.11,-1.87,DEM,DEM,False,25403,32325
2022,state_house_governor_2000.json,2000,state_house,governor,42,-25.07,-34.35,-9.28,DEM,DEM,False,15499,18213
2022,state_house_governor_2000.json,2000,state_house,governor,43,-17.9,-14.25,3.65,DEM,DEM,False,21684,21094
2022,state_house_governor_2000.json,2000,state_house,governor,44,-18.32,-18.44,-0.12,DEM,DEM,False,30575,24014
2022,state_house_governor_2000.json,2000,state_house,governor,45,-19.45,-11.53,7.92,DEM,DEM,False,10685,15185
2022,state_house_governor_2000.json,2000,state_house,governor,49,-9.59,-15.61,-6.02,DEM,DEM,False,21233,23178
2022,state_house_governor_2000.json,2000,state_house,governor,53,1.88,1.9,0.02,REP,REP,False,13472,13402
2022,state_house_governor_2000.json,2000,state_house,governor,55,-3.62,4.89,8.51,DEM,REP,True,26165,30569
2022,state_house_governor_2000.json,2000,state_house,governor,57,-26.2,-14.7,11.5,DEM,DEM,False,28749,27428
2022,state_house_governor_2000.json,2000,state_house,governor,58,-14.16,-14.7,-0.54,DEM,DEM,False,29456,27477
2022,state_house_governor_2000.json,2000,state_house,governor,59,10.7,-14.66,-25.36,REP,DEM,True,22082,27612
2022,state_house_governor_2000.json,2000,state_house,governor,60,-12.68,-14.68,-2.0,DEM,DEM,False,24705,27555
2022,state_house_governor_2000.json,2000,state_house,governor,61,-28.69,-14.7,13.99,DEM,DEM,False,35075,27477
2022,state_house_governor_2000.json,2000,state_house,governor,62,-6.97,-14.69,-7.72,DEM,DEM,False,25062,27531
2022,state_house_governor_2000.json,2000,state_house,governor,66,-16.43,-21.66,-5.23,DEM,DEM,False,33434,29253
2022,state_house_governor_2000.json,2000,state_house,governor,68,36.75,26.92,-9.83,REP,REP,False,10583,9339
2022,state_house_governor_2000.json,2000,state_house,governor,69,33.12,32.99,-0.13,REP,REP,False,18033,14882
2022,state_house_governor_2000.json,2000,state_house,governor,71,0.11,-19.8,-19.91,REP,DEM,True,29079,24955
2022,state_house_governor_2000.json,2000,state_house,governor,72,0.61,-35.81,-36.42,REP,DEM,True,35905,26926
2022,state_house_governor_2000.json,2000,state_house,governor,73,13.9,21.2,7.3,REP,REP,False,14507,17033
2022,state_house_governor_2000.json,2000,state_house,governor,74,-8.47,12.54,21.01,DEM,REP,True,24747,29771
2022,state_house_governor_2000.json,2000,state_house,governor,75,-24.15,9.93,34.08,DEM,REP,True,17234,24484
2022,state_house_governor_2000.json,2000,state_house,governor,80,18.48,18.5,0.02,REP,REP,False,26457,26445
2022,state_house_governor_2000.json,2000,state_house,governor,81,4.57,4.56,-0.01,REP,REP,False,25404,25396
2022,state_house_governor_2000.json,2000,state_house,governor,82,19.92,15.54,-4.38,REP,REP,False,20676,19285
2022,state_house_governor_2000.json,2000,state_house,governor,83,29.0,28.49,-0.51,REP,REP,False,29449,28302
2022,state_house_governor_2000.json,2000,state_house,governor,88,13.14,-15.67,-28.81,REP,DEM,True,24132,23623
2022,state_house_governor_2000.json,2000,state_house,governor,91,6.64,13.73,7.09,REP,REP,False,31863,32762
2022,state_house_governor_2000.json,2000,state_house,governor,92,12.84,5.51,-7.33,REP,REP,False,13851,12622
2022,state_house_governor_2000.json,2000,state_house,governor,98,-9.78,20.27,30.05,DEM,REP,True,12285,15501
2022,state_house_governor_2000.json,2000,state_house,governor,99,22.84,-15.7,-38.54,REP,DEM,True,13056,18334
2022,state_house_governor_2000.json,2000,state_house,governor,100,5.53,-9.26,-14.79,REP,DEM,True,28860,23093
2022,state_house_governor_2000.json,2000,state_house,governor,101,15.49,-11.9,-27.39,REP,DEM,True,18632,18094
2022,state_house_governor_2000.json,2000,state_house,governor,102,5.24,-53.84,-59.08,REP,DEM,True,26847,21440
2022,state_house_governor_2000.json,2000,state_house,governor,103,-17.27,31.01,48.28,DEM,REP,True,26695,27275
2022,state_house_governor_2000.json,2000,state_house,governor,104,0.77,29.2,28.43,REP,REP,False,36401,30834
2022,state_house_governor_2000.json,2000,state_house,governor,105,15.03,30.16,15.13,REP,REP,False,17400,23294
2022,state_house_governor_2000.json,2000,state_house,governor,106,-12.69,-3.88,8.81,DEM,DEM,False,11123,12008
2022,state_house_governor_2000.json,2000,state_house,governor,107,-1.43,-23.6,-22.17,DEM,DEM,False,13318,14549
2022,state_house_governor_2000.json,2000,state_house,governor,108,19.31,23.79,4.48,REP,REP,False,20596,21152
2022,state_house_governor_2000.json,2000,state_house,governor,109,19.31,20.88,1.57,REP,REP,False,23859,22825
2022,state_house_governor_2000.json,2000,state_house,governor,110,7.12,4.33,-2.79,REP,REP,False,26585,27076
2022,state_house_governor_2000.json,2000,state_house,governor,111,-1.76,-1.77,-0.01,DEM,DEM,False,30085,30080
2022,state_house_governor_2000.json,2000,state_house,governor,112,-9.48,22.27,31.75,DEM,REP,True,21577,23510
2022,state_house_governor_2000.json,2000,state_house,governor,114,-17.67,-4.1,13.57,DEM,DEM,False,28450,31579
2022,state_house_governor_2000.json,2000,state_house,governor,115,7.61,-0.02,-7.63,REP,DEM,True,25918,25328
2022,state_house_governor_2000.json,2000,state_house,governor,116,-1.82,-8.0,-6.18,DEM,DEM,False,31597,29088
2022,state_senate_governor_2000.json,2000,state_senate,governor,7,-11.85,-13.5,-1.65,DEM,DEM,False,61502,60467
2022,state_senate_governor_2000.json,2000,state_senate,governor,8,-29.2,-27.01,2.19,DEM,DEM,False,52832,53868
2022,state_senate_governor_2000.json,2000,state_senate,governor,12,-8.37,-8.4,-0.03,DEM,DEM,False,42374,42261
2022,state_senate_governor_2000.json,2000,state_senate,governor,13,-14.05,-11.11,2.94,DEM,DEM,False,81828,71412
2022,state_senate_governor_2000.json,2000,state_senate,governor,14,-13.25,-26.66,-13.41,DEM,DEM,False,57441,45094
2022,state_senate_governor_2000.json,2000,state_senate,governor,15,-16.92,-18.77,-1.85,DEM,DEM,False,55060,61673
2022,state_senate_governor_2000.json,2000,state_senate,governor,16,-6.97,-4.76,2.21,DEM,DEM,False,32087,40575
2022,state_senate_governor_2000.json,2000,state_senate,governor,17,-3.61,-0.73,2.88,DEM,DEM,False,25634,33242
2022,state_senate_governor_2000.json,2000,state_senate,governor,18,-15.28,-9.3,5.98,DEM,DEM,False,35785,35934
2022,state_senate_governor_2000.json,2000,state_senate,governor,19,-17.11,-13.84,3.27,DEM,DEM,False,46430,49892
2022,state_senate_governor_2000.json,2000,state_senate,governor,20,-33.25,-29.88,3.37,DEM,DEM,False,49806,45646
2022,state_senate_governor_2000.json,2000,state_senate,governor,21,-5.95,-7.99,-2.04,DEM,DEM,False,63946,60546
2022,state_senate_governor_2000.json,2000,state_senate,governor,22,-37.12,-39.89,-2.77,DEM,DEM,False,45767,49917
2022,state_senate_governor_2000.json,2000,state_senate,governor,26,1.41,-11.88,-13.29,REP,DEM,True,62536,69971
2022,state_senate_governor_2000.json,2000,state_senate,governor,27,-5.76,-14.69,-8.93,DEM,DEM,False,57529,62467
2022,state_senate_governor_2000.json,2000,state_senate,governor,28,-31.74,-14.7,17.04,DEM,DEM,False,77875,65435
2022,state_senate_governor_2000.json,2000,state_senate,governor,29,-0.57,0.07,0.64,DEM,REP,True,73568,74683
2022,state_senate_governor_2000.json,2000,state_senate,governor,31,-3.72,0.67,4.39,DEM,REP,True,62109,68757
2022,state_senate_governor_2000.json,2000,state_senate,governor,32,-2.06,-6.25,-4.19,DEM,DEM,False,76719,70147
2022,state_senate_governor_2000.json,2000,state_senate,governor,34,19.65,19.72,0.07,REP,REP,False,47809,47907
2022,state_senate_governor_2000.json,2000,state_senate,governor,35,27.89,27.39,-0.5,REP,REP,False,39440,38265
2022,state_senate_governor_2000.json,2000,state_senate,governor,37,14.58,19.08,4.5,REP,REP,False,51208,52480
2022,state_senate_governor_2000.json,2000,state_senate,governor,38,2.82,-30.67,-33.49,REP,DEM,True,47007,44223
2022,state_senate_governor_2000.json,2000,state_senate,governor,39,16.28,5.34,-10.94,REP,REP,False,50869,50719
2022,state_senate_governor_2000.json,2000,state_senate,governor,40,-2.14,3.64,5.78,DEM,REP,True,50787,55350
2022,state_senate_governor_2000.json,2000,state_senate,governor,41,2.87,-15.48,-18.35,REP,DEM,True,40309,40528
2022,state_senate_governor_2000.json,2000,state_senate,governor,42,-2.89,30.29,33.18,DEM,REP,True,69887,66771
2022,state_senate_governor_2000.json,2000,state_senate,governor,43,19.99,20.65,0.66,REP,REP,False,54906,55163
2022,state_senate_governor_2000.json,2000,state_senate,governor,44,3.86,3.21,-0.65,REP,REP,False,62811,62554
2022,state_senate_governor_2000.json,2000,state_senate,governor,46,4.74,2.84,-1.9,REP,REP,False,63854,66380
2022,state_senate_governor_2000.json,2000,state_senate,governor,49,-6.34,-4.77,1.57,DEM,DEM,False,65106,62608
2022,state_house_us_senate_2002.json,2002,state_house,us_senate,6,15.34,15.29,-0.05,REP,REP,False,13951,13899
2022,state_house_us_senate_2002.json,2002,state_house,us_senate,11,7.59,6.51,-1.08,REP,REP,False,18107,17452
2022,state_house_us_senate_2002.json,2002,state_house,us_senate,18,-6.45,-1.67,4.78,DEM,DEM,False,17404,19312
2022,state_house_us_senate_2002.json,2002,state_house,us_senate,19,18.26,16.86,-1.4,REP,REP,False,20982,19445
2022,state_house_us_senate_2002.json,2002,state_house,us_senate,20,22.93,22.28,-0.65,REP,REP,False,25518,25147
2022,state_house_us_senate_2002.json,2002,state_house,us_senate,21,26.48,27.14,0.66,REP,REP,False,4944,5376
2022,state_house_us_senate_2002.json,2002,state_house,us_senate,31,-41.59,-41.71,-0.12,DEM,DEM,False,10880,10862
2022,state_house_us_senate_2002.json,2002,state_house,us_senate,33,9.09,9.85,0.76,REP,REP,False,18794,16952
2022,state_house_us_senate_2002.json,2002,state_house,us_senate,34,10.17,10.23,0.06,REP,REP,False,31900,30967
2022,state_house_us_senate_2002.json,2002,state_house,us_senate,35,31.72,28.44,-3.28,REP,REP,False,7510,11233
2022,state_house_us_senate_2002.json,2002,state_house,us_senate,36,24.59,25.59,1.0,REP,REP,False,13013,12235
2022,state_house_us_senate_2002.json,2002,state_house,us_senate,37,32.11,29.89,-2.22,REP,REP,False,9637,14204
2022,state_house_us_senate_2002.json,2002,state_house,us_senate,38,-55.26,-57.07,-1.81,DEM,DEM,False,18048,17719
2022,state_house_us_senate_2002.json,2002,state_house,us_senate,39,10.82,10.15,-0.67,REP,REP,False,16474,16574
2022,state_house_us_senate_2002.json,2002,state_house,us_senate,40,29.89,28.9,-0.99,REP,REP,False,24487,22164
2022,state_house_us_senate_2002.json,2002,state_house,us_senate,41,19.57,18.77,-0.8,REP,REP,False,25744,24340
2022,state_house_us_senate_2002.json,2002,state_house,us_senate,42,-13.98,-21.55,-7.57,DEM,DEM,False,10528,9255
2022,state_house_us_senate_2002.json,2002,state_house,us_senate,43,0.7,3.67,2.97,REP,REP,False,16316,16794
2022,state_house_us_senate_2002.json,2002,state_house,us_senate,44,0.11,-2.22,-2.33,REP,DEM,True,23428,22258
2022,state_house_us_senate_2002.json,2002,state_house,us_senate,45,-2.07,3.98,6.05,DEM,REP,True,7815,9834
2022,state_house_us_senate_2002.json,2002,state_house,us_senate,49,2.86,3.76,0.9,REP,REP,False,19465,20256
2022,state_house_us_senate_2002.json,2002,state_house,us_senate,53,32.29,32.3,0.01,REP,REP,False,11388,11325
2022,state_house_us_senate_2002.json,2002,state_house,us_senate,57,10.46,10.92,0.46,REP,REP,False,24563,24192
2022,state_house_us_senate_2002.json,2002,state_house,us_senate,58,-16.42,-19.48,-3.06,DEM,DEM,False,24195,22779
2022,state_house_us_senate_2002.json,2002,state_house,us_senate,59,15.92,17.11,1.19,REP,REP,False,16598,18628
2022,state_house_us_senate_2002.json,2002,state_house,us_senate,60,8.71,5.87,-2.84,REP,REP,False,20930,19708
2022,state_house_us_senate_2002.json,2002,state_house,us_senate,61,-28.24,-35.34,-7.1,DEM,DEM,False,24598,22086
2022,state_house_us_senate_2002.json,2002,state_house,us_senate,62,24.59,26.77,2.18,REP,REP,False,19802,23237
2022,state_house_us_senate_2002.json,2002,state_house,us_senate,66,-1.31,-2.38,-1.07,DEM,DEM,False,25754,24487
2022,state_house_us_senate_2002.json,2002,state_house,us_senate,72,-25.16,-25.2,-0.04,DEM,DEM,False,22444,22467
2022,state_house_us_senate_2002.json,2002,state_house,us_senate,73,22.58,22.57,-0.01,REP,REP,False,11217,11216
2022,state_house_us_senate_2002.json,2002,state_house,us_senate,75,30.6,30.64,0.04,REP,REP,False,18736,18806
2022,state_house_us_senate_2002.json,2002,state_house,us_senate,80,35.48,35.47,-0.01,REP,REP,False,22162,22150
2022,state_house_us_senate_2002.json,2002,state_house,us_senate,81,15.37,15.36,-0.01,REP,REP,False,22088,22086
2022,state_house_us_senate_2002.json,2002,state_house,us_senate,88,-26.8,-23.48,3.32,DEM,DEM,False,14481,16036
2022,state_house_us_senate_2002.json,2002,state_house,us_senate,91,26.17,26.26,0.09,REP,REP,False,24529,24506
2022,state_house_us_senate_2002.json,2002,state_house,us_senate,92,0.91,-3.39,-4.3,REP,DEM,True,8246,9166
2022,state_house_us_senate_2002.json,2002,state_house,us_senate,97,22.78,22.77,-0.01,REP,REP,False,20345,20340
2022,state_house_us_senate_2002.json,2002,state_house,us_senate,98,30.49,31.2,0.71,REP,REP,False,13937,13944
2022,state_house_us_senate_2002.json,2002,state_house,us_senate,99,-46.2,-46.25,-0.05,DEM,DEM,False,11080,10961
2022,state_house_us_senate_2002.json,2002,state_house,us_senate,100,-20.28,-20.08,0.2,DEM,DEM,False,15005,14906
2022,state_house_us_senate_2002.json,2002,state_house,us_senate,101,-18.38,-18.13,0.25,DEM,DEM,False,13985,13872
2022,state_house_us_senate_2002.json,2002,state_house,us_senate,102,-44.73,-46.19,-1.46,DEM,DEM,False,16086,14980
2022,state_house_us_senate_2002.json,2002,state_house,us_senate,103,37.29,37.73,0.44,REP,REP,False,23095,24188
2022,state_house_us_senate_2002.json,2002,state_house,us_senate,104,26.37,26.67,0.3,REP,REP,False,27153,27024
2022,state_house_us_senate_2002.json,2002,state_house,us_senate,105,30.1,30.5,0.4,REP,REP,False,17852,15357
2022,state_house_us_senate_2002.json,2002,state_house,us_senate,106,12.23,12.21,-0.02,REP,REP,False,10724,11330
2022,state_house_us_senate_2002.json,2002,state_house,us_senate,107,-34.52,-37.41,-2.89,DEM,DEM,False,13684,12698
2022,state_house_us_senate_2002.json,2002,state_house,us_senate,108,7.55,34.05,26.5,REP,REP,False,15690,14225
2022,state_house_us_senate_2002.json,2002,state_house,us_senate,109,7.56,30.54,22.98,REP,REP,False,17314,17868
